time,lat,long,light,temp
"Jul 6 2009 14:18:13",42.313175,-71.03933,74.00,32.75
"Jul 6 2009 14:18:14",42.313175,-71.03933,74.00,32.75
"Jul 6 2009 14:18:15",42.313404,-71.03933,75.00,32.75
"Jul 6 2009 14:18:16",42.31354,-71.03931,75.00,34.13
"Jul 6 2009 14:18:17",42.31341,-71.039314,75.00,32.75
"Jul 6 2009 14:18:18",42.313557,-71.0394,75.00,34.13
"Jul 6 2009 14:18:19",42.313557,-71.0394,75.00,34.13
"Jul 6 2009 14:18:20",42.313557,-71.0394,73.00,34.13
"Jul 6 2009 14:18:22",42.313557,-71.0394,75.00,32.75
"Jul 6 2009 14:18:23",42.313557,-71.0394,75.00,32.75
"Jul 6 2009 14:18:24",42.313557,-71.0394,75.00,32.75
"Jul 6 2009 14:18:25",42.313942,-71.03948,75.00,32.75
"Jul 6 2009 14:18:26",42.31367,-71.039276,73.00,32.75
"Jul 6 2009 14:18:27",42.313583,-71.03915,75.00,32.75
"Jul 6 2009 14:18:28",42.313526,-71.039085,75.00,32.75
"Jul 6 2009 14:18:29",42.313442,-71.0391,73.00,34.13
"Jul 6 2009 14:18:30",42.313713,-71.03925,72.00,34.13
"Jul 6 2009 14:18:31",42.313793,-71.03923,75.00,32.75
"Jul 6 2009 14:18:32",42.313698,-71.03921,75.00,34.13
"Jul 6 2009 14:18:34",42.313557,-71.03917,75.00,34.13
"Jul 6 2009 14:18:35",42.313557,-71.03917,75.00,34.13
"Jul 6 2009 14:18:36",42.31393,-71.0393,75.00,34.13
"Jul 6 2009 14:18:37",42.31307,-71.03951,75.00,34.13
"Jul 6 2009 14:18:38",42.312786,-71.03947,74.00,34.13
"Jul 6 2009 14:18:39",42.31291,-71.03945,74.00,34.13
"Jul 6 2009 14:18:40",42.313526,-71.03932,74.00,34.13
"Jul 6 2009 14:18:41",42.313297,-71.03934,74.00,34.13
"Jul 6 2009 14:18:42",42.31233,-71.039566,75.00,34.13
"Jul 6 2009 14:18:43",42.3124,-71.039764,75.00,34.13
"Jul 6 2009 14:18:44",42.3124,-71.039764,75.00,34.13
"Jul 6 2009 14:18:45",42.3124,-71.039764,75.00,34.13
"Jul 6 2009 14:18:47",42.313656,-71.03927,74.00,34.13
"Jul 6 2009 14:18:48",42.313763,-71.039314,74.00,34.13
"Jul 6 2009 14:18:49",42.31373,-71.03931,74.00,34.13
"Jul 6 2009 14:18:50",42.3138,-71.03928,75.00,34.13
"Jul 6 2009 14:18:51",42.313843,-71.0393,73.00,34.13
"Jul 6 2009 14:18:52",42.313736,-71.039314,75.00,34.13
"Jul 6 2009 14:18:53",42.313633,-71.03935,73.00,34.13
"Jul 6 2009 14:18:54",42.313347,-71.03946,72.00,34.13
"Jul 6 2009 14:18:55",42.313778,-71.0393,72.00,34.13
"Jul 6 2009 14:18:56",42.31355,-71.03938,73.00,34.13
"Jul 6 2009 14:18:57",42.31346,-71.0394,74.00,34.13
"Jul 6 2009 14:18:58",42.31329,-71.03944,74.00,34.13
"Jul 6 2009 14:19:00",42.313858,-71.03929,75.00,34.13
"Jul 6 2009 14:19:01",42.31333,-71.03946,73.00,34.13
"Jul 6 2009 14:19:02",42.313435,-71.039406,73.00,34.13
"Jul 6 2009 14:19:03",42.313633,-71.03934,73.00,34.13
"Jul 6 2009 14:19:04",42.313744,-71.03931,73.00,34.13
"Jul 6 2009 14:19:05",42.313744,-71.0393,75.00,34.13
"Jul 6 2009 14:19:06",42.31354,-71.03935,75.00,34.13
"Jul 6 2009 14:19:07",42.313354,-71.0394,75.00,34.13
"Jul 6 2009 14:19:08",42.31303,-71.03923,75.00,34.13
"Jul 6 2009 14:19:09",42.313198,-71.03935,75.00,34.13
"Jul 6 2009 14:19:10",42.31321,-71.039375,73.00,34.13
"Jul 6 2009 14:19:12",42.31301,-71.03944,75.00,34.13
"Jul 6 2009 14:19:13",42.31276,-71.03951,73.00,34.13
"Jul 6 2009 14:19:14",42.313087,-71.03954,75.00,34.13
"Jul 6 2009 14:19:15",42.31311,-71.03946,75.00,34.13
"Jul 6 2009 14:19:16",42.313744,-71.03927,75.00,34.13
"Jul 6 2009 14:19:17",42.313877,-71.03927,73.00,34.13
"Jul 6 2009 14:19:18",42.313915,-71.03928,75.00,34.13
"Jul 6 2009 14:19:19",42.313843,-71.0393,75.00,34.13
"Jul 6 2009 14:19:20",42.313656,-71.039314,73.00,34.13
"Jul 6 2009 14:19:21",42.313404,-71.03934,75.00,34.13
"Jul 6 2009 14:19:22",42.313583,-71.03926,75.00,34.13
"Jul 6 2009 14:19:23",42.313404,-71.039276,75.00,34.13
"Jul 6 2009 14:19:25",42.313828,-71.03927,75.00,35.52
"Jul 6 2009 14:19:26",42.313663,-71.03914,75.00,35.52
"Jul 6 2009 14:19:27",42.313686,-71.039154,75.00,35.52
"Jul 6 2009 14:19:28",42.313763,-71.039185,75.00,35.52
"Jul 6 2009 14:19:29",42.313763,-71.039185,75.00,35.52
"Jul 6 2009 14:19:30",42.313076,-71.03946,73.00,34.13
"Jul 6 2009 14:19:31",42.313076,-71.03946,73.00,34.13
"Jul 6 2009 14:19:32",42.31349,-71.039406,73.00,34.13
"Jul 6 2009 14:19:33",42.31349,-71.039406,75.00,34.13
"Jul 6 2009 14:19:34",42.313606,-71.03939,75.00,35.52
"Jul 6 2009 14:19:35",42.31346,-71.03942,75.00,35.52
"Jul 6 2009 14:19:37",42.3139,-71.0392,75.00,35.52
"Jul 6 2009 14:19:38",42.3142,-71.03907,75.00,35.52
"Jul 6 2009 14:19:39",42.313988,-71.03913,75.00,35.52
