time,lat,long,light,temp
"Jul 6 2009 14:27:12",0.0,0.0,74.00,34.13
"Jul 6 2009 14:27:13",0.0,0.0,75.00,34.13
"Jul 6 2009 14:27:14",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:15",0.0,0.0,74.00,35.52
"Jul 6 2009 14:27:16",0.0,0.0,74.00,35.52
"Jul 6 2009 14:27:17",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:18",0.0,0.0,74.00,35.52
"Jul 6 2009 14:27:19",0.0,0.0,74.00,35.52
"Jul 6 2009 14:27:20",0.0,0.0,74.00,35.52
"Jul 6 2009 14:27:21",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:22",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:23",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:25",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:26",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:27",0.0,0.0,74.00,35.52
"Jul 6 2009 14:27:28",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:29",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:30",0.0,0.0,74.00,35.52
"Jul 6 2009 14:27:31",0.0,0.0,73.00,35.52
"Jul 6 2009 14:27:32",0.0,0.0,73.00,35.52
"Jul 6 2009 14:27:33",0.0,0.0,74.00,35.52
"Jul 6 2009 14:27:34",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:35",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:37",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:38",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:39",0.0,0.0,75.00,36.90
"Jul 6 2009 14:27:40",0.0,0.0,75.00,35.52
"Jul 6 2009 14:27:41",0.0,0.0,74.00,36.90
"Jul 6 2009 14:27:42",0.0,0.0,75.00,36.90
"Jul 6 2009 14:27:43",0.0,0.0,75.00,36.90
"Jul 6 2009 14:27:44",0.0,0.0,74.00,36.90
"Jul 6 2009 14:27:45",0.0,0.0,74.00,36.90
"Jul 6 2009 14:27:46",0.0,0.0,74.00,36.90
"Jul 6 2009 14:27:47",0.0,0.0,75.00,36.90
"Jul 6 2009 14:27:48",0.0,0.0,75.00,36.90
"Jul 6 2009 14:27:50",0.0,0.0,74.00,36.90
"Jul 6 2009 14:27:51",0.0,0.0,74.00,36.90
"Jul 6 2009 14:27:52",0.0,0.0,75.00,36.90
"Jul 6 2009 14:27:53",0.0,0.0,73.00,36.90
"Jul 6 2009 14:27:54",0.0,0.0,73.00,36.90
"Jul 6 2009 14:27:55",0.0,0.0,73.00,36.90
"Jul 6 2009 14:27:56",0.0,0.0,75.00,36.90
"Jul 6 2009 14:27:57",0.0,0.0,74.00,36.90
"Jul 6 2009 14:27:58",0.0,0.0,74.00,36.90
"Jul 6 2009 14:27:59",0.0,0.0,73.00,36.90
"Jul 6 2009 14:28:00",0.0,0.0,74.00,36.90
"Jul 6 2009 14:28:01",0.0,0.0,74.00,36.90
"Jul 6 2009 14:28:03",0.0,0.0,75.00,36.90
"Jul 6 2009 14:28:04",0.0,0.0,75.00,36.90
"Jul 6 2009 14:28:05",0.0,0.0,74.00,36.90
"Jul 6 2009 14:28:06",0.0,0.0,74.00,36.90
"Jul 6 2009 14:28:07",0.0,0.0,74.00,36.90
"Jul 6 2009 14:28:08",0.0,0.0,73.00,36.90
"Jul 6 2009 14:28:09",0.0,0.0,73.00,36.90
"Jul 6 2009 14:28:10",0.0,0.0,74.00,36.90
"Jul 6 2009 14:28:11",0.0,0.0,74.00,36.90
"Jul 6 2009 14:28:12",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:13",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:14",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:16",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:17",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:18",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:19",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:20",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:21",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:22",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:23",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:24",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:25",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:26",0.0,0.0,72.00,35.52
"Jul 6 2009 14:28:27",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:29",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:30",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:31",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:32",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:33",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:34",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:35",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:36",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:37",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:38",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:39",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:41",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:42",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:43",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:44",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:45",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:46",0.0,0.0,72.00,35.52
"Jul 6 2009 14:28:47",0.0,0.0,72.00,35.52
"Jul 6 2009 14:28:48",0.0,0.0,72.00,35.52
"Jul 6 2009 14:28:49",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:50",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:51",0.0,0.0,74.00,35.52
"Jul 6 2009 14:28:52",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:54",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:55",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:56",0.0,0.0,73.00,35.52
"Jul 6 2009 14:28:57",0.0,0.0,72.00,35.52
"Jul 6 2009 14:28:58",0.0,0.0,72.00,35.52
"Jul 6 2009 14:28:59",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:00",0.0,0.0,73.00,35.52
"Jul 6 2009 14:29:01",0.0,0.0,73.00,35.52
"Jul 6 2009 14:29:02",0.0,0.0,73.00,35.52
"Jul 6 2009 14:29:03",0.0,0.0,73.00,35.52
"Jul 6 2009 14:29:04",0.0,0.0,73.00,35.52
"Jul 6 2009 14:29:05",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:07",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:08",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:09",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:10",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:11",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:12",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:13",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:14",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:15",0.0,0.0,73.00,35.52
"Jul 6 2009 14:29:16",0.0,0.0,73.00,35.52
"Jul 6 2009 14:29:17",0.0,0.0,74.00,35.52
"Jul 6 2009 14:29:18",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:20",0.0,0.0,74.00,35.52
"Jul 6 2009 14:29:21",0.0,0.0,73.00,35.52
"Jul 6 2009 14:29:22",0.0,0.0,73.00,35.52
"Jul 6 2009 14:29:23",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:24",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:25",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:26",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:27",0.0,0.0,71.00,35.52
"Jul 6 2009 14:29:28",0.0,0.0,71.00,35.52
"Jul 6 2009 14:29:29",0.0,0.0,71.00,35.52
"Jul 6 2009 14:29:30",0.0,0.0,71.00,35.52
"Jul 6 2009 14:29:32",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:33",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:34",0.0,0.0,74.00,35.52
"Jul 6 2009 14:29:35",0.0,0.0,74.00,35.52
"Jul 6 2009 14:29:36",0.0,0.0,74.00,35.52
"Jul 6 2009 14:29:37",0.0,0.0,74.00,35.52
"Jul 6 2009 14:29:38",0.0,0.0,74.00,35.52
"Jul 6 2009 14:29:39",0.0,0.0,74.00,35.52
"Jul 6 2009 14:29:40",0.0,0.0,74.00,35.52
"Jul 6 2009 14:29:41",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:42",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:43",0.0,0.0,73.00,35.52
"Jul 6 2009 14:29:45",0.0,0.0,73.00,36.90
"Jul 6 2009 14:29:46",0.0,0.0,73.00,35.52
"Jul 6 2009 14:29:47",0.0,0.0,74.00,35.52
"Jul 6 2009 14:29:48",0.0,0.0,73.00,36.90
"Jul 6 2009 14:29:49",0.0,0.0,74.00,35.52
"Jul 6 2009 14:29:50",0.0,0.0,74.00,35.52
"Jul 6 2009 14:29:51",0.0,0.0,73.00,35.52
"Jul 6 2009 14:29:52",0.0,0.0,74.00,35.52
"Jul 6 2009 14:29:53",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:54",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:55",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:56",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:58",0.0,0.0,72.00,35.52
"Jul 6 2009 14:29:59",0.0,0.0,73.00,36.90
