time,lat,long,light,temp
"Jul 6 2009 14:22:50",42.313957,-71.03926,76.00,35.52
"Jul 6 2009 14:22:51",42.31395,-71.03926,74.00,35.52
"Jul 6 2009 14:22:52",42.313923,-71.03925,73.00,34.13
"Jul 6 2009 14:22:53",42.313908,-71.03925,76.00,35.52
"Jul 6 2009 14:22:54",42.3139,-71.03924,76.00,35.52
"Jul 6 2009 14:22:55",42.313892,-71.03924,76.00,35.52
"Jul 6 2009 14:22:57",42.313877,-71.03923,76.00,35.52
"Jul 6 2009 14:22:58",42.313866,-71.03924,74.00,35.52
"Jul 6 2009 14:22:59",42.313877,-71.03924,73.00,35.52
"Jul 6 2009 14:23:00",42.313877,-71.03924,73.00,34.13
"Jul 6 2009 14:23:01",42.313885,-71.03923,73.00,35.52
"Jul 6 2009 14:23:02",42.313885,-71.03922,73.00,34.13
"Jul 6 2009 14:23:03",42.3139,-71.039215,73.00,34.13
"Jul 6 2009 14:23:04",42.313923,-71.03922,73.00,34.13
"Jul 6 2009 14:23:05",42.313972,-71.03925,73.00,34.13
"Jul 6 2009 14:23:06",42.314022,-71.03927,73.00,34.13
"Jul 6 2009 14:23:07",42.314037,-71.03926,73.00,34.13
"Jul 6 2009 14:23:08",42.31407,-71.03925,72.00,34.13
"Jul 6 2009 14:23:09",42.31408,-71.03926,72.00,34.13
"Jul 6 2009 14:23:11",42.314053,-71.03927,72.00,34.13
"Jul 6 2009 14:23:12",42.314045,-71.039276,72.00,35.52
"Jul 6 2009 14:23:13",42.314037,-71.03928,72.00,34.13
"Jul 6 2009 14:23:14",42.31403,-71.03929,72.00,34.13
"Jul 6 2009 14:23:15",42.314022,-71.03929,72.00,34.13
"Jul 6 2009 14:23:16",42.314022,-71.03929,72.00,34.13
"Jul 6 2009 14:23:17",42.314014,-71.0393,73.00,34.13
"Jul 6 2009 14:23:18",42.314022,-71.03931,72.00,34.13
"Jul 6 2009 14:23:19",42.314037,-71.03932,73.00,34.13
"Jul 6 2009 14:23:20",42.314045,-71.03932,73.00,34.13
"Jul 6 2009 14:23:21",42.314053,-71.03933,72.00,34.13
"Jul 6 2009 14:23:22",42.314045,-71.03933,72.00,34.13
"Jul 6 2009 14:23:24",42.314045,-71.03934,72.00,34.13
"Jul 6 2009 14:23:25",42.314045,-71.039345,72.00,34.13
"Jul 6 2009 14:23:26",42.314045,-71.03935,72.00,34.13
"Jul 6 2009 14:23:27",42.314037,-71.03935,72.00,34.13
"Jul 6 2009 14:23:28",42.314037,-71.03935,72.00,34.13
"Jul 6 2009 14:23:29",42.314037,-71.03935,72.00,34.13
"Jul 6 2009 14:23:30",42.314045,-71.03935,72.00,34.13
"Jul 6 2009 14:23:31",42.314045,-71.03935,72.00,34.13
"Jul 6 2009 14:23:32",42.314037,-71.03935,72.00,34.13
"Jul 6 2009 14:23:33",42.314037,-71.03935,73.00,34.13
"Jul 6 2009 14:23:34",42.31403,-71.03935,72.00,34.13
"Jul 6 2009 14:23:35",42.314037,-71.03935,73.00,34.13
"Jul 6 2009 14:23:37",42.314053,-71.039375,73.00,34.13
"Jul 6 2009 14:23:38",42.314053,-71.03935,73.00,34.13
"Jul 6 2009 14:23:39",42.314045,-71.03935,73.00,34.13
"Jul 6 2009 14:23:40",42.314045,-71.039345,72.00,34.13
"Jul 6 2009 14:23:41",42.314053,-71.039345,73.00,34.13
"Jul 6 2009 14:23:42",42.314045,-71.03932,76.00,34.13
"Jul 6 2009 14:23:43",42.314045,-71.03932,73.00,34.13
"Jul 6 2009 14:23:44",42.314087,-71.03933,74.00,34.13
"Jul 6 2009 14:23:45",42.314064,-71.039314,76.00,34.13
"Jul 6 2009 14:23:46",42.314064,-71.03932,72.00,34.13
"Jul 6 2009 14:23:47",42.31403,-71.03933,72.00,34.13
"Jul 6 2009 14:23:48",42.31403,-71.03933,72.00,34.13
"Jul 6 2009 14:23:49",42.31403,-71.03932,73.00,34.13
"Jul 6 2009 14:23:51",42.314,-71.039276,73.00,34.13
"Jul 6 2009 14:23:52",42.314007,-71.039314,73.00,34.13
"Jul 6 2009 14:23:53",42.31403,-71.03933,73.00,34.13
"Jul 6 2009 14:23:54",42.314037,-71.03933,73.00,34.13
"Jul 6 2009 14:23:55",42.314037,-71.03932,73.00,34.13
"Jul 6 2009 14:23:56",42.314037,-71.03932,74.00,34.13
