time,lat,long,light,temp
"Jul 6 2009 14:15:43",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:44",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:45",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:46",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:48",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:49",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:50",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:51",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:52",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:53",0.0,0.0,71.00,29.98
"Jul 6 2009 14:15:54",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:55",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:56",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:57",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:58",0.0,0.0,72.00,29.98
"Jul 6 2009 14:15:59",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:00",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:02",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:03",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:04",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:05",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:06",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:07",0.0,0.0,71.00,29.98
"Jul 6 2009 14:16:08",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:09",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:10",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:11",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:12",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:13",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:14",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:16",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:17",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:18",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:19",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:20",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:21",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:22",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:23",0.0,0.0,71.00,29.98
"Jul 6 2009 14:16:24",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:25",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:26",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:27",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:29",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:30",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:31",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:32",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:33",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:34",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:35",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:36",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:37",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:38",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:39",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:40",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:41",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:43",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:44",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:45",0.0,0.0,71.00,29.98
"Jul 6 2009 14:16:46",0.0,0.0,71.00,29.98
"Jul 6 2009 14:16:47",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:48",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:49",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:50",0.0,0.0,71.00,29.98
"Jul 6 2009 14:16:51",0.0,0.0,70.00,29.98
"Jul 6 2009 14:16:52",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:53",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:54",0.0,0.0,72.00,29.98
"Jul 6 2009 14:16:56",0.0,0.0,74.00,29.98
