time,light
"11/7/2009 11:03:30",278.07
"11/7/2009 11:03:31",292.77
"11/7/2009 11:03:32",285.43
"11/7/2009 11:03:33",362.80
"11/7/2009 11:03:35",164.11
"11/7/2009 11:03:36",162.16
"11/7/2009 11:03:37",206.65
"11/7/2009 11:03:38",200.90
"11/7/2009 11:03:39",49.86
"11/7/2009 11:03:40",10.47
"11/7/2009 11:03:41",31.28
"11/7/2009 11:03:42",37.49
"11/7/2009 11:03:43",16.73
"11/7/2009 11:03:44",20.90
"11/7/2009 11:03:45",25.06
"11/7/2009 11:03:46",16.73
"11/7/2009 11:03:47",2.10
"11/7/2009 11:03:49",37.49
"11/7/2009 11:03:50",699.73
"11/7/2009 11:03:51",790.22
"11/7/2009 11:03:52",834.03
"11/7/2009 11:03:53",661.99
"11/7/2009 11:03:54",383.80
"11/7/2009 11:03:55",191.28
"11/7/2009 11:03:56",146.46
"11/7/2009 11:03:57",150.40
"11/7/2009 11:03:58",56.02
"11/7/2009 11:03:59",47.80
"11/7/2009 11:04:00",235.15
"11/7/2009 11:04:01",279.91
"11/7/2009 11:04:03",49.86
"11/7/2009 11:04:04",10.47
"11/7/2009 11:04:05",35.42
"11/7/2009 11:04:06",58.07
"11/7/2009 11:04:07",41.62
"11/7/2009 11:04:08",16.73
"11/7/2009 11:04:09",2.10
"11/7/2009 11:04:10",0.00
"11/7/2009 11:04:11",0.00
"11/7/2009 11:04:12",0.00
"11/7/2009 11:04:13",0.00
"11/7/2009 11:04:14",0.00
"11/7/2009 11:04:15",0.00
"11/7/2009 11:04:17",76.43
"11/7/2009 11:04:18",193.21
"11/7/2009 11:04:19",185.49
"11/7/2009 11:04:20",86.57
"11/7/2009 11:04:21",0.00
"11/7/2009 11:04:22",0.00
"11/7/2009 11:04:23",0.00
"11/7/2009 11:04:24",16.73
"11/7/2009 11:04:25",461.89
"11/7/2009 11:04:26",253.93
"11/7/2009 11:04:27",16.73
"11/7/2009 11:04:28",2.10
"11/7/2009 11:04:29",0.00
"11/7/2009 11:04:31",2.10
"11/7/2009 11:04:32",6.29
"11/7/2009 11:04:33",517.16
"11/7/2009 11:04:34",216.19
"11/7/2009 11:04:35",6.29
"11/7/2009 11:04:36",0.00
"11/7/2009 11:04:37",0.00
"11/7/2009 11:04:38",0.00
"11/7/2009 11:04:39",39.56
"11/7/2009 11:04:40",515.56
"11/7/2009 11:04:41",25.06
"11/7/2009 11:04:42",0.00
"11/7/2009 11:04:43",0.00
"11/7/2009 11:04:45",0.00
"11/7/2009 11:04:46",0.00
"11/7/2009 11:04:47",204.73
"11/7/2009 11:04:48",187.42
"11/7/2009 11:04:49",2.10
"11/7/2009 11:04:50",548.70
"11/7/2009 11:04:51",156.29
"11/7/2009 11:04:52",10.47
"11/7/2009 11:04:53",8.38
"11/7/2009 11:04:54",10.47
"11/7/2009 11:04:55",25.06
"11/7/2009 11:04:56",56.02
"11/7/2009 11:04:57",268.82
"11/7/2009 11:04:59",321.83
"11/7/2009 11:05:00",158.25
"11/7/2009 11:05:01",94.65
"11/7/2009 11:05:02",114.72
"11/7/2009 11:05:03",16.73
"11/7/2009 11:05:04",0.00
"11/7/2009 11:05:05",51.91
"11/7/2009 11:05:06",307.36
"11/7/2009 11:05:07",116.72
"11/7/2009 11:05:08",8.38
"11/7/2009 11:05:09",2.10
"11/7/2009 11:05:10",142.52
"11/7/2009 11:05:12",296.43
"11/7/2009 11:05:13",80.49
"11/7/2009 11:05:14",18.82
"11/7/2009 11:05:15",4.19
"11/7/2009 11:05:16",25.06
"11/7/2009 11:05:17",168.02
"11/7/2009 11:05:18",345.11
"11/7/2009 11:05:19",25.06
"11/7/2009 11:05:20",0.00
"11/7/2009 11:05:21",4.19
"11/7/2009 11:05:22",114.72
"11/7/2009 11:05:23",332.61
"11/7/2009 11:05:24",64.20
"11/7/2009 11:05:25",29.21
"11/7/2009 11:05:27",82.52
"11/7/2009 11:05:28",18.82
"11/7/2009 11:05:29",20.90
"11/7/2009 11:05:30",56.02
"11/7/2009 11:05:31",14.65
"11/7/2009 11:05:32",18.82
"11/7/2009 11:05:33",51.91
"11/7/2009 11:05:34",10.47
"11/7/2009 11:05:35",88.59
"11/7/2009 11:05:36",138.57
"11/7/2009 11:05:37",225.69
"11/7/2009 11:05:38",397.65
"11/7/2009 11:05:39",212.38
"11/7/2009 11:05:41",259.52
"11/7/2009 11:05:42",321.83
"11/7/2009 11:05:43",312.80
"11/7/2009 11:05:44",298.25
"11/7/2009 11:05:45",261.39
"11/7/2009 11:05:46",252.06
"11/7/2009 11:05:47",292.77
"11/7/2009 11:05:48",259.52
"11/7/2009 11:05:49",235.15
"11/7/2009 11:05:50",250.19
"11/7/2009 11:05:51",204.73
