time,light
"11/7/2009 09:19:19",366.32
"11/7/2009 09:19:20",380.32
"11/7/2009 09:19:21",392.47
"11/7/2009 09:19:22",418.22
"11/7/2009 09:19:23",287.27
"11/7/2009 09:19:24",285.43
"11/7/2009 09:19:25",210.47
"11/7/2009 09:19:26",279.91
"11/7/2009 09:19:28",285.43
"11/7/2009 09:19:29",343.33
"11/7/2009 09:19:30",383.80
"11/7/2009 09:19:31",191.28
"11/7/2009 09:19:32",321.83
"11/7/2009 09:19:33",717.43
"11/7/2009 09:19:34",782.69
"11/7/2009 09:19:35",781.43
"11/7/2009 09:19:36",778.90
"11/7/2009 09:19:37",359.28
"11/7/2009 09:19:38",359.28
"11/7/2009 09:19:39",285.43
"11/7/2009 09:19:40",238.92
"11/7/2009 09:19:41",240.80
"11/7/2009 09:19:43",303.72
"11/7/2009 09:19:44",418.22
"11/7/2009 09:19:45",289.10
"11/7/2009 09:19:46",345.11
"11/7/2009 09:19:47",578.00
"11/7/2009 09:19:48",619.98
"11/7/2009 09:19:49",441.89
"11/7/2009 09:19:50",585.60
"11/7/2009 09:19:51",250.19
"11/7/2009 09:19:52",364.56
"11/7/2009 09:19:53",227.59
"11/7/2009 09:19:54",195.13
"11/7/2009 09:19:55",164.11
"11/7/2009 09:19:56",27.13
"11/7/2009 09:19:58",16.73
"11/7/2009 09:19:59",51.91
"11/7/2009 09:20:00",132.63
"11/7/2009 09:20:01",197.06
"11/7/2009 09:20:02",221.90
"11/7/2009 09:20:03",181.62
"11/7/2009 09:20:04",10.47
"11/7/2009 09:20:05",8.38
"11/7/2009 09:20:06",10.47
"11/7/2009 09:20:07",16.73
"11/7/2009 09:20:08",22.98
"11/7/2009 09:20:09",22.98
"11/7/2009 09:20:10",18.82
"11/7/2009 09:20:11",27.13
"11/7/2009 09:20:13",18.82
"11/7/2009 09:20:14",18.82
"11/7/2009 09:20:15",98.68
"11/7/2009 09:20:16",334.40
"11/7/2009 09:20:17",76.43
"11/7/2009 09:20:18",0.00
"11/7/2009 09:20:19",0.00
"11/7/2009 09:20:20",0.00
"11/7/2009 09:20:21",0.00
"11/7/2009 09:20:22",0.00
"11/7/2009 09:20:23",0.00
"11/7/2009 09:20:24",0.00
"11/7/2009 09:20:25",0.00
"11/7/2009 09:20:26",0.00
"11/7/2009 09:20:28",0.00
"11/7/2009 09:20:29",0.00
"11/7/2009 09:20:30",0.00
"11/7/2009 09:20:31",18.82
"11/7/2009 09:20:32",53.97
"11/7/2009 09:20:33",345.11
"11/7/2009 09:20:34",673.31
"11/7/2009 09:20:35",578.00
"11/7/2009 09:20:36",624.40
"11/7/2009 09:20:37",584.08
"11/7/2009 09:20:38",582.56
"11/7/2009 09:20:39",551.81
"11/7/2009 09:20:40",220.00
"11/7/2009 09:20:42",118.71
"11/7/2009 09:20:43",35.42
"11/7/2009 09:20:44",45.74
"11/7/2009 09:20:45",56.02
"11/7/2009 09:20:46",10.47
"11/7/2009 09:20:47",12.56
"11/7/2009 09:20:48",14.65
"11/7/2009 09:20:49",10.47
"11/7/2009 09:20:50",10.47
"11/7/2009 09:20:51",29.21
"11/7/2009 09:20:52",66.25
"11/7/2009 09:20:53",108.72
"11/7/2009 09:20:54",220.00
"11/7/2009 09:20:55",240.80
"11/7/2009 09:20:57",10.47
"11/7/2009 09:20:58",4.19
"11/7/2009 09:20:59",2.10
"11/7/2009 09:21:00",4.19
"11/7/2009 09:21:01",0.00
"11/7/2009 09:21:02",0.00
"11/7/2009 09:21:03",0.00
"11/7/2009 09:21:04",0.00
"11/7/2009 09:21:05",0.00
"11/7/2009 09:21:06",0.00
"11/7/2009 09:21:07",0.00
"11/7/2009 09:21:08",0.00
"11/7/2009 09:21:09",0.00
"11/7/2009 09:21:11",0.00
"11/7/2009 09:21:12",12.56
"11/7/2009 09:21:13",10.47
"11/7/2009 09:21:14",8.38
"11/7/2009 09:21:15",49.86
"11/7/2009 09:21:16",210.47
"11/7/2009 09:21:17",150.40
"11/7/2009 09:21:18",120.71
"11/7/2009 09:21:19",29.21
"11/7/2009 09:21:20",10.47
"11/7/2009 09:21:21",74.40
"11/7/2009 09:21:22",255.79
"11/7/2009 09:21:23",200.90
"11/7/2009 09:21:24",56.02
"11/7/2009 09:21:26",0.00
"11/7/2009 09:21:27",0.00
"11/7/2009 09:21:28",2.10
"11/7/2009 09:21:29",20.90
"11/7/2009 09:21:30",130.65
"11/7/2009 09:21:31",266.96
"11/7/2009 09:21:32",128.66
"11/7/2009 09:21:33",4.19
"11/7/2009 09:21:34",10.47
"11/7/2009 09:21:35",25.06
"11/7/2009 09:21:36",64.20
"11/7/2009 09:21:37",62.16
"11/7/2009 09:21:38",37.49
"11/7/2009 09:21:39",25.06
"11/7/2009 09:21:41",35.42
"11/7/2009 09:21:42",62.16
"11/7/2009 09:21:43",22.98
"11/7/2009 09:21:44",16.73
"11/7/2009 09:21:45",86.57
"11/7/2009 09:21:46",238.92
"11/7/2009 09:21:47",221.90
"11/7/2009 09:21:48",82.52
"11/7/2009 09:21:49",4.19
"11/7/2009 09:21:50",0.00
"11/7/2009 09:21:51",6.29
"11/7/2009 09:21:52",56.02
"11/7/2009 09:21:53",185.49
"11/7/2009 09:21:54",221.90
"11/7/2009 09:21:56",45.74
"11/7/2009 09:21:57",10.47
"11/7/2009 09:21:58",45.74
"11/7/2009 09:21:59",160.20
"11/7/2009 09:22:00",158.25
"11/7/2009 09:22:01",18.82
"11/7/2009 09:22:02",4.19
"11/7/2009 09:22:03",4.19
"11/7/2009 09:22:04",49.86
"11/7/2009 09:22:05",177.74
"11/7/2009 09:22:06",138.57
"11/7/2009 09:22:07",82.52
"11/7/2009 09:22:08",12.56
"11/7/2009 09:22:10",12.56
"11/7/2009 09:22:11",45.74
"11/7/2009 09:22:12",152.36
"11/7/2009 09:22:13",339.76
"11/7/2009 09:22:14",285.43
"11/7/2009 09:22:15",289.10
"11/7/2009 09:22:16",281.75
"11/7/2009 09:22:17",278.07
"11/7/2009 09:22:18",289.10
"11/7/2009 09:22:19",314.61
"11/7/2009 09:22:20",303.72
"11/7/2009 09:22:21",320.03
"11/7/2009 09:22:22",259.52
"11/7/2009 09:22:23",126.68
"11/7/2009 09:22:25",12.56
"11/7/2009 09:22:26",43.68
"11/7/2009 09:22:27",16.73
"11/7/2009 09:22:28",8.38
"11/7/2009 09:22:29",8.38
"11/7/2009 09:22:30",27.13
"11/7/2009 09:22:31",74.40
"11/7/2009 09:22:32",181.62
"11/7/2009 09:22:33",122.70
"11/7/2009 09:22:34",2.10
"11/7/2009 09:22:35",2.10
"11/7/2009 09:22:36",16.73
"11/7/2009 09:22:37",132.63
"11/7/2009 09:22:38",307.36
"11/7/2009 09:22:40",96.66
"11/7/2009 09:22:41",14.65
"11/7/2009 09:22:42",27.13
"11/7/2009 09:22:43",64.20
"11/7/2009 09:22:44",198.98
"11/7/2009 09:22:45",229.48
"11/7/2009 09:22:46",16.73
"11/7/2009 09:22:47",4.19
"11/7/2009 09:22:48",0.00
"11/7/2009 09:22:49",22.98
"11/7/2009 09:22:50",118.71
"11/7/2009 09:22:51",320.03
"11/7/2009 09:22:52",86.57
"11/7/2009 09:22:53",31.28
"11/7/2009 09:22:55",78.46
"11/7/2009 09:22:56",198.98
"11/7/2009 09:22:57",233.26
"11/7/2009 09:22:58",200.90
"11/7/2009 09:22:59",346.88
"11/7/2009 09:23:00",355.75
"11/7/2009 09:23:01",220.00
"11/7/2009 09:23:02",425.02
"11/7/2009 09:23:03",401.10
"11/7/2009 09:23:04",471.79
"11/7/2009 09:23:05",395.93
"11/7/2009 09:23:06",312.80
"11/7/2009 09:23:07",366.32
"11/7/2009 09:23:09",397.65
"11/7/2009 09:23:10",175.80
"11/7/2009 09:23:11",146.46
"11/7/2009 09:23:12",325.43
"11/7/2009 09:23:13",294.60
"11/7/2009 09:23:14",376.83
"11/7/2009 09:23:15",460.23
"11/7/2009 09:23:16",450.25
"11/7/2009 09:23:17",404.54
"11/7/2009 09:23:18",330.82
"11/7/2009 09:23:19",435.16
"11/7/2009 09:23:20",491.41
"11/7/2009 09:23:21",314.61
"11/7/2009 09:23:22",238.92
"11/7/2009 09:23:24",250.19
"11/7/2009 09:23:25",208.56
"11/7/2009 09:23:26",419.92
"11/7/2009 09:23:27",430.10
"11/7/2009 09:23:28",378.57
"11/7/2009 09:23:29",404.54
