time,latitude,longitude,acceleration,altitude
07/20/2010 10:00:36,42.920612,-71.46619,0.99,69
07/20/2010 10:00:37,42.920387,-71.466156,1.03,69
07/20/2010 10:00:38,42.92013,-71.46611,1.17,69
07/20/2010 10:00:39,42.91967,-71.466034,1.17,69
07/20/2010 10:00:40,42.919434,-71.465996,1.12,69
07/20/2010 10:00:41,42.919197,-71.465965,1.08,69
07/20/2010 10:00:42,42.918987,-71.46592,1.12,69
07/20/2010 10:00:43,42.918766,-71.46589,1.03,69
07/20/2010 10:00:45,42.918545,-71.46585,1.12,69
07/20/2010 10:00:46,42.918335,-71.46582,1.08,69
07/20/2010 10:00:47,42.93133,-71.46577,1.12,69
07/20/2010 10:00:48,42.92933,-71.46573,1.08,69
07/20/2010 10:00:49,42.927166,-71.4657,1.08,69
07/20/2010 10:00:50,42.925163,-71.46567,1.08,69
07/20/2010 10:00:51,42.923332,-71.46563,1.08,68
07/20/2010 10:00:52,42.92133,-71.4656,1.08,68
07/20/2010 10:00:53,42.919334,-71.46557,1.08,68
07/20/2010 10:00:54,42.91657,-71.46552,1.03,67
07/20/2010 10:00:55,42.91638,-71.465485,1.12,67
07/20/2010 10:00:56,42.916218,-71.46545,1.08,67
07/20/2010 10:00:57,42.91605,-71.46543,1.12,67
07/20/2010 10:00:58,42.915886,-71.4654,1.08,66
07/20/2010 10:01:00,42.91573,-71.46536,1.12,66
07/20/2010 10:01:01,42.9156,-71.46535,1.08,66
07/20/2010 10:01:02,42.91547,-71.46533,1.08,66
07/20/2010 10:01:03,42.915363,-71.4653,1.21,66
07/20/2010 10:01:04,42.915268,-71.46529,1.08,65
07/20/2010 10:01:05,42.915184,-71.46526,1.08,65
07/20/2010 10:01:06,42.915096,-71.46526,1.17,65
07/20/2010 10:01:07,42.91503,-71.46525,1.03,65
07/20/2010 10:01:08,42.914967,-71.46523,1.17,65
07/20/2010 10:01:09,42.914818,-71.4652,1.17,65
07/20/2010 10:01:10,42.914715,-71.46519,1.12,64
07/20/2010 10:01:11,42.914616,-71.46517,1.12,64
07/20/2010 10:01:12,42.9145,-71.46513,1.12,64
07/20/2010 10:01:14,42.914364,-71.465096,0.99,63
07/20/2010 10:01:15,42.91422,-71.46508,1.12,63
07/20/2010 10:01:16,42.91407,-71.46505,1.12,63
07/20/2010 10:01:17,42.9139,-71.46501,1.12,62
07/20/2010 10:01:18,42.91374,-71.46498,1.03,62
07/20/2010 10:01:19,42.91355,-71.46495,1.08,62
07/20/2010 10:01:20,42.913364,-71.46492,1.03,62
07/20/2010 10:01:21,42.913166,-71.46488,1.08,62
07/20/2010 10:01:22,42.91298,-71.464836,1.08,62
07/20/2010 10:01:23,42.912785,-71.464806,1.12,62
07/20/2010 10:01:24,42.91237,-71.46473,1.08,61
07/20/2010 10:01:25,42.91215,-71.46468,1.21,61
07/20/2010 10:01:26,42.911945,-71.464645,1.12,61
07/20/2010 10:01:27,42.911736,-71.464615,1.08,60
07/20/2010 10:01:29,42.911514,-71.46457,1.08,60
07/20/2010 10:01:30,42.91132,-71.46453,1.03,60
07/20/2010 10:01:31,42.9111,-71.4645,1.08,60
07/20/2010 10:01:32,42.91088,-71.46447,1.03,60
07/20/2010 10:01:33,42.910686,-71.464424,1.03,61
07/20/2010 10:01:34,42.910465,-71.46438,1.03,61
07/20/2010 10:01:35,42.910255,-71.46433,1.08,61
07/20/2010 10:01:36,42.910034,-71.4643,1.08,61
07/20/2010 10:01:37,42.909813,-71.46425,1.12,61
07/20/2010 10:01:38,42.90962,-71.4642,1.08,61
07/20/2010 10:01:39,42.90918,-71.46412,0.99,61
07/20/2010 10:01:40,42.90895,-71.46409,1.17,62
07/20/2010 10:01:41,42.908733,-71.46403,0.99,62
07/20/2010 10:01:42,42.90852,-71.464,1.08,62
07/20/2010 10:01:43,42.908302,-71.46397,1.12,62
07/20/2010 10:01:45,42.90808,-71.46391,1.12,63
07/20/2010 10:01:46,42.907852,-71.46388,1.08,63
07/20/2010 10:01:47,42.907635,-71.46384,1.12,63
07/20/2010 10:01:48,42.907413,-71.4638,1.12,63
07/20/2010 10:01:49,42.907185,-71.46375,1.08,63
07/20/2010 10:01:50,42.906967,-71.46372,1.03,64
07/20/2010 10:01:51,42.906746,-71.46368,1.08,64
07/20/2010 10:01:52,42.906536,-71.46363,1.08,64
07/20/2010 10:01:53,42.906315,-71.4636,1.08,65
07/20/2010 10:01:54,42.90587,-71.46352,1.12,66
07/20/2010 10:01:55,42.905647,-71.463486,1.03,66
07/20/2010 10:01:56,42.905437,-71.46347,1.08,66
07/20/2010 10:01:57,42.905216,-71.46343,1.08,67
07/20/2010 10:01:58,42.90498,-71.46343,1.12,67
07/20/2010 10:02:00,42.90475,-71.46343,1.08,68
07/20/2010 10:02:01,42.904533,-71.46343,1.12,68
07/20/2010 10:02:02,42.904297,-71.463455,1.08,69
07/20/2010 10:02:03,42.904068,-71.463486,1.08,69
07/20/2010 10:02:04,42.90383,-71.46352,1.08,70
07/20/2010 10:02:05,42.903614,-71.46355,1.17,70
07/20/2010 10:02:06,42.903385,-71.4636,1.08,71
07/20/2010 10:02:07,42.903164,-71.46366,1.12,71
07/20/2010 10:02:08,42.902946,-71.46374,1.12,71
07/20/2010 10:02:09,42.902733,-71.46382,1.08,72
07/20/2010 10:02:10,42.90232,-71.46398,1.03,73
07/20/2010 10:02:11,42.902115,-71.46409,1.08,74
07/20/2010 10:02:12,42.90192,-71.4642,1.03,74
07/20/2010 10:02:13,42.90172,-71.46432,1.03,75
07/20/2010 10:02:14,42.91517,-71.46444,1.12,75
07/20/2010 10:02:16,42.91333,-71.46457,1.03,76
07/20/2010 10:02:17,42.911335,-71.4647,0.99,76
07/20/2010 10:02:18,42.909336,-71.46485,1.08,77
07/20/2010 10:02:19,42.907505,-71.465,1.12,77
07/20/2010 10:02:20,42.905663,-71.46517,1.03,78
07/20/2010 10:02:21,42.90383,-71.46533,1.03,78
07/20/2010 10:02:22,42.902,-71.46552,1.12,78
07/20/2010 10:02:23,42.90167,-71.4657,0.99,79
07/20/2010 10:02:24,42.899815,-71.46589,1.03,79
07/20/2010 10:02:25,42.89945,-71.46627,1.08,80
07/20/2010 10:02:26,42.89927,-71.466446,1.12,80
07/20/2010 10:02:27,42.899082,-71.46664,1.08,80
07/20/2010 10:02:28,42.898903,-71.46834,0.99,80
07/20/2010 10:02:30,42.898716,-71.47017,1.08,79
07/20/2010 10:02:31,42.898552,-71.472,1.12,79
07/20/2010 10:02:32,42.898365,-71.47384,1.08,79
07/20/2010 10:02:33,42.8982,-71.47583,1.12,79
07/20/2010 10:02:34,42.898014,-71.47767,1.08,79
07/20/2010 10:02:35,42.89785,-71.4795,1.12,79
07/20/2010 10:02:36,42.897663,-71.4815,1.08,78
07/20/2010 10:02:37,42.89747,-71.46834,1.08,78
07/20/2010 10:02:38,42.89728,-71.46851,1.12,77
07/20/2010 10:02:39,42.897087,-71.46872,1.12,76
07/20/2010 10:02:40,42.896694,-71.4691,1.12,75
07/20/2010 10:02:41,42.8965,-71.46931,1.12,74
07/20/2010 10:02:42,42.896297,-71.4695,1.08,74
07/20/2010 10:02:43,42.896103,-71.4697,1.08,73
07/20/2010 10:02:45,42.895897,-71.469894,1.12,73
07/20/2010 10:02:46,42.895702,-71.4701,1.12,72
07/20/2010 10:02:47,42.8955,-71.4703,1.21,72
07/20/2010 10:02:48,42.895298,-71.4705,1.12,71
07/20/2010 10:02:49,42.8951,-71.47072,1.17,70
07/20/2010 10:02:50,42.894897,-71.47092,1.03,70
07/20/2010 10:02:51,42.894703,-71.471115,1.08,69
07/20/2010 10:02:52,42.894516,-71.47131,1.12,69
07/20/2010 10:02:53,42.89432,-71.47152,1.03,69
07/20/2010 10:02:54,42.894115,-71.47172,1.12,69
07/20/2010 10:02:55,42.893734,-71.47212,1.08,70
07/20/2010 10:02:56,42.893547,-71.47231,1.08,70
07/20/2010 10:02:57,42.893353,-71.47252,1.12,71
07/20/2010 10:02:58,42.893147,-71.472694,1.17,71
07/20/2010 10:03:00,42.892967,-71.4729,1.03,72
07/20/2010 10:03:01,42.892765,-71.47311,1.08,73
07/20/2010 10:03:02,42.89257,-71.4733,1.12,74
07/20/2010 10:03:03,42.89237,-71.4735,1.08,74
07/20/2010 10:03:04,42.892162,-71.47368,1.17,75
07/20/2010 10:03:05,42.891968,-71.473885,0.99,76
07/20/2010 10:03:06,42.891766,-71.47407,0.99,77
07/20/2010 10:03:07,42.891552,-71.47425,1.21,77
07/20/2010 10:03:08,42.891335,-71.474434,1.08,78
07/20/2010 10:03:09,42.89092,-71.4748,1.08,79
07/20/2010 10:03:10,42.890697,-71.47498,1.08,79
07/20/2010 10:03:11,42.890488,-71.47517,1.08,80
07/20/2010 10:03:12,42.890266,-71.475334,1.12,80
07/20/2010 10:03:13,42.89005,-71.475494,0.99,80
07/20/2010 10:03:15,42.889835,-71.475685,1.12,80
07/20/2010 10:03:16,42.889614,-71.475845,1.17,80
07/20/2010 10:03:17,42.889397,-71.47602,1.17,79
07/20/2010 10:03:18,42.889183,-71.47618,1.12,79
07/20/2010 10:03:19,42.88898,-71.476364,0.99,78
07/20/2010 10:03:20,42.88877,-71.47653,1.03,78
07/20/2010 10:03:21,42.88855,-71.4767,1.03,78
07/20/2010 10:03:22,42.88833,-71.47688,0.99,77
07/20/2010 10:03:23,42.88812,-71.47705,1.03,77
07/20/2010 10:03:24,42.887897,-71.47721,1.17,76
07/20/2010 10:03:25,42.887486,-71.47756,1.08,75
07/20/2010 10:03:26,42.887264,-71.47774,1.03,75
07/20/2010 10:03:27,42.88705,-71.4779,1.12,75
07/20/2010 10:03:28,42.886833,-71.478065,1.12,74
07/20/2010 10:03:30,42.886612,-71.47823,0.99,74
07/20/2010 10:03:31,42.886402,-71.4784,1.12,73
07/20/2010 10:03:32,42.88618,-71.47856,1.03,73
07/20/2010 10:03:33,42.88597,-71.47875,1.08,72
07/20/2010 10:03:34,42.88575,-71.47891,1.03,72
07/20/2010 10:03:35,42.885532,-71.47909,0.99,71
07/20/2010 10:03:36,42.88532,-71.47926,1.12,71
07/20/2010 10:03:37,42.885117,-71.47944,0.99,70
07/20/2010 10:03:38,42.899,-71.4796,1.12,70
07/20/2010 10:03:39,42.89467,-71.47995,1.12,69
07/20/2010 10:03:40,42.892666,-71.48015,0.99,68
07/20/2010 10:03:41,42.890503,-71.48033,1.12,68
07/20/2010 10:03:42,42.8885,-71.48054,1.12,68
07/20/2010 10:03:43,42.886497,-71.480736,1.17,67
07/20/2010 10:03:45,42.895004,-71.480934,1.03,67
07/20/2010 10:03:46,42.883266,-71.48113,1.08,67
07/20/2010 10:03:47,42.883064,-71.481346,1.12,67
07/20/2010 10:03:48,42.882885,-71.48155,1.12,68
07/20/2010 10:03:49,42.882683,-71.481766,1.08,68
07/20/2010 10:03:50,42.882504,-71.482,1.08,68
07/20/2010 10:03:51,42.882317,-71.48223,1.12,68
07/20/2010 10:03:52,42.882153,-71.48247,1.08,68
07/20/2010 10:03:53,42.881786,-71.48293,1.03,69
07/20/2010 10:03:54,42.881615,-71.48317,1.12,69
07/20/2010 10:03:55,42.881435,-71.49167,1.03,70
07/20/2010 10:03:56,42.88125,-71.486496,1.12,70
07/20/2010 10:03:57,42.88109,-71.48884,1.17,70
07/20/2010 10:03:59,42.8809,-71.49133,1.12,70
07/20/2010 10:04:00,42.880714,-71.49367,1.08,70
07/20/2010 10:04:01,42.880535,-71.495995,1.03,70
07/20/2010 10:04:02,42.880363,-71.49833,1.08,71
07/20/2010 10:04:03,42.880184,-71.48507,1.12,71
07/20/2010 10:04:04,42.879997,-71.485306,1.03,71
07/20/2010 10:04:05,42.879833,-71.48553,1.17,72
07/20/2010 10:04:06,42.879646,-71.48576,1.12,72
07/20/2010 10:04:07,42.879467,-71.486,1.03,72
07/20/2010 10:04:08,42.8791,-71.486465,1.08,72
07/20/2010 10:04:09,42.87893,-71.48672,1.17,72
07/20/2010 10:04:10,42.87875,-71.486946,1.17,72
07/20/2010 10:04:11,42.878563,-71.48718,1.12,73
07/20/2010 10:04:12,42.878403,-71.48742,1.08,72
07/20/2010 10:04:14,42.87823,-71.48766,1.12,72
07/20/2010 10:04:15,42.878067,-71.487915,1.12,72
07/20/2010 10:04:16,42.877895,-71.48817,1.08,71
07/20/2010 10:04:17,42.87775,-71.488434,1.03,71
07/20/2010 10:04:18,42.877598,-71.48872,1.17,71
07/20/2010 10:04:19,42.877464,-71.489,1.12,70
07/20/2010 10:04:20,42.877335,-71.48928,1.17,70
07/20/2010 10:04:21,42.877213,-71.489586,1.12,70
07/20/2010 10:04:22,42.877083,-71.48987,1.12,69
07/20/2010 10:04:23,42.87683,-71.49045,1.12,68
07/20/2010 10:04:24,42.876717,-71.49073,1.08,67
07/20/2010 10:04:25,42.876587,-71.491035,1.08,66
07/20/2010 10:04:26,42.876465,-71.49132,1.03,66
07/20/2010 10:04:27,42.876335,-71.4916,0.99,65
07/20/2010 10:04:29,42.87622,-71.49189,1.03,65
07/20/2010 10:04:30,42.876083,-71.49218,1.03,64
07/20/2010 10:04:31,42.875954,-71.49246,1.17,64
07/20/2010 10:04:32,42.87583,-71.49277,1.03,63
07/20/2010 10:04:33,42.875698,-71.49305,1.26,63
07/20/2010 10:04:34,42.875587,-71.493355,1.08,63
07/20/2010 10:04:35,42.875446,-71.49364,1.17,62
07/20/2010 10:04:36,42.875317,-71.493935,1.12,62
07/20/2010 10:04:37,42.875065,-71.494514,1.08,62
07/20/2010 10:04:38,42.874935,-71.49482,1.21,62
07/20/2010 10:04:39,42.874813,-71.4951,1.21,62
07/20/2010 10:04:40,42.874683,-71.4954,1.12,62
07/20/2010 10:04:41,42.87457,-71.49569,1.08,62
07/20/2010 10:04:43,42.87443,-71.49598,1.17,63
07/20/2010 10:04:44,42.874317,-71.49626,1.03,63
07/20/2010 10:04:45,42.874187,-71.49655,1.08,63
07/20/2010 10:04:46,42.874065,-71.49683,1.03,64
07/20/2010 10:04:47,42.87395,-71.4971,1.21,64
07/20/2010 10:04:48,42.87382,-71.49736,1.08,65
07/20/2010 10:04:49,42.8737,-71.497635,1.12,66
07/20/2010 10:04:50,42.87357,-71.4979,1.03,66
07/20/2010 10:04:51,42.87343,-71.49815,1.03,67
07/20/2010 10:04:52,42.873135,-71.498634,1.12,68
07/20/2010 10:04:53,42.872967,-71.498886,1.08,69
07/20/2010 10:04:54,42.872818,-71.499115,1.08,70
07/20/2010 10:04:55,42.872646,-71.49934,1.12,70
07/20/2010 10:04:56,42.872486,-71.49955,1.17,71
07/20/2010 10:04:58,42.8723,-71.49976,1.08,72
07/20/2010 10:04:59,42.87212,-71.49997,1.03,72
07/20/2010 10:05:00,42.871933,-71.50167,1.17,73
07/20/2010 10:05:01,42.871754,-71.50367,1.12,73
07/20/2010 10:05:02,42.871567,-71.50533,1.12,74
07/20/2010 10:05:03,42.871372,-71.506996,0.99,75
07/20/2010 10:05:04,42.871166,-71.50867,1.12,75
07/20/2010 10:05:05,42.87098,-71.51016,1.21,76
07/20/2010 10:05:06,42.870785,-71.5115,0.99,76
07/20/2010 10:05:07,42.87037,-71.51417,1.17,76
07/20/2010 10:05:08,42.87015,-71.5155,1.17,76
07/20/2010 10:05:09,42.869946,-71.5165,1.08,76
07/20/2010 10:05:10,42.869736,-71.50176,1.17,75
07/20/2010 10:05:12,42.8695,-71.50185,1.08,75
07/20/2010 10:05:13,42.869286,-71.50195,1.12,75
07/20/2010 10:05:14,42.869053,-71.50204,1.08,74
07/20/2010 10:05:15,42.86883,-71.5021,1.21,74
07/20/2010 10:05:16,42.868603,-71.50217,1.12,73
07/20/2010 10:05:17,42.868366,-71.50223,1.17,72
07/20/2010 10:05:18,42.881504,-71.50227,1.03,71
07/20/2010 10:05:19,42.879166,-71.502304,1.08,71
07/20/2010 10:05:20,42.87683,-71.50232,1.08,73
07/20/2010 10:05:21,42.87217,-71.50235,1.08,74
07/20/2010 10:05:22,42.870003,-71.502335,1.08,75
07/20/2010 10:05:23,42.876667,-71.502335,1.08,75
07/20/2010 10:05:24,42.866535,-71.502304,1.08,75
07/20/2010 10:05:25,42.8663,-71.50229,1.08,75
07/20/2010 10:05:27,42.86608,-71.50223,1.12,74
07/20/2010 10:05:28,42.865852,-71.5022,1.17,74
07/20/2010 10:05:29,42.865616,-71.50213,0.99,74
07/20/2010 10:05:30,42.86538,-71.50208,1.12,73
07/20/2010 10:05:31,42.86517,-71.502,1.17,73
07/20/2010 10:05:32,42.864933,-71.50194,1.17,72
07/20/2010 10:05:33,42.864697,-71.50183,1.03,71
07/20/2010 10:05:34,42.864487,-71.50175,1.26,71
07/20/2010 10:05:35,42.86425,-71.50167,1.21,70
07/20/2010 10:05:36,42.863804,-71.51484,1.17,70
07/20/2010 10:05:37,42.863583,-71.51383,1.03,70
07/20/2010 10:05:38,42.86336,-71.51299,1.08,70
07/20/2010 10:05:39,42.86315,-71.51217,1.08,70
07/20/2010 10:05:40,42.862915,-71.51134,1.08,70
07/20/2010 10:05:42,42.862705,-71.5105,0.99,70
07/20/2010 10:05:43,42.862484,-71.5095,1.12,70
07/20/2010 10:05:44,42.862263,-71.50867,1.03,70
07/20/2010 10:05:45,42.862038,-71.507835,1.03,70
07/20/2010 10:05:46,42.861816,-71.506996,1.17,70
07/20/2010 10:05:47,42.86158,-71.50617,1.03,69
07/20/2010 10:05:48,42.86137,-71.50533,1.08,69
07/20/2010 10:05:49,42.861134,-71.5045,1.08,69
07/20/2010 10:05:50,42.860897,-71.50367,1.08,69
07/20/2010 10:05:51,42.86045,-71.502,1.03,68
07/20/2010 10:05:52,42.86023,-71.51167,1.03,68
07/20/2010 10:05:53,42.86,-71.503334,0.99,67
07/20/2010 10:05:54,42.859764,-71.49997,1.03,67
07/20/2010 10:05:55,42.859554,-71.499886,1.03,66
07/20/2010 10:05:57,42.859318,-71.49981,1.12,66
07/20/2010 10:05:58,42.85908,-71.49973,1.03,65
07/20/2010 10:05:59,42.85887,-71.499664,1.08,64
07/20/2010 10:06:00,42.858635,-71.49959,1.12,63
07/20/2010 10:06:01,42.858414,-71.499504,1.08,63
07/20/2010 10:06:02,42.85819,-71.49941,1.21,62
07/20/2010 10:06:03,42.857952,-71.49934,1.08,62
07/20/2010 10:06:04,42.85773,-71.49925,1.12,62
07/20/2010 10:06:05,42.85752,-71.49917,0.90,61
07/20/2010 10:06:06,42.857063,-71.499,1.17,62
07/20/2010 10:06:07,42.856853,-71.49892,1.12,61
07/20/2010 10:06:08,42.856617,-71.49882,1.03,61
07/20/2010 10:06:09,42.856396,-71.49873,1.08,61
07/20/2010 10:06:10,42.856186,-71.49865,0.85,61
07/20/2010 10:06:12,42.85595,-71.49855,1.17,61
07/20/2010 10:06:13,42.855736,-71.49847,1.21,62
07/20/2010 10:06:14,42.85552,-71.49837,1.12,62
07/20/2010 10:06:15,42.855297,-71.49828,1.17,63
07/20/2010 10:06:16,42.85507,-71.498184,1.12,63
07/20/2010 10:06:17,42.85485,-71.49808,1.03,64
07/20/2010 10:06:18,42.85465,-71.498,1.08,65
07/20/2010 10:06:19,42.85445,-71.4979,1.08,66
07/20/2010 10:06:20,42.854233,-71.49782,1.03,67
07/20/2010 10:06:21,42.853848,-71.49765,1.17,68
07/20/2010 10:06:22,42.853653,-71.49758,1.08,69
07/20/2010 10:06:23,42.85345,-71.49752,1.12,70
07/20/2010 10:06:24,42.85325,-71.49745,1.12,71
07/20/2010 10:06:25,42.85307,-71.49738,1.08,72
07/20/2010 10:06:27,42.852863,-71.497314,1.08,73
07/20/2010 10:06:28,42.85267,-71.49727,1.08,74
07/20/2010 10:06:29,42.852467,-71.497215,1.08,74
07/20/2010 10:06:30,42.852245,-71.49717,1.08,75
07/20/2010 10:06:31,42.85205,-71.497116,1.08,76
07/20/2010 10:06:32,42.85183,-71.497086,1.17,76
07/20/2010 10:06:33,42.866333,-71.49703,0.99,77
07/20/2010 10:06:34,42.86417,-71.496994,1.17,77
07/20/2010 10:06:35,42.86183,-71.49695,1.08,77
07/20/2010 10:06:36,42.857502,-71.496864,1.08,77
07/20/2010 10:06:37,42.855167,-71.49682,1.08,77
07/20/2010 10:06:38,42.853004,-71.49677,1.12,77
07/20/2010 10:06:39,42.856667,-71.49672,1.12,76
07/20/2010 10:06:41,42.849854,-71.496666,1.17,76
07/20/2010 10:06:42,42.849617,-71.49661,1.08,76
07/20/2010 10:06:43,42.84938,-71.49657,1.03,75
07/20/2010 10:06:44,42.849155,-71.49654,1.17,75
07/20/2010 10:06:45,42.84892,-71.49648,1.12,75
07/20/2010 10:06:46,42.848698,-71.49645,1.12,74
07/20/2010 10:06:47,42.84847,-71.49641,1.08,74
07/20/2010 10:06:48,42.848232,-71.496346,1.12,73
07/20/2010 10:06:49,42.848,-71.4963,1.03,72
07/20/2010 10:06:50,42.847534,-71.496216,1.17,70
07/20/2010 10:06:51,42.847298,-71.49617,1.08,69
07/20/2010 10:06:52,42.84707,-71.49612,1.08,68
07/20/2010 10:06:53,42.846836,-71.496086,1.08,67
07/20/2010 10:06:54,42.8466,-71.49604,1.03,66
07/20/2010 10:06:56,42.84637,-71.495995,1.12,65
07/20/2010 10:06:57,42.846134,-71.49595,1.08,64
07/20/2010 10:06:58,42.845913,-71.495895,1.08,63
07/20/2010 10:06:59,42.845688,-71.495865,1.08,62
07/20/2010 10:07:00,42.84545,-71.49582,1.12,62
07/20/2010 10:07:01,42.845215,-71.495766,1.08,61
07/20/2010 10:07:02,42.845005,-71.495735,1.03,60
07/20/2010 10:07:03,42.84477,-71.49569,1.12,59
07/20/2010 10:07:04,42.844547,-71.49563,1.03,59
07/20/2010 10:07:05,42.8441,-71.49557,1.08,59
07/20/2010 10:07:06,42.84388,-71.495514,1.08,59
07/20/2010 10:07:07,42.84365,-71.49548,1.12,60
07/20/2010 10:07:08,42.843433,-71.49544,1.12,60
07/20/2010 10:07:09,42.843197,-71.4954,1.08,61
07/20/2010 10:07:11,42.842983,-71.49535,1.12,61
07/20/2010 10:07:12,42.84275,-71.49532,1.17,62
07/20/2010 10:07:13,42.84253,-71.49526,1.08,62
07/20/2010 10:07:14,42.8423,-71.49523,1.12,63
07/20/2010 10:07:15,42.842083,-71.495186,1.12,64
07/20/2010 10:07:16,42.841854,-71.49515,1.03,64
07/20/2010 10:07:17,42.841618,-71.4951,1.08,65
07/20/2010 10:07:18,42.841396,-71.49507,1.08,66
07/20/2010 10:07:19,42.84117,-71.49502,1.03,66
07/20/2010 10:07:20,42.8407,-71.49493,1.08,67
07/20/2010 10:07:21,42.84047,-71.49488,1.08,68
07/20/2010 10:07:22,42.840252,-71.49485,1.12,68
07/20/2010 10:07:23,42.840015,-71.4948,0.99,69
07/20/2010 10:07:25,42.839787,-71.49477,1.08,69
07/20/2010 10:07:26,42.83955,-71.49472,1.03,69
07/20/2010 10:07:27,42.839314,-71.49468,1.12,69
07/20/2010 10:07:28,42.83909,-71.49464,0.99,69
07/20/2010 10:07:29,42.838852,-71.49458,1.12,69
07/20/2010 10:07:30,42.838615,-71.494545,1.08,69
07/20/2010 10:07:31,42.838387,-71.4945,1.12,69
07/20/2010 10:07:32,42.83817,-71.49447,1.12,68
07/20/2010 10:07:33,42.837933,-71.494415,1.12,68
07/20/2010 10:07:34,42.837467,-71.49434,1.03,66
07/20/2010 10:07:35,42.837246,-71.494286,1.08,66
07/20/2010 10:07:36,42.83702,-71.49423,1.08,65
07/20/2010 10:07:37,42.836784,-71.494194,0.99,65
07/20/2010 10:07:38,42.836548,-71.49415,1.03,64
07/20/2010 10:07:40,42.836338,-71.4941,1.12,64
07/20/2010 10:07:41,42.8361,-71.494064,1.03,64
07/20/2010 10:07:42,42.835865,-71.49402,1.03,64
07/20/2010 10:07:43,42.83565,-71.49397,1.08,64
07/20/2010 10:07:44,42.835415,-71.493935,1.08,64
07/20/2010 10:07:45,42.835197,-71.49388,1.08,64
07/20/2010 10:07:46,42.849667,-71.49383,1.08,65
07/20/2010 10:07:47,42.8475,-71.4938,1.17,65
07/20/2010 10:07:48,42.84283,-71.49372,1.08,66
07/20/2010 10:07:49,42.840504,-71.49367,1.12,66
07/20/2010 10:07:50,42.83833,-71.49364,1.08,66
07/20/2010 10:07:51,42.836002,-71.49361,1.03,66
07/20/2010 10:07:53,42.83667,-71.49356,1.08,66
07/20/2010 10:07:54,42.83313,-71.493515,1.08,66
07/20/2010 10:07:55,42.8329,-71.4935,1.08,66
07/20/2010 10:07:56,42.832664,-71.493484,1.12,65
07/20/2010 10:07:57,42.83243,-71.49346,1.08,65
07/20/2010 10:07:58,42.832203,-71.49346,1.12,64
07/20/2010 10:07:59,42.831966,-71.49346,1.12,64
07/20/2010 10:08:00,42.83173,-71.493484,0.99,64
07/20/2010 10:08:01,42.8315,-71.4935,1.21,63
07/20/2010 10:08:02,42.831047,-71.49356,1.17,63
07/20/2010 10:08:03,42.83082,-71.49362,1.12,62
07/20/2010 10:08:04,42.8306,-71.49367,1.12,62
07/20/2010 10:08:05,42.830364,-71.49372,1.08,62
07/20/2010 10:08:06,42.83015,-71.49377,1.17,61
07/20/2010 10:08:08,42.829933,-71.49383,1.12,60
07/20/2010 10:08:09,42.829704,-71.49388,1.03,59
07/20/2010 10:08:10,42.829483,-71.49395,1.03,59
07/20/2010 10:08:11,42.829266,-71.494,1.17,59
07/20/2010 10:08:12,42.829037,-71.49405,1.17,59
07/20/2010 10:08:13,42.828815,-71.4941,1.03,59
07/20/2010 10:08:14,42.828598,-71.49415,0.99,60
07/20/2010 10:08:15,42.82837,-71.49422,1.03,61
07/20/2010 10:08:16,42.828148,-71.49426,1.03,61
07/20/2010 10:08:17,42.827686,-71.494385,1.08,62
07/20/2010 10:08:18,42.827465,-71.49445,1.17,62
