time,latitude,longitude,acceleration,light,temperature,sound,altitude,pedometer
"10/28/2009 07:48:29",42.654583,-71.32637,1.02,39.56,-17.14,0,80,0
"10/28/2009 07:48:30",42.654583,-71.326385,1.02,41.62,-17.14,0,80,0
"10/28/2009 07:48:31",42.654583,-71.326385,1.02,39.56,-16.82,0,80,0
"10/28/2009 07:48:33",42.6546,-71.326385,1.02,39.56,-16.82,0,79,0
"10/28/2009 07:48:34",42.6546,-71.326385,1.02,39.56,-16.82,0,79,0
"10/28/2009 07:48:35",42.654613,-71.326385,1.02,39.56,-17.14,0,79,0
"10/28/2009 07:48:36",42.65463,-71.3264,1.02,39.56,-17.14,0,77,0
"10/28/2009 07:48:37",42.65463,-71.3264,1.02,39.56,-16.82,0,77,0
"10/28/2009 07:48:38",42.654648,-71.3264,1.02,39.56,-16.82,0,76,0
"10/28/2009 07:48:39",42.654648,-71.3264,1.02,39.56,-17.14,0,76,0
"10/28/2009 07:48:40",42.654648,-71.3264,1.02,37.49,-17.14,0,76,0
"10/28/2009 07:48:41",42.654648,-71.326416,1.02,37.49,-17.14,0,76,0
"10/28/2009 07:48:42",42.654663,-71.326416,1.02,39.56,-17.14,0,76,0
