#PPSN:65535
#DOU:Fri Feb 26 15:41:18 EST 2010
Time,Latitude,Longitude,Acceleration,Light,Temperature,Sound,Temperature Probe,Pedometer,Altitude
02/26/2010 16:39:27,42.36565,-71.10374,1.02,6.29,23.14,0,25.247681509050055658627087198515770,0,40
02/26/2010 16:39:28,42.3657,-71.10374,1.05,6.29,23.14,0,25.432348460898063314711359404096834,0,40
02/26/2010 16:39:29,42.36568,-71.10372,1.02,66.25,23.14,0,26.437966003798326996197718631178707,0,38
02/26/2010 16:39:30,42.365635,-71.10371,1.05,80.49,23.14,0,30.882577986184210526315789473684211,0,35
02/26/2010 16:39:31,42.3656,-71.10367,1.02,90.61,23.14,0,32.205283188839172113289760348583878,0,32
02/26/2010 16:39:33,42.365585,-71.10367,1.05,37.49,23.14,0,33.015205500513541202672605790645880,0,29
02/26/2010 16:39:34,42.365566,-71.10367,1.05,33.35,23.47,0,33.574620437422986425339366515837104,0,29
02/26/2010 16:39:35,42.36555,-71.10367,1.05,35.42,23.14,0,34.049254599072293577981651376146789,0,32
02/26/2010 16:39:36,42.36555,-71.10368,1.05,33.35,23.14,0,34.363211716450370370370370370370370,0,34
02/26/2010 16:39:37,42.36555,-71.10371,1.05,35.42,23.14,0,34.675216271560373831775700934579439,0,35
02/26/2010 16:39:38,42.365566,-71.10371,1.05,31.28,23.14,0,34.985286102297358490566037735849057,0,34
02/26/2010 16:39:39,42.365585,-71.10371,1.05,80.49,23.47,0,35.293439726095238095238095238095238,0,31
02/26/2010 16:39:40,42.3656,-71.10368,1.05,102.70,23.47,0,35.675966455584337349397590361445783,0,28
02/26/2010 16:39:41,42.3656,-71.10368,1.05,110.72,23.47,0,35.752119541836908212560386473429952,0,27
02/26/2010 16:39:42,42.3656,-71.10368,1.05,22.98,23.47,0,36.131141428420977995110024449877751,0,25
02/26/2010 16:39:43,42.3656,-71.10371,1.05,33.35,23.47,0,36.281942746776560196560196560196560,0,25
02/26/2010 16:39:44,42.3656,-71.10368,1.05,27.13,23.47,0,36.432286768895061728395061728395062,0,24
02/26/2010 16:39:45,42.365585,-71.10368,1.05,35.42,23.14,0,36.656951523152636815920398009950249,0,26
02/26/2010 16:39:47,42.365566,-71.10371,1.09,68.29,23.47,0,36.880603390520250626566416040100251,0,25
02/26/2010 16:39:48,42.365566,-71.10371,1.05,84.55,23.47,0,35.828155954093801452784503631961259,1,25
02/26/2010 16:39:49,42.36555,-71.10371,1.02,68.29,23.47,0,32.205283188839172113289760348583878,1,25
02/26/2010 16:39:50,42.365536,-71.10368,1.05,82.52,23.47,0,30.377907891632474012474012474012474,0,21
02/26/2010 16:39:51,42.36552,-71.10368,1.05,45.74,23.47,0,29.008631772508370221327967806841046,0,21
02/26/2010 16:39:52,42.365536,-71.10368,1.05,41.62,23.47,0,28.047165651509921259842519685039370,0,18
02/26/2010 16:39:53,42.36555,-71.10368,1.05,43.68,23.47,0,27.158705228805868725868725868725869,0,19
02/26/2010 16:39:54,42.36555,-71.10367,1.05,43.68,23.47,0,26.437966003798326996197718631178707,0,22
02/26/2010 16:39:55,42.365536,-71.10365,1.05,43.68,23.47,0,25.982970943819623352165725047080979,0,25
02/26/2010 16:39:56,42.365536,-71.103615,1.05,43.68,23.47,0,25.524470499424477611940298507462687,0,26
02/26/2010 16:39:57,42.365566,-71.10363,1.05,43.68,23.47,0,25.062449967435896487985212569316081,0,24
02/26/2010 16:39:58,42.365566,-71.10363,1.02,62.16,23.47,0,24.690289542701834862385321100917431,0,22
02/26/2010 16:39:59,42.365566,-71.10365,1.05,27.13,23.47,0,24.409680604526715328467153284671533,0,22
02/26/2010 16:40:00,42.365585,-71.10363,1.05,12.56,23.47,0,24.221897504545454545454545454545455,0,24
02/26/2010 16:40:02,42.365585,-71.10363,1.05,6.29,23.47,0,24.033545044317681159420289855072464,0,25
02/26/2010 16:40:03,42.365566,-71.103615,1.05,4.19,23.47,0,23.749946997977477477477477477477477,1,26
02/26/2010 16:40:04,42.365566,-71.103615,1.05,4.19,23.47,0,23.560167545509982046678635547576302,0,27
02/26/2010 16:40:05,42.36555,-71.10363,1.05,4.19,23.47,0,23.369815890309803220035778175313059,0,28
