date,station,name,temp,speccond,tds,salinity,do,ph,latitude,longitude
5/13/2008,43.6,Intake,13.8,118,0.08,0.06,10.2,6.4,42.64180,-71.37656
6/10/2008,43.6,Intake,23.7,339,0.22,0.16,8.2,6.7,42.64180,-71.37656
7/8/2008,43.6,Intake,24.5,137,0.09,0.06,7.7,6.6,42.64180,-71.37656
7/30/2008,43.6,Intake,23.1,106,0.07,0.05,7.6,6.4,42.64180,-71.37656
8/12/2008,43.6,Intake,19.5,77,0.05,0.04,8.6,6.5,42.64180,-71.37656
8/27/2008,43.6,Intake,22.2,140,0.09,0.07,7.4,6.7,42.64180,-71.37656
9/9/2008,43.6,Intake,20.8,177,0.12,0.08,9.7,6.2,42.64180,-71.37656
9/24/2008,43.6,Intake,17.2,139,0.09,0.07,9.2,6.8,42.64180,-71.37656
