date,station,name,temp,speccond,tds,salinity,do,ph,latitude,longitude
5/28/2008,19.1,LittleRiver,17.4,215,0.14,0.10,9.2,6.9,42.77367,-71.07700
6/18/2008,19.1,LittleRiver,22.3,226,0.15,0.11,7.5,6.9,42.77367,-71.07700
7/7/2008,19.1,LittleRiver,23.0,205,0.13,0.10,7.2,6.6,42.77367,-71.07700
7/23/2008,19.1,LittleRiver,26.1,221,0.14,0.10,6.1,6.9,42.77367,-71.07700
8/4/2008,19.1,LittleRiver,24.8,167,0.11,0.08,,6.8,42.77367,-71.07700
8/20/2008,19.1,LittleRiver,22.0,139,0.09,0.06,8.6,6.8,42.77367,-71.07700
9/17/2008,19.1,LittleRiver,19.7,153,0.10,0.07,8.9,6.7,42.77367,-71.07700
10/6/2008,19.1,LittleRiver,14.6,134,0.09,0.06,10.7,6.7,42.77367,-71.07700
