time,ppt
07/22/2010 12:16:32,1.5439612903225806451612903225806451584
07/22/2010 12:16:33,1.5439612903225806451612903225806451584
07/22/2010 12:16:34,1.5439612903225806451612903225806451584
07/22/2010 12:16:35,1.5439612903225806451612903225806451584
07/22/2010 12:16:36,1.5439612903225806451612903225806451584
07/22/2010 12:16:37,1.5439612903225806451612903225806451584
07/22/2010 12:16:38,1.5439612903225806451612903225806451584
07/22/2010 12:16:39,1.5446116129032258064516129032258064480
07/22/2010 12:16:40,1.5451174193548387096774193548387096832
07/22/2010 12:16:41,1.5452619354838709677419354838709677376
07/22/2010 12:16:43,1.5453341935483870967741935483870967648
07/22/2010 12:16:44,1.5456232258064516129032258064516128960
07/22/2010 12:16:45,1.5463458064516129032258064516129032352
07/22/2010 12:16:46,1.5470683870967741935483870967741935520
07/22/2010 12:16:47,1.5471406451612903225806451612903225792
07/22/2010 12:16:48,1.5471406451612903225806451612903225792
07/22/2010 12:16:49,1.5470683870967741935483870967741935520
07/22/2010 12:16:50,1.5470683870967741935483870967741935520
07/22/2010 12:16:51,1.5477187096774193548387096774193548416
07/22/2010 12:16:52,1.5483690322580645161290322580645161312
07/22/2010 12:16:53,1.5483690322580645161290322580645161312
07/22/2010 12:16:54,1.5483690322580645161290322580645161312
07/22/2010 12:16:55,1.5482967741935483870967741935483871040
07/22/2010 12:16:56,1.5483690322580645161290322580645161312
07/22/2010 12:16:57,1.5483690322580645161290322580645161312
07/22/2010 12:16:59,1.5483690322580645161290322580645161312
07/22/2010 12:17:00,1.5483690322580645161290322580645161312
07/22/2010 12:17:01,1.5485858064516129032258064516129032352
07/22/2010 12:17:02,1.5495251612903225806451612903225806560
07/22/2010 12:17:03,1.5493806451612903225806451612903225792
07/22/2010 12:17:04,1.5495251612903225806451612903225806560
07/22/2010 12:17:05,1.5495251612903225806451612903225806560
07/22/2010 12:17:06,1.5495251612903225806451612903225806560
07/22/2010 12:17:07,1.5495251612903225806451612903225806560
07/22/2010 12:17:08,1.5495251612903225806451612903225806560
07/22/2010 12:17:09,1.5497419354838709677419354838709677376
07/22/2010 12:17:10,1.5502477419354838709677419354838709728
07/22/2010 12:17:11,1.5507535483870967741935483870967741856
07/22/2010 12:17:12,1.5507535483870967741935483870967741856
07/22/2010 12:17:13,1.5506812903225806451612903225806451584
07/22/2010 12:17:14,1.5507535483870967741935483870967741856
07/22/2010 12:17:16,1.5507535483870967741935483870967741856
07/22/2010 12:17:17,1.5507535483870967741935483870967741856
07/22/2010 12:17:18,1.5507535483870967741935483870967741856
07/22/2010 12:17:19,1.5507535483870967741935483870967741856
07/22/2010 12:17:20,1.5507535483870967741935483870967741856
07/22/2010 12:17:21,1.5508258064516129032258064516129032352
07/22/2010 12:17:22,1.5508258064516129032258064516129032352
07/22/2010 12:17:23,1.5510425806451612903225806451612903168
07/22/2010 12:17:24,1.5514038709677419354838709677419354752
07/22/2010 12:17:25,1.5516206451612903225806451612903225792
07/22/2010 12:17:26,1.5517651612903225806451612903225806560
07/22/2010 12:17:27,1.5518374193548387096774193548387096832
07/22/2010 12:17:28,1.5519096774193548387096774193548387104
07/22/2010 12:17:29,1.5519096774193548387096774193548387104
07/22/2010 12:17:31,1.5519096774193548387096774193548387104
07/22/2010 12:17:32,1.5519096774193548387096774193548387104
07/22/2010 12:17:33,1.5519096774193548387096774193548387104
07/22/2010 12:17:34,1.5519096774193548387096774193548387104
07/22/2010 12:17:35,1.5521987096774193548387096774193548416
07/22/2010 12:17:36,1.5524154838709677419354838709677419456
07/22/2010 12:17:37,1.5524877419354838709677419354838709728
07/22/2010 12:17:38,1.5526322580645161290322580645161290272
07/22/2010 12:17:39,1.5526322580645161290322580645161290272
07/22/2010 12:17:40,1.5527045161290322580645161290322580544
07/22/2010 12:17:41,1.5527045161290322580645161290322580544
07/22/2010 12:17:42,1.5527045161290322580645161290322580544
07/22/2010 12:17:43,1.5527767741935483870967741935483871040
07/22/2010 12:17:44,1.5530658064516129032258064516129032352
07/22/2010 12:17:45,1.5532103225806451612903225806451612896
07/22/2010 12:17:47,1.5532825806451612903225806451612903168
07/22/2010 12:17:48,1.5533548387096774193548387096774193440
07/22/2010 12:17:49,1.5533548387096774193548387096774193440
07/22/2010 12:17:50,1.5533548387096774193548387096774193440
07/22/2010 12:17:51,1.5533548387096774193548387096774193440
07/22/2010 12:17:52,1.5533548387096774193548387096774193440
07/22/2010 12:17:53,1.5534270967741935483870967741935483936
07/22/2010 12:17:54,1.5536438709677419354838709677419354752
07/22/2010 12:17:55,1.5537883870967741935483870967741935520
07/22/2010 12:17:56,1.5537883870967741935483870967741935520
07/22/2010 12:17:57,1.5537883870967741935483870967741935520
07/22/2010 12:17:58,1.5538606451612903225806451612903225792
07/22/2010 12:17:59,1.5538606451612903225806451612903225792
07/22/2010 12:18:00,1.5538606451612903225806451612903225792
07/22/2010 12:18:01,1.5539329032258064516129032258064516064
07/22/2010 12:18:03,1.5538606451612903225806451612903225792
07/22/2010 12:18:04,1.5540774193548387096774193548387096832
07/22/2010 12:18:05,1.5541496774193548387096774193548387104
07/22/2010 12:18:06,1.5542219354838709677419354838709677376
07/22/2010 12:18:07,1.5542941935483870967741935483870967648
07/22/2010 12:18:08,1.5542941935483870967741935483870967648
07/22/2010 12:18:09,1.5542941935483870967741935483870967648
07/22/2010 12:18:10,1.5543664516129032258064516129032258144
07/22/2010 12:18:11,1.5543664516129032258064516129032258144
07/22/2010 12:18:12,1.5543664516129032258064516129032258144
07/22/2010 12:18:13,1.5545109677419354838709677419354838688
07/22/2010 12:18:14,1.5545832258064516129032258064516128960
07/22/2010 12:18:15,1.5547277419354838709677419354838709728
07/22/2010 12:18:16,1.55480
07/22/2010 12:18:17,1.55480
07/22/2010 12:18:19,1.55480
07/22/2010 12:18:20,1.55480
07/22/2010 12:18:21,1.55480
07/22/2010 12:18:22,1.55480
07/22/2010 12:18:23,1.55480
07/22/2010 12:18:24,1.55480
07/22/2010 12:18:25,1.5550167741935483870967741935483871040
07/22/2010 12:18:26,1.5551612903225806451612903225806451584
07/22/2010 12:18:27,1.5552335483870967741935483870967741856
