time,ppt
07/22/2010 12:16:32,1.5441058064516129032258064516129032352
07/22/2010 12:16:33,1.5441780645161290322580645161290322624
07/22/2010 12:16:34,1.5441058064516129032258064516129032352
07/22/2010 12:16:35,1.5441780645161290322580645161290322624
07/22/2010 12:16:36,1.5441780645161290322580645161290322624
07/22/2010 12:16:37,1.5441058064516129032258064516129032352
07/22/2010 12:16:38,1.5441058064516129032258064516129032352
07/22/2010 12:16:39,1.5441780645161290322580645161290322624
07/22/2010 12:16:41,1.5449729032258064516129032258064516064
07/22/2010 12:16:42,1.5452619354838709677419354838709677376
07/22/2010 12:16:43,1.5455509677419354838709677419354838688
07/22/2010 12:16:44,1.5457677419354838709677419354838709728
07/22/2010 12:16:45,1.5457677419354838709677419354838709728
07/22/2010 12:16:46,1.5457677419354838709677419354838709728
07/22/2010 12:16:47,1.5457677419354838709677419354838709728
07/22/2010 12:16:48,1.5459122580645161290322580645161290272
07/22/2010 12:16:49,1.5459122580645161290322580645161290272
07/22/2010 12:16:50,1.5462012903225806451612903225806451584
07/22/2010 12:16:51,1.5467793548387096774193548387096774208
07/22/2010 12:16:53,1.5469961290322580645161290322580645248
07/22/2010 12:16:54,1.5470683870967741935483870967741935520
07/22/2010 12:16:55,1.5471406451612903225806451612903225792
07/22/2010 12:16:56,1.5471406451612903225806451612903225792
07/22/2010 12:16:57,1.5472851612903225806451612903225806560
07/22/2010 12:16:58,1.5477187096774193548387096774193548416
07/22/2010 12:16:59,1.54808
07/22/2010 12:17:00,1.5482245161290322580645161290322580544
07/22/2010 12:17:01,1.5483690322580645161290322580645161312
07/22/2010 12:17:02,1.5485135483870967741935483870967741856
07/22/2010 12:17:03,1.5488025806451612903225806451612903168
07/22/2010 12:17:05,1.5489470967741935483870967741935483936
07/22/2010 12:17:05,1.5492361290322580645161290322580645248
07/22/2010 12:17:07,1.5491638709677419354838709677419354752
07/22/2010 12:17:08,1.5492361290322580645161290322580645248
07/22/2010 12:17:09,1.5492361290322580645161290322580645248
07/22/2010 12:17:10,1.5493083870967741935483870967741935520
07/22/2010 12:17:11,1.5493083870967741935483870967741935520
07/22/2010 12:17:12,1.5493083870967741935483870967741935520
