time,latitude,longitude,acceleration,light,temperature,sound,temperature probe,altitude
06/30/2010 14:59:53,42.654118,-71.32678,0.98,1006.76,26.37,2,-37.166143209763304007820136852394917,62
06/30/2010 14:59:54,42.654217,-71.32657,0.70,1043.92,26.37,0,-37.166143209763304007820136852394917,29
06/30/2010 14:59:55,42.654167,-71.32685,0.94,1052.66,26.37,0,-37.166143209763304007820136852394917,47
06/30/2010 14:59:56,42.654118,-71.3269,0.70,1051.87,26.37,0,-37.166143209763304007820136852394917,59
06/30/2010 14:59:58,42.654118,-71.32692,1.52,1024.08,26.37,6,-37.166143209763304007820136852394917,63
06/30/2010 14:59:59,42.654102,-71.32692,1.09,982.24,26.37,2,-37.166143209763304007820136852394917,65
06/30/2010 15:00:00,42.654068,-71.32695,0.94,1044.72,26.37,0,-37.166143209763304007820136852394917,68
06/30/2010 15:00:01,42.654053,-71.32695,1.29,1052.66,26.37,3,-37.166143209763304007820136852394917,70
06/30/2010 15:00:03,42.654037,-71.32697,0.86,1052.66,26.37,0,-37.166143209763304007820136852394917,71
06/30/2010 15:00:04,42.654037,-71.32697,0.70,1052.66,26.37,0,-37.166143209763304007820136852394917,70
06/30/2010 15:00:05,42.65402,-71.32699,0.55,1053.44,26.37,0,-37.166143209763304007820136852394917,71
06/30/2010 15:00:06,42.654003,-71.32699,0.98,1051.87,26.37,0,-37.166143209763304007820136852394917,71
06/30/2010 15:00:07,42.65398,-71.327,1.02,312.80,26.37,0,-37.166143209763304007820136852394917,72
06/30/2010 15:00:08,42.653965,-71.32702,0.82,276.22,26.37,0,-37.166143209763304007820136852394917,73
06/30/2010 15:00:09,42.653946,-71.32702,1.02,220.00,26.37,3,-37.166143209763304007820136852394917,73
06/30/2010 15:00:10,42.653946,-71.32702,0.86,138.57,26.37,0,-37.166143209763304007820136852394917,72
06/30/2010 15:00:11,42.653915,-71.32705,1.05,136.59,26.37,0,-37.166143209763304007820136852394917,73
06/30/2010 15:00:12,42.653896,-71.32705,1.25,136.59,26.37,0,-37.166143209763304007820136852394917,73
06/30/2010 15:00:13,42.653896,-71.327034,1.41,169.97,26.37,0,-37.166143209763304007820136852394917,72
06/30/2010 15:00:14,42.65388,-71.327034,1.56,150.40,26.37,3,-37.166143209763304007820136852394917,72
06/30/2010 15:00:15,42.65388,-71.32702,1.56,118.71,26.37,2,-37.166143209763304007820136852394917,72
06/30/2010 15:00:17,42.65388,-71.32702,1.37,104.71,26.37,3,-37.166143209763304007820136852394917,72
06/30/2010 15:00:18,42.653866,-71.32702,1.21,98.68,26.37,1,-37.166143209763304007820136852394917,72
06/30/2010 15:00:19,42.65385,-71.32702,1.45,110.72,26.37,9,-37.166143209763304007820136852394917,72
06/30/2010 15:00:20,42.65383,-71.32705,0.90,179.68,26.37,0,-37.166143209763304007820136852394917,72
06/30/2010 15:00:21,42.653816,-71.327065,0.74,246.44,26.37,0,-37.166143209763304007820136852394917,72
06/30/2010 15:00:22,42.6538,-71.32708,0.74,287.27,26.37,0,-37.166143209763304007820136852394917,72
06/30/2010 15:00:23,42.653786,-71.3271,0.82,294.60,26.37,4,-37.166143209763304007820136852394917,72
06/30/2010 15:00:24,42.653786,-71.3271,1.13,1051.09,26.37,1,-37.166143209763304007820136852394917,72
06/30/2010 15:00:25,42.65375,-71.32712,1.05,917.82,26.37,5,-37.166143209763304007820136852394917,72
06/30/2010 15:00:26,42.653736,-71.32716,1.02,1015.51,26.37,0,-37.166143209763304007820136852394917,72
06/30/2010 15:00:27,42.65375,-71.32718,1.05,1034.95,26.37,0,-37.166143209763304007820136852394917,71
06/30/2010 15:00:28,42.653767,-71.32718,1.37,1039.05,26.37,0,-37.166143209763304007820136852394917,71
06/30/2010 15:00:29,42.653767,-71.32722,1.33,1023.23,26.37,1,-37.166143209763304007820136852394917,71
06/30/2010 15:00:31,42.653786,-71.32722,1.37,1020.68,26.37,4,-37.166143209763304007820136852394917,71
06/30/2010 15:00:32,42.653786,-71.32723,1.02,763.59,26.37,1,-37.166143209763304007820136852394917,71
06/30/2010 15:00:33,42.653786,-71.32723,1.52,371.58,26.37,5,-37.166143209763304007820136852394917,71
06/30/2010 15:00:34,42.653786,-71.32725,1.48,252.06,26.37,3,-37.166143209763304007820136852394917,71
06/30/2010 15:00:35,42.653767,-71.32727,1.41,237.04,26.37,6,-37.166143209763304007820136852394917,71
06/30/2010 15:00:36,42.65375,-71.32727,1.60,272.52,26.37,3,-37.166143209763304007820136852394917,71
06/30/2010 15:00:37,42.65375,-71.327286,1.52,195.13,26.37,7,-37.166143209763304007820136852394917,71
06/30/2010 15:00:38,42.653736,-71.32727,1.56,122.70,26.37,3,-37.166143209763304007820136852394917,70
06/30/2010 15:00:39,42.65372,-71.32725,1.37,108.72,26.37,2,-37.166143209763304007820136852394917,70
06/30/2010 15:00:40,42.6537,-71.32727,0.98,110.72,26.37,3,-37.166143209763304007820136852394917,70
06/30/2010 15:00:41,42.6537,-71.32727,1.17,110.72,26.37,6,-37.166143209763304007820136852394917,70
06/30/2010 15:00:42,42.653687,-71.327286,1.02,104.71,26.37,0,-37.166143209763304007820136852394917,70
06/30/2010 15:00:43,42.653687,-71.327286,1.33,102.70,26.37,4,-37.166143209763304007820136852394917,70
06/30/2010 15:00:45,42.653687,-71.3273,0.98,108.72,26.37,5,-37.166143209763304007820136852394917,70
06/30/2010 15:00:46,42.653687,-71.32732,1.33,106.71,26.37,10,-37.166143209763304007820136852394917,70
06/30/2010 15:00:47,42.65367,-71.32732,1.64,102.70,26.37,7,-37.166143209763304007820136852394917,70
06/30/2010 15:00:48,42.65367,-71.32732,1.41,108.72,26.37,15,-37.166143209763304007820136852394917,70
06/30/2010 15:00:49,42.653652,-71.3273,1.64,126.68,26.37,9,-37.166143209763304007820136852394917,70
06/30/2010 15:00:50,42.65363,-71.32727,1.21,142.52,26.37,6,-37.166143209763304007820136852394917,70
06/30/2010 15:00:51,42.65363,-71.32723,1.05,206.65,26.37,14,-37.166143209763304007820136852394917,69
06/30/2010 15:00:52,42.653614,-71.32723,1.48,183.56,26.37,10,-37.166143209763304007820136852394917,70
06/30/2010 15:00:53,42.6536,-71.327286,1.76,216.19,26.37,5,-37.166143209763304007820136852394917,70
06/30/2010 15:00:54,42.6536,-71.3273,1.45,206.65,26.37,4,-37.166143209763304007820136852394917,70
06/30/2010 15:00:55,42.6536,-71.3273,1.48,229.48,26.37,2,-37.166143209763304007820136852394917,69
06/30/2010 15:00:56,42.653614,-71.3273,1.45,276.22,26.37,2,-37.166143209763304007820136852394917,65
06/30/2010 15:00:57,42.6536,-71.32732,1.09,323.63,26.37,1,-37.166143209763304007820136852394917,65
06/30/2010 15:00:59,42.6536,-71.32732,1.48,329.03,26.37,4,-37.166143209763304007820136852394917,64
06/30/2010 15:01:00,42.6536,-71.32732,1.64,325.43,26.37,3,-37.166143209763304007820136852394917,64
06/30/2010 15:01:01,42.65358,-71.32734,1.29,309.17,26.37,1,-37.166143209763304007820136852394917,64
06/30/2010 15:01:02,42.653564,-71.32734,0.98,292.77,26.37,1,-37.166143209763304007820136852394917,63
06/30/2010 15:01:03,42.653564,-71.327354,1.29,316.42,26.37,1,-37.166143209763304007820136852394917,63
06/30/2010 15:01:04,42.653564,-71.32737,1.13,257.66,26.37,4,-37.166143209763304007820136852394917,63
06/30/2010 15:01:05,42.65355,-71.32737,0.94,221.90,26.37,3,-37.166143209763304007820136852394917,63
06/30/2010 15:01:06,42.65355,-71.327385,0.90,581.04,26.37,0,-37.166143209763304007820136852394917,62
06/30/2010 15:01:07,42.65355,-71.3274,0.59,1015.51,26.37,0,-37.166143209763304007820136852394917,60
06/30/2010 15:01:08,42.65355,-71.327415,0.51,1037.42,26.37,0,-37.166143209763304007820136852394917,60
06/30/2010 15:01:09,42.65355,-71.32743,0.62,1041.49,26.37,0,-37.166143209763304007820136852394917,60
