time,"temperature probe"
0,25.708292276651086142322097378277154
1,38.056733626826475195822454308093995
2,43.382019628348758169934640522875817
3,44.569312126035555555555555555555556
4,45.747542610592592592592592592592593
5,46.925976879172063492063492063492063
6,47.717546958666666666666666666666667
7,48.519033327455438596491228070175439
8,48.993294600305972850678733031674208
9,49.612840181234716981132075471698113
10,50.175163262563137254901960784313725
11,51.193883446210526315789473684210526
12,51.801417771684395604395604395604396
13,52.035044618974189944134078212290503
14,52.192742274778870056497175141242938
15,52.352085183928571428571428571428571
16,52.676028300787251461988304093567251
17,53.007555554206347305389221556886228
18,53.176394299651515151515151515151515
19,53.261625601100487804878048780487805
20,53.433777127467654320987654320987654
21,53.60827110200
22,53.78522099900658227848101265822785
23,53.78522099900658227848101265822785
24,53.87465396021057324840764331210191
25,53.87465396021057324840764331210191
26,53.96474611199179487179487179487179
27,54.05551333727419354838709677419355
28,54.14697193152519480519480519480519
29,54.23913861623751633986928104575163
30,54.23913861623751633986928104575163
31,54.33203055294315789473684210526316
32,54.33203055294315789473684210526316
33,54.42566535778423841059602649006623
34,54.42566535778423841059602649006623
35,54.42566535778423841059602649006623
36,54.52006111666666666666666666666667
37,54.61523640102402684563758389261745
38,54.61523640102402684563758389261745
39,54.61523640102402684563758389261745
40,54.61523640102402684563758389261745
41,54.61523640102402684563758389261745
42,54.71121028422054054054054054054054
43,54.61523640102402684563758389261745
44,54.71121028422054054054054054054054
45,54.71121028422054054054054054054054
46,54.71121028422054054054054054054054
47,54.71121028422054054054054054054054
48,54.71121028422054054054054054054054
49,54.71121028422054054054054054054054
50,54.71121028422054054054054054054054
51,54.80800235862353741496598639455782
52,54.80800235862353741496598639455782
53,54.80800235862353741496598639455782
54,54.80800235862353741496598639455782
55,54.80800235862353741496598639455782
56,54.80800235862353741496598639455782
57,54.80800235862353741496598639455782
58,54.80800235862353741496598639455782
59,54.80800235862353741496598639455782
60,54.80800235862353741496598639455782
61,54.80800235862353741496598639455782
62,54.80800235862353741496598639455782
63,54.80800235862353741496598639455782
64,54.80800235862353741496598639455782
65,54.80800235862353741496598639455782
66,54.80800235862353741496598639455782
67,54.80800235862353741496598639455782
68,54.71121028422054054054054054054054
69,54.80800235862353741496598639455782
70,54.71121028422054054054054054054054
71,54.71121028422054054054054054054054
72,54.71121028422054054054054054054054
73,54.71121028422054054054054054054054
74,54.71121028422054054054054054054054
75,54.71121028422054054054054054054054
76,54.71121028422054054054054054054054
77,54.71121028422054054054054054054054
78,54.71121028422054054054054054054054
79,54.71121028422054054054054054054054
80,54.71121028422054054054054054054054
81,54.71121028422054054054054054054054
82,54.71121028422054054054054054054054
83,54.61523640102402684563758389261745
84,54.61523640102402684563758389261745
85,54.61523640102402684563758389261745
86,54.61523640102402684563758389261745
87,54.61523640102402684563758389261745
88,54.61523640102402684563758389261745
89,54.61523640102402684563758389261745
90,54.61523640102402684563758389261745
91,54.61523640102402684563758389261745
92,54.61523640102402684563758389261745
93,54.61523640102402684563758389261745
94,54.52006111666666666666666666666667
95,54.61523640102402684563758389261745
96,54.52006111666666666666666666666667
97,54.52006111666666666666666666666667
98,54.52006111666666666666666666666667
99,54.52006111666666666666666666666667
100,54.52006111666666666666666666666667
101,54.52006111666666666666666666666667
102,54.52006111666666666666666666666667
103,54.52006111666666666666666666666667
104,54.52006111666666666666666666666667
105,54.42566535778423841059602649006623
106,54.42566535778423841059602649006623
107,54.42566535778423841059602649006623
108,54.42566535778423841059602649006623
109,54.42566535778423841059602649006623
110,54.42566535778423841059602649006623
111,54.42566535778423841059602649006623
112,54.42566535778423841059602649006623
113,54.42566535778423841059602649006623
114,54.33203055294315789473684210526316
115,54.33203055294315789473684210526316
116,54.33203055294315789473684210526316
117,54.33203055294315789473684210526316
118,54.33203055294315789473684210526316
119,54.33203055294315789473684210526316
120,54.33203055294315789473684210526316
121,54.23913861623751633986928104575163
122,54.23913861623751633986928104575163
123,54.23913861623751633986928104575163
124,54.23913861623751633986928104575163
125,54.23913861623751633986928104575163
126,54.23913861623751633986928104575163
127,54.23913861623751633986928104575163
128,54.23913861623751633986928104575163
129,54.23913861623751633986928104575163
130,54.23913861623751633986928104575163
131,54.23913861623751633986928104575163
132,54.14697193152519480519480519480519
133,54.14697193152519480519480519480519
134,54.14697193152519480519480519480519
135,54.14697193152519480519480519480519
136,54.14697193152519480519480519480519
137,54.14697193152519480519480519480519
138,54.14697193152519480519480519480519
139,54.05551333727419354838709677419355
140,54.05551333727419354838709677419355
141,54.05551333727419354838709677419355
142,54.05551333727419354838709677419355
143,54.05551333727419354838709677419355
144,54.05551333727419354838709677419355
145,54.05551333727419354838709677419355
146,54.05551333727419354838709677419355
147,54.05551333727419354838709677419355
148,54.05551333727419354838709677419355
149,54.05551333727419354838709677419355
150,53.96474611199179487179487179487179
151,53.96474611199179487179487179487179
152,53.96474611199179487179487179487179
153,53.96474611199179487179487179487179
154,53.96474611199179487179487179487179
155,53.96474611199179487179487179487179
156,53.96474611199179487179487179487179
157,53.96474611199179487179487179487179
158,53.96474611199179487179487179487179
159,53.96474611199179487179487179487179
160,53.96474611199179487179487179487179
161,53.87465396021057324840764331210191
162,53.87465396021057324840764331210191
163,53.87465396021057324840764331210191
164,53.87465396021057324840764331210191
165,53.87465396021057324840764331210191
166,53.78522099900658227848101265822785
167,53.78522099900658227848101265822785
168,53.78522099900658227848101265822785
169,53.78522099900658227848101265822785
170,53.78522099900658227848101265822785
171,53.78522099900658227848101265822785
172,53.78522099900658227848101265822785
173,53.78522099900658227848101265822785
174,53.78522099900658227848101265822785
175,53.696431745026289308176100628930818
176,53.696431745026289308176100628930818
177,53.696431745026289308176100628930818
178,53.696431745026289308176100628930818
179,53.696431745026289308176100628930818
180,53.696431745026289308176100628930818
181,53.696431745026289308176100628930818
182,53.696431745026289308176100628930818
183,53.696431745026289308176100628930818
184,53.696431745026289308176100628930818
185,53.696431745026289308176100628930818
186,53.60827110200
187,53.60827110200
188,53.60827110200
189,53.60827110200
190,53.60827110200
191,53.60827110200
192,53.60827110200
193,53.520724348720621118012422360248447
194,53.520724348720621118012422360248447
195,53.520724348720621118012422360248447
196,53.520724348720621118012422360248447
197,53.520724348720621118012422360248447
198,53.520724348720621118012422360248447
199,53.520724348720621118012422360248447
200,53.433777127467654320987654320987654
201,53.433777127467654320987654320987654
202,53.433777127467654320987654320987654
203,53.433777127467654320987654320987654
204,53.433777127467654320987654320987654
205,53.433777127467654320987654320987654
206,53.433777127467654320987654320987654
207,53.433777127467654320987654320987654
208,53.347415432857300613496932515337423
209,53.347415432857300613496932515337423
210,53.347415432857300613496932515337423
211,53.347415432857300613496932515337423
212,53.347415432857300613496932515337423
213,53.347415432857300613496932515337423
214,53.347415432857300613496932515337423
