time,temperature
02/04/2010 09:18:34,26.69
02/04/2010 09:18:35,26.69
02/04/2010 09:18:36,26.69
02/04/2010 09:18:37,26.69
02/04/2010 09:18:39,26.69
02/04/2010 09:18:40,26.69
02/04/2010 09:18:41,26.69
02/04/2010 09:18:42,26.69
02/04/2010 09:18:43,26.69
02/04/2010 09:18:44,26.69
02/04/2010 09:18:45,26.69
02/04/2010 09:18:46,26.69
02/04/2010 09:18:47,26.69
02/04/2010 09:18:48,26.69
02/04/2010 09:18:49,26.69
02/04/2010 09:18:50,26.69
02/04/2010 09:18:51,26.69
02/04/2010 09:18:53,26.69
02/04/2010 09:18:54,26.69
02/04/2010 09:18:55,26.69
02/04/2010 09:18:56,26.69
02/04/2010 09:18:57,26.69
02/04/2010 09:18:58,26.69
02/04/2010 09:18:59,26.69
02/04/2010 09:19:00,26.69
02/04/2010 09:19:01,26.69
02/04/2010 09:19:02,26.69
02/04/2010 09:19:03,26.37
02/04/2010 09:19:04,26.69
02/04/2010 09:19:05,26.69
02/04/2010 09:19:07,26.37
02/04/2010 09:19:08,26.69
02/04/2010 09:19:09,26.69
02/04/2010 09:19:10,26.69
02/04/2010 09:19:11,26.69
02/04/2010 09:19:12,26.69
02/04/2010 09:19:13,26.69
02/04/2010 09:19:14,26.69
02/04/2010 09:19:15,26.69
02/04/2010 09:19:16,26.69
02/04/2010 09:19:17,26.69
02/04/2010 09:19:18,26.69
02/04/2010 09:19:19,26.69
02/04/2010 09:19:21,26.69
02/04/2010 09:19:22,26.69
02/04/2010 09:19:23,26.69
02/04/2010 09:19:24,26.37
02/04/2010 09:19:25,26.37
02/04/2010 09:19:26,26.37
02/04/2010 09:19:27,26.37
02/04/2010 09:19:28,26.37
02/04/2010 09:19:29,26.37
02/04/2010 09:19:30,26.37
02/04/2010 09:19:31,26.37
02/04/2010 09:19:32,26.37
02/04/2010 09:19:33,26.37
02/04/2010 09:19:35,26.37
02/04/2010 09:19:36,26.37
02/04/2010 09:19:37,26.37
02/04/2010 09:19:38,26.37
02/04/2010 09:19:39,26.37
02/04/2010 09:19:40,26.37
02/04/2010 09:19:41,26.37
02/04/2010 09:19:42,26.37
02/04/2010 09:19:43,26.37
02/04/2010 09:19:44,26.37
02/04/2010 09:19:45,26.37
02/04/2010 09:19:46,26.37
02/04/2010 09:19:47,26.37
02/04/2010 09:19:49,26.37
02/04/2010 09:19:50,26.37
02/04/2010 09:19:51,26.37
02/04/2010 09:19:52,26.37
02/04/2010 09:19:53,26.37
02/04/2010 09:19:54,26.37
02/04/2010 09:19:55,26.37
02/04/2010 09:19:56,26.37
02/04/2010 09:19:57,26.37
02/04/2010 09:19:58,26.37
