time,"temperature probe"
0,25.524470499424477611940298507462687
1,25.524470499424477611940298507462687
2,25.432348460898063314711359404096834
3,25.432348460898063314711359404096834
4,25.524470499424477611940298507462687
5,30.546660898318121085594989561586639
6,34.985286102297358490566037735849057
7,35.904076018227572815533980582524272
8,36.880603390520250626566416040100251
9,37.692159348562474226804123711340206
10,38.562744679877446808510638297872340
11,39.063774033077994579945799457994580
12,39.277017524514535519125683060109290
13,39.347904674363013698630136986301370
14,39.489391147503415977961432506887052
15,39.489391147503415977961432506887052
16,39.559991556181657458563535911602210
17,39.559991556181657458563535911602210
18,39.630497479878171745152354570637119
19,39.700909476444444444444444444444444
20,39.700909476444444444444444444444444
21,39.771228109947576601671309192200557
22,39.771228109947576601671309192200557
23,39.841453950757094972067039106145251
24,39.841453950757094972067039106145251
25,39.911587575633221288515406162464986
26,39.981629567816629213483146067415730
27,39.981629567816629213483146067415730
28,40.051580517119718309859154929577465
29,40.051580517119718309859154929577465
30,40.051580517119718309859154929577465
31,40.051580517119718309859154929577465
32,40.051580517119718309859154929577465
33,40.051580517119718309859154929577465
34,40.051580517119718309859154929577465
35,40.051580517119718309859154929577465
36,40.051580517119718309859154929577465
37,40.051580517119718309859154929577465
38,40.051580517119718309859154929577465
39,40.051580517119718309859154929577465
40,40.051580517119718309859154929577465
41,40.051580517119718309859154929577465
42,40.051580517119718309859154929577465
43,40.051580517119718309859154929577465
44,40.051580517119718309859154929577465
45,40.051580517119718309859154929577465
46,40.051580517119718309859154929577465
47,40.051580517119718309859154929577465
48,40.051580517119718309859154929577465
49,40.051580517119718309859154929577465
50,40.051580517119718309859154929577465
51,40.051580517119718309859154929577465
52,40.051580517119718309859154929577465
53,40.051580517119718309859154929577465
54,40.051580517119718309859154929577465
55,39.981629567816629213483146067415730
56,39.981629567816629213483146067415730
57,39.981629567816629213483146067415730
58,39.981629567816629213483146067415730
59,39.981629567816629213483146067415730
60,39.981629567816629213483146067415730
61,39.911587575633221288515406162464986
62,39.911587575633221288515406162464986
63,39.911587575633221288515406162464986
64,39.911587575633221288515406162464986
65,39.911587575633221288515406162464986
66,39.911587575633221288515406162464986
67,39.911587575633221288515406162464986
68,39.911587575633221288515406162464986
69,39.911587575633221288515406162464986
70,39.911587575633221288515406162464986
71,39.841453950757094972067039106145251
72,39.841453950757094972067039106145251
73,39.841453950757094972067039106145251
74,39.841453950757094972067039106145251
75,39.841453950757094972067039106145251
76,39.841453950757094972067039106145251
77,39.841453950757094972067039106145251
78,39.771228109947576601671309192200557
79,39.771228109947576601671309192200557
80,39.771228109947576601671309192200557
81,39.771228109947576601671309192200557
82,39.771228109947576601671309192200557
83,39.771228109947576601671309192200557
84,39.771228109947576601671309192200557
85,39.700909476444444444444444444444444
86,39.700909476444444444444444444444444
87,39.700909476444444444444444444444444
88,39.700909476444444444444444444444444
89,39.700909476444444444444444444444444
90,39.700909476444444444444444444444444
91,39.700909476444444444444444444444444
92,39.630497479878171745152354570637119
93,39.630497479878171745152354570637119
94,39.630497479878171745152354570637119
95,39.630497479878171745152354570637119
96,39.630497479878171745152354570637119
97,39.630497479878171745152354570637119
98,39.559991556181657458563535911602210
99,39.559991556181657458563535911602210
100,39.559991556181657458563535911602210
101,39.559991556181657458563535911602210
102,39.559991556181657458563535911602210
103,39.559991556181657458563535911602210
104,39.559991556181657458563535911602210
105,39.559991556181657458563535911602210
106,39.559991556181657458563535911602210
107,39.559991556181657458563535911602210
108,39.559991556181657458563535911602210
109,39.559991556181657458563535911602210
110,39.559991556181657458563535911602210
111,39.559991556181657458563535911602210
112,39.489391147503415977961432506887052
113,39.489391147503415977961432506887052
114,39.489391147503415977961432506887052
115,39.489391147503415977961432506887052
116,39.489391147503415977961432506887052
117,39.489391147503415977961432506887052
118,39.489391147503415977961432506887052
119,39.418695702122197802197802197802198
120,39.418695702122197802197802197802198
121,39.418695702122197802197802197802198
122,39.418695702122197802197802197802198
123,39.418695702122197802197802197802198
124,39.418695702122197802197802197802198
125,39.418695702122197802197802197802198
126,39.418695702122197802197802197802198
127,39.418695702122197802197802197802198
128,39.418695702122197802197802197802198
129,39.418695702122197802197802197802198
130,39.418695702122197802197802197802198
131,39.418695702122197802197802197802198
132,39.347904674363013698630136986301370
133,39.347904674363013698630136986301370
134,39.347904674363013698630136986301370
135,39.347904674363013698630136986301370
136,39.347904674363013698630136986301370
137,39.347904674363013698630136986301370
138,39.347904674363013698630136986301370
139,39.277017524514535519125683060109290
140,39.277017524514535519125683060109290
