time,cricket temp
0,41.60125
1,41.60125
2,41.60125
3,41.82615
4,41.9386
5,41.9386
6,42.05105
7,42.05105
8,42.05105
9,42.05105
10,42.05105
11,42.05105
12,42.05105
13,42.05105
14,41.9386
15,41.9386
16,41.9386
17,41.9386
18,41.9386
19,41.9386
20,41.9386
21,41.9386
22,41.9386
23,41.9386
24,41.82615
25,41.82615
26,41.82615
27,41.82615
28,41.82615
29,41.82615
30,41.82615
31,41.82615
32,41.82615
33,41.82615
34,41.82615
35,41.7137
36,41.7137
37,41.7137
38,41.7137
39,41.7137
40,41.7137
41,41.7137
42,41.7137
43,41.9386
44,41.9386
45,41.9386
46,41.9386
47,41.9386
48,41.9386
49,41.82615
50,41.82615
51,41.82615
52,41.82615
53,41.7137
54,41.7137
55,41.7137
56,41.7137
57,41.7137
58,41.7137
59,41.60125
60,41.60125
61,41.60125
62,41.60125
63,41.60125
64,41.60125
65,41.60125
66,41.60125
67,41.60125
68,41.4888
69,41.4888
70,41.4888
71,41.4888
72,41.4888
73,41.4888
74,41.4888
75,41.4888
76,41.4888
77,41.4888
78,41.37635
79,41.37635
80,41.4888
81,41.4888
82,41.4888
83,41.37635
84,41.4888
85,41.37635
86,41.37635
87,41.37635
88,41.37635
89,41.37635
90,41.37635
91,41.37635
92,41.37635
93,41.2639
94,41.2639
95,41.2639
96,41.2639
97,41.2639
98,41.2639
99,41.2639
100,41.2639
101,41.2639
102,41.2639
103,41.2639
104,41.15145
105,41.15145
106,41.15145
107,41.15145
108,41.15145
109,41.15145
110,41.15145
111,41.15145
112,41.15145
113,41.15145
114,41.15145
115,41.15145
116,41.15145
117,41.0390
118,41.0390
119,41.0390
120,41.0390
121,41.0390
122,41.0390
123,41.0390
124,41.0390
125,41.0390
126,41.0390
127,40.92655
128,40.92655
129,40.92655
130,40.92655
131,40.92655
132,40.92655
133,40.92655
134,41.0390
135,41.0390
136,40.92655
137,40.92655
138,40.92655
139,40.92655
140,40.92655
141,40.92655
142,41.0390
143,41.0390
144,41.0390
145,40.92655
146,40.92655
147,40.92655
148,40.92655
149,40.92655
150,40.92655
151,40.92655
152,40.8141
153,40.8141
154,40.92655
155,40.8141
156,40.8141
157,40.8141
158,40.8141
159,40.8141
160,40.8141
161,40.8141
162,40.70165
163,40.70165
164,40.70165
165,40.70165
166,40.70165
167,40.70165
168,40.70165
169,40.70165
170,40.70165
171,40.70165
172,40.70165
173,40.70165
174,40.5892
175,40.5892
176,40.5892
177,40.5892
178,40.5892
179,40.5892
180,40.47675
181,40.47675
182,40.5892
183,40.5892
184,40.47675
185,40.47675
186,40.47675
187,40.47675
188,40.47675
189,40.47675
190,40.47675
191,40.47675
192,40.47675
193,40.47675
194,40.47675
195,40.3643
196,40.3643
197,40.3643
198,40.3643
199,40.3643
200,40.3643
201,40.3643
202,40.3643
203,40.3643
204,40.3643
205,40.3643
206,40.3643
207,40.3643
208,40.3643
209,40.3643
210,40.3643
211,40.3643
212,40.3643
213,40.25185
214,40.25185
215,40.25185
216,40.25185
217,40.25185
218,40.25185
219,40.25185
220,40.25185
221,40.25185
222,40.3643
223,40.25185
224,40.25185
225,40.25185
226,40.25185
227,40.25185
228,40.25185
229,40.25185
230,40.25185
231,40.25185
232,40.25185
233,40.25185
234,40.25185
235,40.25185
236,40.25185
237,40.1394
238,40.1394
239,40.1394
240,40.1394
241,40.1394
242,40.1394
243,40.1394
244,40.1394
245,40.1394
246,40.1394
247,40.1394
248,40.1394
249,40.1394
250,40.1394
251,40.1394
252,40.1394
253,40.1394
254,40.1394
255,40.1394
256,40.02695
257,40.02695
258,40.02695
259,40.02695
260,40.02695
261,40.02695
262,40.02695
263,40.02695
264,40.02695
265,40.02695
266,40.02695
267,39.9145
268,39.9145
269,39.9145
270,39.9145
271,39.9145
272,39.9145
273,39.9145
274,39.9145
275,39.9145
276,39.80205
277,39.80205
278,39.80205
279,39.80205
280,39.80205
281,39.80205
282,39.80205
283,39.80205
284,39.80205
285,39.80205
286,39.80205
287,39.80205
288,39.80205
289,39.80205
290,39.80205
291,39.80205
292,39.80205
293,39.80205
294,39.6896
295,39.6896
296,39.6896
297,39.6896
298,39.6896
299,39.80205
300,39.80205
301,39.80205
302,39.80205
303,39.6896
304,39.6896
305,39.6896
306,39.6896
307,39.6896
308,39.6896
309,39.57715
310,39.57715
311,39.57715
312,39.57715
313,39.57715
314,39.57715
315,39.57715
316,39.57715
317,39.57715
318,39.57715
319,39.57715
320,39.57715
321,39.57715
322,39.57715
323,39.57715
324,39.4647
325,39.4647
326,39.4647
327,39.4647
328,39.4647
329,39.4647
330,39.4647
331,39.4647
332,39.4647
333,39.4647
334,39.4647
335,39.4647
336,39.4647
337,39.4647
338,39.4647
339,39.4647
340,39.4647
341,39.4647
342,39.35225
343,39.4647
344,39.35225
345,39.35225
346,39.35225
347,39.35225
348,39.35225
349,39.35225
350,39.35225
351,39.35225
352,39.35225
353,39.35225
354,39.35225
355,39.35225
356,39.2398
357,39.2398
358,39.2398
359,39.2398
360,39.2398
361,39.2398
362,39.2398
363,39.2398
364,39.2398
365,39.2398
366,39.2398
367,39.12735
368,39.12735
369,39.12735
370,39.12735
371,39.12735
372,39.12735
373,39.12735
374,39.12735
375,39.12735
376,39.12735
377,39.0149
378,39.0149
379,39.0149
380,39.0149
381,39.0149
382,39.0149
383,39.0149
384,39.0149
385,39.0149
386,39.0149
387,39.0149
388,39.0149
389,39.0149
390,39.0149
391,39.0149
392,39.0149
393,38.90245
394,39.0149
395,38.90245
396,38.90245
397,38.90245
398,38.90245
399,38.90245
400,38.90245
401,38.90245
402,38.90245
403,38.90245
404,38.90245
405,38.90245
406,38.90245
407,38.90245
408,38.90245
409,38.90245
410,38.90245
411,38.90245
412,38.7900
413,38.7900
414,38.7900
415,38.7900
416,38.7900
417,38.7900
418,38.7900
419,38.7900
420,38.7900
421,38.7900
422,38.7900
423,38.7900
424,38.7900
425,38.7900
426,38.7900
427,38.7900
428,38.7900
429,38.7900
430,38.7900
431,38.7900
432,38.67755
433,38.67755
434,38.67755
435,38.67755
436,38.67755
437,38.67755
438,38.67755
439,38.67755
440,38.67755
441,38.67755
442,38.67755
443,38.67755
444,38.67755
445,38.67755
446,38.67755
447,38.67755
448,38.67755
449,38.67755
450,38.67755
451,39.0149
452,38.7900
453,38.7900
454,38.7900
455,38.7900
456,38.7900
457,38.7900
458,38.7900
459,38.7900
460,38.7900
461,38.67755
462,38.67755
463,38.67755
464,38.67755
465,38.67755
466,38.67755
467,38.67755
468,38.67755
469,38.67755
470,38.67755
471,38.67755
472,38.67755
473,38.5651
474,38.5651
475,38.5651
476,38.5651
477,38.5651
478,38.5651
479,38.5651
480,38.5651
481,38.5651
482,38.45265
483,38.45265
484,38.45265
485,38.45265
486,38.45265
487,38.45265
488,38.45265
489,38.45265
490,38.45265
491,38.45265
492,38.3402
493,38.3402
494,38.3402
495,38.3402
496,38.3402
497,38.3402
498,38.3402
499,38.3402
500,38.3402
501,38.3402
502,38.3402
503,38.3402
504,38.22775
505,38.22775
506,38.22775
507,38.22775
508,38.22775
509,38.22775
510,38.22775
511,38.22775
512,38.1153
513,38.1153
514,38.1153
515,38.22775
516,38.1153
517,38.1153
518,38.1153
519,38.1153
520,38.1153
521,38.1153
522,38.1153
523,38.1153
524,38.00285
525,38.00285
526,38.00285
527,38.00285
528,38.00285
529,38.00285
530,38.00285
531,38.00285
532,38.00285
533,38.00285
534,38.00285
535,38.00285
536,38.00285
537,38.00285
538,38.00285
539,38.00285
540,38.00285
541,38.00285
542,38.00285
543,38.00285
544,38.00285
545,38.00285
546,38.00285
547,38.00285
548,38.00285
549,37.8904
550,37.8904
551,37.8904
552,37.8904
553,37.8904
554,37.8904
555,37.8904
556,37.8904
557,37.8904
558,37.8904
559,37.8904
560,37.8904
561,37.8904
562,37.8904
563,37.8904
564,37.8904
565,37.8904
566,37.8904
567,38.00285
568,38.22775
569,38.22775
570,38.00285
571,38.00285
572,38.00285
573,38.00285
574,37.8904
575,37.8904
576,37.8904
577,37.8904
578,37.8904
579,37.8904
580,37.8904
581,37.8904
582,37.8904
583,37.8904
584,37.77795
585,37.77795
586,37.77795
587,37.77795
588,37.77795
589,37.77795
590,37.77795
591,37.77795
592,37.77795
593,37.77795
594,37.77795
595,37.6655
596,37.6655
