time,cricket probe
02/04/2010 09:48:16,28.573647296436972111553784860557769
02/04/2010 09:48:17,29.354178380584056795131845841784990
02/04/2010 09:48:18,29.783077089725901639344262295081967
02/04/2010 09:48:19,30.123781256412561983471074380165289
02/04/2010 09:48:20,30.377907891632474012474012474012474
02/04/2010 09:48:21,30.630838512803012552301255230125523
02/04/2010 09:48:22,30.798796872709915966386554621848739
02/04/2010 09:48:23,30.882577986184210526315789473684211
02/04/2010 09:48:24,30.966227303295527426160337552742616
02/04/2010 09:48:25,31.049745011977040169133192389006342
02/04/2010 09:48:26,31.133131301754576271186440677966102
02/04/2010 09:48:27,31.216386363763524416135881104033970
02/04/2010 09:48:29,31.299510390765957446808510638297872
02/04/2010 09:48:30,31.299510390765957446808510638297872
02/04/2010 09:48:31,31.382503577167974413646055437100213
02/04/2010 09:48:32,31.465366119037264957264957264957265
02/04/2010 09:48:33,31.465366119037264957264957264957265
02/04/2010 09:48:34,31.548098214120899357601713062098501
02/04/2010 09:48:35,31.548098214120899357601713062098501
02/04/2010 09:48:36,31.548098214120899357601713062098501
02/04/2010 09:48:37,31.630700061863347639484978540772532
02/04/2010 09:48:38,31.630700061863347639484978540772532
02/04/2010 09:48:39,31.713171863424731182795698924731183
02/04/2010 09:48:40,31.713171863424731182795698924731183
02/04/2010 09:48:41,31.713171863424731182795698924731183
02/04/2010 09:48:43,31.713171863424731182795698924731183
02/04/2010 09:48:44,31.795513821699310344827586206896552
02/04/2010 09:48:45,31.795513821699310344827586206896552
02/04/2010 09:48:46,31.795513821699310344827586206896552
02/04/2010 09:48:47,31.795513821699310344827586206896552
02/04/2010 09:48:48,31.795513821699310344827586206896552
02/04/2010 09:48:49,31.795513821699310344827586206896552
02/04/2010 09:48:50,31.795513821699310344827586206896552
02/04/2010 09:48:51,31.795513821699310344827586206896552
02/04/2010 09:48:52,31.795513821699310344827586206896552
02/04/2010 09:48:53,31.795513821699310344827586206896552
02/04/2010 09:48:54,31.795513821699310344827586206896552
02/04/2010 09:48:56,31.795513821699310344827586206896552
02/04/2010 09:48:57,31.795513821699310344827586206896552
02/04/2010 09:48:58,31.795513821699310344827586206896552
02/04/2010 09:48:59,31.795513821699310344827586206896552
02/04/2010 09:49:00,31.795513821699310344827586206896552
02/04/2010 09:49:01,31.713171863424731182795698924731183
02/04/2010 09:49:02,31.713171863424731182795698924731183
02/04/2010 09:49:03,31.713171863424731182795698924731183
02/04/2010 09:49:04,31.713171863424731182795698924731183
02/04/2010 09:49:05,31.630700061863347639484978540772532
02/04/2010 09:49:06,31.630700061863347639484978540772532
02/04/2010 09:49:07,31.630700061863347639484978540772532
02/04/2010 09:49:08,31.630700061863347639484978540772532
02/04/2010 09:49:10,31.548098214120899357601713062098501
02/04/2010 09:49:11,31.548098214120899357601713062098501
02/04/2010 09:49:12,31.548098214120899357601713062098501
02/04/2010 09:49:13,31.465366119037264957264957264957265
02/04/2010 09:49:14,31.465366119037264957264957264957265
02/04/2010 09:49:15,31.465366119037264957264957264957265
02/04/2010 09:49:16,31.382503577167974413646055437100213
02/04/2010 09:49:17,31.382503577167974413646055437100213
02/04/2010 09:49:18,31.382503577167974413646055437100213
02/04/2010 09:49:19,31.299510390765957446808510638297872
02/04/2010 09:49:20,31.299510390765957446808510638297872
02/04/2010 09:49:21,31.216386363763524416135881104033970
02/04/2010 09:49:23,31.216386363763524416135881104033970
02/04/2010 09:49:24,31.216386363763524416135881104033970
02/04/2010 09:49:25,31.133131301754576271186440677966102
02/04/2010 09:49:26,31.133131301754576271186440677966102
02/04/2010 09:49:27,31.049745011977040169133192389006342
02/04/2010 09:49:28,31.049745011977040169133192389006342
02/04/2010 09:49:29,31.049745011977040169133192389006342
02/04/2010 09:49:30,30.966227303295527426160337552742616
02/04/2010 09:49:31,30.966227303295527426160337552742616
02/04/2010 09:49:32,30.882577986184210526315789473684211
02/04/2010 09:49:33,30.882577986184210526315789473684211
02/04/2010 09:49:34,30.798796872709915966386554621848739
02/04/2010 09:49:35,30.798796872709915966386554621848739
02/04/2010 09:49:37,30.798796872709915966386554621848739
02/04/2010 09:49:38,30.714883776515429769392033542976939
02/04/2010 09:49:39,30.714883776515429769392033542976939
02/04/2010 09:49:40,30.630838512803012552301255230125523
02/04/2010 09:49:41,30.630838512803012552301255230125523
02/04/2010 09:49:42,30.546660898318121085594989561586639
02/04/2010 09:49:43,30.546660898318121085594989561586639
02/04/2010 09:49:44,30.462350751333333333333333333333333
02/04/2010 09:49:45,30.462350751333333333333333333333333
02/04/2010 09:49:46,30.462350751333333333333333333333333
02/04/2010 09:49:47,30.377907891632474012474012474012474
02/04/2010 09:49:48,30.377907891632474012474012474012474
02/04/2010 09:49:49,30.293332140494937759336099585062241
02/04/2010 09:49:51,30.293332140494937759336099585062241
02/04/2010 09:49:52,30.293332140494937759336099585062241
02/04/2010 09:49:53,30.208623320680207039337474120082816
02/04/2010 09:49:54,30.208623320680207039337474120082816
02/04/2010 09:49:55,30.208623320680207039337474120082816
02/04/2010 09:49:56,30.123781256412561983471074380165289
02/04/2010 09:49:57,30.123781256412561983471074380165289
02/04/2010 09:49:58,30.038805773365979381443298969072165
02/04/2010 09:49:59,30.038805773365979381443298969072165
02/04/2010 09:50:00,30.038805773365979381443298969072165
02/04/2010 09:50:01,29.953696698649218106995884773662551
02/04/2010 09:50:02,29.953696698649218106995884773662551
02/04/2010 09:50:03,29.953696698649218106995884773662551
02/04/2010 09:50:05,29.868453860791088295687885010266940
02/04/2010 09:50:06,29.868453860791088295687885010266940
02/04/2010 09:50:07,29.783077089725901639344262295081967
