time,cricket temp
02/04/2010 08:32:57,35.8663
02/04/2010 08:32:58,39.2398
02/04/2010 08:32:59,40.3643
02/04/2010 08:33:00,40.70165
02/04/2010 08:33:01,40.8141
02/04/2010 08:33:02,40.92655
02/04/2010 08:33:04,41.15145
02/04/2010 08:33:05,41.37635
02/04/2010 08:33:06,41.60125
02/04/2010 08:33:07,41.4888
02/04/2010 08:33:08,41.4888
02/04/2010 08:33:09,42.05105
02/04/2010 08:33:10,42.6133
02/04/2010 08:33:11,42.8382
02/04/2010 08:33:12,42.8382
02/04/2010 08:33:13,42.8382
02/04/2010 08:33:14,42.8382
02/04/2010 08:33:15,42.8382
02/04/2010 08:33:16,42.8382
02/04/2010 08:33:18,42.72575
02/04/2010 08:33:19,42.72575
02/04/2010 08:33:20,42.72575
02/04/2010 08:33:21,42.72575
02/04/2010 08:33:22,42.72575
02/04/2010 08:33:23,42.72575
02/04/2010 08:33:24,42.8382
02/04/2010 08:33:25,42.8382
02/04/2010 08:33:26,42.8382
02/04/2010 08:33:27,42.95065
02/04/2010 08:33:28,42.95065
02/04/2010 08:33:29,42.95065
02/04/2010 08:33:30,42.95065
02/04/2010 08:33:32,42.95065
02/04/2010 08:33:33,42.95065
02/04/2010 08:33:34,42.8382
02/04/2010 08:33:35,42.8382
02/04/2010 08:33:36,42.8382
02/04/2010 08:33:37,42.95065
02/04/2010 08:33:38,42.95065
02/04/2010 08:33:39,42.95065
02/04/2010 08:33:40,42.95065
02/04/2010 08:33:41,42.95065
02/04/2010 08:33:42,42.95065
02/04/2010 08:33:43,42.95065
02/04/2010 08:33:44,42.95065
02/04/2010 08:33:46,43.0631
02/04/2010 08:33:47,43.0631
02/04/2010 08:33:48,43.0631
02/04/2010 08:33:49,43.0631
02/04/2010 08:33:50,43.0631
02/04/2010 08:33:51,43.0631
02/04/2010 08:33:52,43.0631
02/04/2010 08:33:53,43.17555
02/04/2010 08:33:54,43.0631
02/04/2010 08:33:55,43.17555
02/04/2010 08:33:56,43.0631
02/04/2010 08:33:57,43.0631
02/04/2010 08:33:58,43.0631
02/04/2010 08:33:59,43.0631
02/04/2010 08:34:01,42.95065
02/04/2010 08:34:02,42.8382
02/04/2010 08:34:03,42.72575
02/04/2010 08:34:04,42.72575
02/04/2010 08:34:05,42.72575
02/04/2010 08:34:06,42.72575
02/04/2010 08:34:07,42.72575
02/04/2010 08:34:08,42.72575
02/04/2010 08:34:09,42.72575
02/04/2010 08:34:10,42.72575
02/04/2010 08:34:11,42.72575
02/04/2010 08:34:12,42.72575
02/04/2010 08:34:13,42.72575
02/04/2010 08:34:15,42.8382
02/04/2010 08:34:16,42.8382
02/04/2010 08:34:17,42.95065
02/04/2010 08:34:18,42.95065
02/04/2010 08:34:19,42.8382
02/04/2010 08:34:20,42.8382
02/04/2010 08:34:21,42.8382
02/04/2010 08:34:22,42.6133
02/04/2010 08:34:23,42.50085
02/04/2010 08:34:24,42.3884
02/04/2010 08:34:25,42.3884
02/04/2010 08:34:26,42.3884
02/04/2010 08:34:27,42.3884
02/04/2010 08:34:29,42.3884
02/04/2010 08:34:30,42.3884
02/04/2010 08:34:31,42.3884
02/04/2010 08:34:32,42.3884
02/04/2010 08:34:33,42.3884
02/04/2010 08:34:34,42.3884
02/04/2010 08:34:35,42.3884
02/04/2010 08:34:36,42.3884
02/04/2010 08:34:37,42.3884
02/04/2010 08:34:38,42.27595
02/04/2010 08:34:39,42.27595
02/04/2010 08:34:40,42.27595
02/04/2010 08:34:41,42.27595
02/04/2010 08:34:43,42.27595
02/04/2010 08:34:44,42.27595
02/04/2010 08:34:45,42.27595
02/04/2010 08:34:46,42.1635
02/04/2010 08:34:47,42.1635
02/04/2010 08:34:48,42.1635
02/04/2010 08:34:49,42.1635
02/04/2010 08:34:50,42.05105
02/04/2010 08:34:51,42.05105
02/04/2010 08:34:52,42.05105
02/04/2010 08:34:53,42.05105
02/04/2010 08:34:54,41.9386
02/04/2010 08:34:55,41.9386
02/04/2010 08:34:57,41.9386
02/04/2010 08:34:58,41.9386
02/04/2010 08:34:59,41.9386
02/04/2010 08:35:00,41.9386
02/04/2010 08:35:01,41.9386
02/04/2010 08:35:02,41.9386
02/04/2010 08:35:03,41.9386
02/04/2010 08:35:04,41.9386
02/04/2010 08:35:05,41.82615
02/04/2010 08:35:06,41.82615
02/04/2010 08:35:07,41.9386
02/04/2010 08:35:08,41.82615
02/04/2010 08:35:09,41.9386
02/04/2010 08:35:10,41.9386
02/04/2010 08:35:12,41.9386
02/04/2010 08:35:13,41.9386
02/04/2010 08:35:14,41.9386
02/04/2010 08:35:15,41.9386
02/04/2010 08:35:16,41.9386
02/04/2010 08:35:17,41.9386
02/04/2010 08:35:18,41.9386
02/04/2010 08:35:19,41.9386
02/04/2010 08:35:20,41.9386
02/04/2010 08:35:21,41.9386
02/04/2010 08:35:22,41.82615
02/04/2010 08:35:23,41.82615
02/04/2010 08:35:24,41.82615
02/04/2010 08:35:26,41.82615
02/04/2010 08:35:27,41.82615
02/04/2010 08:35:28,41.82615
02/04/2010 08:35:29,41.82615
02/04/2010 08:35:30,41.82615
02/04/2010 08:35:31,41.82615
02/04/2010 08:35:32,41.82615
02/04/2010 08:35:33,41.7137
02/04/2010 08:35:34,41.7137
02/04/2010 08:35:35,41.7137
02/04/2010 08:35:36,41.9386
02/04/2010 08:35:37,41.9386
02/04/2010 08:35:38,41.82615
02/04/2010 08:35:40,41.82615
02/04/2010 08:35:41,41.82615
02/04/2010 08:35:42,41.82615
02/04/2010 08:35:43,41.82615
02/04/2010 08:35:44,41.82615
02/04/2010 08:35:45,41.82615
02/04/2010 08:35:46,41.82615
02/04/2010 08:35:47,41.7137
02/04/2010 08:35:48,41.7137
02/04/2010 08:35:49,41.7137
02/04/2010 08:35:50,41.7137
02/04/2010 08:35:51,41.7137
02/04/2010 08:35:52,41.7137
02/04/2010 08:35:54,41.7137
02/04/2010 08:35:55,41.7137
02/04/2010 08:35:56,41.7137
02/04/2010 08:35:57,41.7137
02/04/2010 08:35:58,41.7137
02/04/2010 08:35:59,41.7137
02/04/2010 08:36:00,41.7137
02/04/2010 08:36:01,41.7137
02/04/2010 08:36:02,41.60125
02/04/2010 08:36:03,41.60125
02/04/2010 08:36:04,41.60125
02/04/2010 08:36:05,41.60125
02/04/2010 08:36:06,41.60125
02/04/2010 08:36:08,41.60125
02/04/2010 08:36:09,41.60125
02/04/2010 08:36:10,41.60125
02/04/2010 08:36:11,41.60125
02/04/2010 08:36:12,41.60125
02/04/2010 08:36:13,41.4888
02/04/2010 08:36:14,41.4888
02/04/2010 08:36:15,41.4888
02/04/2010 08:36:16,41.4888
02/04/2010 08:36:17,41.4888
02/04/2010 08:36:18,41.4888
02/04/2010 08:36:19,41.37635
02/04/2010 08:36:20,41.37635
02/04/2010 08:36:22,41.2639
02/04/2010 08:36:23,41.2639
02/04/2010 08:36:24,41.2639
02/04/2010 08:36:25,41.15145
02/04/2010 08:36:26,41.15145
02/04/2010 08:36:27,41.15145
02/04/2010 08:36:28,41.15145
02/04/2010 08:36:29,41.15145
02/04/2010 08:36:30,41.15145
02/04/2010 08:36:31,41.2639
02/04/2010 08:36:32,41.2639
02/04/2010 08:36:33,41.15145
02/04/2010 08:36:34,41.15145
02/04/2010 08:36:36,41.15145
02/04/2010 08:36:37,41.15145
02/04/2010 08:36:38,41.15145
02/04/2010 08:36:39,41.15145
02/04/2010 08:36:40,41.15145
02/04/2010 08:36:41,41.0390
02/04/2010 08:36:42,41.0390
02/04/2010 08:36:43,41.0390
02/04/2010 08:36:44,41.0390
02/04/2010 08:36:45,41.0390
02/04/2010 08:36:46,41.0390
02/04/2010 08:36:47,41.0390
02/04/2010 08:36:48,41.0390
02/04/2010 08:36:50,41.0390
02/04/2010 08:36:51,41.0390
02/04/2010 08:36:52,41.0390
02/04/2010 08:36:53,41.0390
02/04/2010 08:36:54,41.0390
02/04/2010 08:36:55,41.0390
02/04/2010 08:36:56,41.0390
02/04/2010 08:36:57,41.0390
02/04/2010 08:36:58,41.0390
02/04/2010 08:36:59,41.0390
02/04/2010 08:37:00,41.0390
02/04/2010 08:37:01,41.0390
02/04/2010 08:37:02,41.0390
02/04/2010 08:37:04,40.92655
02/04/2010 08:37:05,40.92655
02/04/2010 08:37:06,40.92655
02/04/2010 08:37:07,40.92655
02/04/2010 08:37:08,40.92655
02/04/2010 08:37:09,40.8141
02/04/2010 08:37:10,40.8141
02/04/2010 08:37:11,40.8141
02/04/2010 08:37:12,40.8141
02/04/2010 08:37:13,40.8141
02/04/2010 08:37:14,40.70165
02/04/2010 08:37:15,40.70165
02/04/2010 08:37:16,40.70165
02/04/2010 08:37:17,40.70165
02/04/2010 08:37:19,40.70165
02/04/2010 08:37:20,40.70165
02/04/2010 08:37:21,40.70165
02/04/2010 08:37:22,40.70165
02/04/2010 08:37:23,40.70165
02/04/2010 08:37:24,40.5892
02/04/2010 08:37:25,40.5892
02/04/2010 08:37:26,40.5892
02/04/2010 08:37:27,40.5892
02/04/2010 08:37:28,40.5892
02/04/2010 08:37:29,40.5892
