time,temperature,temperature probe
1279725480,36.04,19.945255374662087542087542087542088
1279725481,36.04,19.945255374662087542087542087542088
1279725482,36.04,19.945255374662087542087542087542088
1279725483,36.36,19.945255374662087542087542087542088
1279725484,36.36,19.844794420331932773109243697478992
1279725485,36.68,19.744187114371006711409395973154362
1279725486,36.68,19.744187114371006711409395973154362
1279725487,36.68,19.744187114371006711409395973154362
1279725488,36.68,19.744187114371006711409395973154362
1279725489,36.68,19.744187114371006711409395973154362
1279725490,36.36,19.744187114371006711409395973154362
1279725491,37.00,19.744187114371006711409395973154362
1279725492,37.00,19.744187114371006711409395973154362
1279725493,36.68,19.744187114371006711409395973154362
1279725494,36.68,19.744187114371006711409395973154362
1279725495,36.68,19.844794420331932773109243697478992
1279725496,36.68,19.844794420331932773109243697478992
1279725497,36.68,19.844794420331932773109243697478992
1279725498,36.68,19.844794420331932773109243697478992
1279725499,36.68,19.844794420331932773109243697478992
1279725500,36.68,19.844794420331932773109243697478992
1279725501,36.68,19.844794420331932773109243697478992
1279725502,36.68,19.844794420331932773109243697478992
1279725503,36.68,19.945255374662087542087542087542088
1279725504,36.68,19.945255374662087542087542087542088
1279725505,36.68,19.945255374662087542087542087542088
1279725506,36.68,19.945255374662087542087542087542088
1279725507,36.68,19.945255374662087542087542087542088
1279725508,36.68,19.945255374662087542087542087542088
1279725509,36.68,19.945255374662087542087542087542088
1279725510,36.68,19.945255374662087542087542087542088
1279725511,36.36,19.945255374662087542087542087542088
1279725512,36.36,19.945255374662087542087542087542088
1279725513,36.36,19.945255374662087542087542087542088
1279725514,36.36,19.945255374662087542087542087542088
1279725515,36.36,19.945255374662087542087542087542088
1279725516,36.36,19.945255374662087542087542087542088
1279725517,36.36,19.945255374662087542087542087542088
1279725518,36.36,19.945255374662087542087542087542088
1279725519,36.36,20.045570053628903878583473861720067
1279725520,36.36,20.045570053628903878583473861720067
1279725521,36.36,20.045570053628903878583473861720067
1279725522,36.04,19.945255374662087542087542087542088
1279725523,36.36,20.045570053628903878583473861720067
1279725524,36.36,20.045570053628903878583473861720067
1279725525,36.68,20.045570053628903878583473861720067
1279725526,36.68,20.045570053628903878583473861720067
1279725527,36.68,20.145738534015135135135135135135135
1279725528,36.68,20.145738534015135135135135135135135
1279725529,36.36,20.145738534015135135135135135135135
1279725530,36.36,20.145738534015135135135135135135135
1279725531,36.36,20.145738534015135135135135135135135
1279725532,36.36,20.245760893123214890016920473773266
1279725533,36.36,20.245760893123214890016920473773266
1279725534,36.04,20.245760893123214890016920473773266
1279725535,36.04,20.245760893123214890016920473773266
1279725536,36.04,20.245760893123214890016920473773266
1279725537,36.36,20.345637208779661016949152542372881
1279725538,36.68,20.345637208779661016949152542372881
1279725539,36.68,20.345637208779661016949152542372881
1279725540,36.68,20.345637208779661016949152542372881
1279725541,36.68,20.345637208779661016949152542372881
1279725542,37.00,20.345637208779661016949152542372881
1279725543,37.00,20.445367559339524617996604414261460
1279725544,37.00,20.445367559339524617996604414261460
1279725545,37.00,20.445367559339524617996604414261460
1279725546,37.00,20.445367559339524617996604414261460
1279725547,37.00,20.445367559339524617996604414261460
1279725548,37.32,20.445367559339524617996604414261460
1279725549,37.32,20.445367559339524617996604414261460
1279725550,37.32,20.445367559339524617996604414261460
1279725551,37.32,20.445367559339524617996604414261460
1279725552,37.32,20.445367559339524617996604414261460
1279725553,37.32,20.445367559339524617996604414261460
1279725554,37.32,20.445367559339524617996604414261460
1279725555,37.65,20.445367559339524617996604414261460
1279725556,37.65,20.445367559339524617996604414261460
1279725557,37.65,20.445367559339524617996604414261460
1279725558,37.65,20.445367559339524617996604414261460
1279725559,37.65,20.445367559339524617996604414261460
1279725560,37.65,20.445367559339524617996604414261460
1279725561,37.65,20.445367559339524617996604414261460
1279725562,37.65,20.445367559339524617996604414261460
1279725563,37.65,20.544952023690884353741496598639456
1279725564,37.97,20.544952023690884353741496598639456
1279725565,37.97,20.544952023690884353741496598639456
1279725566,37.97,20.544952023690884353741496598639456
1279725567,37.97,20.544952023690884353741496598639456
1279725568,37.97,20.544952023690884353741496598639456
1279725569,37.97,20.544952023690884353741496598639456
1279725570,37.97,20.544952023690884353741496598639456
1279725571,37.97,20.544952023690884353741496598639456
1279725572,37.97,20.544952023690884353741496598639456
1279725573,37.97,20.544952023690884353741496598639456
1279725574,37.97,20.544952023690884353741496598639456
1279725575,37.97,20.544952023690884353741496598639456
1279725576,37.97,20.544952023690884353741496598639456
1279725577,37.97,20.544952023690884353741496598639456
1279725578,37.97,20.544952023690884353741496598639456
1279725579,37.97,20.544952023690884353741496598639456
1279725580,37.97,20.644390681259386712095400340715503
1279725581,37.97,20.644390681259386712095400340715503
1279725582,37.97,20.644390681259386712095400340715503
1279725583,37.97,20.644390681259386712095400340715503
1279725584,37.97,20.644390681259386712095400340715503
1279725585,37.97,20.644390681259386712095400340715503
1279725586,37.97,20.644390681259386712095400340715503
1279725587,37.97,20.644390681259386712095400340715503
1279725588,37.97,20.644390681259386712095400340715503
1279725589,37.97,20.644390681259386712095400340715503
1279725590,37.97,20.743683612012832764505119453924915
1279725591,37.97,20.743683612012832764505119453924915
1279725592,37.97,20.743683612012832764505119453924915
1279725593,37.97,20.743683612012832764505119453924915
1279725594,37.97,20.743683612012832764505119453924915
1279725595,37.97,20.743683612012832764505119453924915
1279725596,37.97,20.743683612012832764505119453924915
1279725597,37.97,20.743683612012832764505119453924915
1279725598,37.97,20.743683612012832764505119453924915
1279725599,37.65,20.743683612012832764505119453924915
1279725600,37.65,20.842830896465811965811965811965812
1279725601,37.97,20.842830896465811965811965811965812
1279725602,37.97,20.842830896465811965811965811965812
1279725603,37.97,20.842830896465811965811965811965812
1279725604,37.97,20.842830896465811965811965811965812
1279725605,37.97,20.842830896465811965811965811965812
1279725606,37.97,20.842830896465811965811965811965812
1279725607,37.97,20.842830896465811965811965811965812
1279725608,37.97,20.842830896465811965811965811965812
1279725609,37.97,20.842830896465811965811965811965812
1279725610,37.97,20.842830896465811965811965811965812
1279725611,37.97,20.842830896465811965811965811965812
1279725612,37.97,20.842830896465811965811965811965812
1279725613,37.97,20.842830896465811965811965811965812
1279725614,37.97,20.842830896465811965811965811965812
1279725615,37.97,20.842830896465811965811965811965812
1279725616,37.65,20.842830896465811965811965811965812
1279725617,37.65,20.842830896465811965811965811965812
1279725618,37.65,20.842830896465811965811965811965812
1279725619,37.65,20.842830896465811965811965811965812
1279725620,37.65,20.842830896465811965811965811965812
1279725621,37.65,20.842830896465811965811965811965812
1279725622,37.65,20.842830896465811965811965811965812
1279725623,37.65,20.842830896465811965811965811965812
1279725624,37.65,20.842830896465811965811965811965812
1279725625,37.65,20.842830896465811965811965811965812
1279725626,37.65,20.941832615684383561643835616438356
1279725627,37.65,20.941832615684383561643835616438356
1279725628,37.65,20.941832615684383561643835616438356
1279725629,37.65,20.941832615684383561643835616438356
1279725630,37.65,20.941832615684383561643835616438356
1279725631,37.65,20.941832615684383561643835616438356
1279725632,37.32,20.941832615684383561643835616438356
1279725633,37.65,20.941832615684383561643835616438356
1279725634,37.65,20.941832615684383561643835616438356
1279725635,37.65,20.941832615684383561643835616438356
1279725636,37.65,20.941832615684383561643835616438356
1279725637,37.65,20.941832615684383561643835616438356
1279725638,37.65,21.040688851290806174957118353344768
1279725639,37.32,21.040688851290806174957118353344768
1279725640,37.32,21.040688851290806174957118353344768
1279725641,37.32,21.040688851290806174957118353344768
1279725642,37.32,21.040688851290806174957118353344768
1279725643,37.32,21.040688851290806174957118353344768
1279725644,37.32,21.040688851290806174957118353344768
1279725645,37.32,21.040688851290806174957118353344768
1279725646,37.32,21.040688851290806174957118353344768
1279725647,37.00,21.040688851290806174957118353344768
1279725648,37.32,21.040688851290806174957118353344768
1279725649,37.32,21.040688851290806174957118353344768
1279725650,37.32,21.139399685468316151202749140893471
1279725651,37.32,21.139399685468316151202749140893471
1279725652,37.32,21.139399685468316151202749140893471
1279725653,37.32,21.139399685468316151202749140893471
1279725654,37.32,21.139399685468316151202749140893471
1279725655,37.32,21.139399685468316151202749140893471
1279725656,37.32,21.139399685468316151202749140893471
1279725657,37.32,21.139399685468316151202749140893471
1279725658,37.32,21.139399685468316151202749140893471
1279725659,37.32,21.139399685468316151202749140893471
1279725660,37.32,21.237965200965955249569707401032702
1279725661,37.32,21.237965200965955249569707401032702
1279725662,37.32,21.237965200965955249569707401032702
1279725663,37.32,21.237965200965955249569707401032702
1279725664,37.32,21.237965200965955249569707401032702
1279725665,37.32,21.237965200965955249569707401032702
1279725666,37.65,21.237965200965955249569707401032702
1279725667,37.65,21.237965200965955249569707401032702
1279725668,37.65,21.237965200965955249569707401032702
1279725669,37.65,21.237965200965955249569707401032702
1279725670,37.65,21.237965200965955249569707401032702
