time,temperature,temperature probe
07/20/2010 11:07:29,27.33,-36.334837899173438113948919449901768
07/20/2010 11:07:40,27.33,-36.334837899173438113948919449901768
07/20/2010 11:07:51,27.33,-36.334837899173438113948919449901768
07/20/2010 11:08:02,27.66,-36.334837899173438113948919449901768
07/20/2010 11:08:13,27.66,-36.334837899173438113948919449901768
07/20/2010 11:08:24,27.66,-36.334837899173438113948919449901768
07/20/2010 11:13:13,26.69,-36.334837899173438113948919449901768
07/20/2010 11:13:23,26.69,-36.334837899173438113948919449901768
07/20/2010 11:13:34,26.69,-36.334837899173438113948919449901768
07/20/2010 11:13:45,27.01,-36.334837899173438113948919449901768
07/20/2010 11:13:56,26.69,-36.334837899173438113948919449901768
07/20/2010 11:14:07,26.69,-36.334837899173438113948919449901768
07/20/2010 11:14:18,26.69,-36.334837899173438113948919449901768
07/20/2010 11:14:28,26.69,-36.334837899173438113948919449901768
07/20/2010 11:21:10,27.66,-36.334837899173438113948919449901768
07/20/2010 11:21:21,27.66,-36.334837899173438113948919449901768
07/20/2010 11:21:32,27.66,-36.334837899173438113948919449901768
07/20/2010 11:21:43,27.98,-36.334837899173438113948919449901768
07/20/2010 11:21:53,27.98,-36.334837899173438113948919449901768
07/20/2010 11:22:04,28.30,-36.334837899173438113948919449901768
07/20/2010 11:22:15,28.30,-36.334837899173438113948919449901768
07/20/2010 11:23:42,27.33,-36.334837899173438113948919449901768
07/20/2010 11:23:53,27.33,-36.334837899173438113948919449901768
07/20/2010 11:24:03,27.33,-36.334837899173438113948919449901768
07/20/2010 11:24:14,27.33,-36.334837899173438113948919449901768
07/20/2010 11:24:25,27.33,-36.334837899173438113948919449901768
07/20/2010 11:24:36,27.33,-36.334837899173438113948919449901768
07/20/2010 11:24:47,27.66,-36.334837899173438113948919449901768
07/20/2010 11:25:08,27.66,-36.334837899173438113948919449901768
07/20/2010 11:25:19,27.66,-36.334837899173438113948919449901768
07/20/2010 11:25:30,27.66,-36.334837899173438113948919449901768
07/20/2010 11:25:41,27.66,-36.334837899173438113948919449901768
07/20/2010 11:25:51,27.66,-36.334837899173438113948919449901768
07/20/2010 11:27:18,26.69,-36.334837899173438113948919449901768
07/20/2010 11:27:29,26.69,-36.334837899173438113948919449901768
07/20/2010 11:27:40,26.69,-36.334837899173438113948919449901768
07/20/2010 11:27:51,26.69,-36.334837899173438113948919449901768
07/20/2010 11:28:01,26.37,-36.334837899173438113948919449901768
07/20/2010 11:28:12,26.69,-36.334837899173438113948919449901768
07/20/2010 11:29:28,26.37,-36.334837899173438113948919449901768
07/20/2010 11:29:39,26.04,-36.334837899173438113948919449901768
07/20/2010 11:29:50,26.04,-36.334837899173438113948919449901768
07/20/2010 11:30:01,26.04,-36.334837899173438113948919449901768
07/20/2010 11:30:12,26.04,-36.334837899173438113948919449901768
07/20/2010 11:30:22,25.72,-36.334837899173438113948919449901768
07/20/2010 11:30:33,25.72,-36.334837899173438113948919449901768
07/20/2010 11:35:48,27.01,-36.334837899173438113948919449901768
07/20/2010 11:38:53,26.69,-36.334837899173438113948919449901768
07/20/2010 11:39:03,26.69,-36.334837899173438113948919449901768
07/20/2010 11:39:14,27.01,-36.334837899173438113948919449901768
07/20/2010 11:39:25,27.01,-36.334837899173438113948919449901768
07/20/2010 11:39:58,27.01,-36.334837899173438113948919449901768
07/20/2010 11:40:08,27.01,-36.334837899173438113948919449901768
07/20/2010 11:40:19,27.01,-36.334837899173438113948919449901768
07/20/2010 11:40:30,27.01,-36.334837899173438113948919449901768
07/20/2010 11:40:41,27.01,-36.334837899173438113948919449901768
07/20/2010 11:41:46,27.01,-36.334837899173438113948919449901768
07/20/2010 11:41:57,27.01,-36.334837899173438113948919449901768
07/20/2010 11:42:08,27.01,-36.334837899173438113948919449901768
07/20/2010 11:42:18,27.01,-36.334837899173438113948919449901768
07/20/2010 11:43:23,26.69,-36.334837899173438113948919449901768
07/20/2010 11:43:34,26.69,-36.334837899173438113948919449901768
07/20/2010 11:43:45,26.69,-36.334837899173438113948919449901768
07/20/2010 11:43:56,26.69,-36.334837899173438113948919449901768
07/20/2010 11:44:07,26.69,-36.334837899173438113948919449901768
07/20/2010 11:44:18,26.69,-36.334837899173438113948919449901768
07/20/2010 11:44:28,26.69,-36.334837899173438113948919449901768
07/20/2010 11:47:22,26.37,-36.334837899173438113948919449901768
07/20/2010 11:47:33,26.37,-36.334837899173438113948919449901768
07/20/2010 11:47:44,26.37,-36.334837899173438113948919449901768
07/20/2010 11:47:55,26.37,-36.334837899173438113948919449901768
07/20/2010 11:48:05,26.37,-36.334837899173438113948919449901768
