time,light,pedometer
"11/7/2009 11:01:14",10.47,0
"11/7/2009 11:01:15",8.38,0
"11/7/2009 11:01:16",6.29,0
"11/7/2009 11:01:17",10.47,0
"11/7/2009 11:01:18",8.38,0
"11/7/2009 11:01:19",4.19,0
"11/7/2009 11:01:20",6.29,0
"11/7/2009 11:01:21",18.82,0
"11/7/2009 11:01:22",102.70,0
"11/7/2009 11:01:24",64.20,0
"11/7/2009 11:01:25",2.10,0
"11/7/2009 11:01:26",14.65,0
"11/7/2009 11:01:27",164.11,0
"11/7/2009 11:01:28",198.98,0
"11/7/2009 11:01:29",25.06,0
"11/7/2009 11:01:30",12.56,0
"11/7/2009 11:01:31",70.33,0
"11/7/2009 11:01:32",229.48,0
"11/7/2009 11:01:33",68.29,0
"11/7/2009 11:01:34",2.10,0
"11/7/2009 11:01:36",4.19,0
"11/7/2009 11:01:37",88.59,0
"11/7/2009 11:01:38",246.44,0
"11/7/2009 11:01:39",78.46,0
"11/7/2009 11:01:40",10.47,0
"11/7/2009 11:01:41",8.38,0
"11/7/2009 11:01:42",16.73,0
"11/7/2009 11:01:43",18.82,0
"11/7/2009 11:01:44",12.56,0
"11/7/2009 11:01:45",12.56,0
"11/7/2009 11:01:46",14.65,1
"11/7/2009 11:01:47",154.33,1
"11/7/2009 11:01:49",189.35,0
"11/7/2009 11:01:50",8.38,1
"11/7/2009 11:01:51",0.00,2
"11/7/2009 11:01:52",12.56,1
"11/7/2009 11:01:53",110.72,0
"11/7/2009 11:01:54",152.36,0
"11/7/2009 11:01:55",12.56,0
"11/7/2009 11:01:56",10.47,0
"11/7/2009 11:01:57",58.07,0
"11/7/2009 11:01:58",197.06,0
"11/7/2009 11:01:59",22.98,0
"11/7/2009 11:02:01",2.10,0
"11/7/2009 11:02:02",51.91,0
"11/7/2009 11:02:03",181.62,0
"11/7/2009 11:02:04",60.11,0
"11/7/2009 11:02:05",4.19,0
"11/7/2009 11:02:06",10.47,0
"11/7/2009 11:02:07",88.59,0
"11/7/2009 11:02:08",94.65,0
"11/7/2009 11:02:09",235.15,0
"11/7/2009 11:02:10",238.92,0
"11/7/2009 11:02:11",16.73,1
"11/7/2009 11:02:12",2.10,0
"11/7/2009 11:02:14",0.00,0
"11/7/2009 11:02:15",0.00,0
"11/7/2009 11:02:16",2.10,0
"11/7/2009 11:02:17",2.10,0
"11/7/2009 11:02:18",10.47,0
"11/7/2009 11:02:19",8.38,0
"11/7/2009 11:02:20",51.91,0
"11/7/2009 11:02:21",246.44,0
"11/7/2009 11:02:22",221.90,0
"11/7/2009 11:02:23",64.20,0
"11/7/2009 11:02:24",92.63,0
"11/7/2009 11:02:26",6.29,0
"11/7/2009 11:02:27",2.10,1
"11/7/2009 11:02:28",31.28,0
"11/7/2009 11:02:29",261.39,0
"11/7/2009 11:02:30",152.36,1
"11/7/2009 11:02:31",0.00,1
"11/7/2009 11:02:32",10.47,2
"11/7/2009 11:02:33",106.71,1
"11/7/2009 11:02:34",198.98,1
"11/7/2009 11:02:35",14.65,1
"11/7/2009 11:02:36",14.65,0
"11/7/2009 11:02:37",114.72,0
"11/7/2009 11:02:39",202.82,1
"11/7/2009 11:02:40",0.00,2
"11/7/2009 11:02:41",0.00,0
"11/7/2009 11:02:42",27.13,1
"11/7/2009 11:02:43",212.38,2
"11/7/2009 11:02:44",51.91,2
"11/7/2009 11:02:45",8.38,1
"11/7/2009 11:02:46",29.21,1
"11/7/2009 11:02:47",20.90,0
"11/7/2009 11:02:48",18.82,0
"11/7/2009 11:02:49",29.21,0
"11/7/2009 11:02:51",10.47,0
"11/7/2009 11:02:52",45.74,0
"11/7/2009 11:02:53",193.21,0
"11/7/2009 11:02:54",20.90,0
"11/7/2009 11:02:55",0.00,0
"11/7/2009 11:02:56",2.10,0
"11/7/2009 11:02:57",29.21,0
"11/7/2009 11:02:58",160.20,0
"11/7/2009 11:02:59",62.16,0
"11/7/2009 11:03:00",8.38,0
"11/7/2009 11:03:01",22.98,0
"11/7/2009 11:03:02",110.72,0
"11/7/2009 11:03:04",120.71,0
"11/7/2009 11:03:05",10.47,1
"11/7/2009 11:03:06",2.10,1
"11/7/2009 11:03:07",37.49,0
"11/7/2009 11:03:08",102.70,0
"11/7/2009 11:03:09",6.29,0
"11/7/2009 11:03:10",0.00,1
"11/7/2009 11:03:11",6.29,0
"11/7/2009 11:03:12",4.19,0
