time,light,pedometer
"11/7/2009 11:01:11",453.59,1
"11/7/2009 11:01:12",402.82,0
"11/7/2009 11:01:13",418.22,2
"11/7/2009 11:01:14",475.08,1
"11/7/2009 11:01:15",285.43,0
"11/7/2009 11:01:16",488.16,0
"11/7/2009 11:01:18",244.56,0
"11/7/2009 11:01:19",287.27,0
"11/7/2009 11:01:20",312.80,0
"11/7/2009 11:01:21",179.68,2
"11/7/2009 11:01:22",110.72,0
"11/7/2009 11:01:23",14.65,0
"11/7/2009 11:01:24",10.47,0
"11/7/2009 11:01:25",70.33,0
"11/7/2009 11:01:26",281.75,0
"11/7/2009 11:01:27",198.98,0
"11/7/2009 11:01:28",27.13,0
"11/7/2009 11:01:29",6.29,0
"11/7/2009 11:01:30",138.57,0
"11/7/2009 11:01:32",357.51,0
"11/7/2009 11:01:33",74.40,0
"11/7/2009 11:01:34",25.06,0
"11/7/2009 11:01:35",49.86,0
"11/7/2009 11:01:36",292.77,0
"11/7/2009 11:01:37",206.65,0
"11/7/2009 11:01:38",29.21,1
"11/7/2009 11:01:39",0.00,1
"11/7/2009 11:01:40",25.06,1
"11/7/2009 11:01:41",206.65,1
"11/7/2009 11:01:42",237.04,0
"11/7/2009 11:01:43",51.91,1
"11/7/2009 11:01:44",20.90,0
"11/7/2009 11:01:45",29.21,0
"11/7/2009 11:01:47",35.42,1
"11/7/2009 11:01:48",35.42,2
"11/7/2009 11:01:49",31.28,1
"11/7/2009 11:01:50",20.90,1
"11/7/2009 11:01:51",64.20,2
"11/7/2009 11:01:52",300.08,1
"11/7/2009 11:01:53",84.55,1
"11/7/2009 11:01:54",2.10,0
"11/7/2009 11:01:55",2.10,0
"11/7/2009 11:01:56",98.68,0
"11/7/2009 11:01:57",246.44,0
"11/7/2009 11:01:58",66.25,0
"11/7/2009 11:01:59",12.56,1
"11/7/2009 11:02:00",86.57,0
"11/7/2009 11:02:02",265.11,0
"11/7/2009 11:02:03",94.65,2
"11/7/2009 11:02:04",6.29,2
"11/7/2009 11:02:05",45.74,1
"11/7/2009 11:02:06",257.66,1
"11/7/2009 11:02:07",146.46,1
"11/7/2009 11:02:08",14.65,1
"11/7/2009 11:02:09",6.29,1
"11/7/2009 11:02:10",76.43,0
"11/7/2009 11:02:11",138.57,0
"11/7/2009 11:02:12",144.49,1
"11/7/2009 11:02:13",364.56,2
"11/7/2009 11:02:14",193.21,0
"11/7/2009 11:02:15",68.29,0
"11/7/2009 11:02:17",41.62,0
"11/7/2009 11:02:18",35.42,0
"11/7/2009 11:02:19",39.56,0
"11/7/2009 11:02:20",49.86,0
"11/7/2009 11:02:21",47.80,0
"11/7/2009 11:02:22",39.56,0
"11/7/2009 11:02:23",118.71,0
"11/7/2009 11:02:24",300.08,0
"11/7/2009 11:02:25",108.72,0
"11/7/2009 11:02:26",120.71,2
"11/7/2009 11:02:27",126.68,0
"11/7/2009 11:02:28",122.70,0
"11/7/2009 11:02:29",120.71,1
"11/7/2009 11:02:31",2.10,1
"11/7/2009 11:02:32",8.38,2
"11/7/2009 11:02:33",62.16,3
"11/7/2009 11:02:34",2.10,1
"11/7/2009 11:02:35",4.19,2
"11/7/2009 11:02:36",220.00,0
"11/7/2009 11:02:37",58.07,2
"11/7/2009 11:02:38",0.00,2
"11/7/2009 11:02:39",10.47,0
"11/7/2009 11:02:40",253.93,1
"11/7/2009 11:02:41",49.86,2
"11/7/2009 11:02:42",6.29,2
"11/7/2009 11:02:43",20.90,3
"11/7/2009 11:02:44",237.04,1
"11/7/2009 11:02:46",10.47,1
"11/7/2009 11:02:47",0.00,0
"11/7/2009 11:02:48",2.10,1
"11/7/2009 11:02:49",179.68,1
"11/7/2009 11:02:50",204.73,2
"11/7/2009 11:02:51",20.90,1
"11/7/2009 11:02:52",39.56,1
"11/7/2009 11:02:53",90.61,0
"11/7/2009 11:02:54",25.06,2
"11/7/2009 11:02:55",51.91,2
"11/7/2009 11:02:56",29.21,0
"11/7/2009 11:02:57",39.56,0
"11/7/2009 11:02:58",250.19,0
"11/7/2009 11:02:59",16.73,0
"11/7/2009 11:03:01",0.00,1
"11/7/2009 11:03:02",2.10,1
"11/7/2009 11:03:03",146.46,1
"11/7/2009 11:03:04",136.59,1
"11/7/2009 11:03:05",16.73,2
"11/7/2009 11:03:06",14.65,1
"11/7/2009 11:03:07",124.69,2
"11/7/2009 11:03:08",158.25,0
"11/7/2009 11:03:09",16.73,0
"11/7/2009 11:03:10",0.00,0
"11/7/2009 11:03:11",2.10,0
"11/7/2009 11:03:12",43.68,0
"11/7/2009 11:03:13",154.33,0
"11/7/2009 11:03:15",185.49,0
"11/7/2009 11:03:16",173.86,0
"11/7/2009 11:03:17",181.62,0
"11/7/2009 11:03:18",179.68,0
"11/7/2009 11:03:19",181.62,0
"11/7/2009 11:03:20",171.91,0
