time,light,pedometer
"11/7/2009 12:19:19",29.21,0
"11/7/2009 12:19:20",22.98,0
"11/7/2009 12:19:21",27.13,0
"11/7/2009 12:19:22",68.29,0
"11/7/2009 12:19:23",486.53,0
"11/7/2009 12:19:24",235.15,0
"11/7/2009 12:19:25",29.21,0
"11/7/2009 12:19:26",2.10,0
"11/7/2009 12:19:27",47.80,0
"11/7/2009 12:19:28",397.65,0
"11/7/2009 12:19:30",114.72,0
"11/7/2009 12:19:31",2.10,0
"11/7/2009 12:19:32",16.73,0
"11/7/2009 12:19:33",321.83,0
"11/7/2009 12:19:34",240.80,0
"11/7/2009 12:19:35",29.21,0
"11/7/2009 12:19:36",33.35,0
"11/7/2009 12:19:37",283.59,0
"11/7/2009 12:19:38",382.06,0
"11/7/2009 12:19:39",29.21,0
"11/7/2009 12:19:40",0.00,0
"11/7/2009 12:19:41",2.10,0
"11/7/2009 12:19:42",64.20,0
"11/7/2009 12:19:44",206.65,0
"11/7/2009 12:19:45",144.49,0
"11/7/2009 12:19:46",25.06,0
"11/7/2009 12:19:47",16.73,0
"11/7/2009 12:19:48",31.28,0
"11/7/2009 12:19:49",33.35,0
"11/7/2009 12:19:50",39.56,0
"11/7/2009 12:19:51",25.06,0
"11/7/2009 12:19:52",20.90,0
"11/7/2009 12:19:53",112.72,0
"11/7/2009 12:19:54",218.10,0
"11/7/2009 12:19:55",39.56,0
"11/7/2009 12:19:56",0.00,0
"11/7/2009 12:19:57",4.19,1
"11/7/2009 12:19:59",265.11,1
"11/7/2009 12:20:00",268.82,0
"11/7/2009 12:20:01",25.06,0
"11/7/2009 12:20:02",66.25,0
"11/7/2009 12:20:03",294.60,0
"11/7/2009 12:20:04",225.69,0
"11/7/2009 12:20:05",10.47,0
"11/7/2009 12:20:06",22.98,0
"11/7/2009 12:20:07",259.52,0
"11/7/2009 12:20:08",104.71,0
"11/7/2009 12:20:09",4.19,1
"11/7/2009 12:20:10",27.13,0
"11/7/2009 12:20:11",126.68,0
"11/7/2009 12:20:12",202.82,0
"11/7/2009 12:20:14",426.71,0
"11/7/2009 12:20:15",146.46,0
"11/7/2009 12:20:16",14.65,0
"11/7/2009 12:20:17",6.29,0
"11/7/2009 12:20:18",2.10,0
"11/7/2009 12:20:19",6.29,0
"11/7/2009 12:20:20",27.13,0
"11/7/2009 12:20:21",208.56,0
"11/7/2009 12:20:22",385.54,0
"11/7/2009 12:20:23",70.33,0
"11/7/2009 12:20:24",142.52,0
"11/7/2009 12:20:25",12.56,0
"11/7/2009 12:20:26",4.19,0
"11/7/2009 12:20:28",82.52,1
"11/7/2009 12:20:29",371.58,1
"11/7/2009 12:20:30",37.49,1
"11/7/2009 12:20:31",4.19,0
"11/7/2009 12:20:32",60.11,0
"11/7/2009 12:20:33",248.31,0
"11/7/2009 12:20:34",88.59,0
"11/7/2009 12:20:35",12.56,1
"11/7/2009 12:20:36",96.66,1
"11/7/2009 12:20:37",253.93,1
"11/7/2009 12:20:38",96.66,2
"11/7/2009 12:20:39",6.29,0
"11/7/2009 12:20:40",20.90,0
"11/7/2009 12:20:42",138.57,0
"11/7/2009 12:20:43",80.49,0
"11/7/2009 12:20:44",10.47,0
"11/7/2009 12:20:45",197.06,0
"11/7/2009 12:20:46",252.06,0
"11/7/2009 12:20:47",80.49,0
"11/7/2009 12:20:48",177.74,0
"11/7/2009 12:20:49",98.68,0
"11/7/2009 12:20:50",35.42,0
"11/7/2009 12:20:51",290.94,0
"11/7/2009 12:20:52",92.63,1
"11/7/2009 12:20:53",0.00,0
"11/7/2009 12:20:54",2.10,0
"11/7/2009 12:20:55",100.69,0
"11/7/2009 12:20:57",382.06,0
"11/7/2009 12:20:58",98.68,0
"11/7/2009 12:20:59",29.21,0
"11/7/2009 12:21:00",104.71,0
"11/7/2009 12:21:01",348.66,0
"11/7/2009 12:21:02",8.38,0
"11/7/2009 12:21:03",0.00,0
"11/7/2009 12:21:04",6.29,0
