time,light,pedometer
"11/7/2009 11:01:12",8.38,0
"11/7/2009 11:01:13",8.38,0
"11/7/2009 11:01:14",6.29,0
"11/7/2009 11:01:15",6.29,0
"11/7/2009 11:01:16",6.29,0
"11/7/2009 11:01:17",6.29,1
"11/7/2009 11:01:18",12.56,0
"11/7/2009 11:01:19",12.56,0
"11/7/2009 11:01:20",16.73,0
"11/7/2009 11:01:21",20.90,1
"11/7/2009 11:01:22",45.74,1
"11/7/2009 11:01:23",128.66,0
"11/7/2009 11:01:24",200.90,0
"11/7/2009 11:01:25",60.11,1
"11/7/2009 11:01:26",10.47,1
"11/7/2009 11:01:28",6.29,2
"11/7/2009 11:01:29",58.07,2
"11/7/2009 11:01:30",252.06,1
"11/7/2009 11:01:31",110.72,1
"11/7/2009 11:01:32",12.56,1
"11/7/2009 11:01:33",22.98,1
"11/7/2009 11:01:34",102.70,2
"11/7/2009 11:01:35",261.39,2
"11/7/2009 11:01:36",90.61,0
"11/7/2009 11:01:37",0.00,1
"11/7/2009 11:01:38",2.10,1
"11/7/2009 11:01:39",25.06,2
"11/7/2009 11:01:40",175.80,2
"11/7/2009 11:01:41",144.49,2
"11/7/2009 11:01:42",16.73,1
"11/7/2009 11:01:43",14.65,1
"11/7/2009 11:01:44",29.21,2
"11/7/2009 11:01:45",29.21,2
"11/7/2009 11:01:47",35.42,1
"11/7/2009 11:01:48",45.74,1
"11/7/2009 11:01:49",18.82,2
"11/7/2009 11:01:50",84.55,2
"11/7/2009 11:01:51",285.43,0
"11/7/2009 11:01:52",37.49,1
"11/7/2009 11:01:53",0.00,2
"11/7/2009 11:01:54",2.10,2
"11/7/2009 11:01:55",45.74,2
"11/7/2009 11:01:56",225.69,1
"11/7/2009 11:01:57",92.63,0
"11/7/2009 11:01:58",29.21,1
"11/7/2009 11:01:59",88.59,2
"11/7/2009 11:02:00",189.35,2
"11/7/2009 11:02:01",102.70,2
"11/7/2009 11:02:02",4.19,1
"11/7/2009 11:02:03",2.10,2
"11/7/2009 11:02:05",114.72,2
"11/7/2009 11:02:06",191.28,2
"11/7/2009 11:02:07",22.98,1
"11/7/2009 11:02:08",0.00,2
"11/7/2009 11:02:09",16.73,2
"11/7/2009 11:02:10",72.36,2
"11/7/2009 11:02:11",56.02,1
"11/7/2009 11:02:12",160.20,2
"11/7/2009 11:02:13",300.08,1
"11/7/2009 11:02:14",134.61,1
"11/7/2009 11:02:15",51.91,0
"11/7/2009 11:02:16",12.56,0
"11/7/2009 11:02:17",56.02,0
"11/7/2009 11:02:18",60.11,0
"11/7/2009 11:02:19",84.55,0
"11/7/2009 11:02:20",51.91,1
"11/7/2009 11:02:21",160.20,0
"11/7/2009 11:02:22",316.42,1
"11/7/2009 11:02:24",72.36,1
"11/7/2009 11:02:25",90.61,2
"11/7/2009 11:02:26",14.65,1
"11/7/2009 11:02:27",2.10,2
"11/7/2009 11:02:28",37.49,2
"11/7/2009 11:02:29",189.35,2
"11/7/2009 11:02:30",80.49,1
"11/7/2009 11:02:31",2.10,2
"11/7/2009 11:02:32",18.82,2
"11/7/2009 11:02:33",136.59,2
"11/7/2009 11:02:34",154.33,2
"11/7/2009 11:02:35",76.43,1
"11/7/2009 11:02:36",37.49,1
"11/7/2009 11:02:37",148.43,2
"11/7/2009 11:02:38",134.61,2
"11/7/2009 11:02:39",0.00,1
"11/7/2009 11:02:40",0.00,2
"11/7/2009 11:02:41",33.35,1
"11/7/2009 11:02:43",189.35,2
"11/7/2009 11:02:44",80.49,2
"11/7/2009 11:02:45",4.19,1
"11/7/2009 11:02:46",70.33,0
"11/7/2009 11:02:47",146.46,1
"11/7/2009 11:02:48",35.42,2
"11/7/2009 11:02:49",51.91,2
"11/7/2009 11:02:50",37.49,2
"11/7/2009 11:02:51",14.65,2
"11/7/2009 11:02:52",187.42,2
"11/7/2009 11:02:53",110.72,1
"11/7/2009 11:02:54",0.00,2
"11/7/2009 11:02:55",0.00,1
"11/7/2009 11:02:56",8.38,2
"11/7/2009 11:02:57",152.36,1
"11/7/2009 11:02:58",126.68,2
"11/7/2009 11:02:59",14.65,1
"11/7/2009 11:03:00",6.29,2
"11/7/2009 11:03:02",70.33,2
"11/7/2009 11:03:03",150.40,2
"11/7/2009 11:03:04",14.65,2
"11/7/2009 11:03:05",0.00,1
"11/7/2009 11:03:06",39.56,2
"11/7/2009 11:03:07",138.57,1
"11/7/2009 11:03:08",88.59,0
"11/7/2009 11:03:09",27.13,0
"11/7/2009 11:03:10",8.38,0
"11/7/2009 11:03:11",2.10,0
"11/7/2009 11:03:12",2.10,0
"11/7/2009 11:03:13",0.00,0
"11/7/2009 11:03:14",0.00,0
"11/7/2009 11:03:15",0.00,0
"11/7/2009 11:03:16",0.00,0
"11/7/2009 11:03:17",2.10,0
