time,light,pedometer
"11/7/2009 11:01:27",4.19,0
"11/7/2009 11:01:28",6.29,0
"11/7/2009 11:01:29",2.10,0
"11/7/2009 11:01:30",4.19,0
"11/7/2009 11:01:31",0.00,0
"11/7/2009 11:01:32",4.19,1
"11/7/2009 11:01:33",51.91,0
"11/7/2009 11:01:34",58.07,0
"11/7/2009 11:01:35",0.00,0
"11/7/2009 11:01:36",2.10,1
"11/7/2009 11:01:37",146.46,1
"11/7/2009 11:01:38",116.72,1
"11/7/2009 11:01:40",0.00,2
"11/7/2009 11:01:41",12.56,1
"11/7/2009 11:01:42",27.13,2
"11/7/2009 11:01:43",43.68,2
"11/7/2009 11:01:44",0.00,1
"11/7/2009 11:01:45",0.00,2
"11/7/2009 11:01:46",6.29,1
"11/7/2009 11:01:47",112.72,2
"11/7/2009 11:01:48",100.69,2
"11/7/2009 11:01:49",2.10,1
"11/7/2009 11:01:50",2.10,1
"11/7/2009 11:01:51",6.29,1
"11/7/2009 11:01:52",10.47,1
"11/7/2009 11:01:54",4.19,2
"11/7/2009 11:01:55",2.10,2
"11/7/2009 11:01:56",16.73,1
"11/7/2009 11:01:57",25.06,1
"11/7/2009 11:01:58",88.59,1
"11/7/2009 11:01:59",0.00,2
"11/7/2009 11:02:00",0.00,2
"11/7/2009 11:02:01",0.00,1
"11/7/2009 11:02:02",74.40,1
"11/7/2009 11:02:03",29.21,1
"11/7/2009 11:02:04",0.00,1
"11/7/2009 11:02:05",0.00,1
"11/7/2009 11:02:06",72.36,2
"11/7/2009 11:02:07",37.49,1
"11/7/2009 11:02:09",0.00,1
"11/7/2009 11:02:10",6.29,2
"11/7/2009 11:02:11",70.33,2
"11/7/2009 11:02:12",8.38,1
"11/7/2009 11:02:13",0.00,2
"11/7/2009 11:02:14",0.00,1
"11/7/2009 11:02:15",27.13,2
"11/7/2009 11:02:16",29.21,0
"11/7/2009 11:02:17",94.65,1
"11/7/2009 11:02:18",160.20,1
"11/7/2009 11:02:19",148.43,0
"11/7/2009 11:02:20",39.56,0
"11/7/2009 11:02:21",2.10,0
"11/7/2009 11:02:23",53.97,0
"11/7/2009 11:02:24",43.68,0
"11/7/2009 11:02:25",56.02,0
"11/7/2009 11:02:26",94.65,1
"11/7/2009 11:02:27",124.69,2
"11/7/2009 11:02:28",102.70,1
"11/7/2009 11:02:29",2.10,1
"11/7/2009 11:02:30",2.10,0
"11/7/2009 11:02:31",0.00,2
"11/7/2009 11:02:32",0.00,2
"11/7/2009 11:02:33",16.73,2
"11/7/2009 11:02:34",8.38,2
"11/7/2009 11:02:35",0.00,0
"11/7/2009 11:02:36",0.00,2
"11/7/2009 11:02:38",2.10,2
"11/7/2009 11:02:39",10.47,1
"11/7/2009 11:02:40",20.90,2
"11/7/2009 11:02:41",12.56,2
"11/7/2009 11:02:42",35.42,1
"11/7/2009 11:02:43",66.25,1
"11/7/2009 11:02:44",0.00,1
"11/7/2009 11:02:45",0.00,1
"11/7/2009 11:02:46",2.10,1
"11/7/2009 11:02:47",39.56,1
"11/7/2009 11:02:48",12.56,1
"11/7/2009 11:02:49",18.82,0
"11/7/2009 11:02:50",86.57,1
"11/7/2009 11:02:51",82.52,1
"11/7/2009 11:02:53",47.80,1
"11/7/2009 11:02:54",104.71,1
"11/7/2009 11:02:55",4.19,1
"11/7/2009 11:02:56",22.98,2
"11/7/2009 11:02:57",12.56,2
"11/7/2009 11:02:58",20.90,0
"11/7/2009 11:02:59",2.10,1
"11/7/2009 11:03:00",16.73,1
"11/7/2009 11:03:01",92.63,2
"11/7/2009 11:03:02",193.21,1
"11/7/2009 11:03:03",22.98,2
"11/7/2009 11:03:04",33.35,1
"11/7/2009 11:03:05",72.36,1
"11/7/2009 11:03:07",122.70,1
"11/7/2009 11:03:08",0.00,0
"11/7/2009 11:03:09",0.00,1
"11/7/2009 11:03:10",0.00,1
"11/7/2009 11:03:11",10.47,0
"11/7/2009 11:03:12",76.43,0
"11/7/2009 11:03:13",53.97,0
"11/7/2009 11:03:14",227.59,0
