time,light,pedometer
"11/7/2009 11:01:22",27.13,0
"11/7/2009 11:01:22",49.86,0
"11/7/2009 11:01:22",294.60,2
"11/7/2009 11:01:22",14.65,2
"11/7/2009 11:01:36",0.00,2
"11/7/2009 11:01:36",96.66,1
"11/7/2009 11:01:36",237.04,2
"11/7/2009 11:01:36",37.49,2
"11/7/2009 11:01:36",37.49,2
"11/7/2009 11:01:36",136.59,2
"11/7/2009 11:01:36",169.97,2
"11/7/2009 11:01:36",2.10,2
"11/7/2009 11:01:36",0.00,2
"11/7/2009 11:01:36",14.65,2
"11/7/2009 11:01:36",248.31,2
"11/7/2009 11:01:36",80.49,1
"11/7/2009 11:01:49",2.10,2
"11/7/2009 11:01:50",2.10,2
"11/7/2009 11:01:50",8.38,2
"11/7/2009 11:01:50",16.73,2
"11/7/2009 11:01:50",33.35,2
"11/7/2009 11:01:50",22.98,1
"11/7/2009 11:01:50",25.06,2
"11/7/2009 11:01:50",238.92,0
"11/7/2009 11:01:50",0.00,1
"11/7/2009 11:01:50",0.00,1
"11/7/2009 11:01:50",0.00,1
"11/7/2009 11:01:50",82.52,1
"11/7/2009 11:01:50",132.63,2
"11/7/2009 11:02:03",6.29,1
"11/7/2009 11:02:04",49.86,3
"11/7/2009 11:02:04",193.21,1
"11/7/2009 11:02:04",66.25,2
"11/7/2009 11:02:04",0.00,2
"11/7/2009 11:02:04",4.19,1
"11/7/2009 11:02:04",189.35,2
"11/7/2009 11:02:04",102.70,2
"11/7/2009 11:02:04",0.00,2
"11/7/2009 11:02:04",2.10,2
"11/7/2009 11:02:04",66.25,2
"11/7/2009 11:02:04",35.42,2
"11/7/2009 11:02:04",206.65,1
"11/7/2009 11:02:17",259.52,2
"11/7/2009 11:02:18",189.35,1
"11/7/2009 11:02:18",148.43,3
"11/7/2009 11:02:18",37.49,1
"11/7/2009 11:02:18",0.00,1
"11/7/2009 11:02:18",4.19,1
"11/7/2009 11:02:18",12.56,1
"11/7/2009 11:02:18",33.35,2
"11/7/2009 11:02:18",231.37,1
"11/7/2009 11:02:18",261.39,2
"11/7/2009 11:02:18",68.29,2
"11/7/2009 11:02:18",98.68,1
"11/7/2009 11:02:18",2.10,2
"11/7/2009 11:02:31",0.00,2
"11/7/2009 11:02:32",4.19,2
"11/7/2009 11:02:32",152.36,2
"11/7/2009 11:02:32",49.86,2
"11/7/2009 11:02:32",0.00,2
"11/7/2009 11:02:32",2.10,2
"11/7/2009 11:02:32",154.33,1
"11/7/2009 11:02:32",12.56,3
"11/7/2009 11:02:32",2.10,2
"11/7/2009 11:02:32",20.90,1
"11/7/2009 11:02:32",171.91,2
"11/7/2009 11:02:32",2.10,2
"11/7/2009 11:02:44",0.00,2
"11/7/2009 11:02:45",0.00,2
"11/7/2009 11:02:45",74.40,2
"11/7/2009 11:02:45",128.66,2
"11/7/2009 11:02:45",2.10,2
"11/7/2009 11:02:45",14.65,1
"11/7/2009 11:02:45",27.13,1
"11/7/2009 11:02:45",16.73,2
"11/7/2009 11:02:45",31.28,2
"11/7/2009 11:02:45",10.47,1
"11/7/2009 11:02:45",14.65,2
"11/7/2009 11:02:45",204.73,2
"11/7/2009 11:02:45",2.10,2
"11/7/2009 11:02:58",0.00,1
"11/7/2009 11:02:59",0.00,2
"11/7/2009 11:02:59",112.72,1
"11/7/2009 11:02:59",47.80,2
"11/7/2009 11:02:59",6.29,2
"11/7/2009 11:02:59",8.38,2
"11/7/2009 11:02:59",166.07,2
"11/7/2009 11:02:59",104.71,2
"11/7/2009 11:02:59",0.00,2
"11/7/2009 11:02:59",0.00,1
"11/7/2009 11:02:59",33.35,4
"11/7/2009 11:02:59",136.59,2
"11/7/2009 11:02:59",104.71,0
"11/7/2009 11:03:12",58.07,0
"11/7/2009 11:03:13",51.91,0
