time,light,pedometer
"11/7/2009 12:19:02",47.80,0
"11/7/2009 12:19:03",53.97,0
"11/7/2009 12:19:04",49.86,0
"11/7/2009 12:19:05",39.56,0
"11/7/2009 12:19:06",413.10,0
"11/7/2009 12:19:07",281.75,0
"11/7/2009 12:19:08",10.47,0
"11/7/2009 12:19:10",16.73,0
"11/7/2009 12:19:11",359.28,0
"11/7/2009 12:19:12",116.72,0
"11/7/2009 12:19:13",4.19,0
"11/7/2009 12:19:14",74.40,0
"11/7/2009 12:19:15",385.54,0
"11/7/2009 12:19:16",80.49,0
"11/7/2009 12:19:17",43.68,0
"11/7/2009 12:19:18",240.80,0
"11/7/2009 12:19:19",316.42,0
"11/7/2009 12:19:20",16.73,0
"11/7/2009 12:19:21",0.00,0
"11/7/2009 12:19:22",41.62,0
"11/7/2009 12:19:23",305.54,0
"11/7/2009 12:19:24",92.63,0
"11/7/2009 12:19:26",37.49,0
"11/7/2009 12:19:27",229.48,0
"11/7/2009 12:19:28",191.28,0
"11/7/2009 12:19:29",118.71,0
"11/7/2009 12:19:30",325.43,0
"11/7/2009 12:19:31",56.02,0
"11/7/2009 12:19:32",72.36,0
"11/7/2009 12:19:33",345.11,0
"11/7/2009 12:19:34",58.07,0
"11/7/2009 12:19:35",0.00,0
"11/7/2009 12:19:36",18.82,0
"11/7/2009 12:19:37",289.10,0
"11/7/2009 12:19:38",214.29,0
"11/7/2009 12:19:39",37.49,0
"11/7/2009 12:19:40",158.25,0
"11/7/2009 12:19:42",263.25,0
"11/7/2009 12:19:43",290.94,0
"11/7/2009 12:19:44",51.91,0
"11/7/2009 12:19:45",2.10,0
"11/7/2009 12:19:46",120.71,0
"11/7/2009 12:19:47",327.23,0
"11/7/2009 12:19:48",35.42,0
"11/7/2009 12:19:49",2.10,0
"11/7/2009 12:19:50",96.66,0
"11/7/2009 12:19:51",144.49,0
"11/7/2009 12:19:52",237.04,0
"11/7/2009 12:19:53",404.54,0
"11/7/2009 12:19:54",343.33,0
"11/7/2009 12:19:55",341.55,0
"11/7/2009 12:19:56",382.06,0
"11/7/2009 12:19:58",206.65,0
"11/7/2009 12:19:59",130.65,0
"11/7/2009 12:20:00",41.62,0
"11/7/2009 12:20:01",4.19,0
"11/7/2009 12:20:02",66.25,0
"11/7/2009 12:20:03",321.83,0
"11/7/2009 12:20:04",33.35,0
"11/7/2009 12:20:05",2.10,0
"11/7/2009 12:20:06",193.21,1
"11/7/2009 12:20:07",257.66,1
"11/7/2009 12:20:08",20.90,0
"11/7/2009 12:20:09",8.38,1
"11/7/2009 12:20:10",195.13,0
"11/7/2009 12:20:11",181.62,0
"11/7/2009 12:20:12",12.56,0
"11/7/2009 12:20:14",0.00,0
"11/7/2009 12:20:15",4.19,0
"11/7/2009 12:20:16",158.25,0
"11/7/2009 12:20:17",208.56,0
"11/7/2009 12:20:18",84.55,0
"11/7/2009 12:20:19",14.65,0
"11/7/2009 12:20:20",200.90,0
"11/7/2009 12:20:21",375.08,0
"11/7/2009 12:20:22",100.69,0
"11/7/2009 12:20:23",191.28,0
"11/7/2009 12:20:24",268.82,0
"11/7/2009 12:20:25",25.06,0
"11/7/2009 12:20:26",43.68,0
"11/7/2009 12:20:27",309.17,0
"11/7/2009 12:20:29",80.49,1
"11/7/2009 12:20:30",0.00,2
"11/7/2009 12:20:31",4.19,2
"11/7/2009 12:20:32",265.11,1
"11/7/2009 12:20:33",320.03,0
"11/7/2009 12:20:34",33.35,0
"11/7/2009 12:20:35",35.42,0
"11/7/2009 12:20:36",292.77,0
"11/7/2009 12:20:37",193.21,0
"11/7/2009 12:20:38",4.19,1
"11/7/2009 12:20:39",25.06,2
"11/7/2009 12:20:40",272.52,0
"11/7/2009 12:20:41",179.68,0
"11/7/2009 12:20:42",78.46,0
