time,latitude,longitude,acceleration,light,temperature,sound,altitude,pedometer
03/18/2010 10:38:58,42.365486,-71.10388,0.90,1073.20,16.05,12,24,0
03/18/2010 10:38:59,42.36547,-71.10391,0.90,1073.93,16.38,10,25,0
03/18/2010 10:39:00,42.36547,-71.10393,0.86,1071.72,16.05,4,26,0
03/18/2010 10:39:01,42.365444,-71.10395,0.94,1057.34,16.05,10,27,0
03/18/2010 10:39:02,42.365444,-71.10395,0.94,1055.01,16.05,12,26,0
03/18/2010 10:39:03,42.365444,-71.10395,1.09,1050.30,16.05,9,26,2
03/18/2010 10:39:04,42.36547,-71.10395,0.86,1048.71,16.05,11,25,2
03/18/2010 10:39:06,42.365486,-71.10393,0.98,1049.51,16.05,10,25,2
03/18/2010 10:39:07,42.365486,-71.10393,1.25,1052.66,16.05,2,24,2
03/18/2010 10:39:08,42.3655,-71.10391,1.02,1052.66,16.05,0,23,2
03/18/2010 10:39:09,42.36552,-71.10391,1.41,1052.66,16.05,1,23,2
03/18/2010 10:39:10,42.365536,-71.10391,1.13,1052.66,16.05,1,23,2
03/18/2010 10:39:11,42.365536,-71.10391,0.98,1053.44,16.05,9,22,1
03/18/2010 10:39:12,42.36555,-71.10391,0.82,1054.23,16.05,9,22,2
03/18/2010 10:39:13,42.365566,-71.1039,0.90,1055.79,16.05,8,22,2
03/18/2010 10:39:14,42.365566,-71.1039,1.02,1058.11,16.05,4,21,2
03/18/2010 10:39:15,42.3656,-71.10388,0.94,1056.56,16.05,3,20,1
03/18/2010 10:39:16,42.365616,-71.103836,0.82,1058.88,16.05,4,18,1
03/18/2010 10:39:17,42.36565,-71.10377,0.78,1058.11,16.05,6,16,0
03/18/2010 10:39:18,42.36568,-71.10371,0.90,1058.88,16.05,6,13,0
03/18/2010 10:39:19,42.36568,-71.10371,0.90,1058.88,16.05,9,13,0
03/18/2010 10:39:20,42.36568,-71.10368,0.90,1058.88,16.05,14,13,0
03/18/2010 10:39:21,42.36568,-71.10367,0.90,1059.65,16.05,4,13,0
03/18/2010 10:39:23,42.36568,-71.10368,0.94,1059.65,16.05,7,13,0
03/18/2010 10:39:24,42.3657,-71.10365,0.86,1059.65,16.05,6,13,0
03/18/2010 10:39:25,42.3657,-71.10363,0.86,1058.88,16.05,5,12,0
03/18/2010 10:39:26,42.365715,-71.103615,0.90,1059.65,16.05,5,11,0
03/18/2010 10:39:27,42.365715,-71.103615,0.90,1058.11,16.05,7,12,0
03/18/2010 10:39:28,42.365715,-71.103584,0.86,1058.11,16.05,2,11,0
03/18/2010 10:39:29,42.36573,-71.10356,0.86,1058.11,16.05,4,10,0
03/18/2010 10:39:30,42.365746,-71.10353,0.94,1059.65,16.05,11,9,0
03/18/2010 10:39:31,42.365765,-71.103485,0.90,1059.65,16.05,13,8,0
03/18/2010 10:39:32,42.36578,-71.10345,0.82,1059.65,16.05,8,6,0
03/18/2010 10:39:33,42.365803,-71.1034,0.86,1059.65,16.05,2,5,0
03/18/2010 10:39:34,42.365803,-71.1034,0.86,1058.88,16.05,3,5,0
03/18/2010 10:39:35,42.36578,-71.10343,0.94,1058.88,16.05,3,7,0
03/18/2010 10:39:36,42.36578,-71.10345,0.90,1058.88,16.05,2,7,0
03/18/2010 10:39:37,42.36578,-71.10345,0.94,1058.11,16.05,14,7,0
03/18/2010 10:39:38,42.365803,-71.10342,0.98,1059.65,16.05,4,6,0
03/18/2010 10:39:40,42.365803,-71.1034,0.90,1059.65,16.05,3,6,1
03/18/2010 10:39:41,42.36582,-71.1034,0.98,1058.88,16.05,4,6,1
03/18/2010 10:39:42,42.365837,-71.103355,1.05,1058.88,16.05,1,4,2
03/18/2010 10:39:43,42.365868,-71.10332,0.82,1059.65,16.05,4,3,1
03/18/2010 10:39:44,42.365902,-71.10323,0.59,1059.65,16.05,5,0,2
03/18/2010 10:39:45,42.365932,-71.10318,0.78,1060.42,16.05,7,65535,2
03/18/2010 10:39:46,42.365967,-71.103134,1.13,1060.42,16.05,9,65533,3
03/18/2010 10:39:47,42.366,-71.103065,1.72,1060.42,16.05,16,65530,2
