time,latitude,longitude,acceleration,light,temperature,sound,altitude,pedometer
03/17/2010 13:57:41,42.365616,-71.10365,0.82,1056.56,21.86,4,65518,0
03/17/2010 13:57:42,42.3656,-71.10368,0.86,1061.19,21.86,2,65519,0
03/17/2010 13:57:43,42.365585,-71.10368,0.82,1058.88,21.86,4,65523,0
03/17/2010 13:57:44,42.36555,-71.10372,0.90,1057.34,21.86,4,65525,0
03/17/2010 13:57:45,42.365536,-71.10372,0.94,1059.65,21.86,5,65530,0
03/17/2010 13:57:46,42.3655,-71.10372,1.02,1061.19,21.86,13,65532,2
03/17/2010 13:57:47,42.36552,-71.10372,0.94,1059.65,21.86,12,65534,2
03/17/2010 13:57:48,42.36552,-71.10374,1.02,1055.79,21.53,7,65534,2
03/17/2010 13:57:49,42.36552,-71.10375,1.05,1064.23,21.53,11,65535,1
03/17/2010 13:57:50,42.365536,-71.10377,1.02,1065.74,21.53,5,0,0
03/17/2010 13:57:52,42.365536,-71.10377,0.90,1063.47,21.21,7,2,0
03/17/2010 13:57:53,42.365536,-71.10378,0.86,1070.24,21.21,6,3,1
03/17/2010 13:57:54,42.36555,-71.10378,0.90,1064.99,21.21,12,4,2
03/17/2010 13:57:55,42.36555,-71.1038,0.90,1061.19,21.21,6,5,1
03/17/2010 13:57:56,42.365566,-71.10381,0.90,1062.71,20.89,12,6,2
03/17/2010 13:57:57,42.365566,-71.103836,0.86,1059.65,20.89,8,7,1
03/17/2010 13:57:58,42.365566,-71.10385,0.59,1061.19,20.89,11,8,0
03/17/2010 13:57:59,42.365585,-71.10387,0.66,1058.88,20.89,17,9,0
03/17/2010 13:58:00,42.3656,-71.10388,0.82,1058.88,20.89,7,11,0
03/17/2010 13:58:01,42.3656,-71.1039,0.86,1058.88,20.89,8,13,0
03/17/2010 13:58:03,42.3656,-71.10391,0.86,1059.65,20.89,7,14,0
03/17/2010 13:58:04,42.3656,-71.10391,0.82,1063.47,20.89,6,15,0
03/17/2010 13:58:05,42.3656,-71.10391,0.86,1064.99,20.89,8,15,0
03/17/2010 13:58:06,42.365616,-71.10391,0.82,1065.74,20.89,7,15,0
03/17/2010 13:58:07,42.365616,-71.1039,0.82,1062.71,20.89,8,14,0
03/17/2010 13:58:08,42.365616,-71.1039,0.82,1064.23,20.89,4,13,0
03/17/2010 13:58:09,42.365616,-71.1039,0.86,1061.19,20.89,6,13,0
03/17/2010 13:58:10,42.365616,-71.1039,0.82,1064.99,20.89,5,12,0
03/17/2010 13:58:11,42.365616,-71.10388,0.86,1061.95,20.89,3,12,0
03/17/2010 13:58:12,42.365616,-71.10388,0.82,1062.71,20.89,3,10,0
03/17/2010 13:58:13,42.365616,-71.10388,0.86,1062.71,20.89,5,10,0
03/17/2010 13:58:14,42.365616,-71.10388,0.86,1059.65,20.89,3,10,0
03/17/2010 13:58:16,42.365616,-71.10388,0.86,1060.42,20.89,4,11,0
03/17/2010 13:58:17,42.365616,-71.10388,0.86,1060.42,20.89,5,11,0
03/17/2010 13:58:18,42.365616,-71.10388,0.86,1060.42,20.89,8,10,0
03/17/2010 13:58:19,42.365635,-71.10388,0.86,1060.42,20.89,4,10,0
03/17/2010 13:58:20,42.365635,-71.10387,0.86,1060.42,20.89,4,10,0
03/17/2010 13:58:21,42.365635,-71.10387,0.86,1060.42,20.89,4,10,0
03/17/2010 13:58:22,42.365635,-71.10387,0.86,1060.42,20.89,4,10,0
03/17/2010 13:58:23,42.365635,-71.10387,0.86,1060.42,20.89,2,10,0
03/17/2010 13:58:24,42.365616,-71.1039,0.90,1060.42,20.89,2,13,0
03/17/2010 13:58:25,42.365616,-71.1039,0.70,1060.42,20.89,2,14,1
03/17/2010 13:58:26,42.365616,-71.1039,0.94,1061.95,20.89,2,13,1
03/17/2010 13:58:28,42.365635,-71.10391,1.02,1060.42,20.89,6,13,2
03/17/2010 13:58:29,42.365635,-71.10391,0.62,1061.19,20.57,8,13,1
03/17/2010 13:58:30,42.365635,-71.10391,0.74,1061.19,20.57,9,12,2
03/17/2010 13:58:31,42.36565,-71.10393,0.70,1063.47,20.57,10,13,2
03/17/2010 13:58:32,42.36565,-71.10395,0.70,1062.71,20.24,5,13,2
03/17/2010 13:58:33,42.36565,-71.10395,0.66,1063.47,20.24,16,12,2
03/17/2010 13:58:34,42.365665,-71.103966,0.82,1064.99,20.24,9,12,2
03/17/2010 13:58:35,42.36568,-71.10398,0.66,1064.99,20.24,12,12,1
03/17/2010 13:58:36,42.36568,-71.10398,0.62,1061.95,20.24,5,12,1
03/17/2010 13:58:38,42.3657,-71.104004,0.70,1070.98,19.92,17,12,0
03/17/2010 13:58:39,42.3657,-71.104004,0.74,1069.49,19.92,16,12,1
03/17/2010 13:58:40,42.365715,-71.10402,0.82,1069.49,19.92,5,12,2
03/17/2010 13:58:41,42.365715,-71.10402,0.86,1069.49,19.92,7,12,2
03/17/2010 13:58:42,42.36573,-71.104034,0.90,1068.75,19.92,7,11,0
03/17/2010 13:58:43,42.36573,-71.104034,0.86,1068.75,19.92,16,11,0
03/17/2010 13:58:44,42.365746,-71.10405,0.90,1070.24,19.92,4,11,0
03/17/2010 13:58:45,42.365746,-71.10405,0.86,1070.98,19.92,7,11,1
03/17/2010 13:58:46,42.365765,-71.10407,0.82,1070.98,19.92,8,11,1
03/17/2010 13:58:47,42.36578,-71.10409,0.86,1063.47,19.60,8,11,1
03/17/2010 13:58:48,42.36578,-71.1041,0.70,1071.72,19.60,25,11,1
03/17/2010 13:58:50,42.365803,-71.1041,0.74,1064.99,19.60,15,11,1
03/17/2010 13:58:51,42.365803,-71.10412,0.82,1064.23,19.60,13,11,1
03/17/2010 13:58:52,42.36582,-71.10412,0.74,1064.23,19.60,35,10,1
03/17/2010 13:58:53,42.36582,-71.10413,0.82,1061.19,19.60,9,10,1
03/17/2010 13:58:54,42.365837,-71.10415,0.78,1060.42,19.28,9,10,1
03/17/2010 13:58:55,42.365837,-71.10415,0.78,1059.65,19.28,7,10,2
03/17/2010 13:58:56,42.365837,-71.104164,0.78,1058.11,19.28,7,10,2
03/17/2010 13:58:57,42.365852,-71.104164,0.90,1060.42,19.28,9,10,3
03/17/2010 13:58:58,42.365852,-71.10418,0.94,1061.19,19.28,18,9,1
03/17/2010 13:58:59,42.365868,-71.10418,0.98,1061.95,19.28,27,9,2
03/17/2010 13:59:00,42.365868,-71.1042,1.05,1069.49,18.96,26,9,1
03/17/2010 13:59:02,42.365887,-71.10422,1.05,1066.50,18.96,21,9,1
03/17/2010 13:59:03,42.365887,-71.10423,1.09,1065.74,18.96,8,10,1
03/17/2010 13:59:04,42.365902,-71.10423,0.90,1068.00,18.96,16,10,1
03/17/2010 13:59:05,42.365902,-71.10425,0.86,1066.50,18.96,11,10,1
03/17/2010 13:59:06,42.365917,-71.10426,1.05,1064.23,18.96,12,10,2
03/17/2010 13:59:07,42.365917,-71.10428,0.78,1064.99,18.96,9,10,1
03/17/2010 13:59:08,42.365932,-71.104294,0.86,1065.74,18.96,17,10,2
03/17/2010 13:59:09,42.365932,-71.10432,0.78,1066.50,18.96,15,10,1
03/17/2010 13:59:10,42.36595,-71.10433,0.82,1067.25,18.96,10,9,1
03/17/2010 13:59:11,42.36595,-71.104355,0.78,1066.50,18.96,16,9,1
03/17/2010 13:59:13,42.365967,-71.10437,0.51,1065.74,18.96,14,9,2
03/17/2010 13:59:14,42.365967,-71.104385,0.59,1067.25,18.96,10,10,2
03/17/2010 13:59:15,42.365982,-71.104385,0.74,1067.25,18.96,7,10,2
03/17/2010 13:59:16,42.365982,-71.1044,0.94,1064.99,18.96,6,10,2
03/17/2010 13:59:17,42.365982,-71.104416,0.82,1066.50,18.96,6,10,2
03/17/2010 13:59:18,42.366,-71.10444,0.82,1064.99,19.28,6,9,1
03/17/2010 13:59:19,42.366,-71.104454,0.82,1064.23,18.96,10,9,2
03/17/2010 13:59:20,42.366016,-71.104454,1.09,1070.98,18.96,7,9,1
03/17/2010 13:59:21,42.366016,-71.104485,0.90,1063.47,19.28,5,9,2
03/17/2010 13:59:22,42.36603,-71.104485,0.82,1061.19,18.96,8,9,2
03/17/2010 13:59:23,42.36603,-71.1045,0.74,1063.47,19.28,13,9,2
03/17/2010 13:59:25,42.36603,-71.104515,1.05,1061.95,19.28,10,8,2
03/17/2010 13:59:26,42.366047,-71.10453,1.25,1063.47,19.28,10,8,2
03/17/2010 13:59:27,42.366047,-71.104546,1.17,1063.47,19.28,7,8,1
03/17/2010 13:59:28,42.366066,-71.10457,1.25,1064.23,19.28,9,8,2
03/17/2010 13:59:29,42.366066,-71.10458,1.09,1062.71,19.28,7,8,1
03/17/2010 13:59:30,42.36608,-71.10458,1.29,1064.23,19.28,10,9,2
03/17/2010 13:59:31,42.36608,-71.1046,0.94,1063.47,18.96,11,9,2
03/17/2010 13:59:32,42.366096,-71.104614,0.55,1061.19,18.96,12,9,1
03/17/2010 13:59:33,42.366096,-71.10463,0.66,1063.47,18.96,9,9,2
03/17/2010 13:59:34,42.36611,-71.104645,0.70,1065.74,18.96,7,10,2
03/17/2010 13:59:35,42.36613,-71.10466,0.55,1061.19,18.96,7,10,2
03/17/2010 13:59:36,42.36613,-71.10468,0.62,1061.95,18.96,12,10,1
03/17/2010 13:59:38,42.36613,-71.10468,0.86,1063.47,18.96,9,10,2
03/17/2010 13:59:39,42.366154,-71.104706,0.86,1064.23,19.28,10,10,3
03/17/2010 13:59:40,42.366154,-71.10472,1.21,1064.23,19.28,11,10,2
03/17/2010 13:59:41,42.36617,-71.10474,1.29,1064.99,19.28,12,10,2
03/17/2010 13:59:42,42.36617,-71.10474,1.17,1061.95,19.28,8,10,2
03/17/2010 13:59:43,42.36617,-71.10475,0.90,1053.44,19.28,9,10,1
03/17/2010 13:59:44,42.366188,-71.10475,1.13,1057.34,19.28,9,9,1
03/17/2010 13:59:45,42.366188,-71.10475,0.90,1055.01,19.28,13,8,1
03/17/2010 13:59:46,42.366203,-71.10477,0.82,1058.88,19.28,11,10,0
03/17/2010 13:59:47,42.366203,-71.10478,0.82,1059.65,19.28,10,10,1
03/17/2010 13:59:48,42.366203,-71.10478,0.78,1059.65,19.28,11,10,0
03/17/2010 13:59:50,42.366203,-71.104805,0.74,1061.95,19.28,7,10,1
03/17/2010 13:59:51,42.36622,-71.10482,0.90,1063.47,19.28,10,10,0
03/17/2010 13:59:52,42.36622,-71.10482,1.09,1063.47,19.28,10,11,0
