time,latitude,longitude,acceleration,light,temperature,sound,altitude,pedometer
0,42.36547,-71.10375,0.94,1061.19,25.40,0,23,0
1,42.36547,-71.10377,0.94,1059.65,25.40,0,25,0
2,42.365444,-71.10378,0.90,1058.88,25.40,0,26,1
3,42.365444,-71.10378,0.70,1066.50,25.40,0,24,0
4,,,1.52,1070.24,25.08,0, ,2
5,,,1.41,1073.93,25.40,0, ,2
6,,,0.86,1071.72,25.40,0, ,2
7,42.3655,-71.10375,0.70,1074.67,25.40,0,24,2
8,42.3655,-71.10378,1.13,1064.99,25.08,0,25,1
9,42.36552,-71.10378,1.02,1073.93,25.08,0,25,3
10,42.365536,-71.1038,1.33,1076.86,25.08,0,22,2
11,42.365536,-71.10387,0.59,1077.58,24.76,0,21,2
12,42.36555,-71.10388,0.70,1077.58,25.08,0,18,2
13,42.36555,-71.10393,1.33,1076.13,25.08,0,18,3
14,42.365566,-71.10395,1.09,1076.86,24.76,6,17,2
15,,,0.55,1076.13,24.43,11, ,2
16,,,1.41,1072.46,24.43,4, ,4
17,,,0.82,1076.13,24.11,20, ,2
18,42.36565,-71.104004,0.78,1070.24,23.79,4,22,2
19,42.365665,-71.104004,1.60,1076.13,23.79,1,25,3
20,42.36568,-71.10398,0.59,1061.95,23.79,0,23,2
21,42.36568,-71.104004,0.66,1051.87,23.47,0,23,2
22,42.36568,-71.10402,1.52,1050.30,23.47,2,21,3
23,42.3657,-71.104034,1.21,1049.51,23.47,0,19,2
24,42.3657,-71.10405,0.47,1048.71,23.14,0,14,2
25,42.3657,-71.10405,1.09,1048.71,23.14,0,13,3
26,,,1.52,1046.32,22.82,0, ,2
27,,,0.59,1047.12,23.14,0, ,2
28,,,0.70,1046.32,22.82,0, ,2
29,42.365765,-71.10418,1.52,1048.71,22.82,0,12,3
30,42.36578,-71.1042,1.05,1051.87,22.82,1,10,2
31,42.36578,-71.10422,0.43,1053.44,22.50,7,10,2
32,42.365803,-71.10423,1.41,1075.40,22.50,0,9,3
33,42.365803,-71.10423,1.33,1073.93,22.18,3,10,2
34,42.36582,-71.10425,0.55,1064.99,22.18,3,11,2
35,42.365837,-71.10423,0.82,1073.93,21.86,0,10,2
36,,,1.52,1075.40,21.86,0, ,3
37,,,1.25,1074.67,21.86,2, ,2
38,,,0.70,1073.20,21.86,0, ,2
39,42.365917,-71.10426,0.66,1067.25,21.86,2,2,2
40,42.365932,-71.10426,0.94,1068.75,21.53,7,1,3
41,42.36595,-71.10423,0.98,1068.75,21.53,0,1,2
42,42.365967,-71.10423,0.55,1072.46,21.53,0,0,2
43,42.365967,-71.10425,0.94,1073.20,21.21,1,0,2
44,42.365967,-71.10422,1.48,1074.67,21.21,0,65533,3
45,,,0.94,1072.46,21.21,0, ,2
46,,,0.39,1072.46,21.21,0, ,2
47,,,1.68,1073.93,21.21,0, ,3
48,,,0.90,1073.20,21.21,0, ,2
49,,,0.43,1073.20,21.21,0, ,2
50,,,1.21,1076.86,21.21,0, ,3
51,42.366047,-71.104385,1.29,1075.40,21.21,0,65535,2
52,42.36603,-71.10447,0.70,1075.40,21.21,0,3,2
53,42.36603,-71.104485,0.39,1075.40,21.21,0,4,2
54,42.36603,-71.10453,1.33,1074.67,20.89,0,4,3
55,42.36603,-71.10458,1.13,1075.40,20.57,7,7,2
56,42.36603,-71.10463,0.55,1073.93,20.57,1,8,2
57,,,0.90,1073.20,20.57,1, ,2
58,,,1.17,1068.00,20.57,1, ,3
59,,,0.78,1071.72,20.57,0, ,2
60,42.36613,-71.10457,0.47,1073.93,20.57,0,65534,2
61,42.366154,-71.10457,1.21,1073.93,20.24,0,65533,3
62,42.366154,-71.104614,1.41,1064.99,20.24,0,65534,2
63,42.366188,-71.104614,0.70,1064.99,20.24,0,65534,2
64,42.366188,-71.1046,0.55,1073.93,20.24,0,65533,2
65,42.36622,-71.10458,1.45,1074.67,20.24,1,65531,3
66,42.366234,-71.1046,1.33,1073.93,20.24,0,65531,2
67,,,0.66,1068.75,19.92,1, ,2
68,,,0.66,1063.47,19.92,0, ,2
69,,,1.68,1071.72,19.92,0, ,3
70,42.36627,-71.10468,1.17,1068.75,19.92,1,65533,2
71,42.36627,-71.10472,0.39,1073.20,19.92,0,65534,2
72,42.36627,-71.10474,1.02,1068.00,19.92,0,65533,3
73,42.366283,-71.10475,1.56,1073.20,19.92,0,65535,2
74,,,1.02,1069.49,19.92,0, ,2
75,,,0.55,1068.00,19.92,0, ,2
76,42.3663,-71.104805,0.90,1068.00,19.92,0,65535,3
77,42.366318,-71.104805,1.41,1069.49,19.92,0,65533,2
78,,,1.05,1072.46,19.92,0, ,2
79,,,0.66,1071.72,19.92,0, ,2
80,,,0.70,1070.24,19.92,0, ,2
81,42.366367,-71.10488,1.09,1072.46,19.60,0,65529,3
82,42.366383,-71.10488,1.25,1068.00,19.60,0,65528,2
83,42.366398,-71.1049,0.78,1067.25,19.60,0,65528,2
84,42.366413,-71.10491,0.43,1067.25,19.60,0,65527,2
85,42.366413,-71.10491,0.86,1063.47,19.60,0,65527,2
86,42.366432,-71.1049,1.37,1058.88,19.60,0,65526,2
87,,,0.78,1061.95,19.60,0, ,2
88,,,0.51,1061.95,19.60,0, ,2
89,,,0.90,1063.47,19.60,0, ,2
90,,,1.41,1068.00,19.60,0, ,1
91,42.366478,-71.10498,1.48,1064.99,19.60,0,65522,2
92,42.366478,-71.10501,0.59,1068.75,19.60,0,65522,2
93,42.366505,-71.10503,0.51,1061.19,19.60,0,65521,2
94,42.366478,-71.1051,1.09,1065.74,19.60,0,65528,3
95,42.366505,-71.1051,1.48,1073.93,19.60,0,65526,2
96,42.36652,-71.1051,0.66,1060.42,19.60,0,65525,2
97,42.36652,-71.1051,0.59,1070.98,19.60,0,65526,2
98,42.366535,-71.1051,0.94,1073.20,19.60,0,65526,3
99,,,1.48,1068.00,19.28,0, ,2
