time,latitude,longitude,acceleration,light,temperature,sound,altitude,pedometer
03/18/2010 10:38:56,42.365414,-71.10377,0.98,1055.01,15.73,20,59,0
03/18/2010 10:38:57,42.36512,-71.10402,0.94,1055.79,16.05,24,59,0
03/18/2010 10:38:58,42.365334,-71.10377,0.98,1055.79,15.73,30,59,0
03/18/2010 10:38:59,42.3654,-71.10374,0.94,1055.01,15.73,16,59,0
03/18/2010 10:39:00,42.3654,-71.10374,0.98,1055.01,15.73,45,59,1
03/18/2010 10:39:02,42.365616,-71.10378,1.09,1046.32,15.73,22,59,1
03/18/2010 10:39:03,,,1.02,1039.05,15.73,13, ,1
03/18/2010 10:39:04,42.36568,-71.10363,1.05,1039.05,15.73,10,59,2
03/18/2010 10:39:05,42.365635,-71.1038,1.21,1042.30,15.73,15,59,3
03/18/2010 10:39:06,42.365665,-71.10378,1.13,1044.72,15.73,8,59,2
03/18/2010 10:39:07,42.365635,-71.10388,1.41,1043.92,15.73,14,59,2
03/18/2010 10:39:08,42.365665,-71.10385,1.13,1046.32,15.73,10,59,2
03/18/2010 10:39:09,42.365746,-71.10372,1.25,1047.12,15.73,15,59,2
03/18/2010 10:39:10,42.365837,-71.103615,1.13,1047.12,15.73,24,59,2
03/18/2010 10:39:11,42.36568,-71.10391,1.21,1047.92,15.73,20,59,1
03/18/2010 10:39:12,42.365746,-71.10375,0.94,1049.51,15.73,14,59,2
03/18/2010 10:39:14,42.365837,-71.10371,0.90,1048.71,15.73,30,59,1
03/18/2010 10:39:15,,,1.21,1048.71,15.73,14, ,1
03/18/2010 10:39:16,42.36603,-71.10337,1.05,1049.51,15.73,16,59,0
03/18/2010 10:39:17,42.366,-71.103516,0.94,1047.92,15.73,11,59,0
03/18/2010 10:39:18,42.365868,-71.10412,0.94,1048.71,15.73,18,59,0
03/18/2010 10:39:19,42.365982,-71.10385,0.94,1050.30,15.73,16,59,0
03/18/2010 10:39:20,42.36578,-71.10398,0.98,1049.51,15.73,24,59,0
03/18/2010 10:39:21,42.365932,-71.10325,0.94,1049.51,15.73,20,65532,0
03/18/2010 10:39:22,42.366,-71.10315,0.94,1049.51,15.73,29,65527,0
03/18/2010 10:39:24,42.366096,-71.102974,0.94,1048.71,15.73,26,65522,0
03/18/2010 10:39:25,42.36608,-71.103065,0.94,1048.71,15.73,29,65525,0
03/18/2010 10:39:26,42.366066,-71.10315,0.98,1048.71,15.73,19,65528,0
03/18/2010 10:39:27,42.366047,-71.10318,0.94,1048.71,15.73,13,65529,0
03/18/2010 10:39:28,42.366066,-71.103195,0.94,1048.71,15.73,18,65529,0
03/18/2010 10:39:29,42.36608,-71.10315,0.98,1048.71,15.73,32,65527,0
