time,latitude,longitude,acceleration,light,temperature,sound,volts,altitude,pedometer
06/22/2010 16:41:36,+00.00,+00.00,+0040,+0358,+0021,+0332,1.0,+00000,1.0
06/22/2010 16:41:37,+00.00,+00.00,+0040,+0359,+0021,+0354,1.0,+00000,1.0
06/22/2010 16:41:38,+00.00,+00.00,+0040,+0359,+0021,+0381,1.0,+00000,1.0
06/22/2010 16:41:39,+00.00,+00.00,+0040,+0359,+0021,+0434,1.0,+00000,1.0
06/22/2010 16:41:40,+00.00,+00.00,+0040,+0359,+0021,+0437,1.0,+00000,1.0
06/22/2010 16:41:41,+00.00,+00.00,+0040,+0359,+0021,+0388,1.0,+00000,1.0
06/22/2010 16:41:42,+00.00,+00.00,+0040,+0359,+0021,+0363,1.0,+00000,1.0
06/22/2010 16:41:43,+00.00,+00.00,+0030,+0357,+0021,+0362,1.0,+00000,1.0
06/22/2010 16:41:44,+00.00,+00.00,+0040,+0357,+0021,+0489,1.0,+00000,1.0
06/22/2010 16:41:45,+00.00,+00.00,+0040,+0356,+0021,+0408,1.0,+00000,1.0
06/22/2010 16:41:46,+00.00,+00.00,+0040,+0355,+0021,+0408,1.0,+00000,1.0
06/22/2010 16:41:47,+00.00,+00.00,+0040,+0354,+0021,+0425,1.0,+00000,1.0
06/22/2010 16:41:48,+00.00,+00.00,+0040,+0353,+0021,+0427,1.0,+00000,1.0
06/22/2010 16:41:49,+00.00,+00.00,+0040,+0352,+0021,+0396,1.0,+00000,1.0
06/22/2010 16:41:50,+00.00,+00.00,+0030,+0352,+0021,+0336,1.0,+00000,1.0
06/22/2010 16:41:51,+00.00,+00.00,+0040,+0351,+0021,+0335,1.0,+00000,1.0
06/22/2010 16:41:52,+00.00,+00.00,+0040,+0350,+0021,+0362,1.0,+00000,1.0
06/22/2010 16:41:53,+00.00,+00.00,+0030,+0349,+0021,+0389,1.0,+00000,1.0
06/22/2010 16:41:54,+00.00,+00.00,+0040,+0350,+0021,+0396,1.0,+00000,1.0
06/22/2010 16:41:55,+00.00,+00.00,+0030,+0351,+0021,+0386,1.0,+00000,1.0
