time,latitude,longitude,acceleration,light,temperature,sound,volts,altitude,pedometer
06/22/2010 19:47:02,+42.3655,-71.1037,+0020,+0748,+0024,+0374,1.0,+00030,1.0
06/22/2010 19:47:03,+42.3655,-71.1037,+0020,+0748,+0024,+0405,1.0,+00028,1.0
06/22/2010 19:47:04,+42.3655,-71.1037,+0020,+0747,+0024,+0450,1.0,+00026,1.0
06/22/2010 19:47:05,+42.3655,-71.1037,+0020,+0746,+0024,+0356,1.0,+00024,1.0
06/22/2010 19:47:06,+42.3655,-71.1037,+0020,+0745,+0024,+0383,1.0,+00024,1.0
06/22/2010 19:47:07,+42.3655,-71.1037,+0020,+0744,+0024,+0364,1.0,+00024,1.0
06/22/2010 19:47:08,+42.3655,-71.1037,+0040,+0743,+0024,+0428,1.0,+00026,1.0
06/22/2010 19:47:09,+42.3655,-71.1037,+0040,+0744,+0024,+0391,1.0,+00027,1.0
06/22/2010 19:47:10,+42.3655,-71.1037,+0030,+0744,+0024,+0418,1.0,+00028,1.0
06/22/2010 19:47:11,+42.3655,-71.1037,+0030,+0744,+0024,+0380,1.0,+00030,1.0
06/22/2010 19:47:12,+42.3655,-71.1037,+0030,+0744,+0024,+0321,1.0,+00032,1.0
06/22/2010 19:47:13,+42.3655,-71.1037,+0040,+0744,+0024,+0503,1.0,+00035,1.0
06/22/2010 19:47:14,+42.3655,-71.1038,+0040,+0744,+0024,+0347,1.0,+00038,1.0
06/22/2010 19:47:15,+42.3655,-71.1038,+0040,+0744,+0024,+0470,1.0,+00039,1.0
06/22/2010 19:47:16,+42.3655,-71.1038,+0030,+0745,+0024,+0362,1.0,+00038,1.0
06/22/2010 19:47:17,+42.3655,-71.1037,+0030,+0744,+0024,+0378,1.0,+00038,1.0
06/22/2010 19:47:18,+42.3655,-71.1037,+0030,+0745,+0024,+0414,1.0,+00037,1.0
06/22/2010 19:47:19,+42.3655,-71.1037,+0030,+0745,+0024,+0357,1.0,+00035,1.0
06/22/2010 19:47:20,+42.3655,-71.1037,+0030,+0746,+0024,+0351,1.0,+00035,1.0
06/22/2010 19:47:21,+42.3655,-71.1037,+0030,+0746,+0024,+0371,1.0,+00035,1.0
06/22/2010 19:47:22,+42.3655,-71.1037,+0040,+0746,+0024,+0344,1.0,+00035,1.0
06/22/2010 19:47:23,+42.3655,-71.1037,+0040,+0746,+0024,+0396,1.0,+00038,1.0
06/22/2010 19:47:24,+42.3655,-71.1037,+0030,+0745,+0024,+0309,1.0,+00039,1.0
06/22/2010 19:47:25,+42.3655,-71.1037,+0030,+0744,+0024,+0456,1.0,+00042,1.0
06/22/2010 19:47:26,+42.3655,-71.1037,+0030,+0743,+0024,+0400,1.0,+00044,1.0
06/22/2010 19:47:27,+42.3655,-71.1037,+0040,+0743,+0024,+0340,1.0,+00046,1.0
06/22/2010 19:47:28,+42.3655,-71.1037,+0040,+0743,+0024,+0344,1.0,+00049,1.0
06/22/2010 19:47:29,+42.3654,-71.1037,+0030,+0743,+0024,+0437,1.0,+00051,1.0
06/22/2010 19:47:30,+42.3654,-71.1037,+0040,+0744,+0024,+0379,1.0,+00054,1.0
06/22/2010 19:47:31,+42.3654,-71.1037,+0040,+0744,+0024,+0190,1.0,+00055,1.0
06/22/2010 19:47:32,+42.3654,-71.1037,+0040,+0745,+0024,+0399,1.0,+00055,1.0
06/22/2010 19:47:33,+42.3654,-71.1037,+0030,+0746,+0024,+0523,1.0,+00053,1.0
06/22/2010 19:47:34,+42.3655,-71.1037,+0040,+0748,+0024,+0373,1.0,+00051,1.0
06/22/2010 19:47:35,+42.3655,-71.1037,+0030,+0749,+0024,+0315,1.0,+00051,1.0
06/22/2010 19:47:36,+42.3655,-71.1037,+0040,+0750,+0024,+0355,1.0,+00050,1.0
06/22/2010 19:47:37,+42.3655,-71.1037,+0040,+0751,+0024,+0400,1.0,+00050,1.0
06/22/2010 19:47:38,+42.3655,-71.1037,+0040,+0751,+0024,+0403,1.0,+00050,1.0
06/22/2010 19:47:39,+42.3655,-71.1037,+0040,+0752,+0024,+0351,1.0,+00048,1.0
06/22/2010 19:47:40,+42.3655,-71.1037,+0040,+0752,+0024,+0371,1.0,+00048,1.0
06/22/2010 19:47:41,+42.3655,-71.1038,+0040,+0753,+0024,+0399,1.0,+00047,1.0
06/22/2010 19:47:42,+42.3655,-71.1038,+0040,+0753,+0024,+0363,1.0,+00047,1.0
06/22/2010 19:47:43,+42.3655,-71.1038,+0040,+0753,+0024,+0460,1.0,+00047,1.0
06/22/2010 19:47:44,+42.3655,-71.1038,+0040,+0753,+0024,+0373,1.0,+00047,1.0
06/22/2010 19:47:45,+42.3655,-71.1038,+0040,+0753,+0024,+0419,1.0,+00047,1.0
06/22/2010 19:47:46,+42.3655,-71.1038,+0040,+0754,+0024,+0406,1.0,+00046,1.0
06/22/2010 19:47:47,+42.3655,-71.1038,+0040,+0753,+0024,+0366,1.0,+00047,1.0
06/22/2010 19:47:48,+42.3655,-71.1038,+0040,+0753,+0024,+0352,1.0,+00046,1.0
06/22/2010 19:47:49,+42.3655,-71.1038,+0040,+0753,+0024,+0348,1.0,+00046,1.0
06/22/2010 19:47:50,+42.3655,-71.1038,+0030,+0753,+0024,+0370,1.0,+00045,1.0
06/22/2010 19:47:51,+42.3655,-71.1038,+0040,+0752,+0024,+0371,1.0,+00044,1.0
06/22/2010 19:47:52,+42.3655,-71.1038,+0040,+0752,+0024,+0379,1.0,+00043,1.0
06/22/2010 19:47:53,+42.3655,-71.1038,+0040,+0752,+0024,+0341,1.0,+00040,1.0
06/22/2010 19:47:54,+42.3655,-71.1038,+0040,+0752,+0024,+0404,1.0,+00037,1.0
06/22/2010 19:47:55,+42.3655,-71.1039,+0040,+0751,+0024,+0356,1.0,+00035,1.0
06/22/2010 19:47:56,+42.3655,-71.1039,+0040,+0751,+0024,+0452,1.0,+00033,1.0
06/22/2010 19:47:57,+42.3655,-71.1039,+0040,+0751,+0024,+0357,1.0,+00031,1.0
06/22/2010 19:47:58,+42.3655,-71.1039,+0040,+0751,+0024,+0411,1.0,+00029,1.0
06/22/2010 19:47:59,+42.3655,-71.1039,+0040,+0752,+0024,+0385,1.0,+00025,1.0
06/22/2010 19:48:00,+42.3655,-71.1039,+0040,+0752,+0024,+0364,1.0,+00023,1.0
06/22/2010 19:48:01,+42.3655,-71.1038,+0040,+0753,+0024,+0413,1.0,+00021,1.0
06/22/2010 19:48:02,+42.3655,-71.1038,+0040,+0753,+0024,+0387,1.0,+00021,1.0
06/22/2010 19:48:03,+42.3655,-71.1038,+0030,+0753,+0025,+0388,1.0,+00017,1.0
06/22/2010 19:48:04,+42.3655,-71.1038,+0040,+0753,+0024,+0381,1.0,+00015,1.0
06/22/2010 19:48:05,+42.3656,-71.1038,+0040,+0753,+0025,+0333,1.0,+00013,1.0
06/22/2010 19:48:06,+42.3656,-71.1038,+0040,+0753,+0024,+0428,1.0,+00012,1.0
06/22/2010 19:48:07,+42.3656,-71.1038,+0040,+0753,+0025,+0518,1.0,+00011,1.0
06/22/2010 19:48:08,+42.3656,-71.1038,+0040,+0752,+0025,+0441,1.0,+00012,1.0
06/22/2010 19:48:09,+42.3656,-71.1038,+0040,+0751,+0025,+0349,1.0,+00010,1.0
06/22/2010 19:48:10,+42.3656,-71.1038,+0040,+0750,+0024,+0437,1.0,+00006,1.0
06/22/2010 19:48:11,+42.3656,-71.1038,+0040,+0749,+0024,+0435,1.0,+00001,1.0
06/22/2010 19:48:12,+42.3656,-71.1038,+0040,+0748,+0024,+0417,1.0,+00000,1.0
06/22/2010 19:48:13,+42.3656,-71.1038,+0040,+0747,+0024,+0364,1.0,-00003,1.0
06/22/2010 19:48:14,+42.3656,-71.1038,+0040,+0746,+0025,+0371,1.0,-00005,1.0
06/22/2010 19:48:15,+42.3656,-71.1038,+0040,+0745,+0024,+0423,1.0,-00007,1.0
06/22/2010 19:48:16,+42.3656,-71.1038,+0040,+0744,+0024,+0367,1.0,-00010,1.0
06/22/2010 19:48:17,+42.3656,-71.1038,+0040,+0744,+0024,+0375,1.0,-00013,1.0
06/22/2010 19:48:18,+42.3656,-71.1038,+0040,+0744,+0024,+0341,1.0,-00014,1.0
06/22/2010 19:48:19,+42.3656,-71.1038,+0040,+0744,+0024,+0338,1.0,-00013,1.0
06/22/2010 19:48:20,+42.3656,-71.1038,+0040,+0744,+0024,+0395,1.0,-00016,1.0
06/22/2010 19:48:21,+42.3656,-71.1038,+0030,+0744,+0024,+0416,1.0,-00018,1.0
06/22/2010 19:48:22,+42.3656,-71.1037,+0030,+0744,+0024,+0395,1.0,-00018,1.0
06/22/2010 19:48:23,+42.3656,-71.1038,+0040,+0745,+0024,+0384,1.0,-00018,1.0
06/22/2010 19:48:24,+42.3656,-71.1038,+0040,+0745,+0024,+0375,1.0,-00017,1.0
06/22/2010 19:48:25,+42.3656,-71.1038,+0030,+0746,+0024,+0387,1.0,-00017,1.0
06/22/2010 19:48:26,+42.3656,-71.1037,+0050,+0746,+0024,+0383,1.0,-00016,1.0
06/22/2010 19:48:27,+42.3656,-71.1037,+0040,+0746,+0024,+0382,1.0,-00015,1.0
06/22/2010 19:48:28,+42.3656,-71.1037,+0040,+0746,+0024,+0456,1.0,-00013,1.0
06/22/2010 19:48:29,+42.3656,-71.1037,+0040,+0745,+0024,+0440,1.0,-00013,1.0
06/22/2010 19:48:30,+42.3656,-71.1037,+0040,+0744,+0024,+0390,1.0,-00012,1.0
06/22/2010 19:48:31,+42.3656,-71.1037,+0040,+0744,+0024,+0409,1.0,-00012,1.0
06/22/2010 19:48:32,+42.3656,-71.1037,+0040,+0744,+0024,+0423,1.0,-00010,1.0
06/22/2010 19:48:33,+42.3656,-71.1037,+0040,+0743,+0024,+0397,1.0,-00009,1.0
06/22/2010 19:48:34,+42.3656,-71.1037,+0040,+0743,+0024,+0397,1.0,-00007,1.0
06/22/2010 19:48:35,+42.3656,-71.1037,+0040,+0744,+0024,+0374,1.0,-00005,1.0
06/22/2010 19:48:36,+42.3656,-71.1037,+0040,+0744,+0024,+0356,1.0,-00003,1.0
06/22/2010 19:48:37,+42.3656,-71.1037,+0040,+0746,+0024,+0408,1.0,+00000,1.0
06/22/2010 19:48:38,+42.3656,-71.1037,+0040,+0747,+0024,+0421,1.0,+00002,1.0
06/22/2010 19:48:39,+42.3656,-71.1037,+0040,+0748,+0024,+0340,1.0,+00007,1.0
06/22/2010 19:48:40,+42.3656,-71.1037,+0040,+0749,+0024,+0335,1.0,+00009,1.0
06/22/2010 19:48:41,+42.3655,-71.1037,+0030,+0749,+0024,+0362,1.0,+00012,1.0
