time,latitude,longitude,acceleration,light,temperature,sound,volts,altitude,pedometer
6/22/2010 16:42,42.3655,-71.1038,40,375,21,307,1,28,1
6/22/2010 16:42,42.3655,-71.1039,30,375,21,275,1,26,1
6/22/2010 16:42,42.3655,-71.1039,40,376,21,331,1,24,1
6/22/2010 16:42,42.3655,-71.1038,30,376,21,383,1,21,1
6/22/2010 16:42,42.3655,-71.1039,30,377,21,399,1,20,1
6/22/2010 16:42,42.3655,-71.1039,40,378,21,393,1,19,1
6/22/2010 16:42,42.3654,-71.1039,40,378,21,293,1,33,1
6/22/2010 16:42,42.3655,-71.1039,30,377,21,398,1,30,1
6/22/2010 16:42,42.3655,-71.1039,30,377,21,389,1,28,1
6/22/2010 16:42,42.3655,-71.1039,30,377,21,382,1,27,1
6/22/2010 16:42,42.3655,-71.1039,40,377,21,389,1,26,1
6/22/2010 16:42,42.3655,-71.1039,40,378,21,386,1,29,1
6/22/2010 16:42,42.3655,-71.1039,30,377,21,413,1,29,1
6/22/2010 16:42,42.3655,-71.1039,40,377,21,304,1,29,1
6/22/2010 16:42,42.3655,-71.1039,30,376,21,368,1,29,1
6/22/2010 16:42,42.3655,-71.1039,40,377,21,367,1,31,1
6/22/2010 16:43,42.3654,-71.1039,40,377,21,328,1,32,1
6/22/2010 16:43,42.3654,-71.1039,40,377,21,389,1,33,1
6/22/2010 16:43,42.3654,-71.104,40,378,21,348,1,35,1
6/22/2010 16:43,42.3654,-71.104,40,378,21,357,1,37,1
6/22/2010 16:43,42.3654,-71.104,30,377,21,356,1,38,1
6/22/2010 16:43,42.3654,-71.104,40,378,21,322,1,40,1
6/22/2010 16:43,42.3654,-71.1041,40,378,21,406,1,40,1
6/22/2010 16:43,42.3654,-71.1041,40,378,21,298,1,41,1
6/22/2010 16:43,42.3654,-71.1042,40,378,21,360,1,42,1
6/22/2010 16:43,42.3654,-71.1042,40,379,21,389,1,42,1
6/22/2010 16:43,42.3653,-71.1042,40,381,21,314,1,44,1
6/22/2010 16:43,42.3652,-71.1041,40,381,21,395,1,47,1
6/22/2010 16:43,42.3653,-71.104,40,381,21,447,1,47,1
6/22/2010 16:43,42.3653,-71.1039,40,381,21,454,1,48,1
6/22/2010 16:43,42.3653,-71.104,30,381,21,430,1,48,1
6/22/2010 16:43,42.3653,-71.104,30,382,21,399,1,47,1
6/22/2010 16:43,42.3653,-71.104,40,382,21,390,1,47,1
6/22/2010 16:43,42.3653,-71.104,40,382,21,495,1,44,1
6/22/2010 16:43,42.3653,-71.104,40,382,21,380,1,43,1
6/22/2010 16:43,42.3654,-71.104,40,382,21,379,1,39,1
6/22/2010 16:43,42.3654,-71.104,30,382,21,301,1,37,1
6/22/2010 16:43,42.3654,-71.104,40,382,21,399,1,35,1
6/22/2010 16:43,42.3655,-71.1039,40,382,21,423,1,32,1
6/22/2010 16:43,42.3655,-71.1039,40,381,21,377,1,32,1
6/22/2010 16:43,42.3655,-71.1039,40,381,21,445,1,32,1
6/22/2010 16:43,42.3655,-71.1039,40,380,21,379,1,32,1
6/22/2010 16:43,42.3655,-71.1039,40,378,21,466,1,34,1
6/22/2010 16:43,42.3655,-71.1039,40,377,21,305,1,33,1
6/22/2010 16:43,42.3655,-71.1039,40,380,21,420,1,33,1
6/22/2010 16:43,42.3655,-71.1039,30,381,21,368,1,32,1
6/22/2010 16:43,42.3655,-71.1039,40,380,21,352,1,33,1
6/22/2010 16:43,42.3655,-71.1039,40,379,21,368,1,35,1
6/22/2010 16:43,42.3654,-71.1039,40,378,21,375,1,39,1
6/22/2010 16:43,42.3654,-71.1038,30,377,21,330,1,40,1
6/22/2010 16:43,42.3654,-71.1039,40,376,21,302,1,43,1
6/22/2010 16:43,42.3654,-71.1039,40,378,21,350,1,48,1
6/22/2010 16:43,42.3654,-71.1039,30,378,21,372,1,51,1
6/22/2010 16:43,42.3654,-71.1039,40,378,21,306,1,55,1
6/22/2010 16:43,42.3653,-71.1039,40,378,21,382,1,59,1
6/22/2010 16:43,42.3653,-71.1039,40,378,21,394,1,64,1
6/22/2010 16:43,42.3653,-71.1039,40,377,21,379,1,68,1
6/22/2010 16:43,42.3653,-71.1039,40,377,21,371,1,71,1
6/22/2010 16:43,42.3652,-71.104,30,376,21,396,1,76,1
6/22/2010 16:43,42.3652,-71.104,40,376,21,426,1,81,1
6/22/2010 16:43,42.3652,-71.104,40,374,21,325,1,88,1
6/22/2010 16:43,42.3651,-71.104,40,376,21,387,1,91,1
6/22/2010 16:43,42.3651,-71.104,40,376,21,372,1,95,1
6/22/2010 16:43,42.3651,-71.1039,40,376,21,392,1,99,1
6/22/2010 16:43,42.3651,-71.1039,40,378,21,329,1,102,1
6/22/2010 16:43,42.3651,-71.1039,30,378,21,364,1,105,1
6/22/2010 16:43,42.3651,-71.1039,40,379,21,316,1,106,1
6/22/2010 16:43,42.3651,-71.1039,40,380,21,404,1,106,1
6/22/2010 16:43,42.3651,-71.1039,40,380,21,285,1,105,1
6/22/2010 16:43,42.3651,-71.1039,40,380,21,361,1,105,1
6/22/2010 16:44,42.3651,-71.1039,40,380,21,327,1,104,1
6/22/2010 16:44,42.3651,-71.1039,40,381,21,401,1,103,1
6/22/2010 16:44,42.3651,-71.1039,40,382,21,325,1,102,1
6/22/2010 16:44,42.3651,-71.1039,30,382,21,345,1,101,1
6/22/2010 16:44,42.3651,-71.1039,40,382,21,391,1,100,1
6/22/2010 16:44,42.3651,-71.1039,30,382,21,458,1,99,1
6/22/2010 16:44,42.3651,-71.1039,40,382,21,471,1,99,1
6/22/2010 16:44,42.3651,-71.1038,40,382,21,501,1,100,1
6/22/2010 16:44,42.3651,-71.1038,40,382,21,387,1,100,1
6/22/2010 16:44,42.3651,-71.1038,40,382,21,429,1,100,1
6/22/2010 16:44,42.3651,-71.1038,40,382,21,274,1,100,1
6/22/2010 16:44,42.3652,-71.1037,40,383,21,357,1,94,1
6/22/2010 16:44,42.3652,-71.1037,40,384,21,421,1,90,1
6/22/2010 16:44,42.3652,-71.1037,40,385,21,364,1,87,1
6/22/2010 16:44,42.3652,-71.1037,40,385,21,313,1,87,1
6/22/2010 16:44,42.3652,-71.1037,40,385,21,418,1,87,1
6/22/2010 16:44,42.3653,-71.1037,40,386,21,443,1,84,1
6/22/2010 16:44,42.3653,-71.1037,30,387,21,385,1,81,1
6/22/2010 16:44,42.3653,-71.1037,40,388,21,434,1,77,1
6/22/2010 16:44,42.3653,-71.1037,40,390,21,444,1,73,1
6/22/2010 16:44,42.3653,-71.1037,30,392,21,380,1,70,1
6/22/2010 16:44,42.3653,-71.1037,30,393,21,299,1,68,1
6/22/2010 16:44,42.3653,-71.1037,30,394,21,445,1,66,1
6/22/2010 16:44,42.3653,-71.1038,40,395,21,353,1,65,1
6/22/2010 16:44,42.3653,-71.1038,40,396,21,401,1,64,1
6/22/2010 16:44,42.3653,-71.1038,40,396,21,408,1,63,1
6/22/2010 16:44,42.3653,-71.1038,30,396,21,356,1,62,1
6/22/2010 16:44,42.3653,-71.1038,30,397,21,373,1,63,1
6/22/2010 16:44,42.3653,-71.1037,40,397,21,412,1,64,1
6/22/2010 16:44,42.3653,-71.1037,30,398,21,416,1,64,1
6/22/2010 16:44,42.3653,-71.1037,40,398,21,396,1,64,1
6/22/2010 16:44,42.3653,-71.1037,40,399,21,321,1,63,1
6/22/2010 16:44,42.3653,-71.1037,30,400,21,284,1,63,1
6/22/2010 16:44,42.3653,-71.1037,40,400,21,380,1,61,1
6/22/2010 16:44,42.3653,-71.1037,40,400,21,370,1,62,1
6/22/2010 16:44,42.3653,-71.1037,30,400,21,332,1,63,1
6/22/2010 16:44,42.3653,-71.1037,40,400,21,462,1,64,1
6/22/2010 16:44,42.3653,-71.1037,40,399,21,439,1,65,1
6/22/2010 16:44,42.3653,-71.1038,40,399,21,318,1,65,1
6/22/2010 16:44,42.3653,-71.1038,40,399,21,339,1,64,1
6/22/2010 16:44,42.3653,-71.1038,40,399,21,389,1,64,1
6/22/2010 16:44,42.3653,-71.1038,40,400,21,382,1,63,1
6/22/2010 16:44,42.3653,-71.1038,40,401,21,380,1,63,1
6/22/2010 16:44,42.3653,-71.1038,40,402,21,368,1,61,1
6/22/2010 16:44,42.3653,-71.1038,40,403,21,379,1,61,1
6/22/2010 16:44,42.3653,-71.1038,40,404,21,374,1,63,1
6/22/2010 16:44,42.3653,-71.1038,40,404,21,348,1,65,1
6/22/2010 16:44,42.3653,-71.1037,40,404,21,321,1,66,1
6/22/2010 16:44,42.3653,-71.1037,40,405,21,311,1,68,1
6/22/2010 16:44,42.3653,-71.1037,40,403,21,332,1,69,1
6/22/2010 16:44,42.3653,-71.1037,40,400,21,378,1,71,1
6/22/2010 16:44,42.3653,-71.1037,40,400,21,369,1,73,1
6/22/2010 16:44,42.3653,-71.1037,40,398,21,397,1,75,1
6/22/2010 16:44,42.3653,-71.1038,40,402,21,429,1,76,1
6/22/2010 16:44,42.3653,-71.1037,30,401,21,382,1,79,1
6/22/2010 16:44,42.3653,-71.1037,40,402,21,434,1,81,1
6/22/2010 16:44,42.3653,-71.1037,40,403,21,409,1,82,1
6/22/2010 16:44,42.3653,-71.1037,30,403,21,392,1,85,1
6/22/2010 16:44,42.3653,-71.1037,40,404,21,384,1,86,1
6/22/2010 16:44,42.3653,-71.1037,40,405,21,390,1,87,1
6/22/2010 16:45,42.3653,-71.1037,40,405,21,389,1,88,1
6/22/2010 16:45,42.3653,-71.1036,30,405,21,360,1,90,1
6/22/2010 16:45,42.3653,-71.1036,40,401,21,376,1,92,1
6/22/2010 16:45,42.3652,-71.1036,40,401,21,337,1,93,1
6/22/2010 16:45,42.3652,-71.1036,40,400,21,314,1,93,1
6/22/2010 16:45,42.3652,-71.1036,30,402,21,351,1,94,1
6/22/2010 16:45,42.3652,-71.1037,30,402,21,360,1,94,1
6/22/2010 16:45,42.3652,-71.1037,40,404,21,358,1,94,1
6/22/2010 16:45,42.3652,-71.1036,40,405,21,341,1,93,1
6/22/2010 16:45,42.3652,-71.1036,40,406,21,385,1,94,1
6/22/2010 16:45,42.3652,-71.1036,30,407,21,385,1,93,1
6/22/2010 16:45,42.3653,-71.1036,30,408,21,317,1,94,1
6/22/2010 16:45,42.3652,-71.1036,40,408,21,274,1,96,1
6/22/2010 16:45,42.3652,-71.1035,30,409,21,360,1,97,1
6/22/2010 16:45,42.3652,-71.1035,40,410,21,378,1,99,1
6/22/2010 16:45,42.3652,-71.1035,30,412,21,310,1,102,1
6/22/2010 16:45,42.3652,-71.1035,40,412,21,368,1,102,1
6/22/2010 16:45,42.3652,-71.1035,40,414,21,378,1,102,1
6/22/2010 16:45,42.3652,-71.1035,40,415,21,365,1,103,1
6/22/2010 16:45,42.3652,-71.1035,40,416,21,363,1,103,1
6/22/2010 16:45,42.3653,-71.1034,40,416,21,433,1,104,1
6/22/2010 16:45,42.3653,-71.1034,40,416,21,388,1,104,1
6/22/2010 16:45,42.3653,-71.1034,40,415,21,421,1,104,1
6/22/2010 16:45,42.3653,-71.1034,30,415,21,313,1,104,1
6/22/2010 16:45,42.3654,-71.1034,30,415,21,321,1,104,1
6/22/2010 16:45,42.3654,-71.1034,40,415,21,342,1,103,1
6/22/2010 16:45,42.3654,-71.1034,40,415,21,489,1,102,1
6/22/2010 16:45,42.3654,-71.1034,40,414,21,455,1,101,1
6/22/2010 16:45,42.3654,-71.1034,40,414,21,365,1,99,1
6/22/2010 16:45,42.3654,-71.1035,40,414,21,321,1,98,1
6/22/2010 16:45,42.3654,-71.1035,40,414,21,340,1,97,1
6/22/2010 16:45,42.3655,-71.1035,40,414,21,376,1,96,1
6/22/2010 16:45,42.3655,-71.1035,40,414,21,441,1,95,1
6/22/2010 16:45,42.3655,-71.1034,40,413,21,376,1,93,1
6/22/2010 16:45,42.3655,-71.1034,40,413,21,401,1,93,1
6/22/2010 16:45,42.3655,-71.1034,40,413,21,368,1,90,1
6/22/2010 16:45,42.3655,-71.1035,40,413,21,376,1,89,1
6/22/2010 16:45,42.3655,-71.1035,40,411,21,305,1,88,1
6/22/2010 16:45,42.3655,-71.1035,30,411,21,439,1,89,1
6/22/2010 16:45,42.3654,-71.1035,40,410,21,403,1,91,1
6/22/2010 16:45,42.3654,-71.1035,40,409,21,282,1,93,1
6/22/2010 16:45,42.3654,-71.1035,40,409,21,302,1,94,1
6/22/2010 16:45,42.3654,-71.1035,40,409,21,351,1,95,1
6/22/2010 16:45,42.3654,-71.1035,40,410,21,353,1,96,1
6/22/2010 16:45,42.3654,-71.1035,40,410,21,325,1,95,1
6/22/2010 16:45,42.3655,-71.1035,40,410,21,362,1,94,1
6/22/2010 16:45,42.3655,-71.1034,40,411,21,402,1,94,1
6/22/2010 16:45,42.3655,-71.1034,40,410,21,420,1,93,1
6/22/2010 16:45,42.3655,-71.1035,40,410,21,454,1,91,1
6/22/2010 16:45,42.3656,-71.1034,40,410,21,347,1,90,1
6/22/2010 16:45,42.3656,-71.1034,40,411,21,377,1,91,1
6/22/2010 16:45,42.3656,-71.1034,40,412,21,365,1,91,1
6/22/2010 16:45,42.3656,-71.1034,30,413,21,375,1,90,1
6/22/2010 16:45,42.3657,-71.1034,40,413,21,368,1,89,1
6/22/2010 16:45,42.3657,-71.1034,40,414,21,384,1,88,1
6/22/2010 16:45,42.3657,-71.1034,40,414,21,441,1,88,1
6/22/2010 16:46,42.3658,-71.1034,40,415,21,419,1,87,1
6/22/2010 16:46,42.3658,-71.1034,40,415,21,326,1,86,1
6/22/2010 16:46,42.3658,-71.1034,40,415,21,343,1,86,1
6/22/2010 16:46,42.3658,-71.1034,40,414,21,274,1,86,1
6/22/2010 16:46,42.3658,-71.1033,40,411,21,407,1,85,1
6/22/2010 16:46,42.3659,-71.1033,40,409,21,404,1,84,1
6/22/2010 16:46,42.3659,-71.1033,40,411,21,368,1,82,1
6/22/2010 16:46,42.3659,-71.1033,40,414,21,389,1,82,1
6/22/2010 16:46,42.3659,-71.1033,30,414,21,375,1,81,1
6/22/2010 16:46,42.366,-71.1033,30,415,21,410,1,80,1
6/22/2010 16:46,42.366,-71.1033,40,417,21,389,1,81,1
6/22/2010 16:46,42.366,-71.1032,40,416,21,386,1,80,1
6/22/2010 16:46,42.3661,-71.1031,40,417,21,462,1,77,1
6/22/2010 16:46,42.3661,-71.103,40,416,21,413,1,76,1
6/22/2010 16:46,42.3661,-71.1029,30,416,21,350,1,76,1
6/22/2010 16:46,42.3661,-71.1032,40,419,21,407,1,73,1
6/22/2010 16:46,42.3658,-71.1034,30,417,21,396,1,74,1
6/22/2010 16:46,42.3653,-71.1036,40,416,21,365,1,75,1
6/22/2010 16:46,42.3653,-71.1037,30,416,21,376,1,75,1
6/22/2010 16:46,42.3653,-71.1037,40,415,21,453,1,75,1
6/22/2010 16:46,42.3652,-71.1037,30,414,21,401,1,75,1
6/22/2010 16:46,42.3653,-71.1034,40,413,21,342,1,72,1
6/22/2010 16:46,42.3655,-71.1034,40,413,21,383,1,71,1
6/22/2010 16:46,42.3655,-71.1034,40,413,21,339,1,71,1
6/22/2010 16:46,42.3655,-71.1034,40,413,21,381,1,70,1
6/22/2010 16:46,42.3655,-71.1035,40,414,21,377,1,70,1
6/22/2010 16:46,42.3656,-71.1035,40,414,21,288,1,69,1
6/22/2010 16:46,42.3656,-71.1035,40,414,21,452,1,69,1
6/22/2010 16:46,42.3656,-71.1035,30,414,21,391,1,69,1
6/22/2010 16:46,42.3657,-71.1035,30,415,21,367,1,69,1
6/22/2010 16:46,42.3657,-71.1035,40,416,21,361,1,70,1
6/22/2010 16:46,42.3658,-71.1034,40,416,21,379,1,67,1
6/22/2010 16:47,42.3658,-71.1034,40,417,21,382,1,67,1
6/22/2010 16:47,42.3658,-71.1034,30,418,21,373,1,64,1
6/22/2010 16:47,42.3658,-71.1034,40,418,21,379,1,64,1
6/22/2010 16:47,42.3658,-71.1034,40,417,21,386,1,64,1
6/22/2010 16:47,42.3659,-71.1034,30,416,21,372,1,65,1
