time,light,temperature,temperature probe
09/09/2010 13:52:15,816.06,-18.11,565
09/09/2010 13:52:16,812.42,-18.11,565
09/09/2010 13:52:17,822.10,-18.11,565
09/09/2010 13:52:18,825.70,-17.78,564
09/09/2010 13:52:19,826.89,-17.78,564
09/09/2010 13:52:20,826.89,-17.78,564
09/09/2010 13:52:22,826.89,-17.78,563
09/09/2010 13:52:23,826.89,-17.78,563
09/09/2010 13:52:24,826.89,-17.46,563
09/09/2010 13:52:25,826.89,-17.46,563
09/09/2010 13:52:26,826.89,-17.46,563
09/09/2010 13:52:27,826.89,-17.46,562
09/09/2010 13:52:28,826.89,-17.46,562
09/09/2010 13:52:29,826.89,-17.46,562
09/09/2010 13:52:30,826.89,-17.46,562
09/09/2010 13:52:31,826.89,-17.46,561
09/09/2010 13:52:32,826.89,-17.14,561
09/09/2010 13:52:32,826.89,-17.14,561
09/09/2010 13:52:34,826.89,-17.14,561
09/09/2010 13:52:35,826.89,-17.14,561
09/09/2010 13:52:37,826.89,-17.14,560
09/09/2010 13:52:38,826.89,-17.14,560
09/09/2010 13:52:39,826.89,-17.14,560
09/09/2010 13:52:40,826.89,-16.82,560
09/09/2010 13:52:41,826.89,-16.82,559
09/09/2010 13:52:42,826.89,-16.82,559
09/09/2010 13:52:43,826.89,-16.82,559
09/09/2010 13:52:44,826.89,-16.82,559
09/09/2010 13:52:45,826.89,-16.82,559
09/09/2010 13:52:46,826.89,-16.82,559
09/09/2010 13:52:46,826.89,-16.49,558
09/09/2010 13:52:48,826.89,-16.49,558
09/09/2010 13:52:49,826.89,-16.49,558
09/09/2010 13:52:51,826.89,-16.49,558
09/09/2010 13:52:52,826.89,-16.49,558
09/09/2010 13:52:52,826.89,-16.49,558
09/09/2010 13:52:54,826.89,-16.49,558
09/09/2010 13:52:55,826.89,-16.49,558
09/09/2010 13:52:55,826.89,-16.49,558
09/09/2010 13:52:58,826.89,-16.49,558
09/09/2010 13:52:59,826.89,-16.49,558
09/09/2010 13:53:00,826.89,-16.17,558
09/09/2010 13:53:01,826.89,-16.17,558
09/09/2010 13:53:02,826.89,-16.17,558
09/09/2010 13:53:03,826.89,-16.17,558
09/09/2010 13:53:04,826.89,-16.17,558
09/09/2010 13:53:05,826.89,-16.17,558
09/09/2010 13:53:06,826.89,-16.17,558
09/09/2010 13:53:07,826.89,-16.17,558
09/09/2010 13:53:07,826.89,-16.17,558
09/09/2010 13:53:09,826.89,-16.17,558
09/09/2010 13:53:10,826.89,-15.85,558
09/09/2010 13:53:12,826.89,-15.85,558
