time,light,temperature,temperature probe
09/09/2010 08:15:57,785.21,-15.21,621
09/09/2010 08:15:58,788.97,-15.21,618
09/09/2010 08:15:59,797.69,-14.88,617
09/09/2010 08:16:01,800.16,-14.56,615
09/09/2010 08:16:02,801.39,-14.88,614
09/09/2010 08:16:03,800.16,-14.88,613
09/09/2010 08:16:04,801.39,-14.88,612
09/09/2010 08:16:05,800.16,-14.56,611
09/09/2010 08:16:06,800.16,-14.56,610
09/09/2010 08:16:07,800.16,-14.88,609
09/09/2010 08:16:08,800.16,-14.24,608
09/09/2010 08:16:09,801.39,-14.56,608
09/09/2010 08:16:10,801.39,-14.24,607
09/09/2010 08:16:11,801.39,-14.56,606
09/09/2010 08:16:13,802.63,-13.92,605
09/09/2010 08:16:14,803.86,-14.24,604
09/09/2010 08:16:15,801.39,-14.24,604
09/09/2010 08:16:16,803.86,-13.59,603
09/09/2010 08:16:17,801.39,-13.92,602
09/09/2010 08:16:18,803.86,-13.59,601
09/09/2010 08:16:19,803.86,-13.92,601
09/09/2010 08:16:20,803.86,-13.92,600
09/09/2010 08:16:21,805.09,-13.59,600
09/09/2010 08:16:22,803.86,-13.59,599
09/09/2010 08:16:23,803.86,-13.59,598
09/09/2010 08:16:24,807.54,-13.27,598
09/09/2010 08:16:26,805.09,-13.59,597
09/09/2010 08:16:27,807.54,-12.95,596
09/09/2010 08:16:28,806.31,-13.27,595
09/09/2010 08:16:29,806.31,-12.95,595
09/09/2010 08:16:30,806.31,-13.27,594
09/09/2010 08:16:31,807.54,-13.27,594
09/09/2010 08:16:32,807.54,-12.95,594
09/09/2010 08:16:33,807.54,-12.95,593
09/09/2010 08:16:34,807.54,-12.95,593
09/09/2010 08:16:35,807.54,-12.63,592
09/09/2010 08:16:36,808.76,-12.95,592
09/09/2010 08:16:37,808.76,-12.95,592
09/09/2010 08:16:38,807.54,-12.63,591
09/09/2010 08:16:40,807.54,-12.63,591
09/09/2010 08:16:41,806.31,-12.30,590
09/09/2010 08:16:42,807.54,-12.63,590
09/09/2010 08:16:43,806.31,-12.63,589
09/09/2010 08:16:44,803.86,-12.95,588
09/09/2010 08:16:45,803.86,-12.63,588
09/09/2010 08:16:46,802.63,-12.30,588
09/09/2010 08:16:47,803.86,-12.30,587
09/09/2010 08:16:48,802.63,-11.98,587
09/09/2010 08:16:49,802.63,-12.30,587
09/09/2010 08:16:50,803.86,-12.30,586
09/09/2010 08:16:51,801.39,-11.98,586
09/09/2010 08:16:53,801.39,-11.98,585
09/09/2010 08:16:54,800.16,-11.66,585
09/09/2010 08:16:55,802.63,-11.98,585
09/09/2010 08:16:56,801.39,-12.30,585
09/09/2010 08:16:57,801.39,-11.98,585
09/09/2010 08:16:58,801.39,-11.66,584
09/09/2010 08:16:59,800.16,-11.66,583
09/09/2010 08:17:01,798.92,-11.34,583
09/09/2010 08:17:02,801.39,-11.66,583
09/09/2010 08:17:03,800.16,-11.98,582
09/09/2010 08:17:04,801.39,-11.66,582
09/09/2010 08:17:05,800.16,-11.66,581
09/09/2010 08:17:06,801.39,-11.66,581
09/09/2010 08:17:07,802.63,-11.34,580
09/09/2010 08:17:08,798.92,-11.34,580
09/09/2010 08:17:09,800.16,-11.66,579
09/09/2010 08:17:10,800.16,-11.66,579
09/09/2010 08:17:11,801.39,-11.66,579
09/09/2010 08:17:11,800.16,-11.66,578
09/09/2010 08:17:14,800.16,-11.66,578
09/09/2010 08:17:15,800.16,-11.02,577
09/09/2010 08:17:16,797.69,-11.02,577
09/09/2010 08:17:17,798.92,-11.34,576
09/09/2010 08:17:18,800.16,-11.34,576
09/09/2010 08:17:19,798.92,-11.34,576
09/09/2010 08:17:20,798.92,-11.02,575
09/09/2010 08:17:21,796.45,-10.69,575
09/09/2010 08:17:22,798.92,-11.02,575
09/09/2010 08:17:23,797.69,-11.34,575
09/09/2010 08:17:24,797.69,-11.02,574
09/09/2010 08:17:25,796.45,-11.34,574
09/09/2010 08:17:27,796.45,-10.69,574
09/09/2010 08:17:28,796.45,-11.02,574
09/09/2010 08:17:29,796.45,-11.02,574
09/09/2010 08:17:30,796.45,-11.02,574
09/09/2010 08:17:31,796.45,-11.02,574
09/09/2010 08:17:32,796.45,-11.02,573
09/09/2010 08:17:33,796.45,-11.34,573
09/09/2010 08:17:34,795.21,-10.69,573
