time,light,temperature,temperature probe
09/09/2010 13:49:40,809.98,-17.78,21.13535
09/09/2010 13:49:41,812.42,-17.78,21.2478
09/09/2010 13:49:42,819.69,-17.78,21.36025
09/09/2010 13:49:43,829.28,-17.46,21.58515
09/09/2010 13:49:44,830.47,-17.46,21.81005
09/09/2010 13:49:45,825.70,-17.46,22.03495
09/09/2010 13:49:46,822.10,-17.14,22.1474
09/09/2010 13:49:47,824.50,-17.14,22.3723
09/09/2010 13:49:48,825.70,-17.14,22.48475
09/09/2010 13:49:49,828.09,-17.14,22.48475
09/09/2010 13:49:50,826.89,-16.82,22.5972
09/09/2010 13:49:51,826.89,-16.82,22.70965
09/09/2010 13:49:52,824.50,-16.82,22.70965
09/09/2010 13:49:53,825.70,-16.82,22.70965
09/09/2010 13:49:55,825.70,-16.82,22.25985
09/09/2010 13:49:56,826.89,-16.49,21.81005
09/09/2010 13:49:57,825.70,-16.49,21.6976
09/09/2010 13:49:58,825.70,-16.49,22.03495
09/09/2010 13:49:59,828.09,-16.49,22.3723
09/09/2010 13:50:00,830.47,-16.49,22.5972
09/09/2010 13:50:01,834.03,-16.17,22.93455
09/09/2010 13:50:02,834.03,-15.85,23.2719
09/09/2010 13:50:03,834.03,-15.85,23.4968
09/09/2010 13:50:04,835.22,-15.53,23.83415
09/09/2010 13:50:04,835.22,-15.53,24.05905
09/09/2010 13:50:06,832.85,-15.21,24.28395
09/09/2010 13:50:07,830.47,-15.21,24.3964
09/09/2010 13:50:09,830.47,-15.21,24.50885
09/09/2010 13:50:10,830.47,-15.21,24.6213
09/09/2010 13:50:11,831.66,-15.21,24.73375
09/09/2010 13:50:12,831.66,-14.88,24.8462
09/09/2010 13:50:13,830.47,-14.88,24.95865
09/09/2010 13:50:14,831.66,-14.88,24.95865
09/09/2010 13:50:15,830.47,-14.88,25.0711
09/09/2010 13:50:16,829.28,-14.56,25.18355
09/09/2010 13:50:17,829.28,-14.56,25.18355
09/09/2010 13:50:18,830.47,-14.56,25.2960
09/09/2010 13:50:19,830.47,-14.56,25.40845
09/09/2010 13:50:20,831.66,-14.24,25.40845
09/09/2010 13:50:21,830.47,-14.24,25.5209
09/09/2010 13:50:22,830.47,-14.24,25.63335
09/09/2010 13:50:24,830.47,-14.24,25.7458
09/09/2010 13:50:25,831.66,-14.24,25.7458
09/09/2010 13:50:26,832.85,-13.92,25.85825
09/09/2010 13:50:27,834.03,-13.92,25.9707
09/09/2010 13:50:28,834.03,-13.92,26.08315
09/09/2010 13:50:29,832.85,-13.59,26.1956
09/09/2010 13:50:30,830.47,-13.59,26.1956
09/09/2010 13:50:31,830.47,-13.59,26.1956
09/09/2010 13:50:32,829.28,-13.59,26.30805
09/09/2010 13:50:33,829.28,-13.59,26.30805
09/09/2010 13:50:34,829.28,-13.59,26.30805
09/09/2010 13:50:35,829.28,-13.59,26.30805
09/09/2010 13:50:36,830.47,-13.27,26.30805
09/09/2010 13:50:38,831.66,-13.27,26.4205
09/09/2010 13:50:39,830.47,-13.27,26.4205
09/09/2010 13:50:40,830.47,-13.27,26.4205
09/09/2010 13:50:41,834.03,-12.95,26.4205
09/09/2010 13:50:42,836.40,-12.95,26.53295
09/09/2010 13:50:43,837.58,-12.63,26.6454
09/09/2010 13:50:44,673.31,-12.63,26.8703
09/09/2010 13:50:45,837.58,-12.30,26.98275
09/09/2010 13:50:46,837.58,-12.30,27.0952
09/09/2010 13:50:47,837.58,-11.98,27.3201
09/09/2010 13:50:47,836.40,-11.98,27.43255
09/09/2010 13:50:49,836.40,-11.98,27.5450
09/09/2010 13:50:50,836.40,-11.98,27.43255
09/09/2010 13:50:52,835.22,-11.66,27.43255
09/09/2010 13:50:53,835.22,-11.66,27.5450
09/09/2010 13:50:54,836.40,-11.66,27.5450
09/09/2010 13:50:55,836.40,-11.66,27.65745
09/09/2010 13:50:56,832.85,-11.34,27.65745
09/09/2010 13:50:57,831.66,-11.66,27.65745
09/09/2010 13:50:58,831.66,-11.66,27.5450
09/09/2010 13:50:59,831.66,-11.34,27.5450
09/09/2010 13:51:00,830.47,-11.34,27.5450
09/09/2010 13:51:01,829.28,-11.34,27.5450
09/09/2010 13:51:02,828.09,-11.34,27.5450
09/09/2010 13:51:03,828.09,-11.34,27.5450
09/09/2010 13:51:04,826.89,-11.34,27.5450
09/09/2010 13:51:05,826.89,-11.34,27.5450
09/09/2010 13:51:07,826.89,-11.34,27.5450
09/09/2010 13:51:08,826.89,-11.34,27.5450
09/09/2010 13:51:09,826.89,-11.34,27.65745
09/09/2010 13:51:10,826.89,-11.34,27.65745
09/09/2010 13:51:11,825.70,-11.34,27.65745
09/09/2010 13:51:12,825.70,-11.34,27.65745
09/09/2010 13:51:13,825.70,-11.34,27.65745
09/09/2010 13:51:14,825.70,-11.34,27.65745
09/09/2010 13:51:15,825.70,-11.34,27.65745
09/09/2010 13:51:16,825.70,-11.34,27.65745
09/09/2010 13:51:16,825.70,-11.34,27.65745
09/09/2010 13:51:18,825.70,-11.34,27.65745
09/09/2010 13:51:19,825.70,-11.34,27.65745
09/09/2010 13:51:21,825.70,-11.34,27.65745
09/09/2010 13:51:22,825.70,-11.34,27.7699
09/09/2010 13:51:23,825.70,-11.34,27.65745
09/09/2010 13:51:24,825.70,-11.02,27.7699
09/09/2010 13:51:25,825.70,-11.34,27.7699
09/09/2010 13:51:26,825.70,-11.34,27.7699
09/09/2010 13:51:27,825.70,-11.34,27.7699
09/09/2010 13:51:28,825.70,-11.34,27.7699
09/09/2010 13:51:29,825.70,-11.34,27.7699
09/09/2010 13:51:30,825.70,-11.34,27.7699
09/09/2010 13:51:31,825.70,-11.02,27.7699
09/09/2010 13:51:32,825.70,-11.02,27.7699
