time,light,temperature,temperature probe
09/09/2010 08:15:24,1063.47,19.60,-31.26635
09/09/2010 08:15:25,1063.47,19.60,-31.26635
09/09/2010 08:15:26,1062.71,19.60,-31.26635
09/09/2010 08:15:27,1059.65,19.60,-31.26635
09/09/2010 08:15:29,1058.11,19.60,-31.26635
09/09/2010 08:15:30,1058.88,19.60,-31.26635
09/09/2010 08:15:31,1062.71,19.60,-31.26635
09/09/2010 08:15:32,1063.47,19.60,-31.26635
09/09/2010 08:15:33,1063.47,19.60,-31.26635
09/09/2010 08:15:34,1064.23,19.60,-31.26635
09/09/2010 08:15:35,1064.23,19.60,-31.26635
09/09/2010 08:15:36,1064.23,19.60,-31.26635
09/09/2010 08:15:37,1064.99,19.60,-31.26635
09/09/2010 08:15:38,1064.99,19.60,-31.26635
09/09/2010 08:15:39,1064.99,19.60,-31.26635
09/09/2010 08:15:40,1064.99,19.60,-31.26635
09/09/2010 08:15:41,1064.99,19.60,-31.26635
09/09/2010 08:15:43,1064.99,19.60,-31.26635
09/09/2010 08:15:44,1064.99,19.92,-31.26635
09/09/2010 08:15:45,1064.99,19.92,-31.26635
09/09/2010 08:15:46,1064.99,19.92,-31.26635
09/09/2010 08:15:47,1064.99,19.92,-31.26635
09/09/2010 08:15:48,1064.99,19.60,-31.26635
09/09/2010 08:15:49,1064.99,19.92,-31.26635
09/09/2010 08:15:50,1064.99,19.92,-31.26635
09/09/2010 08:15:51,1064.99,19.92,-31.26635
09/09/2010 08:15:52,1064.99,19.92,-31.26635
09/09/2010 08:15:53,1064.99,19.92,-31.26635
09/09/2010 08:15:54,1064.99,19.92,-31.26635
09/09/2010 08:15:55,1064.99,19.92,-31.26635
09/09/2010 08:15:57,1064.99,19.92,-31.26635
09/09/2010 08:15:58,1064.99,19.92,-31.26635
09/09/2010 08:15:59,1064.99,19.92,-31.26635
09/09/2010 08:16:00,1064.99,19.92,-31.26635
09/09/2010 08:16:01,1064.99,19.92,-31.26635
09/09/2010 08:16:02,1064.99,19.92,-31.26635
09/09/2010 08:16:03,1064.99,19.92,-31.26635
09/09/2010 08:16:04,1064.99,19.92,-31.26635
09/09/2010 08:16:05,1064.99,19.92,-31.26635
09/09/2010 08:16:06,1064.99,19.92,-31.26635
09/09/2010 08:16:07,1065.74,19.92,-31.26635
09/09/2010 08:16:08,1065.74,19.92,-31.26635
09/09/2010 08:16:09,1065.74,19.92,-31.26635
09/09/2010 08:16:10,1065.74,19.92,-31.26635
09/09/2010 08:16:11,1065.74,19.92,-31.26635
09/09/2010 08:16:12,1065.74,19.92,-31.26635
09/09/2010 08:16:13,1065.74,19.92,-31.26635
09/09/2010 08:16:14,1065.74,19.92,-31.26635
09/09/2010 08:16:15,1065.74,19.92,-31.26635
09/09/2010 08:16:16,1065.74,19.92,-31.26635
09/09/2010 08:16:17,1065.74,19.92,-31.26635
