time,light,temperature,temperature probe
09/09/2010 13:50:01,1068.00,23.79,25.63335
09/09/2010 13:50:02,1068.75,24.11,25.85825
09/09/2010 13:50:03,1074.67,24.43,26.08315
09/09/2010 13:50:04,1080.47,24.43,26.4205
09/09/2010 13:50:06,1080.47,24.76,26.53295
09/09/2010 13:50:07,1079.03,24.76,26.6454
09/09/2010 13:50:08,1078.31,24.76,26.75785
09/09/2010 13:50:09,1078.31,24.76,26.75785
09/09/2010 13:50:10,1079.03,24.76,26.8703
09/09/2010 13:50:11,1079.03,25.08,26.98275
09/09/2010 13:50:12,1079.03,25.08,26.98275
09/09/2010 13:50:13,1079.03,25.40,26.98275
09/09/2010 13:50:14,1079.03,25.40,26.98275
09/09/2010 13:50:15,1078.31,25.40,27.0952
09/09/2010 13:50:16,1077.58,25.40,27.0952
09/09/2010 13:50:17,1078.31,25.72,27.20765
09/09/2010 13:50:18,1078.31,25.72,27.3201
09/09/2010 13:50:20,1079.03,25.72,27.3201
09/09/2010 13:50:21,1079.03,25.72,27.43255
09/09/2010 13:50:22,1078.31,26.04,27.5450
09/09/2010 13:50:23,1078.31,26.04,27.65745
09/09/2010 13:50:24,1079.03,26.04,27.65745
09/09/2010 13:50:25,1079.75,26.04,27.7699
09/09/2010 13:50:26,1080.47,26.37,27.9948
09/09/2010 13:50:27,1080.47,26.37,28.10725
09/09/2010 13:50:28,1080.47,26.69,28.2197
09/09/2010 13:50:29,1079.03,26.69,28.33215
09/09/2010 13:50:30,1079.03,26.69,28.33215
09/09/2010 13:50:30,1078.31,26.69,28.4446
09/09/2010 13:50:32,1078.31,26.69,28.4446
09/09/2010 13:50:33,1077.58,26.69,28.55705
09/09/2010 13:50:35,1077.58,26.69,28.55705
09/09/2010 13:50:36,1078.31,27.01,28.6695
09/09/2010 13:50:37,1079.03,27.01,28.78195
09/09/2010 13:50:38,1079.03,27.01,28.78195
09/09/2010 13:50:39,1079.03,27.01,28.8944
09/09/2010 13:50:40,1079.75,27.01,28.8944
09/09/2010 13:50:41,1081.19,27.33,29.00685
09/09/2010 13:50:42,1081.91,27.66,29.1193
09/09/2010 13:50:43,1082.62,27.66,29.23175
09/09/2010 13:50:44,1082.62,27.66,29.45665
09/09/2010 13:50:45,1082.62,27.98,29.5691
09/09/2010 13:50:46,1082.62,27.98,29.68155
09/09/2010 13:50:47,1082.62,28.30,29.90645
09/09/2010 13:50:49,1081.91,28.30,30.0189
09/09/2010 13:50:50,1081.19,28.30,30.13135
09/09/2010 13:50:51,1081.91,28.62,30.2438
09/09/2010 13:50:52,1081.19,28.62,30.35625
09/09/2010 13:50:53,1081.19,28.62,30.4687
09/09/2010 13:50:54,1081.91,28.95,30.58115
09/09/2010 13:50:55,1081.19,28.95,30.6936
09/09/2010 13:50:56,1079.75,28.95,30.80605
09/09/2010 13:50:57,1079.03,28.95,30.80605
09/09/2010 13:50:58,1079.75,28.95,30.80605
09/09/2010 13:50:59,1079.03,28.95,30.80605
09/09/2010 13:51:00,1078.31,29.27,30.9185
09/09/2010 13:51:01,1077.58,29.27,30.9185
09/09/2010 13:51:02,1077.58,28.95,30.9185
09/09/2010 13:51:04,1076.86,28.95,30.9185
09/09/2010 13:51:05,1076.86,28.95,30.9185
09/09/2010 13:51:06,1076.86,28.95,30.80605
09/09/2010 13:51:07,1076.86,28.95,30.80605
09/09/2010 13:51:08,1076.86,28.95,30.80605
09/09/2010 13:51:09,1076.13,28.95,30.80605
09/09/2010 13:51:10,1076.13,28.95,30.80605
09/09/2010 13:51:11,1076.13,28.95,30.80605
09/09/2010 13:51:12,1076.13,28.95,30.6936
