time,light,temperature,temperature probe
02/05/2010 11:06:21,314.61,20.89,20.7980
02/05/2010 11:06:26,547.14,20.89,20.7980
02/05/2010 11:06:27,551.81,20.57,20.91045
02/05/2010 11:06:28,561.11,20.89,20.91045
02/05/2010 11:06:29,551.81,20.89,20.91045
02/05/2010 11:06:30,548.70,20.57,20.91045
02/05/2010 11:06:31,554.92,20.89,20.91045
02/05/2010 11:06:32,559.57,20.89,20.91045
02/05/2010 11:06:33,554.92,20.89,21.0229
02/05/2010 11:06:34,554.92,20.89,21.0229
02/05/2010 11:06:35,551.81,20.89,21.0229
02/05/2010 11:06:36,554.92,20.89,21.0229
02/05/2010 11:06:37,548.70,20.89,21.0229
02/05/2010 11:06:38,556.47,20.89,21.0229
02/05/2010 11:06:39,559.57,20.89,21.0229
02/05/2010 11:06:40,565.74,20.89,21.13535
