time,light,temperature,temperature probe
09/09/2010 13:48:48,820.89,15.73,558
09/09/2010 13:48:49,820.89,15.09,557
09/09/2010 13:48:50,824.50,15.09,557
09/09/2010 13:48:51,824.50,15.09,556
09/09/2010 13:48:52,824.50,15.41,556
09/09/2010 13:48:53,830.47,15.41,555
09/09/2010 13:48:54,831.66,15.41,555
09/09/2010 13:48:55,832.85,15.41,554
09/09/2010 13:48:55,835.22,15.09,554
09/09/2010 13:48:58,834.03,15.41,554
09/09/2010 13:48:59,834.03,15.41,553
09/09/2010 13:49:00,835.22,15.41,553
09/09/2010 13:49:01,835.22,15.41,552
09/09/2010 13:49:02,835.22,15.41,552
09/09/2010 13:49:03,673.31,15.41,551
09/09/2010 13:49:04,674.71,15.41,551
09/09/2010 13:49:05,674.71,15.73,551
09/09/2010 13:49:06,674.71,16.05,550
09/09/2010 13:49:06,676.12,15.41,550
09/09/2010 13:49:08,676.12,15.41,550
09/09/2010 13:49:09,676.12,15.41,549
09/09/2010 13:49:11,676.12,15.73,549
09/09/2010 13:49:12,676.12,15.73,548
09/09/2010 13:49:13,677.52,15.73,548
09/09/2010 13:49:14,676.12,15.73,547
09/09/2010 13:49:15,676.12,15.73,547
09/09/2010 13:49:16,677.52,15.73,546
09/09/2010 13:49:17,677.52,15.73,545
09/09/2010 13:49:18,676.12,16.05,545
09/09/2010 13:49:19,676.12,15.73,544
09/09/2010 13:49:19,678.92,15.73,544
09/09/2010 13:49:21,677.52,16.05,543
09/09/2010 13:49:22,677.52,16.05,542
09/09/2010 13:49:24,676.12,16.05,542
09/09/2010 13:49:25,677.52,16.38,541
09/09/2010 13:49:26,677.52,16.05,541
09/09/2010 13:49:27,678.92,16.05,540
09/09/2010 13:49:28,678.92,16.05,540
09/09/2010 13:49:29,678.92,16.05,539
09/09/2010 13:49:30,677.52,16.70,539
09/09/2010 13:49:32,677.52,16.38,538
09/09/2010 13:49:33,678.92,16.05,538
09/09/2010 13:49:34,678.92,16.38,537
09/09/2010 13:49:35,680.32,16.38,536
09/09/2010 13:49:36,678.92,16.70,536
09/09/2010 13:49:37,680.32,16.38,536
09/09/2010 13:49:38,681.72,16.38,535
09/09/2010 13:49:39,680.32,16.38,535
