time,light,temperature,temperature probe
09/09/2010 13:48:47,828.09,19.28,20.01085
09/09/2010 13:48:48,831.66,18.96,20.01085
09/09/2010 13:48:49,834.03,19.28,20.01085
09/09/2010 13:48:50,835.22,18.96,20.01085
09/09/2010 13:48:51,834.03,19.28,20.01085
09/09/2010 13:48:52,832.85,18.96,20.01085
09/09/2010 13:48:53,830.47,18.96,19.8984
09/09/2010 13:48:54,830.47,18.96,19.8984
09/09/2010 13:48:55,832.85,18.96,19.8984
09/09/2010 13:48:56,832.85,18.96,19.8984
09/09/2010 13:48:57,834.03,18.96,20.01085
09/09/2010 13:48:58,834.03,18.96,20.01085
09/09/2010 13:48:59,834.03,18.63,20.01085
09/09/2010 13:49:00,835.22,18.63,20.01085
09/09/2010 13:49:01,837.58,18.96,20.1233
09/09/2010 13:49:03,837.58,18.63,20.1233
09/09/2010 13:49:04,836.40,18.63,20.1233
09/09/2010 13:49:05,837.58,18.96,20.1233
09/09/2010 13:49:06,836.40,18.96,20.23575
09/09/2010 13:49:07,836.40,18.96,20.23575
09/09/2010 13:49:08,837.58,18.63,20.23575
09/09/2010 13:49:09,836.40,18.96,20.3482
09/09/2010 13:49:10,837.58,18.96,20.3482
09/09/2010 13:49:11,837.58,18.96,20.3482
09/09/2010 13:49:12,836.40,18.63,20.46065
09/09/2010 13:49:13,836.40,18.96,20.46065
09/09/2010 13:49:14,836.40,18.96,20.46065
09/09/2010 13:49:15,837.58,18.96,20.5731
09/09/2010 13:49:16,835.22,18.96,20.5731
09/09/2010 13:49:17,837.58,18.96,20.5731
09/09/2010 13:49:18,837.58,18.96,20.68555
09/09/2010 13:49:19,836.40,18.63,20.68555
09/09/2010 13:49:20,837.58,18.96,20.68555
09/09/2010 13:49:22,836.40,18.96,20.68555
09/09/2010 13:49:23,837.58,18.63,20.68555
09/09/2010 13:49:24,837.58,18.63,20.7980
09/09/2010 13:49:25,835.22,18.63,20.7980
09/09/2010 13:49:26,832.85,18.96,20.7980
09/09/2010 13:49:27,834.03,18.96,20.7980
09/09/2010 13:49:28,834.03,18.63,20.7980
09/09/2010 13:49:29,834.03,18.63,20.91045
09/09/2010 13:49:30,836.40,18.96,20.91045
09/09/2010 13:49:31,836.40,18.96,20.91045
09/09/2010 13:49:32,837.58,18.63,20.91045
09/09/2010 13:49:33,836.40,18.63,20.91045
09/09/2010 13:49:34,671.90,18.96,21.0229
09/09/2010 13:49:34,671.90,18.63,21.0229
09/09/2010 13:49:36,837.58,18.63,21.0229
09/09/2010 13:49:37,837.58,18.63,21.0229
09/09/2010 13:49:38,837.58,18.63,21.13535
09/09/2010 13:49:40,673.31,18.63,21.13535
09/09/2010 13:49:41,837.58,18.63,21.13535
09/09/2010 13:49:42,671.90,18.96,21.13535
09/09/2010 13:49:43,671.90,18.63,21.13535
09/09/2010 13:49:44,671.90,18.63,21.13535
09/09/2010 13:49:45,671.90,18.96,21.13535
09/09/2010 13:49:46,673.31,18.63,21.13535
09/09/2010 13:49:47,673.31,18.63,21.13535
09/09/2010 13:49:48,836.40,18.96,21.13535
09/09/2010 13:49:49,673.31,18.63,21.2478
09/09/2010 13:49:50,673.31,18.96,21.2478
09/09/2010 13:49:51,673.31,18.63,21.2478
09/09/2010 13:49:52,837.58,18.63,21.2478
09/09/2010 13:49:53,836.40,18.96,21.2478
09/09/2010 13:49:54,673.31,18.63,21.2478
09/09/2010 13:49:55,837.58,18.96,21.2478
09/09/2010 13:49:56,671.90,18.63,21.2478
09/09/2010 13:49:56,671.90,18.63,21.2478
09/09/2010 13:49:59,673.31,18.63,21.2478
09/09/2010 13:50:00,673.31,18.63,21.2478
09/09/2010 13:50:01,837.58,18.63,21.2478
09/09/2010 13:50:02,837.58,18.63,21.2478
09/09/2010 13:50:03,671.90,18.63,21.2478
09/09/2010 13:50:04,673.31,18.63,21.2478
09/09/2010 13:50:05,671.90,18.63,21.13535
09/09/2010 13:50:06,837.58,18.63,21.13535
09/09/2010 13:50:07,671.90,18.96,21.13535
09/09/2010 13:50:08,673.31,18.63,21.13535
09/09/2010 13:50:09,673.31,18.63,21.13535
09/09/2010 13:50:10,671.90,18.63,21.13535
09/09/2010 13:50:11,837.58,18.63,21.13535
09/09/2010 13:50:12,837.58,18.63,21.13535
09/09/2010 13:50:13,836.40,18.63,21.2478
09/09/2010 13:50:14,671.90,18.63,21.2478
09/09/2010 13:50:14,837.58,18.31,21.2478
09/09/2010 13:50:17,837.58,18.63,21.2478
09/09/2010 13:50:18,671.90,18.63,21.2478
09/09/2010 13:50:19,671.90,18.63,21.2478
09/09/2010 13:50:20,837.58,18.63,21.2478
09/09/2010 13:50:21,671.90,18.63,21.36025
09/09/2010 13:50:22,671.90,18.63,21.36025
09/09/2010 13:50:23,837.58,18.63,21.36025
09/09/2010 13:50:24,837.58,18.63,21.36025
09/09/2010 13:50:25,836.40,18.63,21.36025
09/09/2010 13:50:26,671.90,18.63,21.4727
09/09/2010 13:50:27,837.58,18.96,21.4727
09/09/2010 13:50:28,837.58,18.63,21.4727
09/09/2010 13:50:29,837.58,18.63,21.4727
09/09/2010 13:50:30,837.58,18.96,21.4727
09/09/2010 13:50:31,836.40,18.63,21.4727
09/09/2010 13:50:32,837.58,18.63,21.4727
09/09/2010 13:50:32,671.90,18.63,21.4727
09/09/2010 13:50:35,673.31,18.63,21.4727
09/09/2010 13:50:36,837.58,18.63,21.58515
09/09/2010 13:50:37,836.40,18.63,21.58515
09/09/2010 13:50:38,837.58,18.63,21.58515
09/09/2010 13:50:39,671.90,18.63,21.58515
09/09/2010 13:50:40,836.40,18.96,21.58515
09/09/2010 13:50:41,671.90,18.63,21.58515
09/09/2010 13:50:42,836.40,18.63,21.58515
09/09/2010 13:50:43,671.90,18.96,21.6976
09/09/2010 13:50:44,836.40,18.63,21.6976
09/09/2010 13:50:45,837.58,18.63,21.6976
09/09/2010 13:50:46,837.58,18.63,21.6976
09/09/2010 13:50:47,836.40,18.63,21.58515
09/09/2010 13:50:48,837.58,18.63,21.58515
09/09/2010 13:50:49,837.58,18.63,21.58515
09/09/2010 13:50:50,836.40,18.96,21.58515
09/09/2010 13:50:51,836.40,18.63,21.58515
09/09/2010 13:50:53,837.58,18.63,21.58515
09/09/2010 13:50:54,837.58,18.96,21.58515
09/09/2010 13:50:55,671.90,18.63,21.58515
09/09/2010 13:50:56,836.40,18.63,21.6976
09/09/2010 13:50:57,836.40,18.96,21.6976
09/09/2010 13:50:58,837.58,18.96,21.6976
09/09/2010 13:50:59,673.31,18.96,21.6976
09/09/2010 13:51:00,836.40,18.96,21.6976
09/09/2010 13:51:01,836.40,18.96,21.6976
09/09/2010 13:51:02,836.40,18.63,21.81005
09/09/2010 13:51:03,836.40,18.63,21.81005
09/09/2010 13:51:04,671.90,18.63,21.81005
09/09/2010 13:51:05,837.58,18.96,21.81005
09/09/2010 13:51:06,837.58,18.96,21.81005
09/09/2010 13:51:07,836.40,18.96,21.81005
09/09/2010 13:51:08,835.22,18.96,21.9225
09/09/2010 13:51:10,836.40,18.96,21.9225
09/09/2010 13:51:11,837.58,18.63,21.9225
09/09/2010 13:51:12,836.40,18.63,21.9225
09/09/2010 13:51:13,836.40,18.96,21.9225
09/09/2010 13:51:14,836.40,18.96,22.03495
09/09/2010 13:51:15,837.58,18.96,22.03495
09/09/2010 13:51:16,835.22,19.28,22.03495
09/09/2010 13:51:17,836.40,18.96,22.03495
09/09/2010 13:51:18,836.40,18.96,22.03495
09/09/2010 13:51:19,837.58,18.96,22.03495
09/09/2010 13:51:20,836.40,18.96,22.03495
09/09/2010 13:51:21,836.40,18.96,22.03495
09/09/2010 13:51:22,836.40,18.96,22.03495
09/09/2010 13:51:23,836.40,18.96,22.03495
09/09/2010 13:51:23,837.58,18.63,22.03495
09/09/2010 13:51:25,835.22,18.96,22.1474
09/09/2010 13:51:26,836.40,19.28,22.1474
09/09/2010 13:51:27,836.40,18.96,22.1474
09/09/2010 13:51:29,836.40,18.96,22.1474
09/09/2010 13:51:30,836.40,18.63,22.1474
09/09/2010 13:51:31,835.22,18.96,22.1474
09/09/2010 13:51:32,836.40,18.96,22.1474
09/09/2010 13:51:33,835.22,19.60,22.1474
09/09/2010 13:51:34,836.40,19.28,22.1474
09/09/2010 13:51:35,836.40,18.96,22.1474
09/09/2010 13:51:36,835.22,18.96,22.1474
09/09/2010 13:51:37,836.40,18.96,22.1474
09/09/2010 13:51:38,835.22,19.28,22.1474
09/09/2010 13:51:39,837.58,18.96,22.1474
09/09/2010 13:51:40,836.40,19.28,22.03495
09/09/2010 13:51:41,836.40,18.96,22.03495
09/09/2010 13:51:42,835.22,19.28,22.03495
09/09/2010 13:51:43,836.40,18.96,22.03495
09/09/2010 13:51:44,836.40,18.96,22.03495
09/09/2010 13:51:45,836.40,18.96,22.03495
09/09/2010 13:51:47,836.40,18.96,22.03495
09/09/2010 13:51:48,836.40,18.96,22.03495
09/09/2010 13:51:49,836.40,19.28,22.03495
09/09/2010 13:51:50,836.40,18.96,22.03495
09/09/2010 13:51:51,835.22,19.28,22.03495
09/09/2010 13:51:52,836.40,18.96,22.03495
09/09/2010 13:51:53,835.22,19.28,22.03495
09/09/2010 13:51:54,836.40,18.96,22.03495
09/09/2010 13:51:55,836.40,18.96,22.03495
