time,latitude
04/12/2010 09:56:27,42.129646
04/12/2010 09:56:28,42.129704
04/12/2010 09:56:29,42.129738
04/12/2010 09:56:30,42.12977
04/12/2010 09:56:31,42.129753
04/12/2010 09:56:32,42.129753
04/12/2010 09:56:33,42.12977
04/12/2010 09:56:34,42.129784
04/12/2010 09:56:35,42.129803
04/12/2010 09:56:36,42.129803
04/12/2010 09:56:38,42.129818
04/12/2010 09:56:39,42.129833
04/12/2010 09:56:40,42.129833
04/12/2010 09:56:41,42.12985
04/12/2010 09:56:42,42.129883
04/12/2010 09:56:43,42.129883
04/12/2010 09:56:44,42.12985
04/12/2010 09:56:45,42.12985
04/12/2010 09:56:46,42.129833
04/12/2010 09:56:47,42.129818
04/12/2010 09:56:49,42.129818
04/12/2010 09:56:49,42.129803
04/12/2010 09:56:51,42.129803
04/12/2010 09:56:52,42.129784
04/12/2010 09:56:53,42.129784
04/12/2010 09:56:54,42.129784
04/12/2010 09:56:55,42.129784
04/12/2010 09:56:56,42.129784
04/12/2010 09:56:57,42.129784
04/12/2010 09:56:58,42.129803
04/12/2010 09:56:59,42.129818
04/12/2010 09:57:00,42.129818
04/12/2010 09:57:01,42.129833
04/12/2010 09:57:03,42.12985
04/12/2010 09:57:04,42.129868
04/12/2010 09:57:05,42.129868
04/12/2010 09:57:06,42.129883
04/12/2010 09:57:07,42.129898
04/12/2010 09:57:08,42.129898
04/12/2010 09:57:09,42.129917
04/12/2010 09:57:10,42.129917
04/12/2010 09:57:11,42.129917
04/12/2010 09:57:12,42.129917
04/12/2010 09:57:14,42.129917
04/12/2010 09:57:15,42.129917
04/12/2010 09:57:16,42.129917
04/12/2010 09:57:17,42.129932
04/12/2010 09:57:18,42.129932
04/12/2010 09:57:19,42.129917
04/12/2010 09:57:20,42.129917
04/12/2010 09:57:21,42.129917
04/12/2010 09:57:22,42.129917
04/12/2010 09:57:23,42.129917
04/12/2010 09:57:24,42.129917
04/12/2010 09:57:25,42.129917
04/12/2010 09:57:27,42.129917
04/12/2010 09:57:28,42.129917
04/12/2010 09:57:29,42.129932
04/12/2010 09:57:30,42.129932
04/12/2010 09:57:31,42.129932
04/12/2010 09:57:32,42.129932
04/12/2010 09:57:33,42.129948
04/12/2010 09:57:34,42.129948
04/12/2010 09:57:35,42.129963
04/12/2010 09:57:36,42.129963
04/12/2010 09:57:37,42.129982
04/12/2010 09:57:38,42.129963
04/12/2010 09:57:40,42.129963
04/12/2010 09:57:41,42.129963
04/12/2010 09:57:42,42.129963
04/12/2010 09:57:43,42.129963
04/12/2010 09:57:44,42.129963
04/12/2010 09:57:45,42.129963
04/12/2010 09:57:46,42.129948
04/12/2010 09:57:47,42.129948
04/12/2010 09:57:48,42.129948
04/12/2010 09:57:49,42.129932
04/12/2010 09:57:50,42.129932
04/12/2010 09:57:51,42.129917
04/12/2010 09:57:53,42.129917
04/12/2010 09:57:54,42.129917
04/12/2010 09:57:55,42.129917
04/12/2010 09:57:56,42.129932
04/12/2010 09:57:57,42.129932
04/12/2010 09:57:58,42.129948
04/12/2010 09:57:59,42.129948
04/12/2010 09:58:00,42.129963
04/12/2010 09:58:01,42.129963
04/12/2010 09:58:02,42.129963
04/12/2010 09:58:04,42.129982
04/12/2010 09:58:05,42.129982
04/12/2010 09:58:06,42.129982
04/12/2010 09:58:07,42.129997
04/12/2010 09:58:08,42.130013
04/12/2010 09:58:09,42.130028
04/12/2010 09:58:10,42.130028
04/12/2010 09:58:11,42.130054
04/12/2010 09:58:12,42.13007
04/12/2010 09:58:13,42.13007
04/12/2010 09:58:14,42.130085
04/12/2010 09:58:16,42.130085
04/12/2010 09:58:17,42.130104
04/12/2010 09:58:18,42.130104
04/12/2010 09:58:19,42.130104
04/12/2010 09:58:20,42.130104
04/12/2010 09:58:21,42.130104
04/12/2010 09:58:22,42.13012
04/12/2010 09:58:23,42.13012
04/12/2010 09:58:24,42.130135
04/12/2010 09:58:25,42.130135
04/12/2010 09:58:26,42.13015
04/12/2010 09:58:27,42.13015
04/12/2010 09:58:29,42.13017
04/12/2010 09:58:30,42.13017
04/12/2010 09:58:31,42.13015
04/12/2010 09:58:32,42.13015
04/12/2010 09:58:33,42.13015
04/12/2010 09:58:34,42.13017
04/12/2010 09:58:35,42.13017
04/12/2010 09:58:36,42.13017
04/12/2010 09:58:37,42.1302
04/12/2010 09:58:38,42.130215
04/12/2010 09:58:40,42.130234
04/12/2010 09:58:41,42.130234
04/12/2010 09:58:42,42.13025
04/12/2010 09:58:43,42.13025
04/12/2010 09:58:44,42.130234
04/12/2010 09:58:45,42.130234
04/12/2010 09:58:46,42.130215
04/12/2010 09:58:47,42.1302
04/12/2010 09:58:48,42.130184
04/12/2010 09:58:49,42.130184
04/12/2010 09:58:50,42.130184
04/12/2010 09:58:51,42.130184
04/12/2010 09:58:52,42.130184
04/12/2010 09:58:54,42.130184
