time,temperature
04/12/2010 10:57:39,24.11
04/12/2010 10:57:40,24.11
04/12/2010 10:57:41,23.79
04/12/2010 10:57:42,24.11
04/12/2010 10:57:43,24.11
04/12/2010 10:57:44,23.79
04/12/2010 10:57:45,24.11
04/12/2010 10:57:46,24.11
04/12/2010 10:57:47,24.11
04/12/2010 10:57:48,24.11
04/12/2010 10:57:49,24.11
04/12/2010 10:57:51,24.11
04/12/2010 10:57:52,24.11
04/12/2010 10:57:53,24.11
04/12/2010 10:57:54,24.11
04/12/2010 10:57:55,24.11
04/12/2010 10:57:56,24.11
04/12/2010 10:57:57,24.11
04/12/2010 10:57:58,24.11
04/12/2010 10:57:59,24.11
04/12/2010 10:58:00,24.11
04/12/2010 10:58:02,24.11
04/12/2010 10:58:03,24.11
04/12/2010 10:58:04,24.11
04/12/2010 10:58:05,24.11
04/12/2010 10:58:06,24.11
04/12/2010 10:58:07,24.11
04/12/2010 10:58:08,24.11
04/12/2010 10:58:09,24.11
04/12/2010 10:58:10,24.11
04/12/2010 10:58:11,24.11
04/12/2010 10:58:12,24.11
04/12/2010 10:58:14,24.11
04/12/2010 10:58:15,24.11
04/12/2010 10:58:16,24.11
04/12/2010 10:58:17,24.11
04/12/2010 10:58:18,24.11
04/12/2010 10:58:19,24.11
04/12/2010 10:58:20,24.11
04/12/2010 10:58:21,24.11
04/12/2010 10:58:22,24.11
04/12/2010 10:58:23,24.11
04/12/2010 10:58:25,24.11
04/12/2010 10:58:26,24.11
04/12/2010 10:58:27,24.11
04/12/2010 10:58:28,23.79
04/12/2010 10:58:29,24.11
04/12/2010 10:58:30,24.11
04/12/2010 10:58:31,24.11
04/12/2010 10:58:32,24.11
04/12/2010 10:58:33,24.11
04/12/2010 10:58:34,24.11
04/12/2010 10:58:35,24.11
04/12/2010 10:58:37,24.11
04/12/2010 10:58:38,24.11
04/12/2010 10:58:39,24.11
04/12/2010 10:58:40,24.11
04/12/2010 10:58:41,24.11
04/12/2010 10:58:42,24.11
04/12/2010 10:58:43,24.11
04/12/2010 10:58:44,24.11
04/12/2010 10:58:45,24.11
04/12/2010 10:58:46,24.11
04/12/2010 10:58:47,24.11
04/12/2010 10:58:49,24.11
04/12/2010 10:58:50,24.11
04/12/2010 10:58:51,24.11
04/12/2010 10:58:52,24.11
04/12/2010 10:58:53,24.11
04/12/2010 10:58:54,24.11
04/12/2010 10:58:55,24.11
04/12/2010 10:58:56,24.11
04/12/2010 10:58:57,23.79
04/12/2010 10:58:58,24.11
04/12/2010 10:59:00,23.79
04/12/2010 10:59:01,24.11
04/12/2010 10:59:02,24.11
04/12/2010 10:59:03,24.11
04/12/2010 10:59:04,24.11
04/12/2010 10:59:05,24.11
04/12/2010 10:59:06,24.11
04/12/2010 10:59:07,24.11
04/12/2010 10:59:08,24.11
04/12/2010 10:59:09,24.11
04/12/2010 10:59:10,24.11
04/12/2010 10:59:12,24.11
04/12/2010 10:59:13,24.11
04/12/2010 10:59:14,24.11
