time,temperature probe
0,38.92
10,39.21
20,39.13
30,39.56
40,39.63
50,39.56
60,39.63
70,39.56
80,39.91
90,40.26
100,40.4
110,40.75
120,41.09
130,41.5
140,41.84
150,42.18
160,42.51
170,42.65
180,42.85
190,43.05
200,43.18
210,43.32
220,43.51
230,43.65
240,43.71
250,43.78
260,43.78
270,43.91
280,43.91
290,43.98
300,44.04
310,44.11
320,44.17
330,44.17
340,44.17
350,44.17
360,44.17
370,44.17
380,44.17
390,44.17
400,44.17
410,44.17
420,44.17
430,44.24
440,44.31
450,44.24
460,44.31
470,44.37
480,44.44
490,44.5
500,44.63
510,44.77
520,44.83
530,44.96
540,45.03
550,45.03
560,45.09
570,45.09
580,45.16
590,45.22
600,45.22
610,45.16
620,45.16
630,45.16
640,45.16
650,45.16
660,45.09
670,45.03
680,44.83
690,44.57
700,44.31
710,44.24
720,44.17
730,44.17
740,44.17
750,44.17
760,44.24
770,44.31
780,44.31
790,44.37
800,44.44
810,44.44
820,44.5
830,44.57
840,44.63
850,44.63
860,44.63
870,44.7
880,44.63
890,44.7
900,44.7
910,44.77
920,44.77
930,44.83
940,44.9
950,44.9
960,44.9
970,44.9
980,44.9
990,44.96
1000,44.96
1010,44.96
1020,44.96
1030,44.96
1040,44.96
1050,44.96
1060,44.9
1070,44.83
1080,44.77
1090,44.7
1100,44.44
1110,44.37
1120,44.31
1130,44.31
1140,44.24
1150,44.17
1160,44.11
1170,44.17
1180,44.11
1190,44.17
1200,44.11
1210,44.04
1220,43.98
1230,43.98
1240,43.91
1250,43.71
1260,43.78
1270,43.71
1280,43.71
1290,43.71
1300,43.71
1310,43.65
1320,43.71
1330,43.65
1340,43.65
1350,43.65
1360,43.58
1370,43.58
1380,43.51
1390,43.51
1400,43.45
1410,43.45
1420,43.51
1430,43.51
1440,43.51
1450,43.51
1460,43.51
1470,43.45
1480,43.45
1490,43.32
1500,43.25
1510,43.05
1520,43.05
1530,42.98
1540,42.98
1550,42.98
1560,42.98
1570,42.92
1580,42.78
1590,42.65
1600,42.65
1610,42.58
1620,42.58
1630,42.58
1640,42.58
1650,42.51
1660,42.51
1670,42.65
1680,42.65
1690,42.78
1700,42.85
1710,42.92
1720,42.92
1730,42.98
1740,42.98
1750,43.05
1760,43.05
1770,43.05
1780,43.05
1790,43.05
1800,43.05
1810,43.05
1820,42.98
1830,42.98
1840,42.92
1850,42.92
1860,42.85
1870,42.85
1880,42.85
1890,42.85
1900,42.85
1910,42.85
1920,42.85
1930,42.85
1940,42.78
1950,42.72
1960,42.72
1970,42.72
1980,42.58
