time,light,temperature,sound,temperature probe
1277733420,0.00,24.11,0,25.524470499424477611940298507462687
1277733480,0.00,24.11,0,25.524470499424477611940298507462687
1277733540,0.00,24.11,0,25.616451732724299065420560747663551
1277733600,0.00,24.11,0,25.708292276651086142322097378277154
1277733660,0.00,24.11,0,25.616451732724299065420560747663551
1277733720,0.00,24.11,0,25.616451732724299065420560747663551
1277733780,0.00,24.11,0,25.524470499424477611940298507462687
1277733840,0.00,24.11,0,25.432348460898063314711359404096834
1277733900,0.00,24.11,0,25.432348460898063314711359404096834
1277733960,0.00,24.11,0,25.432348460898063314711359404096834
1277734020,0.00,23.79,0,25.524470499424477611940298507462687
1277734080,0.00,24.11,0,25.432348460898063314711359404096834
1277734140,0.00,23.79,0,25.340085502152862453531598513011152
1277734200,0.00,23.79,0,25.340085502152862453531598513011152
1277734260,0.00,23.79,0,25.432348460898063314711359404096834
1277734320,0.00,23.79,0,25.340085502152862453531598513011152
1277734380,0.00,23.79,0,25.340085502152862453531598513011152
1277734440,0.00,23.79,0,25.247681509050055658627087198515770
1277734500,0.00,23.79,0,25.340085502152862453531598513011152
1277734560,0.00,23.79,0,25.247681509050055658627087198515770
1277734620,0.00,23.79,0,25.247681509050055658627087198515770
1277734680,0.00,23.79,0,25.155136368296296296296296296296296
1277734740,0.00,23.79,0,25.247681509050055658627087198515770
1277734800,0.00,23.79,0,25.155136368296296296296296296296296
1277734860,0.00,23.79,0,25.155136368296296296296296296296296
1277734920,0.00,23.79,0,25.155136368296296296296296296296296
1277734980,0.00,23.79,0,25.062449967435896487985212569316081
1277735040,0.00,23.79,0,25.155136368296296296296296296296296
1277735100,0.00,23.79,0,25.432348460898063314711359404096834
1277735160,0.00,23.79,0,25.340085502152862453531598513011152
1277735220,0.00,23.79,0,25.247681509050055658627087198515770
1277735280,0.00,23.79,0,25.247681509050055658627087198515770
1277735340,0.00,23.47,0,25.155136368296296296296296296296296
1277735400,0.00,23.79,0,25.155136368296296296296296296296296
1277735460,0.00,23.79,0,25.155136368296296296296296296296296
1277735520,0.00,23.79,0,25.247681509050055658627087198515770
1277735580,0.00,23.79,0,25.340085502152862453531598513011152
1277735640,0.00,23.79,0,25.340085502152862453531598513011152
1277735700,0.00,23.79,0,25.247681509050055658627087198515770
1277735760,0.00,23.79,0,25.247681509050055658627087198515770
1277735820,0.00,23.79,0,25.340085502152862453531598513011152
1277735880,0.00,23.47,0,25.155136368296296296296296296296296
1277735940,0.00,23.47,0,25.155136368296296296296296296296296
1277736000,0.00,23.79,0,25.062449967435896487985212569316081
1277736060,0.00,23.47,0,25.062449967435896487985212569316081
1277736120,0.00,23.47,0,24.969622194843099630996309963099631
1277736180,0.00,23.47,0,24.969622194843099630996309963099631
1277736240,0.00,23.47,0,24.969622194843099630996309963099631
1277736300,0.00,23.79,0,24.969622194843099630996309963099631
1277736360,0.00,23.47,0,24.969622194843099630996309963099631
1277736420,0.00,23.79,0,24.969622194843099630996309963099631
1277736480,0.00,23.47,0,24.969622194843099630996309963099631
1277736540,0.00,23.47,0,25.062449967435896487985212569316081
1277736600,0.00,23.47,0,24.969622194843099630996309963099631
1277736660,0.00,23.47,0,24.876652939714438305709023941068140
1277736720,0.00,23.47,0,24.876652939714438305709023941068140
1277736780,0.00,23.47,0,24.783542092061176470588235294117647
1277736840,0.00,23.47,0,24.783542092061176470588235294117647
1277736900,0.00,23.47,0,24.783542092061176470588235294117647
1277736960,0.00,23.47,0,24.783542092061176470588235294117647
1277737020,0.00,23.47,0,24.783542092061176470588235294117647
1277737080,0.00,23.47,0,24.783542092061176470588235294117647
1277737140,0.00,23.47,0,24.690289542701834862385321100917431
1277737200,0.00,23.47,0,24.690289542701834862385321100917431
1277737260,0.00,23.47,0,24.690289542701834862385321100917431
1277737320,0.00,23.47,0,24.690289542701834862385321100917431
1277737380,0.00,23.47,0,24.783542092061176470588235294117647
1277737440,0.00,23.47,0,24.783542092061176470588235294117647
1277737500,0.00,23.47,0,24.596895183254798534798534798534799
1277737560,0.00,23.47,0,24.596895183254798534798534798534799
1277737620,0.00,23.47,0,24.596895183254798534798534798534799
1277737680,0.00,23.47,0,24.596895183254798534798534798534799
1277737740,0.00,23.47,0,24.690289542701834862385321100917431
1277737800,0.00,23.47,0,24.690289542701834862385321100917431
1277737860,0.00,23.47,0,24.503358906131005484460694698354662
1277737920,0.00,23.47,0,24.503358906131005484460694698354662
1277737980,0.00,23.47,0,24.596895183254798534798534798534799
1277738040,0.00,23.47,0,24.690289542701834862385321100917431
1277738100,0.00,23.47,0,24.783542092061176470588235294117647
1277738160,0.00,23.47,0,24.876652939714438305709023941068140
1277738220,0.00,23.47,0,24.783542092061176470588235294117647
1277738280,0.00,23.47,0,24.783542092061176470588235294117647
1277738340,0.00,23.47,0,24.783542092061176470588235294117647
1277738400,0.00,23.47,0,24.783542092061176470588235294117647
1277738460,0.00,23.47,0,24.690289542701834862385321100917431
1277738520,0.00,23.47,0,24.690289542701834862385321100917431
1277738580,0.00,23.47,0,24.596895183254798534798534798534799
1277738640,0.00,23.47,0,24.503358906131005484460694698354662
1277738700,0.00,23.47,0,24.596895183254798534798534798534799
1277738760,0.00,23.47,0,24.596895183254798534798534798534799
1277738820,0.00,23.47,0,24.596895183254798534798534798534799
1277738880,0.00,23.14,0,24.503358906131005484460694698354662
1277738940,0.00,23.14,0,24.503358906131005484460694698354662
1277739000,0.00,23.14,0,24.503358906131005484460694698354662
1277739060,0.00,23.14,0,24.596895183254798534798534798534799
1277739120,0.00,23.47,0,24.596895183254798534798534798534799
1277739180,0.00,23.47,0,24.596895183254798534798534798534799
1277739240,0.00,23.14,0,24.503358906131005484460694698354662
1277739300,0.00,23.14,0,24.503358906131005484460694698354662
1277739360,0.00,23.14,0,24.409680604526715328467153284671533
1277739420,0.00,23.14,0,24.409680604526715328467153284671533
1277739480,0.00,23.14,0,24.409680604526715328467153284671533
1277739540,0.00,23.47,0,24.315860172416357012750455373406193
1277739600,0.00,23.14,0,24.409680604526715328467153284671533
1277739660,0.00,23.47,0,24.409680604526715328467153284671533
1277739720,0.00,23.14,0,24.315860172416357012750455373406193
1277739780,0.00,23.14,0,24.315860172416357012750455373406193
1277739840,0.00,23.14,0,24.315860172416357012750455373406193
1277739900,0.00,23.14,0,24.315860172416357012750455373406193
1277739960,0.00,23.14,0,24.221897504545454545454545454545455
1277740020,0.00,23.14,0,24.127792496423629764065335753176044
1277740080,0.00,23.14,0,24.127792496423629764065335753176044
1277740140,0.00,23.14,0,24.315860172416357012750455373406193
1277740200,0.00,23.14,0,24.221897504545454545454545454545455
1277740260,0.00,23.14,0,24.221897504545454545454545454545455
1277740320,0.00,23.14,0,24.127792496423629764065335753176044
1277740380,0.00,23.14,0,24.127792496423629764065335753176044
1277740440,0.00,23.14,0,23.939155045244737793851717902350814
1277740500,0.00,23.14,0,24.033545044317681159420289855072464
1277740560,0.00,23.14,0,24.127792496423629764065335753176044
1277740620,0.00,23.14,0,24.127792496423629764065335753176044
1277740680,0.00,23.14,0,24.033545044317681159420289855072464
1277740740,0.00,23.14,0,24.033545044317681159420289855072464
1277740800,0.00,23.14,0,24.127792496423629764065335753176044
1277740860,0.00,23.14,0,24.315860172416357012750455373406193
1277740920,0.00,23.14,0,24.221897504545454545454545454545455
1277740980,0.00,23.14,0,24.127792496423629764065335753176044
1277741040,0.00,23.14,0,24.033545044317681159420289855072464
1277741100,0.00,23.14,0,24.315860172416357012750455373406193
1277741160,0.00,23.14,0,24.315860172416357012750455373406193
1277741220,0.00,23.14,0,24.315860172416357012750455373406193
1277741280,0.00,23.14,0,24.221897504545454545454545454545455
1277741340,0.00,23.14,0,24.409680604526715328467153284671533
1277741400,0.00,23.14,0,24.409680604526715328467153284671533
1277741460,0.00,23.14,0,24.409680604526715328467153284671533
1277741520,0.00,23.14,0,24.315860172416357012750455373406193
1277741580,0.00,23.14,0,24.409680604526715328467153284671533
1277741640,0.00,23.14,0,24.409680604526715328467153284671533
1277741700,0.00,22.82,0,24.409680604526715328467153284671533
1277741760,0.00,22.82,0,24.409680604526715328467153284671533
1277741820,0.00,22.82,0,24.315860172416357012750455373406193
1277741880,0.00,23.14,0,24.315860172416357012750455373406193
1277741940,0.00,23.14,0,24.315860172416357012750455373406193
1277742000,0.00,23.14,0,24.409680604526715328467153284671533
1277742060,0.00,22.82,0,24.409680604526715328467153284671533
1277742120,0.00,22.82,0,24.409680604526715328467153284671533
1277742180,0.00,22.82,0,24.503358906131005484460694698354662
1277742240,0.00,22.82,0,24.503358906131005484460694698354662
1277742300,0.00,22.82,0,24.409680604526715328467153284671533
1277742360,0.00,22.82,0,24.315860172416357012750455373406193
1277742420,0.00,22.82,0,24.409680604526715328467153284671533
1277742480,0.00,22.82,0,24.503358906131005484460694698354662
1277742540,0.00,22.82,0,24.409680604526715328467153284671533
1277742600,0.00,22.82,0,24.409680604526715328467153284671533
1277742660,0.00,22.82,0,24.503358906131005484460694698354662
1277742720,0.00,22.82,0,24.503358906131005484460694698354662
1277742780,0.00,22.82,0,24.596895183254798534798534798534799
1277742840,0.00,22.82,0,24.596895183254798534798534798534799
1277742900,0.00,22.82,0,24.503358906131005484460694698354662
1277742960,0.00,22.82,0,24.596895183254798534798534798534799
1277743020,0.00,22.82,0,24.690289542701834862385321100917431
1277743080,0.00,22.82,0,24.690289542701834862385321100917431
1277743140,0.00,22.82,0,24.783542092061176470588235294117647
1277743200,0.00,22.82,0,24.783542092061176470588235294117647
1277743260,0.00,22.82,0,24.783542092061176470588235294117647
1277743320,0.00,22.82,0,24.969622194843099630996309963099631
1277743380,0.00,22.82,0,24.876652939714438305709023941068140
1277743440,0.00,22.82,0,24.969622194843099630996309963099631
1277743500,0.00,22.82,0,24.876652939714438305709023941068140
1277743560,0.00,22.82,0,24.876652939714438305709023941068140
1277743620,0.00,22.82,0,24.876652939714438305709023941068140
1277743680,0.00,22.82,0,24.783542092061176470588235294117647
1277743740,0.00,22.82,0,24.969622194843099630996309963099631
1277743800,0.00,22.82,0,24.969622194843099630996309963099631
1277743860,0.00,22.82,0,25.062449967435896487985212569316081
1277743920,0.00,22.82,0,24.969622194843099630996309963099631
1277743980,0.00,22.82,0,24.969622194843099630996309963099631
1277744040,0.00,22.82,0,24.969622194843099630996309963099631
1277744100,0.00,22.82,0,24.876652939714438305709023941068140
1277744160,0.00,22.82,0,24.876652939714438305709023941068140
1277744220,0.00,22.82,0,24.876652939714438305709023941068140
1277744280,0.00,22.82,0,24.969622194843099630996309963099631
1277744340,0.00,22.82,0,24.969622194843099630996309963099631
1277744400,0.00,22.82,0,24.969622194843099630996309963099631
1277744460,0.00,22.82,0,24.969622194843099630996309963099631
1277744520,0.00,22.82,0,24.876652939714438305709023941068140
1277744580,0.00,22.82,0,24.969622194843099630996309963099631
1277744640,0.00,22.82,0,24.969622194843099630996309963099631
1277744700,0.00,22.82,0,24.783542092061176470588235294117647
1277744760,0.00,22.82,0,24.969622194843099630996309963099631
1277744820,0.00,22.82,0,24.876652939714438305709023941068140
1277744880,0.00,22.82,0,24.876652939714438305709023941068140
1277744940,0.00,22.82,0,24.876652939714438305709023941068140
1277745000,0.00,22.82,0,24.783542092061176470588235294117647
1277745060,0.00,22.82,0,24.783542092061176470588235294117647
1277745120,0.00,22.82,0,24.690289542701834862385321100917431
1277745180,0.00,22.82,0,24.596895183254798534798534798534799
1277745240,0.00,22.82,0,24.596895183254798534798534798534799
1277745300,0.00,22.82,0,24.596895183254798534798534798534799
1277745360,0.00,22.82,0,24.596895183254798534798534798534799
1277745420,0.00,22.82,0,24.596895183254798534798534798534799
1277745480,0.00,22.82,0,24.596895183254798534798534798534799
1277745540,0.00,22.82,0,24.596895183254798534798534798534799
1277745600,0.00,22.82,0,24.503358906131005484460694698354662
1277745660,0.00,22.82,0,24.596895183254798534798534798534799
1277745720,0.00,22.82,0,24.503358906131005484460694698354662
1277745780,0.00,22.82,0,24.690289542701834862385321100917431
1277745840,0.00,22.82,0,24.596895183254798534798534798534799
1277745900,0.00,22.82,0,24.783542092061176470588235294117647
1277745960,0.00,22.82,0,24.690289542701834862385321100917431
1277746020,0.00,22.82,0,24.783542092061176470588235294117647
1277746080,0.00,22.82,0,24.783542092061176470588235294117647
1277746140,0.00,22.82,0,24.783542092061176470588235294117647
1277746200,0.00,22.82,0,24.783542092061176470588235294117647
1277746260,0.00,22.82,0,24.690289542701834862385321100917431
1277746320,0.00,22.82,0,24.596895183254798534798534798534799
1277746380,0.00,22.82,0,24.596895183254798534798534798534799
1277746440,0.00,22.82,0,24.596895183254798534798534798534799
1277746500,0.00,22.82,0,24.596895183254798534798534798534799
1277746560,0.00,22.82,0,24.409680604526715328467153284671533
1277746620,0.00,22.82,0,24.503358906131005484460694698354662
1277746680,0.00,22.82,0,24.409680604526715328467153284671533
1277746740,0.00,22.82,0,24.409680604526715328467153284671533
1277746800,0.00,22.50,0,24.409680604526715328467153284671533
1277746860,0.00,22.50,0,24.315860172416357012750455373406193
1277746920,0.00,22.82,0,24.221897504545454545454545454545455
1277746980,0.00,22.82,0,24.127792496423629764065335753176044
1277747040,0.00,22.82,0,24.127792496423629764065335753176044
1277747100,0.00,22.50,0,23.939155045244737793851717902350814
1277747160,0.00,22.82,0,24.127792496423629764065335753176044
1277747220,0.00,22.82,0,24.033545044317681159420289855072464
1277747280,0.00,22.82,0,23.939155045244737793851717902350814
1277747340,0.00,22.82,0,24.033545044317681159420289855072464
1277747400,0.00,22.82,0,23.939155045244737793851717902350814
1277747460,0.00,22.50,0,23.844622396965487364620938628158845
1277747520,0.00,22.50,0,23.844622396965487364620938628158845
1277747580,0.00,22.50,0,23.655128747508489208633093525179856
1277747640,0.00,22.50,0,23.655128747508489208633093525179856
1277747700,0.00,22.50,0,23.749946997977477477477477477477477
1277747760,0.00,22.82,0,23.560167545509982046678635547576302
1277747820,0.00,22.50,0,23.560167545509982046678635547576302
1277747880,0.00,22.50,0,23.655128747508489208633093525179856
1277747940,0.00,22.50,0,23.655128747508489208633093525179856
1277748000,0.00,22.50,0,23.465063292650609318996415770609319
1277748060,0.00,22.50,0,23.369815890309803220035778175313059
1277748120,0.00,22.50,0,23.465063292650609318996415770609319
1277748180,0.00,22.50,0,23.369815890309803220035778175313059
1277748240,0.00,22.50,0,23.465063292650609318996415770609319
1277748300,0.00,22.50,0,23.465063292650609318996415770609319
1277748360,0.00,22.50,0,23.465063292650609318996415770609319
1277748420,0.00,22.50,0,23.465063292650609318996415770609319
1277748480,0.00,22.50,0,23.560167545509982046678635547576302
1277748540,0.00,22.50,0,23.465063292650609318996415770609319
1277748600,0.00,22.50,0,23.369815890309803220035778175313059
1277748660,0.00,22.50,0,23.465063292650609318996415770609319
1277748720,0.00,22.50,0,23.274425240571428571428571428571429
1277748780,0.00,22.50,0,23.465063292650609318996415770609319
1277748840,0.00,22.50,0,23.465063292650609318996415770609319
1277748900,0.00,22.50,0,23.369815890309803220035778175313059
1277748960,0.00,22.50,0,23.274425240571428571428571428571429
1277749020,0.00,22.50,0,23.369815890309803220035778175313059
1277749080,0.00,22.50,0,23.465063292650609318996415770609319
1277749140,0.00,22.50,0,23.369815890309803220035778175313059
1277749200,0.00,22.50,0,23.369815890309803220035778175313059
1277749260,0.00,22.50,0,23.369815890309803220035778175313059
1277749320,0.00,22.50,0,23.465063292650609318996415770609319
1277749380,0.00,22.50,0,23.655128747508489208633093525179856
1277749440,0.00,22.50,0,23.560167545509982046678635547576302
1277749500,0.00,22.50,0,23.369815890309803220035778175313059
1277749560,0.00,22.50,0,23.369815890309803220035778175313059
1277749620,0.00,22.50,0,23.560167545509982046678635547576302
1277749680,0.00,22.50,0,23.560167545509982046678635547576302
1277749740,0.00,22.50,0,23.655128747508489208633093525179856
1277749800,0.00,22.50,0,23.749946997977477477477477477477477
1277749860,0.00,22.50,0,23.465063292650609318996415770609319
1277749920,0.00,22.50,0,23.655128747508489208633093525179856
1277749980,0.00,22.50,0,23.655128747508489208633093525179856
1277750040,0.00,22.50,0,23.655128747508489208633093525179856
1277750100,0.00,22.50,0,23.749946997977477477477477477477477
1277750160,0.00,22.50,0,23.844622396965487364620938628158845
1277750220,0.00,22.50,0,23.749946997977477477477477477477477
1277750280,0.00,22.50,0,23.749946997977477477477477477477477
1277750340,0.00,22.50,0,23.560167545509982046678635547576302
1277750400,0.00,22.50,0,23.560167545509982046678635547576302
1277750460,0.00,22.50,0,23.655128747508489208633093525179856
1277750520,0.00,22.50,0,23.655128747508489208633093525179856
1277750580,0.00,22.50,0,23.655128747508489208633093525179856
1277750640,0.00,22.50,0,23.655128747508489208633093525179856
1277750700,0.00,22.50,0,23.560167545509982046678635547576302
1277750760,0.00,22.50,0,23.560167545509982046678635547576302
1277750820,0.00,22.50,0,23.465063292650609318996415770609319
1277750880,0.00,22.50,0,23.465063292650609318996415770609319
1277750940,0.00,22.18,0,23.749946997977477477477477477477477
1277751000,0.00,22.18,0,23.655128747508489208633093525179856
1277751060,0.00,22.50,0,23.465063292650609318996415770609319
1277751120,0.00,22.50,0,23.560167545509982046678635547576302
1277751180,0.00,22.50,0,23.749946997977477477477477477477477
1277751240,0.00,22.18,0,23.655128747508489208633093525179856
1277751300,0.00,22.18,0,23.560167545509982046678635547576302
1277751360,0.00,22.18,0,23.749946997977477477477477477477477
1277751420,0.00,22.50,0,23.560167545509982046678635547576302
1277751480,0.00,22.50,0,23.465063292650609318996415770609319
1277751540,0.00,22.50,0,23.655128747508489208633093525179856
1277751600,0.00,22.18,0,23.465063292650609318996415770609319
1277751660,0.00,22.18,0,23.369815890309803220035778175313059
1277751720,0.00,22.18,0,23.274425240571428571428571428571429
1277751780,0.00,22.50,0,23.178891246217504456327985739750446
1277751840,0.00,22.50,0,23.274425240571428571428571428571429
1277751900,0.00,22.18,0,23.274425240571428571428571428571429
1277751960,0.00,22.50,0,23.178891246217504456327985739750446
1277752020,0.00,22.18,0,23.274425240571428571428571428571429
1277752080,0.00,22.50,0,23.178891246217504456327985739750446
1277752140,0.00,22.50,0,23.274425240571428571428571428571429
1277752200,0.00,22.18,0,23.274425240571428571428571428571429
1277752260,0.00,22.18,0,23.083213810721992882562277580071174
1277752320,0.00,22.18,0,23.274425240571428571428571428571429
1277752380,0.00,22.18,0,23.274425240571428571428571428571429
1277752440,0.00,22.18,0,23.274425240571428571428571428571429
1277752500,0.00,22.18,0,23.369815890309803220035778175313059
1277752560,0.00,22.18,0,23.083213810721992882562277580071174
1277752620,0.00,22.18,0,23.465063292650609318996415770609319
1277752680,0.00,22.18,0,23.083213810721992882562277580071174
1277752740,0.00,22.18,0,23.465063292650609318996415770609319
1277752800,0.00,22.18,0,23.465063292650609318996415770609319
1277752860,0.00,22.18,0,23.369815890309803220035778175313059
1277752920,0.00,22.18,0,23.560167545509982046678635547576302
1277752980,0.00,22.18,0,23.369815890309803220035778175313059
1277753040,0.00,22.18,0,23.560167545509982046678635547576302
1277753100,0.00,22.18,0,23.465063292650609318996415770609319
1277753160,0.00,22.18,0,23.749946997977477477477477477477477
1277753220,0.00,22.50,0,23.465063292650609318996415770609319
1277753280,0.00,22.18,0,23.655128747508489208633093525179856
1277753340,0.00,22.18,0,23.655128747508489208633093525179856
1277753400,0.00,22.18,0,23.655128747508489208633093525179856
1277753460,0.00,22.18,0,23.749946997977477477477477477477477
1277753520,0.00,22.18,0,23.655128747508489208633093525179856
1277753580,0.00,22.18,0,23.560167545509982046678635547576302
1277753640,0.00,22.18,0,23.655128747508489208633093525179856
1277753700,0.00,22.18,0,23.560167545509982046678635547576302
1277753760,0.00,22.18,0,23.560167545509982046678635547576302
1277753820,0.00,22.18,0,23.369815890309803220035778175313059
1277753880,0.00,22.18,0,23.560167545509982046678635547576302
1277753940,0.00,22.18,0,23.560167545509982046678635547576302
1277754000,0.00,22.18,0,23.655128747508489208633093525179856
1277754060,0.00,22.18,0,23.560167545509982046678635547576302
1277754120,0.00,22.18,0,23.655128747508489208633093525179856
1277754180,0.00,22.18,0,23.655128747508489208633093525179856
1277754240,0.00,22.18,0,23.655128747508489208633093525179856
1277754300,0.00,22.18,0,23.560167545509982046678635547576302
1277754360,0.00,22.18,0,23.560167545509982046678635547576302
1277754420,0.00,22.18,0,23.749946997977477477477477477477477
1277754480,0.00,22.18,0,23.655128747508489208633093525179856
1277754540,0.00,22.18,0,23.655128747508489208633093525179856
1277754600,0.00,22.18,0,23.655128747508489208633093525179856
1277754660,0.00,22.18,0,23.655128747508489208633093525179856
1277754720,0.00,22.18,0,23.560167545509982046678635547576302
1277754780,0.00,22.18,0,23.560167545509982046678635547576302
1277754840,0.00,22.18,0,23.560167545509982046678635547576302
1277754900,0.00,22.18,0,23.560167545509982046678635547576302
1277754960,0.00,22.18,0,23.560167545509982046678635547576302
1277755020,0.00,22.18,0,23.274425240571428571428571428571429
1277755080,0.00,22.18,0,23.465063292650609318996415770609319
1277755140,0.00,22.18,0,23.655128747508489208633093525179856
1277755200,0.00,22.18,0,23.465063292650609318996415770609319
1277755260,0.00,22.18,0,23.369815890309803220035778175313059
1277755320,0.00,22.18,0,23.274425240571428571428571428571429
1277755380,0.00,22.18,0,23.274425240571428571428571428571429
1277755440,0.00,22.18,0,23.465063292650609318996415770609319
1277755500,0.00,22.18,0,23.560167545509982046678635547576302
1277755560,0.00,22.18,0,23.369815890309803220035778175313059
1277755620,0.00,22.18,0,23.369815890309803220035778175313059
1277755680,0.00,22.18,0,23.274425240571428571428571428571429
1277755740,0.00,22.18,0,23.369815890309803220035778175313059
1277755800,0.00,22.18,0,23.465063292650609318996415770609319
1277755860,0.00,22.18,0,23.369815890309803220035778175313059
1277755920,0.00,22.18,0,23.274425240571428571428571428571429
1277755980,0.00,22.18,0,23.369815890309803220035778175313059
1277756040,0.00,22.18,0,23.560167545509982046678635547576302
1277756100,0.00,22.18,0,23.465063292650609318996415770609319
1277756160,0.00,22.18,0,23.369815890309803220035778175313059
1277756220,0.00,22.18,0,23.369815890309803220035778175313059
1277756280,2.10,22.18,0,23.465063292650609318996415770609319
1277756340,2.10,22.18,0,23.560167545509982046678635547576302
1277756400,4.19,22.18,0,23.655128747508489208633093525179856
1277756460,6.29,22.18,0,23.655128747508489208633093525179856
1277756520,8.38,22.18,0,23.560167545509982046678635547576302
1277756580,10.47,22.18,0,23.844622396965487364620938628158845
1277756640,12.56,22.18,0,23.655128747508489208633093525179856
1277756700,14.65,22.18,0,23.655128747508489208633093525179856
1277756760,14.65,22.18,0,23.560167545509982046678635547576302
1277756820,18.82,22.18,0,23.465063292650609318996415770609319
1277756880,20.90,22.18,0,23.560167545509982046678635547576302
1277756940,20.90,22.50,0,23.844622396965487364620938628158845
1277757000,20.90,22.50,0,23.749946997977477477477477477477477
1277757060,22.98,22.50,0,23.749946997977477477477477477477477
1277757120,22.98,22.50,0,23.749946997977477477477477477477477
1277757180,25.06,22.50,0,23.749946997977477477477477477477477
1277757240,31.28,22.50,0,23.844622396965487364620938628158845
1277757300,41.62,22.50,0,23.844622396965487364620938628158845
1277757360,49.86,22.50,0,23.749946997977477477477477477477477
