time,light,temperature,sound,temperature probe
1277730000,33.35,26.69,0,27.426692297898058252427184466019417
1277730060,35.42,26.69,0,26.799448415172720306513409961685824
1277730120,0.00,26.37,0,26.256387661764848484848484848484848
1277730180,0.00,26.37,0,25.982970943819623352165725047080979
1277730240,0.00,26.04,0,25.708292276651086142322097378277154
1277730300,0.00,25.72,0,25.616451732724299065420560747663551
1277730360,0.00,25.72,0,25.524470499424477611940298507462687
1277730420,0.00,25.40,0,25.432348460898063314711359404096834
1277730480,0.00,25.40,0,25.340085502152862453531598513011152
1277730540,0.00,25.08,0,25.340085502152862453531598513011152
1277730600,0.00,25.08,0,25.340085502152862453531598513011152
1277730660,0.00,25.08,0,25.247681509050055658627087198515770
1277730720,0.00,24.76,0,25.247681509050055658627087198515770
1277730780,0.00,24.76,0,25.247681509050055658627087198515770
1277730840,0.00,24.43,0,25.155136368296296296296296296296296
1277730900,0.00,24.43,0,25.062449967435896487985212569316081
1277730960,0.00,24.11,0,25.062449967435896487985212569316081
1277731020,0.00,24.11,0,25.062449967435896487985212569316081
1277731080,0.00,24.11,0,25.062449967435896487985212569316081
1277731140,0.00,23.79,0,24.969622194843099630996309963099631
1277731200,0.00,23.79,0,24.969622194843099630996309963099631
1277731260,0.00,23.79,0,24.876652939714438305709023941068140
1277731320,0.00,23.79,0,24.876652939714438305709023941068140
1277731380,0.00,23.79,0,24.876652939714438305709023941068140
1277731440,0.00,23.79,0,24.876652939714438305709023941068140
1277731500,0.00,23.79,0,24.876652939714438305709023941068140
1277731560,0.00,23.79,0,24.876652939714438305709023941068140
1277731620,0.00,23.47,0,24.876652939714438305709023941068140
1277731680,0.00,23.47,0,24.783542092061176470588235294117647
1277731740,0.00,23.47,0,24.783542092061176470588235294117647
1277731800,0.00,23.47,0,24.783542092061176470588235294117647
1277731860,0.00,23.47,0,24.783542092061176470588235294117647
1277731920,0.00,23.47,0,24.783542092061176470588235294117647
1277731980,0.00,23.47,0,24.783542092061176470588235294117647
1277732040,0.00,23.47,0,24.783542092061176470588235294117647
1277732100,0.00,23.47,0,24.783542092061176470588235294117647
1277732160,0.00,23.47,0,24.783542092061176470588235294117647
1277732220,0.00,23.14,0,24.690289542701834862385321100917431
1277732280,0.00,23.14,0,24.690289542701834862385321100917431
1277732340,0.00,23.47,0,24.690289542701834862385321100917431
1277732400,0.00,23.14,0,24.690289542701834862385321100917431
1277732460,0.00,23.14,0,24.690289542701834862385321100917431
1277732520,0.00,23.14,0,24.690289542701834862385321100917431
1277732580,0.00,23.14,0,24.596895183254798534798534798534799
1277732640,0.00,23.14,0,24.596895183254798534798534798534799
1277732700,0.00,23.14,0,24.596895183254798534798534798534799
1277732760,0.00,23.14,1,24.596895183254798534798534798534799
1277732820,0.00,23.14,0,24.596895183254798534798534798534799
1277732880,0.00,23.14,0,24.596895183254798534798534798534799
1277732940,0.00,23.14,0,24.690289542701834862385321100917431
1277733000,0.00,23.14,0,24.690289542701834862385321100917431
1277733060,0.00,23.14,0,24.596895183254798534798534798534799
1277733120,0.00,23.14,0,24.596895183254798534798534798534799
1277733180,0.00,23.14,0,24.596895183254798534798534798534799
1277733240,0.00,23.14,0,24.596895183254798534798534798534799
1277733300,0.00,23.14,0,24.596895183254798534798534798534799
1277733360,0.00,23.14,0,24.596895183254798534798534798534799
1277733420,0.00,23.14,0,24.596895183254798534798534798534799
1277733480,0.00,23.14,0,24.596895183254798534798534798534799
1277733540,0.00,23.14,0,24.596895183254798534798534798534799
1277733600,0.00,23.14,0,24.596895183254798534798534798534799
1277733660,0.00,23.14,0,24.596895183254798534798534798534799
1277733720,0.00,23.14,0,24.596895183254798534798534798534799
1277733780,0.00,23.14,0,24.596895183254798534798534798534799
1277733840,0.00,23.14,0,24.596895183254798534798534798534799
1277733900,0.00,23.14,0,24.596895183254798534798534798534799
1277733960,0.00,23.14,0,24.596895183254798534798534798534799
1277734020,0.00,23.14,0,24.503358906131005484460694698354662
1277734080,0.00,23.14,0,24.503358906131005484460694698354662
1277734140,0.00,23.14,0,24.503358906131005484460694698354662
1277734200,0.00,23.14,0,24.503358906131005484460694698354662
1277734260,0.00,23.14,0,24.503358906131005484460694698354662
1277734320,0.00,23.14,0,24.503358906131005484460694698354662
1277734380,0.00,23.14,0,24.503358906131005484460694698354662
1277734440,0.00,23.14,0,24.503358906131005484460694698354662
1277734500,0.00,23.14,0,24.409680604526715328467153284671533
1277734560,0.00,23.14,0,24.503358906131005484460694698354662
1277734620,0.00,23.14,0,24.409680604526715328467153284671533
1277734680,0.00,23.14,0,24.503358906131005484460694698354662
1277734740,0.00,23.14,0,24.503358906131005484460694698354662
1277734800,0.00,23.14,0,24.409680604526715328467153284671533
1277734860,0.00,23.14,0,24.409680604526715328467153284671533
1277734920,0.00,22.82,0,24.409680604526715328467153284671533
1277734980,0.00,22.82,0,24.409680604526715328467153284671533
1277735040,0.00,22.82,0,24.315860172416357012750455373406193
1277735100,0.00,22.82,0,24.315860172416357012750455373406193
1277735160,0.00,22.82,0,24.315860172416357012750455373406193
1277735220,0.00,22.82,0,24.315860172416357012750455373406193
1277735280,0.00,22.82,0,24.221897504545454545454545454545455
1277735340,0.00,22.82,0,24.221897504545454545454545454545455
1277735400,0.00,22.82,0,24.221897504545454545454545454545455
1277735460,0.00,22.82,0,24.127792496423629764065335753176044
1277735520,0.00,22.50,0,24.127792496423629764065335753176044
1277735580,0.00,22.82,0,24.127792496423629764065335753176044
1277735640,0.00,22.82,0,24.127792496423629764065335753176044
1277735700,0.00,22.82,0,24.221897504545454545454545454545455
1277735760,0.00,22.50,0,24.127792496423629764065335753176044
1277735820,0.00,22.50,0,24.127792496423629764065335753176044
1277735880,0.00,22.50,0,24.127792496423629764065335753176044
1277735940,0.00,22.50,0,24.127792496423629764065335753176044
1277736000,0.00,22.50,0,24.127792496423629764065335753176044
1277736060,0.00,22.50,0,24.127792496423629764065335753176044
1277736120,0.00,22.50,0,24.127792496423629764065335753176044
1277736180,0.00,22.50,0,24.127792496423629764065335753176044
1277736240,0.00,22.50,0,24.033545044317681159420289855072464
1277736300,0.00,22.50,0,24.033545044317681159420289855072464
1277736360,0.00,22.50,0,24.033545044317681159420289855072464
1277736420,0.00,22.50,0,24.033545044317681159420289855072464
1277736480,0.00,22.50,0,24.033545044317681159420289855072464
1277736540,0.00,22.18,0,24.033545044317681159420289855072464
1277736600,0.00,22.18,0,24.033545044317681159420289855072464
1277736660,0.00,22.18,0,24.033545044317681159420289855072464
1277736720,0.00,22.18,0,23.939155045244737793851717902350814
1277736780,0.00,22.18,0,23.939155045244737793851717902350814
1277736840,0.00,22.18,0,23.939155045244737793851717902350814
1277736900,0.00,22.18,0,23.939155045244737793851717902350814
1277736960,0.00,22.18,0,23.939155045244737793851717902350814
1277737020,0.00,22.18,0,23.939155045244737793851717902350814
1277737080,0.00,22.18,0,23.939155045244737793851717902350814
1277737140,0.00,22.18,0,23.939155045244737793851717902350814
1277737200,0.00,22.18,0,23.939155045244737793851717902350814
1277737260,0.00,22.18,0,23.939155045244737793851717902350814
1277737320,0.00,22.18,0,23.939155045244737793851717902350814
1277737380,0.00,22.18,0,23.844622396965487364620938628158845
1277737440,0.00,22.18,0,23.844622396965487364620938628158845
1277737500,0.00,21.86,0,23.844622396965487364620938628158845
1277737560,0.00,21.86,0,23.844622396965487364620938628158845
1277737620,0.00,21.86,0,23.844622396965487364620938628158845
1277737680,0.00,21.86,0,23.844622396965487364620938628158845
1277737740,0.00,21.86,0,23.844622396965487364620938628158845
1277737800,0.00,21.86,0,23.844622396965487364620938628158845
1277737860,0.00,21.86,0,23.844622396965487364620938628158845
1277737920,0.00,22.18,0,23.844622396965487364620938628158845
1277737980,0.00,22.18,0,23.844622396965487364620938628158845
1277738040,0.00,22.18,0,23.844622396965487364620938628158845
1277738100,0.00,21.86,0,23.844622396965487364620938628158845
1277738160,0.00,21.86,0,23.844622396965487364620938628158845
1277738220,0.00,22.18,0,23.844622396965487364620938628158845
1277738280,0.00,21.86,0,23.749946997977477477477477477477477
1277738340,0.00,21.86,0,23.749946997977477477477477477477477
1277738400,0.00,21.86,0,23.844622396965487364620938628158845
1277738460,0.00,21.86,0,23.844622396965487364620938628158845
1277738520,0.00,22.18,0,23.749946997977477477477477477477477
1277738580,0.00,21.86,0,23.749946997977477477477477477477477
1277738640,0.00,21.86,0,23.749946997977477477477477477477477
1277738700,0.00,21.86,0,23.749946997977477477477477477477477
1277738760,0.00,21.86,0,23.749946997977477477477477477477477
1277738820,0.00,21.86,0,23.749946997977477477477477477477477
1277738880,0.00,21.86,0,23.749946997977477477477477477477477
1277738940,0.00,21.86,0,23.749946997977477477477477477477477
1277739000,0.00,21.86,0,23.749946997977477477477477477477477
1277739060,0.00,21.86,0,23.749946997977477477477477477477477
1277739120,0.00,21.86,0,23.749946997977477477477477477477477
1277739180,0.00,21.86,0,23.749946997977477477477477477477477
1277739240,0.00,21.86,0,23.749946997977477477477477477477477
1277739300,0.00,21.86,0,23.749946997977477477477477477477477
1277739360,0.00,21.86,0,23.749946997977477477477477477477477
1277739420,0.00,22.18,0,23.749946997977477477477477477477477
1277739480,0.00,22.18,0,23.749946997977477477477477477477477
1277739540,0.00,21.86,0,23.749946997977477477477477477477477
1277739600,0.00,21.86,0,23.749946997977477477477477477477477
1277739660,0.00,21.86,0,23.749946997977477477477477477477477
1277739720,0.00,21.86,0,23.749946997977477477477477477477477
1277739780,0.00,21.86,0,23.749946997977477477477477477477477
