time,light
"10/2/2009 22:08:16",212.38
"10/2/2009 22:08:17",255.79
"10/2/2009 22:08:18",255.79
"10/2/2009 22:08:19",261.39
"10/2/2009 22:08:20",244.56
"10/2/2009 22:08:21",6.29
"10/2/2009 22:08:23",0.00
"10/2/2009 22:08:24",0.00
"10/2/2009 22:08:25",0.00
"10/2/2009 22:08:26",0.00
"10/2/2009 22:08:27",0.00
"10/2/2009 22:08:28",0.00
"10/2/2009 22:08:29",0.00
"10/2/2009 22:08:30",0.00
"10/2/2009 22:08:31",0.00
"10/2/2009 22:08:32",0.00
"10/2/2009 22:08:33",0.00
"10/2/2009 22:08:34",0.00
"10/2/2009 22:08:36",0.00
"10/2/2009 22:08:37",0.00
"10/2/2009 22:08:38",0.00
"10/2/2009 22:08:39",0.00
"10/2/2009 22:08:40",0.00
"10/2/2009 22:08:41",248.31
"10/2/2009 22:08:42",223.80
"10/2/2009 22:08:43",231.37
"10/2/2009 22:08:44",227.59
"10/2/2009 22:08:45",231.37
"10/2/2009 22:08:46",221.90
"10/2/2009 22:08:47",229.48
"10/2/2009 22:08:48",233.26
"10/2/2009 22:08:50",120.71
"10/2/2009 22:08:51",138.57
"10/2/2009 22:08:52",122.70
"10/2/2009 22:08:53",0.00
"10/2/2009 22:08:54",0.00
"10/2/2009 22:08:55",0.00
"10/2/2009 22:08:56",0.00
"10/2/2009 22:08:57",0.00
"10/2/2009 22:08:58",16.73
"10/2/2009 22:08:59",266.96
"10/2/2009 22:09:00",248.31
"10/2/2009 22:09:02",210.47
"10/2/2009 22:09:03",0.00
"10/2/2009 22:09:04",0.00
"10/2/2009 22:09:05",0.00
"10/2/2009 22:09:06",0.00
"10/2/2009 22:09:07",0.00
"10/2/2009 22:09:08",0.00
"10/2/2009 22:09:09",0.00
"10/2/2009 22:09:10",16.73
"10/2/2009 22:09:11",244.56
"10/2/2009 22:09:12",257.66
"10/2/2009 22:09:13",216.19
"10/2/2009 22:09:14",202.82
"10/2/2009 22:09:16",0.00
"10/2/2009 22:09:17",0.00
"10/2/2009 22:09:18",0.00
"10/2/2009 22:09:19",0.00
"10/2/2009 22:09:20",0.00
"10/2/2009 22:09:21",253.93
"10/2/2009 22:09:22",246.44
"10/2/2009 22:09:23",252.06
"10/2/2009 22:09:24",60.11
"10/2/2009 22:09:25",22.98
"10/2/2009 22:09:26",20.90
"10/2/2009 22:09:28",22.98
"10/2/2009 22:09:29",22.98
"10/2/2009 22:09:30",246.44
"10/2/2009 22:09:31",261.39
"10/2/2009 22:09:32",235.15
"10/2/2009 22:09:33",8.38
"10/2/2009 22:09:34",2.10
"10/2/2009 22:09:35",4.19
"10/2/2009 22:09:36",4.19
"10/2/2009 22:09:37",4.19
"10/2/2009 22:09:38",12.56
"10/2/2009 22:09:40",248.31
"10/2/2009 22:09:41",257.66
"10/2/2009 22:09:42",229.48
"10/2/2009 22:09:43",240.80
"10/2/2009 22:09:44",179.68
"10/2/2009 22:09:45",106.71
"10/2/2009 22:09:46",6.29
"10/2/2009 22:09:47",6.29
"10/2/2009 22:09:48",4.19
"10/2/2009 22:09:49",4.19
"10/2/2009 22:09:50",4.19
"10/2/2009 22:09:51",39.56
"10/2/2009 22:09:53",246.44
"10/2/2009 22:09:54",248.31
"10/2/2009 22:09:55",223.80
"10/2/2009 22:09:56",4.19
"10/2/2009 22:09:57",4.19
"10/2/2009 22:09:58",4.19
"10/2/2009 22:09:59",4.19
"10/2/2009 22:10:00",4.19
"10/2/2009 22:10:01",124.69
"10/2/2009 22:10:02",244.56
"10/2/2009 22:10:03",134.61
"10/2/2009 22:10:04",8.38
"10/2/2009 22:10:06",4.19
"10/2/2009 22:10:07",4.19
"10/2/2009 22:10:08",4.19
"10/2/2009 22:10:09",4.19
"10/2/2009 22:10:10",4.19
"10/2/2009 22:10:11",4.19
"10/2/2009 22:10:12",166.07
"10/2/2009 22:10:13",208.56
"10/2/2009 22:10:14",122.70
"10/2/2009 22:10:15",152.36
"10/2/2009 22:10:16",130.65
"10/2/2009 22:10:17",108.72
"10/2/2009 22:10:19",179.68
"10/2/2009 22:10:20",185.49
"10/2/2009 22:10:21",210.47
"10/2/2009 22:10:22",294.60
