time,light
04/12/2010 09:03:27,60.11
04/12/2010 09:03:28,18.82
04/12/2010 09:03:29,0.00
04/12/2010 09:03:30,0.00
04/12/2010 09:03:31,0.00
04/12/2010 09:03:33,0.00
04/12/2010 09:03:34,0.00
04/12/2010 09:03:35,0.00
04/12/2010 09:03:36,0.00
04/12/2010 09:03:37,0.00
04/12/2010 09:03:38,8.38
04/12/2010 09:03:39,56.02
04/12/2010 09:03:40,142.52
04/12/2010 09:03:41,60.11
04/12/2010 09:03:42,82.52
04/12/2010 09:03:43,568.81
04/12/2010 09:03:45,596.16
04/12/2010 09:03:46,173.86
04/12/2010 09:03:47,84.55
04/12/2010 09:03:48,84.55
04/12/2010 09:03:49,164.11
04/12/2010 09:03:50,204.73
04/12/2010 09:03:51,122.70
04/12/2010 09:03:52,20.90
04/12/2010 09:03:53,0.00
04/12/2010 09:03:54,10.47
04/12/2010 09:03:55,76.43
04/12/2010 09:03:57,385.54
04/12/2010 09:03:58,303.72
04/12/2010 09:03:59,10.47
04/12/2010 09:04:00,18.82
04/12/2010 09:04:01,4.19
04/12/2010 09:04:02,0.00
04/12/2010 09:04:03,0.00
04/12/2010 09:04:04,0.00
04/12/2010 09:04:05,0.00
04/12/2010 09:04:06,0.00
04/12/2010 09:04:07,0.00
04/12/2010 09:04:09,0.00
04/12/2010 09:04:10,0.00
04/12/2010 09:04:11,0.00
04/12/2010 09:04:12,0.00
04/12/2010 09:04:13,0.00
04/12/2010 09:04:14,0.00
04/12/2010 09:04:15,0.00
04/12/2010 09:04:16,0.00
04/12/2010 09:04:17,0.00
04/12/2010 09:04:18,0.00
04/12/2010 09:04:19,0.00
04/12/2010 09:04:20,0.00
04/12/2010 09:04:22,4.19
04/12/2010 09:04:23,16.73
04/12/2010 09:04:24,22.98
04/12/2010 09:04:25,25.06
04/12/2010 09:04:26,41.62
04/12/2010 09:04:27,148.43
04/12/2010 09:04:28,526.70
04/12/2010 09:04:29,547.14
04/12/2010 09:04:30,443.56
04/12/2010 09:04:31,259.52
04/12/2010 09:04:32,58.07
04/12/2010 09:04:34,29.21
04/12/2010 09:04:35,14.65
04/12/2010 09:04:36,10.47
04/12/2010 09:04:37,12.56
04/12/2010 09:04:38,8.38
04/12/2010 09:04:39,0.00
04/12/2010 09:04:40,0.00
04/12/2010 09:04:41,0.00
04/12/2010 09:04:42,0.00
04/12/2010 09:04:43,0.00
04/12/2010 09:04:45,0.00
04/12/2010 09:04:46,0.00
04/12/2010 09:04:47,6.29
04/12/2010 09:04:48,0.00
04/12/2010 09:04:49,2.10
04/12/2010 09:04:50,0.00
04/12/2010 09:04:51,4.19
04/12/2010 09:04:52,8.38
04/12/2010 09:04:53,6.29
04/12/2010 09:04:54,4.19
04/12/2010 09:04:55,16.73
04/12/2010 09:04:56,12.56
04/12/2010 09:04:58,29.21
04/12/2010 09:04:59,6.29
04/12/2010 09:05:00,2.10
04/12/2010 09:05:01,2.10
04/12/2010 09:05:02,12.56
04/12/2010 09:05:03,20.90
04/12/2010 09:05:04,60.11
04/12/2010 09:05:05,189.35
04/12/2010 09:05:06,361.04
04/12/2010 09:05:07,404.54
04/12/2010 09:05:09,218.10
04/12/2010 09:05:10,62.16
04/12/2010 09:05:11,76.43
04/12/2010 09:05:12,132.63
04/12/2010 09:05:13,252.06
04/12/2010 09:05:14,413.10
04/12/2010 09:05:15,611.11
04/12/2010 09:05:16,446.91
04/12/2010 09:05:17,409.68
04/12/2010 09:05:18,60.11
04/12/2010 09:05:19,41.62
04/12/2010 09:05:21,47.80
04/12/2010 09:05:22,168.02
04/12/2010 09:05:23,486.53
04/12/2010 09:05:24,879.98
04/12/2010 09:05:25,680.32
04/12/2010 09:05:26,758.42
04/12/2010 09:05:27,132.63
04/12/2010 09:05:28,238.92
04/12/2010 09:05:29,802.63
04/12/2010 09:05:30,502.73
04/12/2010 09:05:31,210.47
04/12/2010 09:05:33,198.98
04/12/2010 09:05:34,310.99
04/12/2010 09:05:35,414.81
04/12/2010 09:05:36,191.28
04/12/2010 09:05:37,132.63
