time,light
04/12/2010 09:04:52,0.00
04/12/2010 09:04:53,0.00
04/12/2010 09:04:54,0.00
04/12/2010 09:04:55,0.00
04/12/2010 09:04:56,10.47
04/12/2010 09:04:58,2.10
04/12/2010 09:04:59,4.19
04/12/2010 09:05:00,0.00
04/12/2010 09:05:01,0.00
04/12/2010 09:05:02,0.00
04/12/2010 09:05:04,47.80
04/12/2010 09:05:05,126.68
04/12/2010 09:05:06,156.29
04/12/2010 09:05:07,261.39
04/12/2010 09:05:08,169.97
04/12/2010 09:05:10,118.71
04/12/2010 09:05:11,86.57
04/12/2010 09:05:12,212.38
04/12/2010 09:05:13,394.20
04/12/2010 09:05:14,660.56
04/12/2010 09:05:16,625.87
04/12/2010 09:05:17,307.36
04/12/2010 09:05:18,100.69
04/12/2010 09:05:19,51.91
04/12/2010 09:05:20,62.16
04/12/2010 09:05:22,334.40
04/12/2010 09:05:23,526.70
04/12/2010 09:05:24,310.99
04/12/2010 09:05:25,214.29
04/12/2010 09:05:26,227.59
04/12/2010 09:05:28,58.07
04/12/2010 09:05:29,300.08
04/12/2010 09:05:30,684.51
04/12/2010 09:05:31,718.78
04/12/2010 09:05:32,352.21
04/12/2010 09:05:34,364.56
04/12/2010 09:05:35,418.22
04/12/2010 09:05:36,534.60
04/12/2010 09:05:37,441.89
04/12/2010 09:05:38,259.52
04/12/2010 09:05:40,265.11
04/12/2010 09:05:41,259.52
04/12/2010 09:05:42,242.68
04/12/2010 09:05:43,270.67
04/12/2010 09:05:44,200.90
04/12/2010 09:05:46,195.13
04/12/2010 09:05:47,223.80
04/12/2010 09:05:48,235.15
04/12/2010 09:05:49,307.36
04/12/2010 09:05:50,334.40
