time,latitude,longitude,acceleration,light,temperature,sound,altitude,pedometer
03/24/2010 10:30:18,37.427998,-122.16857,1.02,265.11,22.18,25,68,0
03/24/2010 10:30:19,37.427982,-122.16857,1.09,389.01,22.18,15,69,0
03/24/2010 10:30:21,37.428017,-122.16857,1.02,387.27,22.50,1,68,0
03/24/2010 10:30:22,37.428032,-122.16857,1.02,339.76,22.50,12,65,2
03/24/2010 10:30:23,37.42805,-122.16857,0.90,35.42,22.18,7,63,3
03/24/2010 10:30:24,37.42805,-122.16859,0.98,43.68,22.18,17,63,0
03/24/2010 10:30:25,37.42805,-122.1686,1.05,45.74,22.18,18,64,1
03/24/2010 10:30:26,37.42805,-122.1686,1.05,53.97,22.50,9,63,1
03/24/2010 10:30:27,37.42805,-122.1686,1.48,27.13,22.50,7,63,1
03/24/2010 10:30:28,,,0.78,68.29,22.18,0, ,2
03/24/2010 10:30:29,,,0.98,18.82,22.18,5, ,3
03/24/2010 10:30:30,37.428017,-122.16863,1.33,43.68,22.18,4,62,3
03/24/2010 10:30:31,37.428017,-122.168686,1.41,47.80,22.50,3,62,2
03/24/2010 10:30:33,37.428032,-122.1687,1.13,49.86,22.18,2,61,4
03/24/2010 10:30:34,37.428032,-122.16872,0.98,41.62,22.18,0,59,3
03/24/2010 10:30:35,37.428017,-122.16872,1.33,45.74,22.50,3,58,4
03/24/2010 10:30:36,37.428032,-122.16872,1.84,53.97,22.50,2,57,3
03/24/2010 10:30:37,37.42805,-122.16872,0.94,18.82,22.18,5,57,3
03/24/2010 10:30:38,37.428066,-122.16873,0.98,14.65,22.50,0,58,3
03/24/2010 10:30:39,37.428066,-122.1687,1.91,12.56,22.18,5,55,4
03/24/2010 10:30:40,37.428032,-122.16872,1.13,6.29,22.18,18,56,2
03/24/2010 10:30:41,37.428017,-122.1687,1.56,8.38,22.50,7,55,2
03/24/2010 10:30:42,37.428017,-122.168686,0.94,6.29,22.18,9,55,2
03/24/2010 10:30:43,37.428032,-122.16867,1.48,8.38,22.18,4,52,3
03/24/2010 10:30:45,37.428032,-122.16867,1.13,8.38,22.18,1,50,1
03/24/2010 10:30:46,37.42805,-122.16867,1.09,6.29,22.18,21,50,1
03/24/2010 10:30:47,37.428066,-122.168686,1.29,6.29,22.18,3,49,2
03/24/2010 10:30:48,37.428066,-122.168686,1.80,6.29,22.18,16,50,2
03/24/2010 10:30:49,37.428066,-122.168686,1.64,0.00,22.18,13,49,2
03/24/2010 10:30:50,37.428085,-122.168686,1.05,2.10,22.18,3,46,4
03/24/2010 10:30:51,37.4281,-122.168686,1.02,6.29,22.18,0,46,2
03/24/2010 10:30:52,37.4281,-122.168686,0.78,10.47,22.18,10,45,4
03/24/2010 10:30:53,,,2.07,12.56,22.18,18, ,4
03/24/2010 10:30:54,,,0.94,4.19,22.18,2, ,3
03/24/2010 10:30:55,,,1.72,14.65,22.18,5, ,3
03/24/2010 10:30:57,,,0.98,10.47,22.18,0, ,3
03/24/2010 10:30:58,37.428135,-122.16863,0.70,16.73,22.18,7,41,3
03/24/2010 10:30:59,,,0.70,6.29,22.18,1, ,2
03/24/2010 10:31:00,,,4.02,2.10,22.18,25, ,4
03/24/2010 10:31:01,,,3.48,4.19,22.18,21, ,3
03/24/2010 10:31:02,,,2.03,47.80,22.18,17, ,3
03/24/2010 10:31:03,,,1.37,2.10,22.18,8, ,3
03/24/2010 10:31:04,,,1.33,6.29,22.18,36, ,4
03/24/2010 10:31:05,,,1.29,12.56,22.18,12, ,3
03/24/2010 10:31:06,,,1.48,49.86,22.18,9, ,4
03/24/2010 10:31:07,,,0.90,51.91,22.18,1, ,3
03/24/2010 10:31:09,,,0.86,88.59,22.18,2, ,1
03/24/2010 10:31:10,,,0.59,486.53,21.86,0, ,2
03/24/2010 10:31:11,37.42765,-122.1685,1.45,865.36,22.18,1,39,3
03/24/2010 10:31:12,37.427567,-122.168655,0.86,909.36,21.86,2,42,3
03/24/2010 10:31:13,37.4277,-122.168655,0.86,1055.01,21.86,2,29,2
03/24/2010 10:31:14,,,1.21,1058.11,21.86,2, ,2
03/24/2010 10:31:15,,,1.13,1061.19,21.86,1, ,3
03/24/2010 10:31:16,37.42772,-122.16873,0.62,1061.19,21.53,2,21,2
03/24/2010 10:31:17,37.4278,-122.16875,1.21,1053.44,21.53,1,20,3
03/24/2010 10:31:18,37.427834,-122.16875,1.25,1055.01,21.53,9,18,3
03/24/2010 10:31:19,,,1.33,1068.75,21.86,2, ,3
03/24/2010 10:31:21,37.427814,-122.16875,1.37,1073.20,21.53,2,16,2
03/24/2010 10:31:22,37.427814,-122.16875,0.86,1070.98,21.53,10,17,0
03/24/2010 10:31:23,37.4278,-122.16875,1.09,1069.49,21.53,21,19,2
03/24/2010 10:31:24,37.4278,-122.16875,1.13,1068.00,21.53,9,19,2
03/24/2010 10:31:25,37.427784,-122.16875,0.94,1071.72,21.53,2,20,1
03/24/2010 10:31:26,37.427784,-122.16877,1.09,1070.24,21.53,10,20,2
03/24/2010 10:31:27,37.427784,-122.16875,1.02,1070.98,21.53,6,20,1
03/24/2010 10:31:28,37.427784,-122.16875,1.02,1064.99,21.53,8,20,0
