"Time","Temperature"
02/11/10 15:29,24.8
02/11/10 15:29,24.8
02/11/10 15:29,24.9
02/11/10 15:29,25.1
02/11/10 15:29,25.5
02/11/10 15:29,25.9
02/11/10 15:29,26.3
02/11/10 15:29,26.7
02/11/10 15:29,27.0
02/11/10 15:29,27.3
02/11/10 15:29,27.6
02/11/10 15:29,27.8
02/11/10 15:29,28.1
02/11/10 15:29,28.2
02/11/10 15:29,28.4
02/11/10 15:29,28.6
02/11/10 15:29,28.8
02/11/10 15:29,29.0
02/11/10 15:29,29.1
02/11/10 15:29,29.2
02/11/10 15:29,29.4
02/11/10 15:29,29.6
02/11/10 15:29,29.7
02/11/10 15:29,29.9
02/11/10 15:29,30.1
02/11/10 15:29,30.2
02/11/10 15:29,30.3
02/11/10 15:29,30.4
02/11/10 15:29,30.6
02/11/10 15:29,30.6
02/11/10 15:29,30.7
02/11/10 15:29,30.8
02/11/10 15:29,30.9
02/11/10 15:29,30.9
02/11/10 15:29,31.1
02/11/10 15:29,31.1
02/11/10 15:29,31.2
02/11/10 15:29,31.2
02/11/10 15:29,31.4
02/11/10 15:29,31.4
02/11/10 15:29,31.5
02/11/10 15:29,31.6
02/11/10 15:29,31.8
02/11/10 15:29,32.1
02/11/10 15:29,32.2
02/11/10 15:29,32.4
02/11/10 15:29,32.6
02/11/10 15:29,32.7
02/11/10 15:29,32.8
02/11/10 15:29,32.9
02/11/10 15:29,33.0
02/11/10 15:29,33.1
02/11/10 15:29,33.2
02/11/10 15:29,33.1
02/11/10 15:29,33.0
02/11/10 15:29,32.9
02/11/10 15:29,32.7
02/11/10 15:29,32.6
02/11/10 15:29,32.5
02/11/10 15:29,32.4
02/11/10 15:29,32.3
02/11/10 15:29,32.3
02/11/10 15:29,32.2
02/11/10 15:29,32.2
02/11/10 15:29,32.1
02/11/10 15:29,32.1
02/11/10 15:29,32.1
02/11/10 15:29,32.0
02/11/10 15:29,31.9
02/11/10 15:29,31.9
02/11/10 15:29,31.8
02/11/10 15:29,31.8
02/11/10 15:29,31.7
02/11/10 15:29,31.7
02/11/10 15:29,31.6
02/11/10 15:29,31.6
02/11/10 15:29,31.6
02/11/10 15:29,31.5
02/11/10 15:29,31.4
02/11/10 15:29,31.4
02/11/10 15:29,31.4
02/11/10 15:29,31.3
02/11/10 15:29,31.2
02/11/10 15:29,31.2
02/11/10 15:29,31.1
02/11/10 15:29,31.0
02/11/10 15:29,31.0
02/11/10 15:29,30.9
02/11/10 15:29,30.9
02/11/10 15:29,30.9
02/11/10 15:29,30.8
02/11/10 15:29,30.7
02/11/10 15:29,30.7
02/11/10 15:29,30.7
02/11/10 15:29,30.6
02/11/10 15:29,30.6
02/11/10 15:29,30.4
02/11/10 15:29,30.3
02/11/10 15:29,30.2
02/11/10 15:29,30.1
02/11/10 15:29,30.1
02/11/10 15:29,29.9
02/11/10 15:29,29.9
02/11/10 15:29,29.9
02/11/10 15:29,29.8
02/11/10 15:29,29.7
02/11/10 15:29,29.7
02/11/10 15:29,29.7
02/11/10 15:29,29.6
02/11/10 15:29,29.6
02/11/10 15:29,29.6
02/11/10 15:29,29.6
02/11/10 15:30,29.5
02/11/10 15:30,29.4
02/11/10 15:30,29.4
02/11/10 15:30,29.4
02/11/10 15:30,29.4
02/11/10 15:30,29.3
02/11/10 15:30,29.3
02/11/10 15:30,29.2
02/11/10 15:30,29.2
02/11/10 15:30,29.2
02/11/10 15:30,29.1
02/11/10 15:30,29.1
02/11/10 15:30,29.1
02/11/10 15:30,29.1
02/11/10 15:30,29.0
02/11/10 15:30,29.0
02/11/10 15:30,28.9
02/11/10 15:30,28.9
02/11/10 15:30,28.9
02/11/10 15:30,28.9
02/11/10 15:30,28.9
02/11/10 15:30,28.8
02/11/10 15:30,28.8
02/11/10 15:30,28.7
02/11/10 15:30,28.7
02/11/10 15:30,28.7
02/11/10 15:30,28.7
02/11/10 15:30,28.6
02/11/10 15:30,28.6
02/11/10 15:30,28.6
02/11/10 15:30,28.6
02/11/10 15:30,28.6
02/11/10 15:30,28.5
02/11/10 15:30,28.5
02/11/10 15:30,28.4
02/11/10 15:30,28.4
02/11/10 15:30,28.4
02/11/10 15:30,28.4
02/11/10 15:30,28.3
