time,latitude,longitude,accel,light,sound,external
"Dec 26 2009 24:36:58",35.198696,-111.65981,0.94,31.28,0,22.25985
"Dec 26 2009 24:36:59",35.198696,-111.65981,0.90,29.21,0,22.25985
"Dec 26 2009 24:36:00",35.199123,-111.65981,0.70,0.00,0,21.81005
"Dec 26 2009 24:36:02",35.198696,-111.65981,1.17,0.00,0,21.58515
"Dec 26 2009 24:36:03",35.198696,-111.65939,1.05,0.00,0,21.36025
"Dec 26 2009 24:36:05",35.19827,-111.65939,1.05,0.00,0,21.13535
"Dec 26 2009 24:36:06",35.19784,-111.65855,1.41,0.00,0,20.91045
"Dec 26 2009 24:36:08",35.19784,-111.658104,0.59,0.00,0,20.68555
"Dec 26 2009 24:36:09",35.197414,-111.658104,1.41,0.00,0,20.5731
"Dec 26 2009 24:36:11",35.197414,-111.657684,1.13,0.00,0,20.46065
"Dec 26 2009 24:36:12",35.19656,-111.657684,0.55,0.00,0,20.3482
"Dec 26 2009 24:36:13",35.19656,-111.657684,1.09,0.00,0,20.1233
"Dec 26 2009 24:36:14",35.195713,-111.657684,1.02,0.00,0,20.01085
"Dec 26 2009 24:36:16",35.195713,-111.657684,0.74,0.00,0,19.8984
"Dec 26 2009 24:36:17",35.195286,-111.65855,1.52,0.00,0,19.78595
"Dec 26 2009 24:36:19",35.195286,-111.65855,0.59,0.00,0,19.6735
"Dec 26 2009 24:36:20",35.195286,-111.658966,1.13,0.00,0,19.56105
"Dec 26 2009 24:36:22",35.19486,-111.658966,1.02,0.00,0,19.4486
"Dec 26 2009 24:36:23",35.19486,-111.65981,0.86,0.00,0,19.33615
"Dec 26 2009 24:36:25",35.19486,-111.66024,1.37,0.00,0,19.2237
"Dec 26 2009 24:36:26",35.195286,-111.660675,0.59,0.00,0,19.2237
"Dec 26 2009 24:36:27",35.195286,-111.6611,1.29,0.00,0,19.11125
"Dec 26 2009 24:36:28",35.19614,-111.66152,0.74,0.00,0,18.9988
"Dec 26 2009 24:36:30",35.19614,-111.66152,0.90,0.00,0,18.9988
"Dec 26 2009 24:36:31",35.196987,-111.662384,1.21,0.00,0,18.88635
"Dec 26 2009 24:36:33",35.196987,-111.662384,0.59,0.00,0,18.9988
"Dec 26 2009 24:36:34",35.197414,-111.662384,1.45,0.00,0,18.9988
"Dec 26 2009 24:36:36",35.197414,-111.66281,0.62,0.00,0,18.88635
"Dec 26 2009 24:36:37",35.19784,-111.66281,1.05,0.00,0,18.88635
"Dec 26 2009 24:36:39",35.19784,-111.662384,0.86,0.00,0,18.7739
"Dec 26 2009 24:36:40",35.19827,-111.66195,1.05,0.00,0,18.66145
"Dec 26 2009 24:36:42",35.198696,-111.66195,0.74,4.19,0,18.66145
"Dec 26 2009 24:36:43",35.198696,-111.6611,1.17,6.29,0,18.7739
"Dec 26 2009 24:36:44",35.198696,-111.660675,0.59,2.10,0,18.7739
