time,latitude,longitude,acceleration,light,temperature,sound
0,42.78737,-71.10709,0.74,168.02,26.37,5
1,42.787388,-71.10709,0.94,263.25,26.37,5
2,42.787388,-71.10709,1.13,336.19,26.37,0
3,42.78734,-71.10711,1.09,325.43,26.37,5
4,42.787296,-71.10709,0.62,371.58,26.37,7
5,42.78728,-71.10709,1.05,160.20,26.37,6
6,,,0.90,229.48,26.37,3
7,42.78728,-71.10709,0.94,229.48,26.37,3
8,42.787266,-71.10708,0.94,310.99,26.37,4
9,42.78728,-71.10708,1.09,102.70,26.69,2
10,42.787296,-71.10709,1.05,122.70,26.37,9
11,42.787296,-71.10709,0.98,56.02,26.69,9
12,42.78731,-71.10709,1.05,14.65,26.37,4
13,42.78734,-71.10709,1.41,43.68,26.37,3
14,42.78734,-71.10709,1.37,56.02,26.37,0
15,42.78737,-71.10708,1.17,64.20,26.37,2
16,42.787388,-71.10709,0.78,82.52,26.37,0
17,,,0.98,130.65,26.37,0
18,,,1.02,255.79,26.37,0
19,42.787388,-71.10708,1.21,233.26,26.37,2
20,42.787388,-71.10706,0.66,47.80,26.37,1
21,42.787388,-71.10705,0.98,56.02,26.37,1
22,42.787403,-71.10705,0.94,49.86,26.37,0
23,42.78742,-71.10703,0.90,193.21,26.37,0
24,,,0.94,31.28,26.37,11
25,42.78723,-71.10717,0.86,191.28,26.69,0
