time,lat,long,accel,light,temp,sound
"Jul 22 2009 09:02:29",0.0,0.0,6.14,16.00,28.60,0.00
"Jul 22 2009 09:02:30",0.0,0.0,6.38,12.00,28.60,0.00
"Jul 22 2009 09:02:31",0.0,0.0,6.02,14.00,28.60,5.00
"Jul 22 2009 09:02:32",0.0,0.0,6.14,10.00,28.60,0.00
"Jul 22 2009 09:02:33",0.0,0.0,6.10,10.00,28.60,0.00
"Jul 22 2009 09:02:35",0.0,0.0,6.14,10.00,28.60,0.00
"Jul 22 2009 09:02:36",0.0,0.0,6.14,10.00,28.60,0.00
"Jul 22 2009 09:02:37",0.0,0.0,6.10,9.00,28.60,0.00
"Jul 22 2009 09:02:38",0.0,0.0,6.18,9.00,28.60,0.00
"Jul 22 2009 09:02:39",0.0,0.0,6.10,10.00,28.60,0.00
"Jul 22 2009 09:02:40",0.0,0.0,6.14,10.00,28.60,0.00
"Jul 22 2009 09:02:41",0.0,0.0,5.95,9.00,28.60,0.00
"Jul 22 2009 09:02:42",0.0,0.0,6.02,9.00,27.21,0.00
"Jul 22 2009 09:02:43",0.0,0.0,6.26,9.00,27.21,0.00
"Jul 22 2009 09:02:44",0.0,0.0,6.26,9.00,27.21,1.00
"Jul 22 2009 09:02:45",0.0,0.0,6.18,10.00,27.21,0.00
"Jul 22 2009 09:02:47",0.0,0.0,6.10,7.00,27.21,0.00
"Jul 22 2009 09:02:48",0.0,0.0,6.18,6.00,27.21,0.00
"Jul 22 2009 09:02:49",0.0,0.0,6.14,7.00,27.21,0.00
"Jul 22 2009 09:02:50",0.0,0.0,6.10,10.00,27.21,0.00
"Jul 22 2009 09:02:51",0.0,0.0,6.10,5.00,27.21,0.00
"Jul 22 2009 09:02:52",0.0,0.0,6.06,14.00,27.21,0.00
"Jul 22 2009 09:02:53",0.0,0.0,6.02,15.00,27.21,0.00
"Jul 22 2009 09:02:54",0.0,0.0,6.10,18.00,27.21,0.00
"Jul 22 2009 09:02:55",0.0,0.0,6.06,16.00,27.21,0.00
"Jul 22 2009 09:02:56",0.0,0.0,6.10,21.00,27.21,0.00
"Jul 22 2009 09:02:57",0.0,0.0,6.06,14.00,27.21,0.00
"Jul 22 2009 09:02:59",0.0,0.0,5.83,34.00,27.21,0.00
"Jul 22 2009 09:03:00",0.0,0.0,6.26,35.00,27.21,0.00
"Jul 22 2009 09:03:01",0.0,0.0,6.06,34.00,27.21,0.00
"Jul 22 2009 09:03:02",0.0,0.0,6.02,18.00,27.21,0.00
"Jul 22 2009 09:03:03",0.0,0.0,6.10,19.00,27.21,0.00
"Jul 22 2009 09:03:04",0.0,0.0,6.14,23.00,27.21,0.00
"Jul 22 2009 09:03:05",0.0,0.0,6.10,29.00,27.21,0.00
"Jul 22 2009 09:03:06",0.0,0.0,6.10,31.00,27.21,0.00
"Jul 22 2009 09:03:07",0.0,0.0,6.06,32.00,27.21,0.00
"Jul 22 2009 09:03:08",0.0,0.0,6.10,32.00,27.21,0.00
"Jul 22 2009 09:03:09",0.0,0.0,6.10,28.00,27.21,10.00
"Jul 22 2009 09:03:11",0.0,0.0,6.10,30.00,27.21,0.00
"Jul 22 2009 09:03:12",0.0,0.0,6.06,31.00,27.21,0.00
"Jul 22 2009 09:03:13",0.0,0.0,6.10,31.00,27.21,0.00
"Jul 22 2009 09:03:14",0.0,0.0,6.10,31.00,27.21,0.00
"Jul 22 2009 09:03:15",0.0,0.0,6.10,30.00,27.21,0.00
"Jul 22 2009 09:03:16",0.0,0.0,6.10,22.00,27.21,0.00
"Jul 22 2009 09:03:17",0.0,0.0,6.06,18.00,27.21,0.00
"Jul 22 2009 09:03:18",0.0,0.0,6.06,16.00,27.21,14.00
"Jul 22 2009 09:03:19",0.0,0.0,6.10,32.00,27.21,0.00
"Jul 22 2009 09:03:20",0.0,0.0,6.06,32.00,27.21,0.00
"Jul 22 2009 09:03:22",0.0,0.0,6.10,32.00,27.21,0.00
"Jul 22 2009 09:03:23",0.0,0.0,6.10,32.00,27.21,7.00
"Jul 22 2009 09:03:24",0.0,0.0,6.10,32.00,27.21,0.00
"Jul 22 2009 09:03:25",0.0,0.0,6.10,34.00,27.21,0.00
"Jul 22 2009 09:03:26",0.0,0.0,6.10,34.00,27.21,0.00
"Jul 22 2009 09:03:27",0.0,0.0,6.10,29.00,27.21,0.00
"Jul 22 2009 09:03:28",0.0,0.0,6.10,29.00,27.21,0.00
"Jul 22 2009 09:03:29",0.0,0.0,6.06,27.00,27.21,0.00
