time,lat,lon,acc,light,temp,sound
"Jun 26 2009 13:37:52",42.504295,-71.244225,0.98,75.00,21.67,0.00
"Jun 26 2009 13:37:53",42.504295,-71.244225,0.98,75.00,21.67,0.00
"Jun 26 2009 13:37:54",42.504295,-71.244225,0.98,75.00,21.67,0.00
"Jun 26 2009 13:37:55",42.504295,-71.244225,0.98,75.00,21.67,0.00
"Jun 26 2009 13:37:56",42.504295,-71.244225,0.98,75.00,21.67,0.00
"Jun 26 2009 13:37:57",42.504295,-71.244225,1.02,75.00,21.67,0.00
"Jun 26 2009 13:37:58",42.504295,-71.244225,0.98,75.00,21.67,0.00
"Jun 26 2009 13:37:59",42.504444,-71.244736,0.94,75.00,21.67,0.00
"Jun 26 2009 13:38:00",42.504257,-71.24442,0.78,75.00,21.67,0.00
"Jun 26 2009 13:38:01",42.504395,-71.24477,0.90,75.00,21.67,0.00
"Jun 26 2009 13:38:02",42.504166,-71.24399,0.78,75.00,21.67,0.00
"Jun 26 2009 13:38:03",42.504173,-71.2437,0.86,75.00,21.67,30.00
"Jun 26 2009 13:38:04",42.50433,-71.244316,0.90,75.00,21.67,0.00
"Jun 26 2009 13:38:06",42.50428,-71.244255,1.02,75.00,21.67,0.00
"Jun 26 2009 13:38:07",42.50428,-71.244255,0.94,75.00,21.67,0.00
"Jun 26 2009 13:38:08",42.50428,-71.244255,0.94,75.00,21.67,0.00
"Jun 26 2009 13:38:09",42.50428,-71.244255,0.94,75.00,21.67,0.00
"Jun 26 2009 13:38:10",42.50428,-71.244255,0.94,75.00,21.67,7.00
"Jun 26 2009 13:38:11",42.504192,-71.243706,0.94,75.00,21.67,0.00
"Jun 26 2009 13:38:12",42.50433,-71.24431,0.90,75.00,21.67,0.00
"Jun 26 2009 13:38:13",42.504288,-71.24415,0.94,75.00,21.67,0.00
"Jun 26 2009 13:38:14",42.50423,-71.244064,0.86,75.00,21.67,0.00
"Jun 26 2009 13:38:15",42.504265,-71.24434,0.90,75.00,21.67,16.00
"Jun 26 2009 13:38:16",42.504353,-71.24464,0.86,74.00,21.67,0.00
"Jun 26 2009 13:38:17",42.504295,-71.244415,0.90,74.00,21.67,0.00
"Jun 26 2009 13:38:18",42.504322,-71.24453,0.90,75.00,21.67,0.00
"Jun 26 2009 13:38:20",42.504307,-71.24417,1.02,75.00,21.67,0.00
"Jun 26 2009 13:38:21",42.504345,-71.24438,0.86,74.00,21.67,0.00
"Jun 26 2009 13:38:22",42.50425,-71.24423,0.86,75.00,21.67,0.00
"Jun 26 2009 13:38:23",42.50398,-71.24331,0.82,74.00,21.67,0.00
"Jun 26 2009 13:38:24",42.503986,-71.24352,1.02,74.00,21.67,0.00
"Jun 26 2009 13:38:25",42.503872,-71.243324,0.54,71.00,21.67,0.00
"Jun 26 2009 13:38:26",42.503872,-71.243324,0.94,45.00,21.67,0.00
"Jun 26 2009 13:38:27",42.503872,-71.243324,0.90,46.00,21.67,0.00
"Jun 26 2009 13:38:28",42.503872,-71.243324,0.94,46.00,21.67,0.00
"Jun 26 2009 13:38:29",42.503872,-71.243324,0.94,50.00,21.67,0.00
"Jun 26 2009 13:38:30",42.503872,-71.243324,0.94,45.00,21.67,13.00
"Jun 26 2009 13:38:32",42.503872,-71.243324,0.94,48.00,21.67,0.00
"Jun 26 2009 13:38:33",42.503872,-71.243324,0.94,49.00,21.67,0.00
"Jun 26 2009 13:38:34",42.503872,-71.243324,0.94,49.00,21.67,0.00
"Jun 26 2009 13:38:35",42.503872,-71.243324,0.94,48.00,21.67,0.00
"Jun 26 2009 13:38:36",42.503872,-71.243324,0.94,53.00,21.67,0.00
"Jun 26 2009 13:38:37",42.503872,-71.243324,0.94,15.00,21.67,0.00
"Jun 26 2009 13:38:38",42.503872,-71.243324,0.86,73.00,21.67,0.00
"Jun 26 2009 13:38:39",42.503872,-71.243324,1.14,74.00,21.67,0.00
"Jun 26 2009 13:38:40",42.503872,-71.243324,1.14,74.00,21.67,0.00
"Jun 26 2009 13:38:41",42.503872,-71.243324,1.06,73.00,21.67,0.00
"Jun 26 2009 13:38:42",42.503963,-71.24349,0.94,74.00,21.67,28.00
"Jun 26 2009 13:38:43",42.50405,-71.24376,0.78,74.00,21.67,0.00
"Jun 26 2009 13:38:44",42.50425,-71.24415,0.82,74.00,21.67,0.00
"Jun 26 2009 13:38:46",42.504314,-71.24411,0.82,74.00,21.67,0.00
"Jun 26 2009 13:38:47",42.50428,-71.24417,0.86,74.00,21.67,45.00
"Jun 26 2009 13:38:48",42.504337,-71.24407,1.10,74.00,21.67,0.00
"Jun 26 2009 13:38:49",42.504257,-71.24361,1.18,74.00,21.67,0.00
"Jun 26 2009 13:38:50",42.504314,-71.24423,0.98,74.00,21.67,0.00
"Jun 26 2009 13:38:51",42.504257,-71.24403,1.02,74.00,21.67,0.00
"Jun 26 2009 13:38:52",42.504272,-71.244095,0.94,75.00,21.67,0.00
"Jun 26 2009 13:38:53",42.504288,-71.2441,1.10,74.00,21.67,9.00
"Jun 26 2009 13:38:54",42.504158,-71.24384,1.02,75.00,21.67,0.00
"Jun 26 2009 13:38:55",42.504044,-71.24361,1.06,74.00,21.67,0.00
"Jun 26 2009 13:38:56",42.5042,-71.24395,0.86,74.00,21.67,0.00
"Jun 26 2009 13:38:57",42.504257,-71.24407,0.98,74.00,21.67,0.00
"Jun 26 2009 13:38:58",42.504223,-71.24402,0.94,74.00,21.67,0.00
"Jun 26 2009 13:39:00",42.5041,-71.243675,0.98,74.00,21.67,0.00
"Jun 26 2009 13:39:01",42.504166,-71.243866,0.94,74.00,21.67,0.00
"Jun 26 2009 13:39:02",42.50423,-71.24398,0.90,74.00,21.67,0.00
"Jun 26 2009 13:39:03",42.504135,-71.24377,0.98,74.00,21.67,0.00
"Jun 26 2009 13:39:04",42.50405,-71.24363,1.10,75.00,21.67,0.00
"Jun 26 2009 13:39:05",42.504116,-71.24387,1.86,75.00,21.67,0.00
"Jun 26 2009 13:39:06",42.50403,-71.24378,0.98,74.00,21.67,21.00
"Jun 26 2009 13:39:07",42.503883,-71.24353,2.50,74.00,21.67,0.00
"Jun 26 2009 13:39:08",42.503864,-71.24343,1.46,74.00,21.67,0.00
"Jun 26 2009 13:39:09",42.50379,-71.24301,0.94,75.00,21.67,0.00
"Jun 26 2009 13:39:10",42.503872,-71.243324,2.74,75.00,21.67,0.00
"Jun 26 2009 13:39:11",42.50398,-71.24361,1.10,74.00,21.67,0.00
"Jun 26 2009 13:39:12",42.50405,-71.24375,0.94,75.00,21.67,0.00
"Jun 26 2009 13:39:14",42.503662,-71.242676,1.30,75.00,21.67,0.00
"Jun 26 2009 13:39:15",42.503872,-71.24344,1.10,28.00,21.67,0.00
"Jun 26 2009 13:39:16",42.503872,-71.24344,0.98,45.00,21.67,0.00
"Jun 26 2009 13:39:17",42.503872,-71.24344,0.82,19.00,21.67,0.00
"Jun 26 2009 13:39:18",42.503872,-71.24344,0.86,9.00,21.67,0.00
"Jun 26 2009 13:39:19",42.503872,-71.24344,0.86,25.00,21.67,0.00
"Jun 26 2009 13:39:20",42.503872,-71.24344,0.86,23.00,21.67,0.00
"Jun 26 2009 13:39:21",42.503872,-71.24344,0.90,23.00,21.67,0.00
"Jun 26 2009 13:39:22",42.503872,-71.24344,0.86,23.00,21.67,0.00
"Jun 26 2009 13:39:23",42.503872,-71.24344,0.86,24.00,21.67,6.00
"Jun 26 2009 13:39:24",42.503872,-71.24344,0.86,27.00,21.67,0.00
"Jun 26 2009 13:39:26",42.503872,-71.24344,0.86,26.00,21.67,0.00
"Jun 26 2009 13:39:27",42.503872,-71.24344,0.86,21.00,21.67,0.00
"Jun 26 2009 13:39:28",42.503872,-71.24344,1.22,14.00,21.67,0.00
"Jun 26 2009 13:39:29",42.503872,-71.24344,1.02,74.00,21.67,1.00
"Jun 26 2009 13:39:30",42.503872,-71.24344,1.18,74.00,21.67,0.00
"Jun 26 2009 13:39:31",42.503872,-71.24344,0.94,75.00,21.67,6.00
"Jun 26 2009 13:39:32",42.503872,-71.24344,0.90,75.00,21.67,1.00
"Jun 26 2009 13:39:33",42.503872,-71.24344,0.94,75.00,21.67,0.00
"Jun 26 2009 13:39:34",42.503872,-71.24344,0.94,74.00,21.67,0.00
"Jun 26 2009 13:39:35",42.503872,-71.24344,0.86,74.00,21.67,0.00
