time,latitude,longitude,acceleration,light,temperature,sound
0,,,0.98,305.54,19.60,10
1,,,0.94,307.36,19.60,2
2,,,0.98,283.59,19.60,1
3,,,0.94,118.71,19.92,4
4,,,0.90,53.97,19.60,6
5,,,0.86,108.72,19.60,3
6,,,1.17,214.29,19.60,1
7,,,1.21,53.97,19.60,1
8,,,0.86,31.28,19.60,1
9,,,0.86,318.22,19.60,1
10,,,1.02,102.70,19.60,0
11,,,1.21,20.90,19.60,0
12,,,0.90,41.62,19.60,1
13,,,0.70,397.65,19.60,5
14,,,0.94,212.38,19.60,0
15,,,1.37,18.82,19.60,3
16,,,1.09,14.65,19.60,2
17,,,0.90,126.68,19.60,2
18,,,0.98,296.43,19.60,6
19,,,1.05,68.29,19.60,3
20,,,1.02,94.65,19.60,1
21,,,1.02,248.31,19.60,0
22,,,0.94,385.54,19.60,0
23,,,0.98,175.80,19.60,0
24,,,1.02,202.82,19.60,0
25,,,0.98,441.89,19.60,0
26,,,0.86,43.68,19.60,23
27,,,0.78,68.29,19.92,25
28,,,1.13,440.21,19.92,1
29,,,1.05,259.52,19.92,1
30,,,1.13,39.56,19.92,1
31,,,0.86,108.72,19.92,3
32,,,1.05,314.61,19.92,2
33,,,1.02,98.68,19.92,12
34,,,0.98,22.98,19.92,8
35,,,1.13,206.65,19.92,9
36,,,0.98,316.42,19.92,2
37,,,0.70,68.29,19.92,5
38,,,1.13,16.73,19.92,11
39,,,0.90,18.82,19.92,3
40,,,0.86,106.71,19.60,4
41,,,1.21,140.55,19.60,6
42,,,0.86,223.80,19.60,4
43,,,0.74,268.82,19.92,1
44,,,1.02,66.25,19.60,3
45,,,1.05,98.68,19.60,2
46,,,0.90,100.69,19.60,4
47,,,0.90,51.91,19.60,12
48,,,1.02,108.72,19.60,2
49,,,1.05,142.52,19.60,3
50,,,0.94,41.62,19.60,7
51,,,0.94,43.68,19.60,3
52,,,1.05,33.35,19.60,2
53,,,0.98,60.11,19.60,2
54,,,0.82,82.52,19.28,8
55,,,0.90,102.70,19.60,4
56,,,0.82,832.85,19.60,2
57,,,0.86,536.17,19.60,1
58,,,1.05,455.25,19.60,1
59,,,0.82,179.68,19.28,20
60,,,0.82,114.72,19.28,5
61,,,0.82,547.14,19.28,27
62,,,1.05,943.49,19.28,15
63,,,1.21,339.76,18.96,17
64,,,1.02,436.84,18.96,5
65,,,0.90,521.94,18.96,24
66,,,1.13,357.51,18.63,5
67,,,0.94,1050.30,17.99,19
68,,,1.02,1051.87,17.67,10
69,,,1.05,404.54,17.67,7
70,,,0.78,160.20,17.67,8
71,,,0.90,98.68,17.67,6
72,,,0.94,484.90,17.67,11
73,,,0.94,1021.53,17.67,11
74,,,0.82,631.72,17.67,3
75,,,1.05,142.52,17.34,7
76,,,1.09,39.56,17.34,5
77,,,0.82,348.66,17.34,4
78,,,0.86,440.21,17.34,2
79,,,1.17,307.36,17.34,9
80,,,0.94,471.79,17.34,6
81,,,0.82,108.72,17.34,2
82,,,0.98,491.41,17.34,11
83,,,1.02,281.75,17.34,5
84,,,0.98,76.43,17.34,7
85,,,1.02,43.68,17.34,3
86,,,1.02,47.80,17.34,5
87,,,1.21,369.83,17.34,5
88,,,1.02,112.72,17.34,2
