time,latitude,longitude,acceleration,light,temperature,sound
0,42.78734,-71.10717,0.94,160.20,26.04,8
1,42.78734,-71.10717,1.02,140.55,26.04,1
2,42.78734,-71.107185,0.94,171.91,26.37,0
3,42.787354,-71.107185,0.82,164.11,26.37,25
4,42.78737,-71.10717,0.98,126.68,26.37,14
5,42.78737,-71.10717,0.90,124.69,26.37,2
6,,,0.90,37.49,26.04,12
7,42.787388,-71.10717,0.94,20.90,26.04,0
8,,,0.94,27.13,26.37,17
9,42.78737,-71.107155,0.94,18.82,26.37,34
10,42.78737,-71.10714,0.94,27.13,26.37,26
11,42.78737,-71.10714,0.94,43.68,26.37,27
12,42.78737,-71.10714,0.94,175.80,26.37,12
13,42.787354,-71.10714,0.94,156.29,26.37,20
14,42.787354,-71.10714,0.94,166.07,26.37,10
15,42.787354,-71.10714,0.94,64.20,26.37,6
16,42.787354,-71.10714,0.94,74.40,26.37,7
17,42.787354,-71.10714,0.94,49.86,26.37,42
18,42.787354,-71.10714,0.94,134.61,26.37,34
19,42.787354,-71.10714,0.94,197.06,26.37,7
20,42.787354,-71.10714,0.94,257.66,26.37,10
21,42.78734,-71.10714,0.94,197.06,26.37,0
22,42.787354,-71.10714,0.94,281.75,26.37,15
23,42.78734,-71.10714,0.94,47.80,26.37,8
24,42.78734,-71.10714,0.94,27.13,26.37,1
25,42.78734,-71.10714,1.05,66.25,26.37,43
26,42.787354,-71.10714,0.94,53.97,26.37,24
27,,,0.94,66.25,26.37,6
28,42.78737,-71.10714,0.94,10.47,26.37,24
29,42.787388,-71.107155,0.94,4.19,26.37,3
30,42.787388,-71.107155,0.94,4.19,26.37,3
31,42.787403,-71.107155,0.94,2.10,26.37,24
32,42.787403,-71.10717,0.94,4.19,26.37,38
33,42.787403,-71.107185,0.94,2.10,26.37,22
34,42.787403,-71.10717,0.94,4.19,26.37,2
35,42.787388,-71.107185,0.94,2.10,26.37,2
36,42.787403,-71.1072,0.98,2.10,26.37,8
37,42.787403,-71.1072,0.98,0.00,26.37,8
38,42.78742,-71.1072,0.98,39.56,26.37,12
39,42.787403,-71.1072,0.90,206.65,26.37,25
40,42.78742,-71.107185,0.94,183.56,26.37,35
41,42.78742,-71.107185,0.94,220.00,26.37,26
