time,lat,long,accel,light,temp,sound
"Jul 22 2009 20:00:00",0.0,0.0,5.87,70.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,5.91,70.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.10,70.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.02,71.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.42,69.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.42,70.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.10,72.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,5.79,72.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.34,72.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,5.98,72.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.02,72.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.02,72.00,32.75,0.00
"Jul 22 2009 20:00:00",0.0,0.0,5.87,72.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,5.83,72.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.06,72.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.06,72.00,32.75,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.06,72.00,32.75,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.06,71.00,32.75,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.10,72.00,32.75,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.10,72.00,32.75,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.14,73.00,32.75,0.00
"Jul 22 2009 20:00:00",0.0,0.0,5.91,72.00,32.75,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.06,73.00,32.75,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.26,73.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.18,73.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,5.75,72.00,34.13,0.00
"Jul 22 2009 20:00:00",0.0,0.0,6.14,72.00,32.75,0.00
