time,lat,lon,acc,light,temp,sound
"Jun 26 2009 13:38:11",42.504158,-71.244286,0.86,75.00,23.06,0.00
"Jun 26 2009 13:38:12",42.50415,-71.244286,0.98,75.00,23.06,0.00
"Jun 26 2009 13:38:13",42.504143,-71.244286,0.90,75.00,23.06,40.00
"Jun 26 2009 13:38:14",42.50415,-71.24428,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:15",42.50415,-71.24428,0.94,74.00,23.06,0.00
"Jun 26 2009 13:38:16",42.504158,-71.24427,0.74,75.00,23.06,15.00
"Jun 26 2009 13:38:17",42.504166,-71.24428,0.86,75.00,23.06,49.00
"Jun 26 2009 13:38:18",42.504158,-71.244286,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:19",42.50415,-71.244286,0.86,75.00,23.06,23.00
"Jun 26 2009 13:38:20",42.504143,-71.244286,0.86,75.00,23.06,0.00
"Jun 26 2009 13:38:21",42.504135,-71.24428,0.86,75.00,23.06,0.00
"Jun 26 2009 13:38:23",42.504135,-71.24426,0.86,75.00,23.06,0.00
"Jun 26 2009 13:38:24",42.504135,-71.24426,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:25",42.504128,-71.24426,0.98,75.00,23.06,80.00
"Jun 26 2009 13:38:26",42.504135,-71.24426,0.94,75.00,23.06,0.00
"Jun 26 2009 13:38:27",42.504143,-71.24426,0.98,75.00,23.06,0.00
"Jun 26 2009 13:38:28",42.50415,-71.24427,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:29",42.504158,-71.24428,0.94,75.00,23.06,0.00
"Jun 26 2009 13:38:30",42.504166,-71.24428,0.86,75.00,23.06,0.00
"Jun 26 2009 13:38:31",42.504166,-71.244286,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:32",42.504166,-71.244286,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:33",42.504166,-71.244286,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:34",42.504158,-71.24429,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:35",42.504143,-71.2443,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:36",42.504135,-71.2443,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:38",42.5041,-71.244316,0.90,75.00,23.06,19.00
"Jun 26 2009 13:38:39",42.504093,-71.24433,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:39",42.504086,-71.24434,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:40",42.504078,-71.24435,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:41",42.504063,-71.244354,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:42",42.504044,-71.244354,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:43",42.504044,-71.244354,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:44",42.504036,-71.244354,0.86,75.00,23.06,35.00
"Jun 26 2009 13:38:45",42.504036,-71.244354,0.78,75.00,23.06,0.00
"Jun 26 2009 13:38:46",42.50405,-71.244354,0.90,75.00,23.06,0.00
"Jun 26 2009 13:38:47",42.50407,-71.244354,0.86,75.00,23.06,0.00
"Jun 26 2009 13:38:48",42.504078,-71.24436,0.98,75.00,23.06,0.00
"Jun 26 2009 13:38:49",42.504086,-71.24436,0.78,75.00,23.06,0.00
