time,latitude,longitude,acceleration,light,temperature,sound
0,42.787548,-71.107254,0.90,193.21,19.92,5
1,42.787548,-71.107254,0.94,204.73,19.92,8
2,42.787548,-71.107254,0.94,193.21,20.24,5
3,42.787548,-71.107254,0.86,142.52,20.24,11
4,42.787548,-71.107254,0.86,140.55,20.24,2
5,42.787533,-71.10727,0.82,122.70,19.92,5
6,42.787533,-71.10727,0.86,197.06,19.92,5
7,42.787533,-71.107254,0.90,218.10,19.92,1
8,42.787518,-71.107254,0.86,94.65,19.92,1
9,42.787518,-71.107254,0.86,114.72,19.92,4
10,42.787518,-71.10723,0.86,122.70,20.24,0
11,42.787518,-71.10723,0.86,122.70,20.24,2
12,42.787518,-71.107216,0.94,70.33,19.92,5
13,42.787518,-71.107216,0.98,0.00,20.24,12
14,42.787518,-71.10723,0.98,12.56,20.24,25
15,42.787518,-71.107216,0.98,33.35,19.92,11
16,42.7875,-71.107216,1.05,120.71,20.24,8
17,42.7875,-71.1072,0.98,246.44,20.24,4
18,,,0.82,29.21,20.24,9
19,,,0.86,31.28,20.24,4
20,42.7875,-71.1072,0.86,29.21,20.24,0
21,42.7875,-71.107216,0.90,27.13,20.24,11
22,42.7875,-71.107216,0.86,29.21,19.92,3
23,42.7875,-71.107216,1.17,80.49,20.24,3
24,42.7875,-71.107216,0.82,309.17,20.24,11
25,42.7875,-71.107216,0.90,185.49,20.24,11
26,,,0.90,33.35,20.24,2
27,42.7875,-71.107216,0.98,118.71,20.24,4
28,42.7875,-71.107216,0.94,148.43,20.24,2
29,42.7875,-71.10723,0.94,146.46,20.24,2
30,42.7875,-71.10723,0.94,140.55,20.24,0
31,42.7875,-71.10723,0.94,136.59,20.24,4
32,42.787483,-71.107254,0.86,60.11,20.24,1
33,42.787483,-71.107254,0.90,35.42,20.24,2
34,42.787483,-71.107254,0.86,33.35,20.24,1
35,42.787483,-71.107254,0.94,39.56,20.24,10
36,42.787483,-71.107254,0.86,47.80,20.24,2
37,42.787483,-71.107254,0.90,64.20,20.24,5
38,42.787468,-71.107254,0.90,240.80,20.24,3
39,42.787468,-71.107254,1.02,320.03,20.24,6
40,42.787468,-71.107254,1.05,187.42,20.24,1
41,42.787468,-71.107254,1.05,202.82,20.24,3
42,42.787468,-71.107254,1.09,294.60,20.24,3
43,42.787468,-71.107254,1.02,389.01,20.24,1
44,42.787483,-71.10723,1.02,385.54,20.24,0
45,42.787483,-71.10723,0.90,183.56,20.24,0
46,42.787483,-71.10723,0.86,140.55,20.24,0
47,42.787483,-71.107216,0.86,152.36,20.24,8
48,42.787483,-71.107216,0.90,154.33,20.24,0
49,42.7875,-71.107216,0.90,160.20,20.24,1
50,42.7875,-71.107216,0.90,266.96,20.24,0
