time,latitude,longitude,acceleration,light,temperature,sound
0,42.78731,-71.10703,0.90,64.20,24.76,19
1,42.78734,-71.10705,0.94,86.57,24.76,6
2,,,0.94,240.80,24.76,19
3,42.78731,-71.10705,0.98,261.39,24.76,13
4,,,1.05,259.52,24.76,20
5,,,0.86,378.57,24.76,1
6,42.78731,-71.10706,1.02,435.16,24.76,5
7,42.78731,-71.10706,0.82,218.10,24.43,24
8,42.78734,-71.10705,1.02,88.59,24.43,24
9,42.78734,-71.10705,0.86,154.33,24.43,5
10,,,0.98,90.61,24.76,7
11,42.78731,-71.10703,1.02,74.40,24.43,4
12,42.787296,-71.10703,0.98,195.13,24.43,13
13,42.787296,-71.10705,0.66,362.80,24.43,26
14,42.78731,-71.10708,0.94,198.98,24.43,20
15,42.78731,-71.10706,1.33,43.68,24.43,3
16,,,0.98,78.46,24.43,3
17,,,1.33,16.73,24.43,23
18,42.78734,-71.10705,1.33,310.99,24.43,8
19,42.78734,-71.10703,1.17,179.68,24.43,2
20,42.78734,-71.107,0.90,41.62,24.11,18
21,,,0.86,289.10,24.11,2
22,,,0.70,382.06,24.11,1
23,42.78737,-71.10698,0.98,22.98,24.11,0
24,42.787388,-71.106964,1.13,72.36,24.11,0
25,42.787354,-71.10692,0.98,257.66,24.11,0
26,42.78734,-71.10692,1.02,154.33,23.79,0
27,42.78731,-71.1069,0.90,250.19,23.79,0
28,42.787296,-71.10692,0.86,154.33,23.79,0
29,42.78728,-71.10692,0.86,58.07,23.79,0
30,42.78728,-71.10693,0.86,177.74,23.79,0
31,42.787266,-71.10693,1.21,39.56,23.79,0
32,42.787266,-71.10693,0.74,27.13,23.79,16
33,,,1.29,18.82,23.79,30
34,42.787247,-71.10698,0.78,62.16,23.79,8
35,,,1.17,64.20,23.47,9
36,,,0.74,96.66,23.79,6
37,42.78723,-71.10703,1.76,112.72,23.47,23
38,42.787197,-71.10703,1.68,12.56,23.47,18
39,42.78718,-71.10703,1.37,138.57,23.47,24
40,42.78718,-71.10705,0.98,2.10,23.47,24
41,42.78718,-71.10705,2.42,0.00,23.47,5
42,42.787167,-71.10706,0.90,0.00,23.47,0
43,42.787167,-71.10708,1.05,8.38,23.47,10
44,,,1.09,22.98,23.47,1
45,,,1.05,78.46,23.47,1
46,42.787117,-71.10714,0.94,168.02,23.47,5
47,,,1.09,138.57,23.47,20
48,,,0.90,726.84,23.14,17
49,42.787086,-71.107185,0.94,1048.71,23.14,6
50,42.7871,-71.10723,0.94,1056.56,22.82,1
51,42.787132,-71.10727,0.98,1059.65,22.82,0
52,42.787132,-71.107285,0.94,1061.19,22.82,0
53,42.787132,-71.107285,0.94,1061.19,22.82,3
54,42.787132,-71.107285,1.13,1060.42,22.82,20
55,42.787132,-71.10727,0.94,1057.34,22.50,3
56,42.787132,-71.10727,0.90,1053.44,22.50,17
57,42.787132,-71.10727,0.94,1061.19,22.50,0
58,42.78715,-71.107254,0.94,1061.19,22.50,1
59,42.78715,-71.107254,0.94,1061.19,22.50,6
60,42.78715,-71.107254,0.94,1061.19,22.50,0
61,42.78715,-71.107254,0.94,1061.19,22.50,2
62,42.787167,-71.107254,0.94,1061.19,22.50,3
63,42.787167,-71.107254,0.94,1061.95,22.18,2
64,42.787167,-71.107254,0.94,1060.42,22.18,0
65,42.787167,-71.107254,0.94,1058.11,22.18,0
66,42.787167,-71.107254,0.94,1061.19,22.18,1
67,42.78718,-71.107254,0.94,1061.19,22.18,0
68,42.78718,-71.107254,0.94,1061.19,21.86,0
69,42.78718,-71.107254,0.94,1061.19,21.86,0
70,42.78718,-71.107254,0.94,1061.19,22.18,0
71,42.78718,-71.107254,0.94,1061.19,22.18,0
72,42.78718,-71.107254,0.94,1061.19,21.86,0
73,42.78718,-71.107254,0.94,1061.19,21.86,0
74,42.78718,-71.107254,0.94,1061.19,21.86,1
75,42.78718,-71.107254,0.94,1061.19,21.86,0
76,42.78718,-71.107254,0.94,1061.95,21.86,2
77,42.78718,-71.10723,0.94,1061.95,21.53,3
78,42.787167,-71.10723,0.94,1058.88,21.53,0
79,42.78715,-71.10723,0.94,1058.88,21.53,1
80,42.78715,-71.10723,1.09,1057.34,21.53,2
81,42.78715,-71.10723,0.70,1058.88,21.21,1
82,42.787167,-71.107216,0.90,1044.72,21.21,9
83,42.787167,-71.107216,1.13,1032.47,21.21,9
84,42.787167,-71.107216,0.98,684.51,20.89,0
85,42.787167,-71.1072,0.90,169.97,20.89,4
86,42.78715,-71.1072,0.98,16.73,20.89,2
87,42.78715,-71.1072,1.13,31.28,20.89,12
88,42.787132,-71.1072,1.05,18.82,20.89,7
89,42.787117,-71.107216,1.09,0.00,20.89,16
90,42.787117,-71.107216,1.33,0.00,20.89,21
91,42.7871,-71.10723,1.17,0.00,20.89,0
92,42.7871,-71.10723,1.02,0.00,20.89,14
93,42.787086,-71.10723,0.98,0.00,20.89,0
94,42.787067,-71.10723,0.94,0.00,20.89,0
95,42.787067,-71.10723,0.78,0.00,20.89,5
96,42.787052,-71.10723,0.94,0.00,20.89,0
97,42.787052,-71.10723,1.02,0.00,20.89,0
98,42.78702,-71.107216,1.02,0.00,20.89,0
99,42.78702,-71.1072,0.82,0.00,20.89,0
100,42.78702,-71.1072,0.74,0.00,20.89,0
101,,,0.82,0.00,20.89,0
102,,,1.02,0.00,20.89,3
103,42.786987,-71.1072,1.02,0.00,20.89,21
104,42.786987,-71.10717,1.02,0.00,20.89,1
105,42.786987,-71.107155,1.13,0.00,20.89,42
106,42.786964,-71.10714,0.82,0.00,20.89,0
107,42.78693,-71.10711,1.25,0.00,20.89,29
108,42.78693,-71.10711,1.02,0.00,20.89,22
109,42.786915,-71.10711,1.05,0.00,20.89,0
110,42.786915,-71.10709,0.86,0.00,20.89,1
111,42.7869,-71.10708,0.74,0.00,20.89,0
112,42.7869,-71.10706,1.13,0.00,20.89,1
113,42.7869,-71.10705,0.94,0.00,20.89,3
114,42.78688,-71.10705,1.09,0.00,20.89,1
115,42.786865,-71.10703,0.78,0.00,20.89,7
116,42.78685,-71.10702,0.78,0.00,20.89,1
117,42.78685,-71.10702,0.74,238.92,20.89,0
118,42.78685,-71.10702,0.47,292.77,20.89,1
119,42.786865,-71.10702,1.45,225.69,20.89,16
120,42.78685,-71.10702,0.98,10.47,20.89,12
121,42.786865,-71.10703,3.16,2.10,20.89,29
122,42.786865,-71.10702,2.54,4.19,20.89,6
123,42.78685,-71.10702,1.17,202.82,20.89,3
124,42.786865,-71.10703,0.82,8.38,20.89,0
125,,,0.39,270.67,20.89,15
126,,,0.55,12.56,20.89,0
127,42.78688,-71.10705,0.98,216.19,20.89,3
128,42.7869,-71.10708,1.05,2.10,21.21,1
129,,,1.17,2.10,20.89,0
130,,,1.02,39.56,20.89,6
131,42.786915,-71.10711,1.17,517.16,20.89,0
132,42.786945,-71.10714,1.17,56.02,20.89,0
133,42.786964,-71.10711,1.05,766.16,21.21,8
134,,,0.90,1031.64,20.89,29
135,42.786987,-71.10711,0.94,1053.44,21.21,39
136,42.787003,-71.10714,1.02,1056.56,21.21,41
137,42.78702,-71.10714,1.09,1056.56,21.21,33
138,42.78702,-71.10714,0.98,1056.56,21.21,38
139,42.78702,-71.10714,0.98,1056.56,21.21,21
140,42.78702,-71.10711,0.90,1055.79,21.21,22
141,42.78702,-71.10711,0.90,1056.56,21.21,16
142,42.787037,-71.10714,0.94,1057.34,21.21,5
143,42.787037,-71.10714,0.94,1055.01,21.21,3
144,42.787037,-71.10714,0.94,1039.87,21.21,0
145,42.787037,-71.10714,0.94,1056.56,21.21,0
146,42.787037,-71.10714,0.94,1055.01,21.21,8
147,42.787052,-71.10714,1.02,745.39,21.21,22
148,42.787037,-71.10714,0.90,435.16,21.21,0
149,42.787037,-71.10714,0.90,310.99,21.21,5
150,42.787037,-71.10711,0.86,8.38,21.21,2
151,42.787037,-71.10714,1.05,6.29,21.21,45
152,42.787037,-71.10714,0.98,0.00,21.86,45
153,42.787037,-71.107155,0.90,2.10,22.18,46
154,,,0.98,0.00,22.82,46
155,42.787067,-71.10714,0.94,2.10,23.47,46
156,42.787086,-71.107155,0.94,8.38,24.11,47
157,42.787086,-71.107155,0.94,2.10,24.76,46
158,42.787117,-71.10717,0.94,0.00,25.40,47
159,42.787132,-71.10717,0.90,0.00,26.04,46
160,,,0.94,0.00,26.69,46
161,,,0.98,0.00,27.33,47
162,,,0.94,8.38,27.66,47
163,,,0.94,37.49,28.30,47
164,,,0.94,0.00,28.62,46
165,,,0.94,0.00,28.95,47
166,,,0.94,0.00,29.59,47
167,,,0.94,0.00,29.91,47
168,42.787086,-71.10702,0.90,0.00,30.23,47
169,,,0.94,0.00,30.88,48
170,,,0.98,0.00,31.20,47
171,42.787003,-71.10703,0.90,6.29,31.52,48
172,42.786964,-71.10705,0.98,0.00,32.17,48
173,42.78693,-71.10708,0.94,0.00,32.49,48
174,,,0.86,25.06,32.81,40
175,42.786766,-71.10693,0.90,221.90,32.81,41
176,,,1.02,244.56,32.81,15
177,,,0.70,45.74,32.49,17
178,,,1.09,20.90,32.49,8
179,42.78693,-71.10708,0.94,8.38,32.17,9
180,42.787037,-71.10714,0.74,8.38,32.17,26
181,42.787037,-71.10714,0.90,8.38,32.17,0
182,42.787037,-71.10711,0.70,158.25,32.17,0
183,42.787052,-71.107155,1.91,43.68,31.85,4
184,42.787052,-71.10717,2.03,20.90,31.20,26
185,42.787052,-71.107185,2.73,29.21,31.20,7
186,42.787052,-71.1072,2.97,35.42,30.88,34
187,42.787067,-71.1072,1.60,33.35,30.56,47
188,,,1.64,41.62,30.23,24
189,42.7871,-71.107216,1.84,39.56,29.91,23
190,,,1.56,45.74,29.91,25
191,42.787132,-71.107185,1.80,6.29,29.59,5
192,42.78715,-71.1072,1.17,8.38,29.27,23
193,42.787197,-71.107185,2.27,18.82,28.95,31
194,42.787216,-71.10717,0.62,39.56,28.95,45
195,42.78723,-71.10714,0.70,208.56,28.95,2
196,42.787216,-71.10711,0.98,88.59,28.62,4
197,42.787216,-71.10714,0.90,120.71,28.62,19
198,42.78723,-71.10711,1.37,130.65,28.62,7
199,42.787247,-71.10708,1.05,92.63,28.30,5
200,42.787247,-71.10708,0.82,20.90,28.30,8
201,42.787266,-71.10706,0.78,14.65,28.30,11
202,42.787247,-71.10706,0.82,18.82,28.30,9
203,42.787247,-71.10705,0.94,14.65,28.30,4
204,42.787247,-71.10705,1.05,18.82,27.98,0
205,42.78723,-71.10703,0.98,49.86,27.98,16
206,42.78723,-71.10703,1.02,102.70,27.98,0
207,42.78723,-71.10702,1.21,27.13,27.98,2
208,42.787247,-71.10702,0.82,60.11,27.98,1
209,,,0.74,86.57,27.66,15
210,42.787247,-71.10702,0.78,39.56,27.66,7
211,42.787247,-71.10703,0.82,198.98,27.66,3
212,42.78723,-71.10705,0.66,218.10,27.33,8
